,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sha Tin,"Shing Wai House, Sun Tin Wai Estate",5446,
1,Southern,"Tower 9, Larvotto",5451,
2,Central & Western,Shama Hollywood Hong Kong,5454,
3,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5455,
4,Wong Tai Sin,"Hong Yun House, Tsz Hong Estate",5456,
5,Tai Po,"Kwong Yan House, Kwong Fuk Estate",5457,
6,Southern,Ovolo Southside,5458,
7,Yau Tsim Mong,Tak Fung Building,5459,
8,Sai Kung,"Tower 6, Nan Fung Plaza",5463,
9,Islands,Hong Kong Skycity Marriott Hotel,5464,
10,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5465,
11,Yau Tsim Mong,Delta Hotel,5466,
12,Yau Tsim Mong,Travelodge Kowloon,5467,
13,Islands,Novotel Citygate Hong Kong,5468,
14,Islands,Headland Hotel,5469,
15,Yuen Long,"Tower 12, The Parcville",5470,
16,Eastern,Ramada Hong Kong Grand View,5471,
17,Kwai Tsing,"Block 6, Kwai Shing West Estate",5472,
18,Kwai Tsing,"Block 6, Kwai Shing West Estate",5474,
19,Yau Tsim Mong,Silka Seaview Hotel Hong Kong,5475,
20,Sha Tin,Courtyard By Marriott Hong Kong Sha Tin,5476,
21,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5477,
22,Yau Tsim Mong,"Dorsett Mongkok, Hong Kong",5478,
23,Sha Tin,"Yue Chak House, Yue Tin Court",5479,
24,Islands,Hong Kong Skycity Marriott Hotel,5482,
25,Islands,Hong Kong Skycity Marriott Hotel,5483,
26,Yau Tsim Mong,"Block 2, The Long Beach",5484,
27,Kwun Tong,"Dorsett Kwun Tong, Hong Kong",5486,
28,Wan Chai,"Victoria Heights, 43A Stubbs Road",5487,
29,Islands,"Tower 3, The Visionary",5488,
30,Sha Tin,"Yue Chak House, Yue Tin Court",5492,
31,Islands,Hong Kong Skycity Marriott Hotel,5496,
32,Tuen Mun,"King On House, Shan King Estate",5497,
33,Tuen Mun,"King On House, Shan King Estate",5498,
34,Kowloon City,"Sik Man House, Ho Man Tin Estate",5499,
35,Wan Chai,168 Tung Lo Wan Road,5500,
36,Sha Tin,"Block F, Garden Rivera",5501,
37,Sai Kung,Clear Water Bay Apartments,5502,
38,Southern,Red Hill Park,5503,
39,Sai Kung,"Po Lam Estate, Po Tai House",5504,
40,Sha Tin,"Block F, Garden Rivera",5505,
41,Islands,"Ying Yat House, Yat Tung Estate",5506,
42,Kwun Tong,"Block 17, Laguna City",5507,
43,Sai Kung,Crowne Plaza Hong Kong Kowloon East Hotel,5509,
44,Eastern,"Tower 2, Pacific Palisades",5510,
45,Kowloon City,Billion Court,5511,
46,Yau Tsim Mong,Lee Man Building,5512,
47,Central & Western,Tai Fat Building,5513,
48,Wan Chai,Malibu Garden,5514,
49,Sai Kung,Alto Residences,5515,
50,Wan Chai,Chee On Building,5516,
51,Sai Kung,"Block 2, Hillview Court",5517,
52,Tsuen Wan,Hoi Pa San Tsuen,5518,
53,Central & Western,Flourish Court,5520,
54,Wong Tai Sin,"Fu Tung House, Tung Tau Estate",5521,
55,Yau Tsim Mong,"Tai Chuen Building, Cosmopolitan Estates",5523,
56,Yau Tsim Mong,Yan Hong Building,5524,
57,Sha Tin,"Block 5, Royal Ascot",5525,
58,Sha Tin,"Yiu Ping House, Yiu On Estate",5526,
59,Sha Tin,"Block 5, Royal Ascot",5529,
60,Wan Chai,"Block E, Beverly Hill",5530,
61,Yau Tsim Mong,"Tower 1, The Harbourside",5531,
62,Yuen Long,"Wah Choi House, Tin Wah Estate",5532,
63,Yau Tsim Mong,Lee Man Building,5533,
64,Yau Tsim Mong,Paradise Square,5534,
65,Kowloon City,"Tower 3, K. City",5535,
66,Yau Tsim Mong,70 Fa Yuen Street,5536,
67,Kwun Tong,"Shun Tai House, Shun Chi Court",5537,
68,Yau Tsim Mong,Far East Mansion,5538,
69,Sham Shui Po,17A-17D Shek Kip Mei Street,5539,
70,Kowloon City,Metropark Hotel Kowloon,5540,
71,Eastern,"Tower 6, Grand Promenade",5541,
72,Tsuen Wan,"Block 5, City Point",5542,
73,Central & Western,Visalia Garden,5543,
74,Wan Chai,Yick Wah Building,5544,
75,Wan Chai,Malahon Apartments,5545,
76,Yau Tsim Mong,"831 Canton Road, Kam Wah Building",5546,
77,Kowloon City,Kowloon Tong Mansion,5547,
78,Wan Chai,Hong Kong Mansion,5548,
79,Yau Tsim Mong,7 Cedar Street,5549,
80,Islands,"Block 2, Coastal Skyline",5550,
81,Sai Kung,"Tower 1, The Grandiose",5551,
82,Sai Kung,"Tower 3, Le Prestige, LOHAS Park",5552,
83,Wan Chai,"6 Dragon Terrace, Dragon Court",5553,
84,Southern,"Block 21, Baguio Villa",5554,
85,Wan Chai,451 Lockhart Road,5555,
86,Kwun Tong,"Block 34, Laguna City",5556,
87,Central & Western,"Block 2, Garden Terrace",5557,
88,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5558,
89,Yau Tsim Mong,Silka Seaview Hotel Hong Kong,5559,
90,Wan Chai,Chee On Building,5560,
91,Sha Tin,"Block A, Greenwood Garden",5561,
92,Sham Shui Po,"Tower 6, Manhattan Hill",5564,
93,Islands,Novotel Citygate Hong Kong,5565,
94,Islands,Airport Regal Hotel,5566,
95,Yuen Long,"Hay Ping House, Long Ping Estate",5567,
96,Yuen Long,Tsat Sing Kong Tsuen,5568,
97,Central & Western,"Block 2, Garden Terrace",5569,
98,Sha Tin,"Tower 4, Park Belvedere",5570,
99,Sha Tin,"Laurel Court, World-wide Gardens",5571,
100,Kwai Tsing,"Wah Shun Court, Wah Yuen Chuen",5572,
101,Sha Tin,"Block A, Greenwood Garden",5573,
