,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似/個案編號
0,油尖旺,漾日居 3座,,520
1,中西區,聚賢居 2座,,522
2,中西區,聚賢居 2座,,523
3,灣仔,嘉易大廈,,524
4,灣仔,駱克道 238-240號,,525
5,葵青,葵涌邨綠葵樓,,526
6,灣仔,驊宅,,528
7,油尖旺,海景大廈,,529
8,油尖旺,長樂街 22號,,531
9,葵青,荃灣絲麗酒店,,532
10,南區,石排灣邨碧山樓,,533
11,東區,福昌樓,,534
12,中西區,歌賦街 32號,,535
13,灣仔,金禧大廈,,536
14,中西區,Ardshiel,,537
15,沙田,嵐岸 6座,,538
16,沙田,錦英苑 E座,,539
17,中西區,香港華美達海景酒店,,540
18,西貢,澳貝村,,541
19,中西區,漢寧大廈,,542
20,中西區,德輔道西 217號,,543
21,中西區,福利別墅,,544
22,觀塘,君立酒店,,545
23,元朗,喜利大廈,,546
24,北區,凱榮路,,547
25,中西區,豫苑,,548
26,屯門,寶怡花園 2座,,549
27,九龍城,佛光街 30號,,550
28,九龍城,紅樂道 12號,,551
29,大埔,下坑村,,552
30,東區,和富中心 1座,,553
31,油尖旺,旺角智選假日酒店,,554
32,中西區,輝鴻閣,,555
33,中西區,華麗都會酒店,,556
34,灣仔,灣仔帝盛酒店,,557
35,沙田,玖瓏山,,558
36,九龍城,大夫第 A座,,559
37,中西區,香港華美達海景酒店,,560
38,屯門,海典軒,,561
39,西貢,富康花園 4座,,562
40,中西區,輝煌臺,,563
41,中西區,學士臺 2座,,564
42,沙田,帝堡城 2座,,565
43,中西區,列堤頓道 32號,,566
44,油尖旺,基隆街 101號,,567
45,東區,杏花邨 41座,,568
46,西貢,日出康城領凱 10座,,569
47,黃大仙,星河名居 E座,,570
48,南區,松苑,,571
49,觀塘,康利苑 1座,,572
50,沙田,盛薈 5座,,573
51,西貢,怡明邨怡茵樓,,574
52,中西區,堅尼地道 48號,,575
53,中西區,金谷大廈,,576
54,中西區,金谷大廈,,577
55,中西區,金谷大廈,,578
56,中西區,金谷大廈,,579
57,屯門,大興邨興盛樓,,580
58,屯門,兆畦苑兆富閣,,581
59,東區,和富中心 4座,,583
60,中西區,敦皓,,584
61,灣仔,永德大廈 B座,,585
62,油尖旺,帝柏海灣 1座,,586
63,北區,崗下村,,587
64,北區,崗下村,,588
65,灣仔,柏寧酒店,,589
66,觀塘,康利苑 1座,,590
67,觀塘,滙景花園 1座,,591
68,灣仔,維多利中心 3座,,592
69,元朗,Grand Yoho 10座,,593
70,油尖旺,晉逸精品酒店,,594
71,離島,嘉暉花園,,595
72,元朗,嘉湖山莊翠湖居 1座,,596
73,觀塘,觀塘帝盛酒店,,597
74,沙田,沙田第一城 8座,,598
75,北區,祥華邨祥德樓,,599
76,西貢,日出康城領峯 7座,,600
77,灣仔,香港諾富特世紀酒店,,601
78,油尖旺,尖沙咀擎天半島 3座,,602
79,九龍城,啟德 1號(I)1座,,603
80,油尖旺,尖沙咀香港華麗酒店,,604
81,中西區,宏基國際賓館,,605
82,灣仔,肇明大廈,,606
83,荃灣,海雲軒 2座,,607
84,元朗,錦繡花園,,608
85,九龍城,冠熹苑,,609
86,沙田,隔田村,,610
87,油尖旺,亞皆老街 4號,,611
88,灣仔,愉富大廈 A座,,612
89,灣仔,愉富大廈 A座,,613
90,東區,佳翠苑耀翠閣,,614
91,元朗,黃泥墩村,,615
92,南區,美景臺 AB座,,616
93,九龍城,達運閣 C座,,617
94,中西區,永華大廈,,618
95,大埔,明雅苑明欣閣,,619
96,大埔,明雅苑明欣閣,,620
97,灣仔,禮頓山 8座,,621
98,灣仔,愉富大廈 A座,,622
99,離島,東涌東環 1A座,,623
100,葵青,盈翠半島 3A座,,624
101,大埔,馬牯纜村,,625
102,灣仔,恆信大廈,,626
103,中西區,皇后大道西 484-496號新安大樓,,627
104,東區,新翠花園 2座,,628
105,深水埗,石硤尾邨美笙樓,,629
106,灣仔,恆信大廈,,630
107,中西區,雍景臺 2座,,631
108,屯門,兆畦苑兆富閣,,632
109,元朗,金閣豪園 6座,,633
110,九龍城,加多利大廈,,634
111,觀塘,寶達邨達喜樓,,637
112,大埔,寶康大廈,,638
113,觀塘,樂華北邨勤華樓,,639
114,中西區,敦皓,,640
115,離島,逸泰居,,641
116,觀塘,雙喜大廈,,643
117,中西區,堅尼地道 8號,,644
118,沙田,碧濤花園百利閣,,645
119,離島,映灣園 15座,,646
120,灣仔,香港萬麗海景酒店,,647
121,灣仔,柏寧酒店,,648
122,深水埗,美孚新邨百老匯街 114號,,649
123,油尖旺,Page 148,,650
124,離島,映灣園 11座,,651
125,葵青,長安邨安濤樓,,652
126,油尖旺,尖沙咀香港華麗酒店,,653
127,西貢,翠林邨碧林樓,,654
128,東區,和富中心 8座,,655
129,東區,杏花邨 48座,,656
130,灣仔,香港銅鑼灣皇冠假日酒店,,657
131,葵青,青輝新村,,658
132,葵青,長安邨安濤樓,,659
133,油尖旺,香港百樂酒店,,660
134,南區,陽明山莊 4座,,661
135,離島,逸東邨康逸樓,,662
136,深水埗,富昌邨富萊樓,,663
137,沙田,皇御居,,664
138,油尖旺,漾日居 7座,,665
139,油尖旺,漾日居 7座,,666
140,沙田,赤坭坪,,667
141,灣仔,富雅閣,,668
142,油尖旺,旺角維景酒店,,669
143,元朗,高埔村,,670
144,南區,紅山半島棕櫚徑,,671
145,油尖旺,香港基督教青年會,,672
146,灣仔,百德大廈 B座,,673
147,北區,祥華邨祥智樓,,674
148,離島,香港天際萬豪酒店,,675
149,灣仔,灣仔帝盛酒店,,676
150,南區,石排灣邨碧山樓,,677
151,黃大仙,黃大仙下邨龍華樓,,678
152,南區,如心南灣海景酒店,,679
153,西貢,新都城 3期 4座,,680
154,南區,如心南灣海景酒店,,681
155,西貢,傲瀧 10座,,682
156,中西區,輝煌台,,683
157,大埔,逸瓏灣 I9座,,684
158,大埔,新屋家村怡翠山莊,,685
159,中西區,瑧蓺,,686
160,離島,東環第 2A座,,687
161,大埔,鹿茵山莊 9座,,688
162,南區,曼克頓花園,,689
163,灣仔,囍匯,,690
164,屯門,兆畦苑兆富閣,,691
165,灣仔,樂陶苑 D座,,692
166,中西區,宏基國際賓館,,693
167,中西區,百輝大廈,,694
168,東區,麗怡苑,,695
169,南區,海怡半島 17座美暉閣,,696
170,南區,海怡半島 17座美暉閣,,697
171,觀塘,麗港城 4座,,698
172,中西區,景雅花園,,699
173,觀塘,觀塘帝盛酒店,,700
174,西貢,海翩匯 6座,,701
175,荃灣,荃灣中心天津樓,,702
176,深水埗,蘇屋邨壽菊樓,,703
177,觀塘,觀塘大廈,,704
178,油尖旺,福明大廈 B座,,705
179,九龍城,寶能閣一期,,706
180,東區,海景樓,,707
181,中西區,嘉和苑,,708
182,沙田,雅典居 7座,,709
183,屯門,澤豐花園澤安樓,,710
184,屯門,澤豐花園澤安樓,,711
185,油尖旺,帝樂文娜公館,,712
186,南區,石排灣邨碧山樓,,713
187,中西區,富山苑,,714
188,深水埗,泓景臺 6座,,715
189,沙田,新田圍邨豐圍樓,,716
190,東區,城市花園 1座,,717
191,觀塘,安達邨賢達樓,,718
192,南區,貝沙灣南灣四期 1座,,719
193,大埔,逸瓏灣二期 10座,,720
194,中西區,瀚然,,721
195,南區,香港瑞思酒店,,722
196,東區,嘉亨灣 1座,,723
197,西貢,清水灣半島 7座,,724
198,西貢,清水灣半島 7座,,725
199,沙田,雅景臺 3座,,726
200,南區,石排灣邨碧銀樓,,727
201,南區,香港瑞思酒店,,728
202,元朗,廈村市,,729
203,元朗,Park Yoho Genova 30A座,,730
204,觀塘,觀塘帝盛酒店,,731
205,深水埗,泓景臺 6座,,732
206,油尖旺,尖沙咀香港華麗酒店,,733
207,離島,逸東(二)邨悅逸樓,,734
208,灣仔,藍塘道 12-22號友誼大廈,,735
209,東區,柏匯,,736
210,中西區,殷樺花園 1期,,737
211,中西區,恒龍閣,,739
212,中西區,譽皇居,,740
213,葵青,長宏邨宏毅樓,,741
214,灣仔,愉富大廈 A座,,742
215,離島,東環 2B座,,743
216,九龍城,嘉樂閣,,745
217,九龍城,差館里 35號,,746
218,離島,東環 1A座,,747
219,南區,海怡半島美華閣,,748
220,離島,藍天海岸 3期影岸‧紅 A座,,749
221,東區,東旭苑東曉閣,,750
222,中西區,帝后華庭 2座,,751
223,荃灣,荃灣中心天津樓,,752
224,離島,逸泰居,,753
225,西貢,厚德邨德富樓,,754
226,黃大仙,安強大樓,,755
227,油尖旺,豪華閣,,756
228,九龍城,東禧閣,,757
229,油尖旺,豐樂大廈,,758
230,觀塘,秀茂坪邨秀緻樓,,759
231,灣仔,益誠大廈,,760
232,屯門,雍景園,,761
233,離島,愉景灣碧濤海馬徑 10號,,764
234,南區,雅致洋房 5座,,765
235,荃灣,海濱花園海觀閣,,767
236,灣仔,V Happy Valley,,768
237,黃大仙,萬義大廈,,769
238,黃大仙,譽‧港灣 8座,,770
239,油尖旺,擎天半島 1座,,771
240,西貢,逸瓏海滙 3座,,772
241,南區,曼克頓花園 C座,,773
242,九龍城,紅磡海韻軒 1座,,774
243,大埔,普益里 10號,,775
244,油尖旺,御金國峰 3座,,776
245,油尖旺,香港基督教青年會,,777
246,西貢,蠔涌新村,,778
247,沙田,樂山,,779
248,南區,香港海洋公園萬豪酒店,,780
249,南區,華貴邨華善樓,,781
250,元朗,錦繡花園,,782
251,沙田,名城第三期一座,,783
252,葵青,藍澄灣 1座,,784
253,荃灣,綠楊新邨 B座,,785
254,油尖旺,旺角帝盛酒店,,786
255,九龍城,黃埔花園銀竹苑 9座,,787
256,九龍城,One Lasalle,,788
257,九龍城,啟德一號一座,,789
258,東區,新威園 B座,,790
259,九龍城,半山壹號 37座,,791
260,深水埗,樂年花園 5座,,792
261,南區,旭逸居 2座,,793
262,北區,粉嶺名都 5座,,794
263,東區,太古城綠楊閣,,795
264,東區,興華(二)邨和興樓,,796
265,西貢,井欄樹村,,797
266,中西區,富山苑,,798
267,中西區,香港萬怡酒店,,799
268,葵青,荃灣帝盛酒店,,800
269,灣仔,駱克道 292號,,801
270,葵青,葵康苑葵逸閣,,802
271,灣仔,會景閣,,804
272,灣仔,愉富大廈 A座,,805
273,灣仔,景香樓,,806
274,中西區,羲皇台 8座,,807
275,元朗,錦繡花園 I段第五街,,808
276,葵青,華荔邨賞荔樓,,809
277,沙田,水泉澳邨明泉樓,,811
278,中西區,花園台 1座,,812
279,離島,映灣園 10座,,813
280,西貢,沙角尾村,,814
281,葵青,長康邨康和樓,,815
282,西貢,康盛花園 2座,,816
283,中西區,瀚然,,817
284,中西區,靜安居,,818
285,灣仔,灣仔帝盛酒店,,819
286,南區,嘉隆苑嘉傑閣,,820
287,灣仔,香港諾富特世紀酒店,,821
288,南區,南濤閣 1座,,822
289,中西區,怡廬,,823
290,西貢,黃竹山新村柳濤軒,,824
291,灣仔,香港諾富特世紀酒店,,825
