,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
485,Burlington Arcade,Yau Tsim Mong,28/03/2020,,638
486,Cathay Pacific City,Islands,28/03/2020,,641
487,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
488,Tung Chung Health Centre,Islands,28/03/2020,,743
489,Hang On Building,Wong Tai Sin,28/03/2020,,755
490,Allways Center,Wan Chai,28/03/2020,,769
491,Langham Place Office Tower,Yau Tsim Mong,28/03/2020,,796
492,Che Wah Buildilng,Wong Tai Sin,28/03/2020,,797
493,Plaza Hollywood,Wong Tai Sin,28/03/2020,,835
494,Shinyam Commercial Building,Wan Chai,28/03/2020,,840
495,Police Sports and Recreation Club,Yau Tsim Mong,29/03/2020,,663
496,Hip Wo House,Kwun Tong,29/03/2020,,718
497,Abba Shopping Mall,Southern,29/03/2020,,748
498,Tung Po Mansion,Eastern,29/03/2020,,750
499,10 Shau Kei Wan Main Street East,Eastern,29/03/2020,,750
500,Kam Po Court,Sai Kung,29/03/2020,,756
501,Oliv,Wan Chai,29/03/2020,,769
502,Kam Po Court,Sai Kung,29/03/2020,,796
503,Cathay Pacific City,Islands,30/03/2020,,753
504,Hong Kong Baptist Hospital,Kowloon City,30/03/2020,,767
505,Lee Tung Avenue,Wan Chai,30/03/2020,,774
506,64 Stone Nullah Lane,Wan Chai,30/03/2020,,774
507,Man Po Building,Wong Tai Sin,30/03/2020,,797
508,The Gateway Tower 6,Yau Tsim Mong,30/03/2020,,923
509,Hang Seng Bank Headquarters Building,Central & Western,30/03/2020,,957
510,CMB Wing Lung Bank Building,Central & Western,30/03/2020,,957
511,Central Government Pier,Central & Western,31/03/2020,,717
512,Global Trade Square,Southern,31/03/2020,,719
513,Yat Tung Shopping Centre,Islands,31/03/2020,,753
514,Precious Blood Hospital,Sham Shui Po,31/03/2020,,757
515,Cheong Ip Building,Wan Chai,31/03/2020,,760
516,Ming Fung Building,Wan Chai,31/03/2020,,797
517,Prince's Building,Central & Western,31/03/2020,,812
518,Beverly Garden Shopping Centre,Sai Kung,31/03/2020,,835
519,Beverly Garden,Sai Kung,31/03/2020,,903
520,D2 Place One,Sham Shui Po,31/03/2020,,926
521,Sterling Centre,Sham Shui Po,31/03/2020,,926
522,Cheung Fat Building,Yuen Long,31/03/2020,,926
523,Human Health Clinic (Yuen Long),Yuen Long,31/03/2020,,976
524,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
525,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,799
526,Union Hospital,Sha Tin,01/04/2020,,799
527,Westlands Centre,Eastern,01/04/2020,,"801, 960"
528,Queensway Plaza,Central & Western,01/04/2020,,863
529,Convention Plaza Shopping Arcade,Wan Chai,01/04/2020,,865
530,York Place,Wan Chai,01/04/2020,,923
531,"Kwai Tsui House, Wan Tsui Estate",Eastern,01/04/2020,,954
532,50 Wellington Street,Central & Western,02/04/2020,,865
533,38-46 Hennessy Road,Wan Chai,02/04/2020,,923
534,Wing On Plaza,Yau Tsim Mong,02/04/2020,,923
535,Wang Cheung Industrial Building,Kwun Tong,02/04/2020,,932
536,Perkins Road,Wan Chai,02/04/2020,,935
537,Li Po Chun Chambers,Central & Western,02/04/2020,,961
538,1 – 29 Tang Lung Street,Wan Chai,03/04/2020,,865
539,110-116 Jaffe Road,Wan Chai,03/04/2020,,923
540,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
541,Wings Building,Central & Western,03/04/2020,,957
542,Ecumenical Christian Building,Yau Tsim Mong,03/04/2020,,961
543,Lee Garden One,Wan Chai,03/04/2020,,968
544,Lee Garden Two,Wan Chai,03/04/2020,,972
545,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
546,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
547,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
548,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
549,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
550,New Town Plaza,Sha Tin,05/04/2020,,936
551,MOKO,Yau Tsim Mong,05/04/2020,,936
552,"Choi Chu House, Choi Yuen Estate",North,05/04/2020,,945
553,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
554,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
555,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
556,Union Plaza,North,06/04/2020,,945
557,Yue Wan Market,Eastern,06/04/2020,,958
558,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
559,Domain,Kwun Tong,06/04/2020,,960
560,121 Bonham Strand,Central & Western,06/04/2020,,971
561,Emperor Group Centre,Wan Chai,06/04/2020,,972
562,Melbourne Plaza,Central & Western,06/04/2020,,978
563,Pat Tat Industrial Building,Wong Tai Sin,06/04/2020,,978
564,The Landmark Mandarin Oriental Hotel,Central & Western,06/04/2020,,978
565,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
566,Festival Walk,Kowloon City,07/04/2020,,955
567,176 Queen's Road,Central & Western,07/04/2020,,972
568,China Insurance Group Building,Central & Western,07/04/2020,,972
569,Kingswood Richly Plaza,Yuen Long,07/04/2020,,996
570,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
571,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
572,World-Wide House,Central & Western,08/04/2020,,981
573,Pak Yee Building,Yuen Long,08/04/2020,,996
574,On Ning Building,Yuen Long,08/04/2020,,996
575,+WOO,Yuen Long,09/04/2020,,976
