,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,"Tower 2, Phase 1, Coastal Skyline",5205,
1,Sai Kung,"Tower 8, The Wings",5206,
2,Sai Kung,Flamingo Garden,5207,
3,Wan Chai,Best Western Hotel Causeway Bay,5208,
4,Yau Tsim Mong,Ramada Hong Kong Grand,5209,
5,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5213,
6,Yau Tsim Mong,Ramada Hong Kong Grand,5214,
7,Wan Chai,Eco Tree Hotel Causeway Bay,5215,
8,Sai Kung,"King Yu House, King Lam Estate",5216,
9,Southern,"Block 6, Pokfulam Gardens",5217,
10,Yau Tsim Mong,The Luxe Manor,5218,
11,Islands,Regal Airport Hotel Hong Kong,5231,
12,Yau Tsim Mong,The Luxe Manor,5234,
13,Yau Tsim Mong,The Luxe Manor,5235,
14,Kowloon City,"Block E, Harbourfront Horizon All-Suite Hotel",5236,
15,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5242,
16,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5250,
17,Central & Western,Bon-Point,5251,
18,Islands,Tai Wan Nam,5252,
19,Islands,Hong Kong Skycity Marriott Hotel,5253,
20,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,5254,
21,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5256,
22,Yau Tsim Mong,"Cordis, Hong Kong",5257,
23,Yau Tsim Mong,Ramada Hong Kong Grand,5258,
24,Eastern,"Tower 1, Grand Promenade",5259,
25,Central & Western,The Sheung Wan by Ovolo,5260,
26,Islands,Hong Kong Skycity Marriott Hotel,5261,
27,Islands,Regal Airport Hotel,5263,
28,Wan Chai,Mini Hotel Causeway Bay,5269,
29,Central & Western,Bishop Lei International House,5270,
30,Kwai Tsing,Dorsett Tsuen Wan,5279,
31,Islands,"Tower 15, Crystal Cove, Caribbean Coast",5281,
32,Kwai Tsing,Dorsett Tsuen Wan,5282,
33,Islands,Tai Wan Nam,5283,
34,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5285,
35,Eastern,"Block 9, Nan Fung Sun Chue",5288,
36,Yau Tsim Mong,Ramada Hong Kong Grand,5289,
37,Central & Western,Courtyard by Marriott Hong Kong,5290,
38,Islands,Auberge Discovery Bay Hong Kong,5292,
39,Sai Kung,"Block 9, Beverly Garden",5293,
40,Yau Tsim Mong,"Silka Seaview Hotel, Hong Kong",5294,
41,Kwai Tsing,Dorsett Tsuen Wan,5297,
42,Eastern,Ramada Hong Kong Grand View,5303,
43,Eastern,Ramada Hong Kong Grand View,5304,
44,Tsuen Wan,"Silka Tsuen Wan, Hong Kong",5310,
45,Kowloon City,"Lok Chi Lau, Lok Man Sun Chuen",5312,
46,Southern,Kaza - Stanley,5313,
47,Central & Western,Ramada Hong Kong Harbour View,5314,
48,Yau Tsim Mong,Chinachem Cameron Centre Virgo Bar & Restaurant,"5148, 5175",01/10/2020
49,Kwun Tong,Lei Yue Mun Municipal Services Building,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
50,Tuen Mun,H.A.N.D.S.,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
51,Wan Chai,Hong Kong Sanatorium & Hospital,"5135, 5136, 5137, 5166",07/10/2020
52,Yau Tsim Mong,The Royal Garden,"5170, 5240",08/10/2020
53,Sai Kung,Yu Cheong House Yu Ming Court,"5200, 5206",09/10/2020
54,Sai Kung,Shop 12 Ground Floor Bauhinia Garden,"5200, 5206",10/10/2020
55,Eastern,One Island East,5259,16/10/2020
56,Tuen Mun,Come On Building (Commercial Centre),5281,17/10/2020
57,Tuen Mun,Ocean Walk Itamomo Plus,5281,17/10/2020
58,Eastern,Aldrich Garden Shopping Centre,5259,18/10/2020
59,Tuen Mun,Hanford Plaza,5281,19/10/2020
60,Tuen Mun,8A1 & A2 Tsing Hoi Circuit 東哥點心火鍋第 六分店,5281,20/10/2020
61,Tuen Mun,San Hui Market,5281,20/10/2020
62,Islands,Yat Tung Shopping Centre Phase I TamJai SamGor Mixian,5281,21/10/2020
63,Central & Western,340 Queen's Road Central,5293,21/10/2020
64,Yau Tsim Mong,Manly Commercial Building,5288,22/10/2020
65,Kowloon City,Pine Manor,5288,22/10/2020
66,Central & Western,Siu Ying Commercial Building,"5293, 5312",23/10/2020
67,Wan Chai,203 Wan Chai Road New Forest Restaurant,5312,27/10/2020
