,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Central & Western,"Block C, Fulham Garden",6246,
1,Sham Shui Po,"Ning Ching House, Yee Ching Court",6247,
2,Sha Tin,"Tower 2, Sausalito",6248,
3,Kowloon City,"Block 1B, Vibe Centro",6249,
4,Central & Western,Kennedy Heights,6250,
5,Central & Western,Siu Cheung Building Siu Cheung Fong,6251,
6,Sha Tin,"Hing On House, Sui Wo Court",6252,
7,Sha Tin,"Tower 3, Sausalito",6253,
8,Yau Tsim Mong,Lee Kwan Building,6254,
9,Southern,"Block 9, Yee Ngar Court, South Horizons",6255,
10,Kwai Tsing,"Block 8, Kwai Shing West Estate",6256,
11,Tuen Mun,"Tip Yee House, Butterfly Estate",6257,
12,Southern,"Tower 9, Yee Ngar Court, South Horizons",6258,
13,Central & Western,"Block B, Phase III, Kwan Yick Building",6259,
14,Yuen Long,"Block M7, Yoho Midtown",6260,
15,Yuen Long,"Block M7, Yoho Midtown",6261,
16,Yau Tsim Mong,Kwong Yu Building,6262,
17,Sha Tin,"Block 7, Jubilee Garden",6263,
18,Kwai Tsing,"On Hoi House, Cheung On Estate",6264,
19,Kwun Tong,"Wing Mei House, Yau Chui Court",6265,
20,Tai Po,"Tower 1, Mont Vert",6266,
21,Kwai Tsing,"Block 6, Villa Esplanada",6267,
22,Sha Tin,"Hin Kwai House, Hing Keng Estate",6268,
23,Wong Tai Sin,"Block 6, Grand View Garden",6270,
24,Tsuen Wan,Tak Tai Building,6271,
25,Central & Western,Woodland Court,6273,
26,Kowloon City,"King Man House, Ho Man Tin Estate",6274,
27,Kwun Tong,"Tak Shan House, Tak Long Estate",6275,
28,Wong Tai Sin,"Block 6, Rhythm Garden",6276,
29,Kwun Tong,"Tak Shan House, Tak Long Estate",6277,
30,Yau Tsim Mong,Chung Ying Building,6278,
31,Islands,"Starview, Discovery Bay",6279,
32,Sai Kung,"Tak Fu House, Hau Tak Estate",6280,
33,Sai Kung,"Tak Fu House, Hau Tak Estate",6281,
34,Sai Kung,"Ming Kok House, Ming Tak Estate",6282,
35,Southern,"Mei Ka Court, South Horizons",6283,
36,Sham Shui Po,"Mei Shan House, Shek Kip Mei Estate",6284,
37,Kwun Tong,"Tower 2, Lotus Tower, Kwun Tong Garden Estate",6285,
38,Southern,"Yee Ngar Court, South Horizons",6286,
39,Tsuen Wan,"Tower 10, Ocean Pride",6287,
40,Eastern,Tung Wah Group of Hospitals Fong Shu Chuen Social Services Building,6289,
41,Wan Chai,Winfield Gardens,6290,
42,Tsuen Wan,"Block 5, Phase 2, Belvedere Garden",6291,
43,Yuen Long,"Tower 5, The Spectra",6292,
44,North,"Block 1, Royal Green",6293,
45,Central & Western,"Block A, La Hacienda",6294,
46,Tuen Mun,"Tower 3, Goodview Garden",6295,
47,Kwun Tong,"Hiu Sing House, Hiu Lai Court",6296,
48,Tuen Mun,Tuen Mun Court,6297,
49,Sha Tin,"Block 5, Grandeur Garden",6298,
50,Sha Tin,"Kam Wai House, Kam Fung Court",6299,
51,Wong Tai Sin,"Kai Fai House, Choi Wan (2) Estate",6300,
52,Eastern,"Tung Chi House, Tung Yuk Court",6301,
53,Eastern,"Tung Chi House, Tung Yuk Court",6302,
54,Kowloon City,Tung Po Building,6303,
55,Wan Chai,"Block B, Bay View Mansion",6304,
56,Sai Kung,"Tower 15, Ocean Shores",6305,
57,Kwun Tong,"Kai Wong House, Kai Tin Estate",6306,
58,Kwun Tong,"Lam Fai House, Lam Tin Estate",6307,
59,Tai Po,"Heng Tai House, Fu Heng Estate",6308,
60,Yuen Long,"Yuk Ping House, Long Ping Estate",6310,
61,Tuen Mun,"Siu Hang House, Siu Hong Court",6311,
62,Wong Tai Sin,"Block 5, Kingsford Terrace",6313,
63,Kwun Tong,"Tak Cheung House, Tak Long Estate",6314,
64,Eastern,"Block 5, Aldrich Garden",6315,
65,Tsuen Wan,"Block 1, Greenview Terrace",6316,
66,Kwai Tsing,"Seung Lai House, Wah Lai Estate",6317,
67,Yau Tsim Mong,"Tower 5, Central Park",6318,
68,Wong Tai Sin,"Tsz Lok Estate, Lok Tin House",6319,
69,Wong Tai Sin,"Tower 2, Grand View Garden",6320,
70,Kwun Tong,"Yat Lai House, Yau Lai Estate",6321,
71,Yau Tsim Mong,"Sky Tower, The Arch",6322,
72,Sham Shui Po,Fu Shun Building,6322,
73,Eastern,Winner Mansion,6323,
74,Southern,"Yee Ngar Court, South Horizons",6324,
75,Central & Western,"Block B, Phase 3, Kwan Yick Building",6325,
76,Kowloon City,"Block 4, Palm Mansions, Whampoa Garden",6326,
77,Kowloon City,"Block 7, Bamboo Mansions, Whampoa Garden",6327,
78,Yau Tsim Mong,"Sky Tower, The Arch",6331,
79,Yau Tsim Mong,"Sky Tower, The Arch",6332,
80,Sai Kung,"Tower 4, The Metropolis, Metro City",6333,
81,Wong Tai Sin,"Block 2, Bel Air Heights",6334,
82,Kowloon City,"Lok Chee Lau, Lok Man Sun Chuen",6335,
83,Islands,Hong Kong SkyCity Marriott Hotel,6338,
84,Islands,"Mun Hong House, Mun Tung Estate",6339,
85,Eastern,"Block B, Perfect Mount Gardens",6341,
86,Wong Tai Sin,Pak Lok Nursing Home Company Limited,6342,
87,Kowloon City,Billion Court,6343,
88,Wan Chai,"Block A, Tonnochy Towers",6344,
89,Wan Chai,Kin Lee Building,6345,
90,Kwun Tong,"Tak Lung House, Tak Tin Estate",6346,
91,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6347,
92,Kwun Tong,"Bauhinia Court, Fulrich Garden",6348,
93,Tai Po,"Shin Nga House, Fu Shin Estate",6349,
94,Yau Tsim Mong,26 Kimberley Road,6350,
95,Kwun Tong,"Hang On House, Wo Lok Estate",6351,
96,Kwun Tong,"Tsui Yue House, Tsui Ping (North) Estate",6354,
97,Kwun Tong,"Yung Lai House, Yau Lai Estate",6355,
98,Sham Shui Po,"Begonia House, So Uk Estate",6356,
99,Tai Po,Lam Tsuen San Tsuen,6357,
100,Kwun Tong,"Kui Tai House, On Tai Estate",6358,
101,Kwun Tong,"Block 31, Laguna City",6359,
102,Kowloon City,"Tower 2, Harbourfront Landmark",6360,
103,Kwai Tsing,"Wah Chi Court, Wah Yuen Chuen",6361,
104,Yau Tsim Mong,"Hoi Yan House, Hoi Fu Court",6362,
105,Wong Tai Sin,"Fu Yan House, Fu Shan Estate",6363,
106,Southern,"Block 3, Ocean Court",6364,
107,Tuen Mun,"Yiu Lun House, Siu Lun Court",6365,
108,Eastern,"Yat Wah Mansion, Lei King Wan",6366,
109,Wan Chai,Hung Fook Mansion,6367,
110,Wan Chai,Hung Fook Mansion,6368,
111,Yau Tsim Mong,Lee Man Building,6369,
112,Sham Shui Po,Hung Hing Mansion,6370,
113,Kwai Tsing,"Hong Mei House, Cheung Hong Estate",6371,
114,Tuen Mun,"Hing Yiu House, Tai Hing Estate",6372,
115,Islands,"Block 32, Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",6373,
116,Kwun Tong,"Block 6, Richland Gardens",6374,
117,Tuen Mun,"Low Block, King Kwai House, Shan King Estate",6375,
118,Kwun Tong,"Block 6, Richland Gardens",6376,
119,Wong Tai Sin,Fung Wong Building,6377,
120,Southern,"Yee Ngar Court, South Horizons",6378,
121,Tsuen Wan,"Wing Hong House, Fuk Loi Estate",6379,
122,Sham Shui Po,"Hoi Shun House, Hoi Lai Estate",6380,
123,Yau Tsim Mong,Tung Wah Group of Hospitals Ho Yuk Ching Willow Lodge,6381,
124,Kowloon City,"King's Court, 11 Man Fuk Road",6382,
125,Kowloon City,"King's Court, 11 Man Fuk Road",6383,
126,Sai Kung,"Tower 5, Monterey",6384,
127,Sai Kung,"Block 2, Fu Ning Garden",6385,
128,Sham Shui Po,"Hoi Hei House, Hoi Lai Estate",6386,
129,Tsuen Wan,"Tak Fam Building, 18 Tak Wah Street",6387,
130,Southern,"Yee Ngar Court, South Horizons",6388,
131,Islands,Pui O San Wai Tsuen,6389,
132,Yau Tsim Mong,Ramada Hong Kong Grand,6390,
133,Yau Tsim Mong,Best Western Plus Hotel Kowloon,6391,
134,Southern,"Hoi Lung Court, Aberdeen Centre",6392,
135,Kwun Tong,"Lei Sang House, Lei Yue Mun Estate",6393,
136,Kwun Tong,"Sau Ho House, Sau Mau Ping South Estate",6394,
137,Tsuen Wan,"Block 8, Tsuen King Garden",6395,
138,Tsuen Wan,"Wing Hong House, Fuk Loi Estate",6396,
139,Tuen Mun,"Block 1, Hong Lai Garden",6397,
140,Wan Chai,Gordon House,6398,
141,Kwun Tong,"Block 23, Laguna City",6398,
142,Yau Tsim Mong,"Tower 2, Harbour Green",6399,
143,Kowloon City,"Tower 26, Parc Oasis",6401,
144,Kwai Tsing,"Block 3, Highland Park",6402,
145,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6403,
