,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Tsuen Wan,Sam Tung Uk Village,7293,
1,Kowloon City,Merrington Mansion,7294,
2,Sham Shui Po,Pei Ho Building,7296,
3,Tai Po,"Wan Loi House, Wan Tau Tong Estate",7297,
4,Sham Shui Po,"Pei Ho Building, Fuk Wa Street",7298,
5,Tai Po,"Kwong Ping House, Kwong Fuk Estate",7299,
6,Kowloon City,"Sheung Ching House, Kai Ching Estate",7300,
7,Central & Western,Welland Building,7301,
8,Southern,"Wah Ching House, Wah Fu (I) Estate",7302,
9,Kowloon City,Garfield Court,7303,
10,Yau Tsim Mong,"Block 4, Prosperous Garden",7304,
11,Yuen Long,Len Shing Mansion,7305,
12,Yau Tsim Mong,"Block A, Harbourfront Horizon",7306,
13,Kwun Tong,"Tat Hin House, Po Tat Estate",7307,
14,Yuen Long,Pak Sha Tsuen,7309,
15,Sai Kung,"Block 8, Beverly Garden",7310,
16,Kowloon City,"Yee Man House, Ho Man Tin Estate",7311,
17,Kwun Tong,"Hong Nin House, Hong Yat Court",7313,
18,Kwun Tong,"Tat Yi House, Po Tat Estate",7314,
19,Sham Shui Po,Sun Fair Building,7315,
20,Kwun Tong,"Wo Kin House, Cheung Wo Court",7316,
21,Kwun Tong,"Tat Hin House, Po Tat Estate",7317,
22,Yau Tsim Mong,"Dorfu Court, Hau Fook Street",7318,
23,Yuen Long,Tan Kwai Tsuen Road,7319,
24,Kwai Tsing,53 Texaco Road,7321,
25,Kwun Tong,20 Ting Yip Street,7322,
26,Tai Po,"Kwong Wai House, Kwong Fuk Estate",7323,
27,Kwun Tong,"Tat Yi House, Po Tat Estate",7324,
28,Yuen Long,Len Shing Mansion,7325,
29,Kowloon City,Garfield Court,7326,
30,Kwun Tong,"Chi Tai House, On Tai Estate",7327,
31,Islands,Wai Tsai Street,7328,
32,Sham Shui Po,Sun Fair Building,7329,
33,Eastern,"Hiu Tao House, Tung Tao Court",7330,
34,Kwai Tsing,"Shing Fu House, Kwai Shing East Estate",7331,
35,Sha Tin,"Yu Moon House, Yu Chui Court",7332,
36,Sha Tin,"Tower 3, Man Lai Court",7333,
37,Central & Western,"Block 2, Elegant Garden",7334,
38,Sha Tin,"Tower 3, Man Lai Court",7335,
39,Kwun Tong,"Tsui To House, Tsui Ping North Estate",7336,
40,Sai Kung,"Sheung Chun House, Sheung Tak Estate",7337,
41,Kwai Tsing,"Kai Him Lau, Cho Yiu Chuen",7338,
42,Yuen Long,"Ping Yin House, Ping Yan Court",7339,
