,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kowloon City,Hung Hing Court,5071,
1,Sha Tin,"Lung Yiu House, Kam Lung Court",5072,
2,Wan Chai,Dorsett Wanchai,5076,
3,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5079,
4,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5080,
5,Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong,5081,
6,Islands,Hong Kong SkyCity Marriott Hotel,5082,
7,Yuen Long,Fung Cheung Building,5083,
8,Yau Tsim Mong,Harbour Plaza Metropolis,5084,
9,Yau Tsim Mong,"Silka Seaview, Hong Kong",5085,
10,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5086,
11,Central & Western,Po Hing Court,5095,
12,Yau Tsim Mong,Harbour Bay Hotel,5096,
13,Yau Tsim Mong,"Tower 2, The Hermitage",5097,
14,Yau Tsim Mong,Fook Kiu Mansion,5098,
15,Kwun Tong,Dorsett KwunTong,5098,
16,Kwun Tong,Hotel COZi Harbour View,5098,
17,Islands,Hong Kong SkyCity Marriott Hotel,5099,
18,Wan Chai,Glory House,5102,
19,Yau Tsim Mong,Wai Yuen Building,5104,
20,Eastern,Ramada Hong Kong Grand View,5105,
21,Sha Tin,"Tower 2, Greenheight Villa",5107,
22,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5110,
23,Yau Tsim Mong,Lap Tak House,5110,
24,Kwai Tsing,"Wang Yung House, Cheung Wang Estate",5111,
25,Sha Tin,"Tower 2, Greenheight Villa",5112,
26,Islands,Hong Kong SkyCity Marriott Hotel,5113,
27,Yau Tsim Mong,Kimberley Hotel,5114,
28,Kwai Tsing,"Block 5, Rambler Crest",5122,
29,Yau Tsim Mong,Holly Mansion,5123,
30,Yau Tsim Mong,Stanford Hillview Hotel,5123,
31,Yau Tsim Mong,Lap Tak House,5124,
32,Yau Tsim Mong,Lap Tak House,5125,
33,Eastern,Wealthy Court,5126,
34,Yau Tsim Mong,The Kimberley Hotel,5130,
35,Yau Tsim Mong,Holly Mansion,5130,
36,Yau Tsim Mong,177A Portland Street,5131,
37,Wan Chai,Fasteem Mansion,5132,
38,Tuen Mun,"Block 15, Lung Mun Oasis",5133,
39,Kwun Tong,"Wing Mei House, Yau Chui Court",5135,
40,Yau Tsim Mong,"Block 3, Prosperous Garden",5136,
41,Tuen Mun,"Block 6, Po Tin Estate",5137,
42,Kwai Tsing,The Home Of Treasure,5140,
43,Yau Tsim Mong,The Royal Garden,5141,
44,Sai Kung,"Kin Ching House, Kin Ming Estate",5143,
45,Sai Kung,"Kin Ching House, Kin Ming Estate",5144,
46,Islands,Regal Airport Hotel Hong Kong,5145,
47,Wong Tai Sin,Hong Keung Court,5148,
48,Kwai Tsing,The Home Of Treasure,5149,
49,Sai Kung,"Kin Ching House, Kin Ming Estate",5150,
50,Kwai Tsing,The Home Of Treasure,5151,
51,Kwai Tsing,The Home Of Treasure,5152,
52,Kwai Tsing,The Home Of Treasure,5153,
53,Kwai Tsing,The Home Of Treasure,5154,
54,Kwai Tsing,The Home Of Treasure,5155,
55,Kwai Tsing,The Home Of Treasure,5156,
56,Kwai Tsing,The Home Of Treasure,5157,
57,Kwai Tsing,The Home Of Treasure,5158,
58,Kwai Tsing,The Home Of Treasure,5159,
59,Kwai Tsing,The Home Of Treasure,5160,
60,Eastern,"Block 6, Braemar Hill Mansions",5161,
61,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5163,
62,Tuen Mun,"Ting Lung House, On Ting Estate",5164,
63,Yau Tsim Mong,"Block 3, Prosperous Garden",5165,
64,Sham Shui Po,108 Ki Lung Street,5166,
65,Tai Po,"Block 15, Classical Gardens",5169,
66,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",5170,
67,Kwai Tsing,The Home Of Treasure,5174,
68,Sham Shui Po,Ming Tak Building,5175,
69,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5176,
70,Kwai Tsing,The Home Of Treasure,5179,
71,Kwai Tsing,The Home Of Treasure,5180,
72,Yau Tsim Mong,Ramada Hong Kong Grand,5182,
73,Eastern,M1 Hotel North Point,5183,
74,Kowloon City,Harbour Grand Kowloon,5184,
75,Kwai Tsing,The Home Of Treasure,5185,
76,Sham Shui Po,"Larkspur House, So Uk Estate",5186,
77,Kwai Tsing,The Home Of Treasure,5187,
78,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5189,
79,Sai Kung,"Tower 8R, Flora, Phase 2B, Le Prime, Lohas Park",5190,
80,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5191,
81,North,"Tin Hee House, Tin Ping Estate",5193,
82,Tsuen Wan,Panda Hotel,5193,
83,Yau Tsim Mong,Langham Place,"1297, 1641, 2008, 2186, 3296, 3369, 3386, 3826, 4447, 4573, 4841, 4996",14/09/2020
84,Sha Tin,Transport City Building,"4824, 4854, 4881, 4884, 4888, 4892, 4977",15/09/2020
85,Tsuen Wan,Goodman Global Gateway,"4933, 5008, 5059",18/09/2020
86,Tuen Mun,113 Tuen Mun Heung Sze Wui Road,"5049, 5057",21/09/2020
87,Yau Tsim Mong,Lee Chau Commerical Building China Secret,"5098, 5107, 5141, 5148, 5175",23/09/2020
88,Kwai Tsing,Chiap Luen Industrial Building,5122,28/09/2020
89,Kwai Tsing,Kowloon Commerce Centre Oliver's Super Sandwich,5122,28/09/2020
90,Kowloon City,39-43 Hau Wong Road,"4938, 4965, 5098",28/09/2020
91,Yau Tsim Mong,Gateway Hotel,"5164, 5175, 5193",28/09/2020
92,Central & Western,IFC Mall Mu-ni by La Bombance,5102,29/09/2020
93,Sai Kung,Hong Kong Institute of Vocational Education (Lee Wai Lee),5107,29/09/2020
94,Kwai Tsing,Cheung Fat Plaza,5111,29/09/2020
95,Kwai Tsing,Maritime Square,5111,29/09/2020
96,Tuen Mun,22 & 28 Yan Oi Tong Circuit 高富餐廳,5133,29/09/2020
97,Kowloon City,"David C Lee Building, Hong Kong Baptist University",5143,29/09/2020
98,Kowloon City,Wai Hang Sports Centre Hong Kong Baptist University,5143,29/09/2020
99,Kowloon City,"Academic and Administration Building, Hong Kong Baptist University",5143,30/09/2020
100,Yuen Long,Wing Fung Building Total Dessert,5133,01/10/2020
101,Sham Shui Po,Kin Sun Building 美食坊 中菜皇,5148,01/10/2020
102,Yau Tsim Mong,Chinachem Cameron Centre Virgo Bar & Restaurant,"5148, 5175",01/10/2020
103,Yau Tsim Mong,Star House Café de Coral,5124,02/10/2020
104,Eastern,City Garden Sour and Spicy Noodle,5126,02/10/2020
105,Eastern,Cityplaza,5126,02/10/2020
106,Kwun Tong,APM TeaWood Taiwanese Café & Restaurant,5135,02/10/2020
107,Kwun Tong,Shui Wo Street Municipal Services Building,5135,02/10/2020
108,Eastern,Island Place Queen's Café,5161,02/10/2020
109,Kwun Tong,Lei Yue Mun Municipal Services Building,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
110,Yau Tsim Mong,The Royal Garden Le Soleil,5132,03/10/2020
111,Yau Tsim Mong,Wing On Plaza,5132,03/10/2020
112,Tuen Mun,Eldo Shopping Centre Tamjai Samgor,5133,03/10/2020
113,Tuen Mun,Yan Oi Tong Cheng Yiu Yuen Memorial Fitness Centre,5133,03/10/2020
114,Yau Tsim Mong,Wing On Kowloon Centre Golden Federal Restaurant,5136,03/10/2020
115,Kwai Tsing,Shek Yam Shopping Centre Fairwood,5149,03/10/2020
116,Wan Chai,Tower 535,5161,03/10/2020
117,North,Wo Hing Sports Centre,5193,03/10/2020
118,Tuen Mun,Kam Men Mansion Kam Ming Congee & Noodles,5133,04/10/2020
119,Tuen Mun,Lung Mun Oasis The Vermicelli House,5133,04/10/2020
120,Yau Tsim Mong,158 Sai Yeung Choi Street South,5135,04/10/2020
121,Yau Tsim Mong,27 B & C Soy Street,5136,04/10/2020
122,Kwai Tsing,Shek Yam Shopping Centre McDonald's,5149,04/10/2020
123,Wan Chai,Hopewell Centre,5161,04/10/2020
124,Islands,13 Catering Road East,5164,04/10/2020
125,Kwun Tong,Sau Mau Ping Shopping Centre,5143,05/10/2020
126,Kwai Tsing,Kwong Fai Building Golden Café,5149,05/10/2020
127,Yau Tsim Mong,The Royal Garden Sabatini Ristorante Italiano,5163,05/10/2020
128,Kwun Tong,"Manulife Financial Centre Tower A 223 Wai Yip St, Kwun Tong",5175,05/10/2020
129,Tuen Mun,Hong Kong Institute of Vocational Education (Tuen Mun),5193,05/10/2020
130,Tuen Mun,Youth College (Tuen Mun),5193,05/10/2020
131,Tuen Mun,H.A.N.D.S.,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
132,Sai Kung,Choi Ming Shopping Centre (Extension),5150,06/10/2020
133,Tai Po,Tai Po Complex 東記上 海麵,5169,06/10/2020
134,Tai Po,Tai Po Mega Mall Zone D Ho Yin Cuisine,5169,07/10/2020
135,Tai Po,Uptown Plaza Nabe Urawa,5169,07/10/2020
136,Sham Shui Po,204-206 Yu Chau Street Nam Cheong Café Shop,5175,07/10/2020
137,Islands,Caribbean Square,5176,07/10/2020
138,Wan Chai,Hong Kong Sanatorium & Hospital,"5135, 5136, 5137, 5166",07/10/2020
139,Yau Tsim Mong,The Royal Garden The Greenery,5169,08/10/2020
140,Yau Tsim Mong,The Royal Garden,5170,08/10/2020
