,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,Hong Kong Skycity Marriott Hotel,5482,
1,Islands,Hong Kong Skycity Marriott Hotel,5483,
2,Yau Tsim Mong,"Block 2, The Long Beach",5484,
3,Kwun Tong,"Dorsett Kwun Tong, Hong Kong",5486,
4,Wan Chai,"Victoria Heights, 43A Stubbs Road",5487,
5,Islands,"Tower 3, The Visionary",5488,
6,Sha Tin,"Yue Chak House, Yue Tin Court",5492,
7,Islands,Hong Kong Skycity Marriott Hotel,5496,
8,Tuen Mun,"King On House, Shan King Estate",5497,
9,Tuen Mun,"King On House, Shan King Estate",5498,
10,Kowloon City,"Sik Man House, Ho Man Tin Estate",5499,
11,Wan Chai,168 Tung Lo Wan Road,5500,
12,Sha Tin,"Block F, Garden Rivera",5501,
13,Sai Kung,Clear Water Bay Apartments,5502,
14,Southern,Red Hill Park,5503,
15,Sai Kung,"Po Lam Estate, Po Tai House",5504,
16,Sha Tin,"Block F, Garden Rivera",5505,
17,Islands,"Ying Yat House, Yat Tung Estate",5506,
18,Kwun Tong,"Block 17, Laguna City",5507,
19,Sai Kung,Crowne Plaza Hong Kong Kowloon East Hotel,5509,
20,Eastern,"Tower 2, Pacific Palisades",5510,
21,Kowloon City,Billion Court,5511,
22,Yau Tsim Mong,Lee Man Building,5512,
23,Central & Western,Tai Fat Building,5513,
24,Wan Chai,Malibu Garden,5514,
25,Sai Kung,Alto Residences,5515,
26,Wan Chai,Chee On Building,5516,
27,Sai Kung,"Block 2, Hillview Court",5517,
28,Tsuen Wan,Hoi Pa San Tsuen,5518,
29,Central & Western,Flourish Court,5520,
30,Wong Tai Sin,"Fu Tung House, Tung Tau Estate",5521,
31,Yau Tsim Mong,"Tai Chuen Building, Cosmopolitan Estates",5523,
32,Yau Tsim Mong,Yan Hong Building,5524,
33,Sha Tin,"Block 5, Royal Ascot",5525,
34,Sha Tin,"Yiu Ping House, Yiu On Estate",5526,
35,Sha Tin,"Block 5, Royal Ascot",5529,
36,Wan Chai,"Block E, Beverly Hill",5530,
37,Yau Tsim Mong,"Tower 1, The Harbourside",5531,
38,Yuen Long,"Wah Choi House, Tin Wah Estate",5532,
