,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sham Shui Po,"Mei Shing House, Shek Kip Mei Estate",3855,
1,Yau Tsim Mong,"Central Block, Man Fai Building",3857,
2,Yuen Long,Tai Kong Po,3858,
3,Sha Tin,"Wing Hing House, Sui Wo Court",3859,
4,Central & Western,"Block 3, Connaught Garden",3860,
5,Kwai Tsing,"Block 1, Highland Park",3861,
6,Sham Shui Po,"Mei Ying House, Shek Kip Mei Estate",3862,
7,Kwai Tsing,"Ching Yeung House, Cheung Ching Estate",3864,
8,Kwai Tsing,"Hong Tai House, Cheung Hong Estate",3865,
9,Sha Tin,Fo Tan Village,3866,
10,Sha Tin,Fo Tan Village,3867,
11,Central & Western,Garfield Mansion,3868,
12,Kwai Tsing,"Luen Hei House, Kwai Luen Estate",3869,
13,Wong Tai Sin,"Man Yue House, Tsz Man Estate",3870,
14,Kwai Tsing,"Hong Tai House, Cheung Hong Estate",3871,
15,Wong Tai Sin,"Wang Yiu House, Wang Tau Hom Estate",3872,
16,Tai Po,"Shin Tsui House, Fu Shin Estate",3873,
17,North,"Tower 1, Wing Fai Centre",3874,
18,Sai Kung,"Block 6, Fu Ning Garden",3875,
19,Kowloon City,"Hong Ching House, Kai Ching Estate",3876,
20,Yau Tsim Mong,"Phase 2, Tsui Yuen Mansion",3877,
21,Eastern,"Block B, Ming Wah Dai Ha",3878,
22,Tsuen Wan,"Block 2, Phase 2, Belvedere Garden",3879,
23,Kwai Tsing,"Yee Kui House, Tsing Yi Estate",3880,
24,Yuen Long,"Yan Fuk House, Tin Yan Estate",3881,
25,Tai Po,Reve Plaza,3882,
26,Tai Po,Reve Plaza,3883,
27,Tai Po,Reve Plaza,3884,
28,Tai Po,Reve Plaza,3885,
29,Sham Shui Po,"Lai Sum House, Lai Tsui Court",3886,
30,Kwai Tsing,"Lai Lam House, Lai Yan Court",3888,
31,Yuen Long,Nam Hang Tsuen,3889,
32,Islands,"Kui Yat House, Yat Tung (II) Estate",3890,
