,District,BuildingName,LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Block 5, Lei Muk Shue Estate",Tsuen Wan,,1049
1,"Cheuk Ming Building, 10 Tsuen Wan Market Street",Tsuen Wan,,1050
2,"Block 8, Charming Garden",Yau Tsim Mong,,1050
3,"Block 5, Lei Muk Shue Estate",Tsuen Wan,,1052
4,"Cheuk Ming Building, 10 Tsuen Wan Market Street",Tsuen Wan,08/05/2020,1049
5,Hang Seng Tsuen Wan Building,Tsuen Wan,09/05/2020,1050
6,Olympian City 2,Yau Tsim Mong,10/05/2020,1050
7,"Cheuk Ming Building, 10 Tsuen Wan Market Street",Tsuen Wan,11/05/2020,1052
