,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,Hong Kong SkyCity Marriott Hotel,5051,
1,Wan Chai,Dorsett Wanchai,5052,
2,Wan Chai,Dorsett Wanchai,5053,
3,Yau Tsim Mong,"Silka Seaview, Hong Kong",5054,
4,Yuen Long,"Block 7, Kenswood Court, Kingswood Villas",5056,
5,Tuen Mun,"Tai Sang House, Kin Sang Estate",5057,
6,Islands,Hong Kong SkyCity Marriott Hotel,5060,
7,Kwai Tsing,Dorsett Tsuen Wan,5062,
8,Central & Western,Tai Hing Building,5063,
9,Sham Shui Po,Hang Cheong Building,5064,
10,Yau Tsim Mong,The Luxe Manor,5066,
11,Kowloon City,Hung Hing Court,5071,
12,Sha Tin,"Lung Yiu House, Kam Lung Court",5072,
13,Wan Chai,Dorsett Wanchai,5076,
14,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5079,
15,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5080,
16,Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong,5081,
17,Islands,Hong Kong SkyCity Marriott Hotel,5082,
18,Yuen Long,Fung Cheung Building,5083,
19,Yau Tsim Mong,Harbour Plaza Metropolis,5084,
20,Yau Tsim Mong,"Silka Seaview, Hong Kong",5085,
21,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5086,
22,Central & Western,Po Hing Court,5095,
23,Yau Tsim Mong,Harbour Bay Hotel,5096,
24,Yau Tsim Mong,"Tower 2, The Hermitage",5097,
25,Yau Tsim Mong,Fook Kiu Mansion,5098,
26,Kwun Tong,Dorsett KwunTong,5098,
27,Kwun Tong,Hotel COZi Harbour View,5098,
28,Islands,Hong Kong SkyCity Marriott Hotel,5099,
29,Wan Chai,Glory House,5102,
30,Yau Tsim Mong,Wai Yuen Building,5104,
31,Eastern,Ramada Hong Kong Grand View,5105,
