,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Aquamarine Garden,Tuen Mun,1471,
1,Berwick Mansion,Sham Shui Po,1472,
2,"Kam Chun House, Tung Chun Court",Eastern,1474,
3,"Block A, Clague Garden Estate",Tsuen Wan,1475,
4,"Man Kin House, Tsz Man Estate",Wong Tai Sin,1477,
5,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,1478,
6,"Po Hong House, Po Lai Court",Sham Shui Po,1479,
7,"Yin Ming House, Chung Ming Court",Sai Kung,1480,
8,"Lai Pak House, Lai Tsui Court",Sham Shui Po,1481,
9,Orion Court,Yuen Long,1482,
10,Manley House,Yau Tsim Mong,1483,
11,"Kai Lok House, Kai Yip Estate",Kwun Tong,1484,
12,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1487,
13,"Block 7, Lung Mun Oasis",Tuen Mun,1490,
14,"Fung Hei House, Fung Lai Court",Wong Tai Sin,1491,
15,"Pang Ching Court, Chuk Yuen Estate",Wong Tai Sin,1492,
16,"Block B, Lai Tong Building",Yau Tsim Mong,1493,
17,Panda Hotel,Tsuen Wan,1495,
18,"Sin Sam House, Lung Hang Estate",Sha Tin,1497,
19,"Lucky House, To Kwa Wan",Kowloon City,1498,
20,Panda Hotel,Tsuen Wan,1499,
21,"Block 1, Serenity Place",Sai Kung,1501,
22,"Yue Yat House, Yue Tin Court",Sha Tin,1506,
23,"36 Tseuk Luk Street, San Po Kong",Wong Tai Sin,1507,
24,"36 Tseuk Luk Street, San Po Kong",Wong Tai Sin,1508,
25,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1509,
26,Ka Wah Building,Wong Tai Sin,1510,
27,Ling Nam Building,Kowloon City,1511,
28,"Tsui Lok House, Tsui Ping (South) Estate",Kwun Tong,1512,
29,"Block A, Tung Lo Court",Sham Shui Po,1513,
30,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1514,
31,"Ching Tai House, Tsz Ching Estate",Wong Tai Sin,1515,
32,"Block B, Lai Tong Building",Yau Tsim Mong,1516,
33,"Man Kin House, Tsz Man Estate",Wong Tai Sin,1517,
34,"Sui Fat House, Siu Sai Wan Estate",Eastern,1518,
35,"Ching Yi House, Tsz Ching Estate",Wong Tai Sin,1519,
36,"Man Kin House, Tsz Man Estate",Wong Tai Sin,1520,
37,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,1521,
38,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,1522,
39,"Cheung Bor House, Choi Wan Estate",Wong Tai Sin,1523,
40,Renaissance Habour View Hotel,Wan Chai,1530,
41,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,1531,
42,"Lok Foon House, Tsz Lok Estate",Wong Tai Sin,1532,
43,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1533,
44,"Lam Fai House, Lam Tin Estate",Kwun Tong,1534,
45,"Sin Sam House, Lung Hang Estate",Sha Tin,1536,
46,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1537,
47,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1538,
48,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1539,
49,"Shing Choi House, Tin Shing Court",Yuen Long,1540,
50,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,1541,
51,"Tower 1, Heya Green",Sham Shui Po,1542,
52,"Yam Yue House, Shek Yam East Estate",Kwai Tsing,1543,
53,"Cheung Bor House, Choi Wan Estate",Wong Tai Sin,1544,
