,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Mun Wo House, Mun Tung Estate",Islands,1882,
1,Dorsett Tsuen Wan,Kwai Tsing,1961,
2,"Choi Shing House, Choi Tak Estate",Kwun Tong,1962,
3,"On Yan House, Tsz On Court",Wong Tai Sin,1963,
4,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1964,
5,"Ka Bong Lau, Ka Wai Chuen",Kowloon City,1965,
6,"Lam Wai House, Lam Tin Estate",Kwun Tong,1966,
7,"Hong Lai House, Yau Lai Estate",Kwun Tong,1967,
8,"Block 1, Palm Mansions, Whampoa Garden",Kowloon City,1968,
9,Hong Ying Court,Kwun Tong,1969,
10,"Block 7, Rhythm Garden",Wong Tai Sin,1970,
11,"Kwong Yau Hse, Kwong Fuk Estate",Tai Po,1971,
12,"Sau King House, Sau Mau Ping Estate",Kwun Tong,1972,
13,"Kwai Tong House, Yau Tong Estate",Kwun Tong,1973,
14,"Pik Yuen House, Shek Pai Wan Estate",Southern,1974,
15,"Yin Kong Village, Kwu Tung",North,1975,
16,"Lam Fai House, Lam Tin Estate",Kwun Tong,1976,
17,"Sui Ming House, Siu Sai Wan Estate",Eastern,1977,
18,"Fai Shing House, May Shing Court",Sha Tin,1978,
19,"Kam Huen House, Kam Fung Court",Sha Tin,1979,
20,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1980,
21,Tseung Kwan O Village,Sai Kung,1981,
22,Ma Yau Tong Village,Sai Kung,1982,
23,"Tak Chi House, Hau Tak Estate",Sai Kung,1983,
24,"Kwong Hing Building, 967 Canton Road",Yau Tsim Mong,1984,
25,"Kwong Hing Building, 967 Canton Road",Yau Tsim Mong,1985,
26,"Sui Ming House, Siu Sai Wan Estate",Eastern,1987,
27,"Block B, Perfect Mount Gardens",Eastern,1988,
28,San Uk Ling Village,North,1989,
29,"Tower 5, Phase 1 The Capitol, Lohas Park",Sai Kung,1990,
30,"Ming Kok House, Ming Tak Estate",Sai Kung,1991,
31,"Hang Chun House, Cheung Hang Estate",Kwai Tsing,1992,
32,Tai On Buliding,Eastern,1993,
33,"Mun Wo House, Mun Tung Estate",Islands,1994,
34,"Mun Wo House, Mun Tung Estate",Islands,1995,
35,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1996,
36,Nan Bong House,Sham Shui Po,1997,
37,"Block B, Perfect Mount Gardens",Eastern,1998,
38,"Wan Loi House, Wan Tau Tong Estate",Tai Po,1999,
39,Sai O Village,Tai Po,2000,
40,Chong Tak Building,Yau Tsim Mong,2002,
41,"Shing Choi House, Tin Shing Court",Yuen Long,2003,
42,"Choi Yan House, Choi Tak Estate",Kwun Tong,2004,
43,"King Lok House, Shan King Estate",Tuen Mun,2005,
44,"Chu Fung House, Fung Tak Estate",Wong Tai Sin,2006,
45,"Man Kin House, Tsz Man Estate",Wong Tai Sin,2007,
46,"Wang Kei House, Wang Tau Hom Estate",Wong Tai Sin,2008,
47,"Chui King House, Choi Hung Estate",Wong Tai Sin,2009,
48,"Block 1, Kai Tak Garden",Wong Tai Sin,2010,
49,"Tin Chu House, Shun Tin Estate",Kwun Tong,2011,
50,"Wing Shui House, Lek Yuen Estate",Sha Tin,2012,
51,Pak Kong Village,Sai Kung,2013,
52,"On Yan House, Tsz On Court",Wong Tai Sin,2014,
53,"Tower 5, Central Park",Yau Tsim Mong,2016,
54,"Block 3, Palm Cove",Tuen Mun,2017,
55,"Ham Tin Tsuen, Tai Wo Hau",Tsuen Wan,2018,
56,"Yee Tak Court, Tai Po Plaza",Tai Po,2019,
57,Tong Tau Po Tsuen,Yuen Long,2022,
58,"Block 10, Kwai Shing West Estate",Kwai Tsing,2023,
59,Panda Hotel,Tsuen Wan,2024,
60,"Block 5, Bauhinia Mansions, Whampoa Garden Site 11",Kowloon City,2025,
61,Percival House,Wan Chai,2026,
62,"Tower 1, Hemera, Lohas Park",Sai Kung,2027,
63,"Block A, Kwai Chung Building",Kwai Tsing,2028,
64,"Choi Wing House, Choi Ming Court",Sai Kung,2029,
65,"Wah Tong House, Yau Tong Estate",Kwun Tong,2030,
66,Hiu Kwong Court,Kwun Tong,2031,
67,"Chui King House, Choi Hung Estate",Wong Tai Sin,2032,
68,"Cheong Him House, Nam Cheong Estate",Sham Shui Po,2033,
69,"Man Tai House, Tsz Man Estate",Wong Tai Sin,2034,
70,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,2035,
71,"Hin Yiu House, Hin Yiu Estate",Sha Tin,2036,
72,Fook Wan Mansion,Kowloon City,2037,
73,Lei Kwa Court,Wan Chai,2038,
74,"Lai Fu House, Lai Kok Estate",Sham Shui Po,2039,
75,"Block 3, Rhine Garden",Tsuen Wan,2040,
76,"Hang Lai House, Cheung Hang Estate",Kwai Tsing,2041,
77,Mei Foo Sun Chuen Phase 6,Sham Shui Po,2042,
78,"Lai Fu House, Lai Kok Estate",Sham Shui Po,2043,
79,"Pak Fung House, Choi Wan Estate",Wong Tai Sin,2044,
80,"Block 1, Tai Po Centre",Tai Po,2045,
81,"Block 1, Chestwood Court, Kingswood Villas",Yuen Long,2046,
82,Best Western Plus Hotel Kowloon,Yau Tsim Mong,2047,
83,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2048,
84,"Block 19, Classical Gardens",Tai Po,2049,
85,"Shek Lin House, Shek Wai Kok Estate",Tsuen Wan,2050,
86,"Hoi Fung Mansion, Riviera Gardens",Tsuen Wan,2051,
87,"Sin Sam House, Lung Hang Estate",Sha Tin,2052,
88,Wisemen Villa,North,2053,
89,"Hop Kwai House, Kwan Chung Estate",Kwai Tsing,2054,
90,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,2055,
91,199 Nam Cheong Street,Sham Shui Po,2056,
92,"199 Nam Cheong Street, Diamond Building",Sham Shui Po,2057,
93,"Tower 12A Phase 3, Laguna Verde",Kowloon City,2058,
94,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,2059,
95,"Tak Ying House, Tak Long Estate",Kowloon City,2060,
96,"Oi Cheung House, Tsz Oi Court",Wong Tai Sin,2061,
97,Riviera Mansion,Eastern,2062,
98,"Wang Sin House, Cheung Wang Estate",Kwai Tsing,2063,
99,"130 Camp Street, Un On Building",Sham Shui Po,2064,
100,"Tak Chi House, Hau Tak Estate",Sai Kung,2065,
101,"Sheung Yee House, Sheung Tak Estate",Sai Kung,2066,
102,Tong Min Tsuen,Tai Po,2067,
103,"Tak Kei House, Tak Long Estate",Kowloon City,2068,
104,240-252 Nathan Road,Yau Tsim Mong,2069,
105,Yu Hing Mansion,Yau Tsim Mong,2070,
106,"Man Kin House, Tsz Man Estate",Wong Tai Sin,2071,
107,Wisemen Villa,North,2072,
108,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,2073,
109,"Tak Chi House, Hau Tak Estate",Sai Kung,2074,
110,"Sun Yee House, Sun Chui Estate",Sha Tin,2075,
111,Wisemen Villa,North,2077,
112,"Block A, Lung Fung Garden",North,2078,
113,"Tsui Mei House, Tsui Ping North Estate",Kwun Tong,2079,
114,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2080,
115,"Hung Shing House, Hung Fuk Estate",Yuen Long,2083,
116,Fuk Hang Tsuen,Tuen Mun,2084,
117,San Hing Tsuen,Tuen Mun,2085,
118,"Ching Wo House, Tsz Ching Estate",Wong Tai Sin,2086,
119,"Tung Ma House, Fu Tung Estate",Islands,2087,
120,"Block 1, Seaview Crescent",Islands,2088,
121,Mei Foo Sun Chuen Phase 1 Block 23,Sham Shui Po,2089,
122,Honour House,Yau Tsim Mong,2089,
