,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
518,"The Park Lane Hong Kong, a Pullman Hotel",Wan Chai,,948,
519,The Imperial Hotel,Yau Tsim Mong,,949,
520,Prudential Hotel,Yau Tsim Mong,,949,
521,Fan Tin Tsuen,Yuen Long,,950,
522,"Tower 2, Island Crest",Central & Western,,953,
523,"Block 6, New Jade Garden",Eastern,,954,
524,106 Fuk Shun Street,Yuen Long,,955,
525,"Block 8, Seaview Garden",Tuen Mun,,956,
526,Wah Yu Court,Eastern,,957,
527,Wah Yu Court,Eastern,,958,
528,Silka Tsuen Wan Hotel,Tsuen Wan,,959,
529,"Block B1, Yau Tong Industrial City",Kwun Tong,,960,
530,"Toa Yuen House, Chuk Yuen North Estate",Wong Tai Sin,,961,
531,2-4 Shelley Street,Central & Western,13/03/2020,,"191, 217, 250, 332"
532,44 D'Aguilar Street,Central & Western,13/03/2020,,"191, 217, 250, 332"
533,63 Wyndham Street,Central & Western,13/03/2020,,"191, 217, 373"
534,45 Pottinger Street,Central & Western,13/03/2020,,"217, 275, 278, 284, 332"
535,Pinnacle Building,Wan Chai,14/03/2020,,"169, 208"
536,Scenic Rise,Central & Western,14/03/2020,,"169, 208, 315"
537,Auberge Discovery Bay Hong Kong,Islands,14/03/2020,,"191, 233, 237, 253, 258, 259, 287, 295, 332, 373"
538,Wing On Plaza,Yau Tsim Mong,14/03/2020,,"191, 373"
539,Harbour Crystal Centre,Yau Tsim Mong,14/03/2020,,"233, 253, 259, 295"
540,Union Industrial Building,Southern,15/03/2020,,"169, 208, 277, 315, 375"
541,100 Third Street,Central & Western,15/03/2020,,"566, 618"
542,Win Fung Building,Wan Chai,16/03/2020,,"169, 208"
543,152 Austin Road,Yau Tsim Mong,16/03/2020,,"174, 222, 243, 285, 286"
544,Nan Dao Commercial Building,Central & Western,16/03/2020,,"177, 178"
545,Silver Jubilee Mansion,Central & Western,16/03/2020,,"177, 178"
546,Century Square,Central & Western,16/03/2020,,"184, 195"
547,California Tower,Central & Western,16/03/2020,,"195, 199"
548,"Shopping Centre, Melody Garden",Tuen Mun,17/03/2020,,"120 , 121, 244"
549,CCT Telecom Building,Sha Tin,17/03/2020,,"191, 217"
550,Hong Kong Baptist Hospital,Kowloon City,17/03/2020,,"195, 243"
551,"Block 1, Kwai Tak Industrial Centre",Kwai Tsing,17/03/2020,,"229, 337, 338"
552,Bank of China building,Central & Western,18/03/2020,,"106, 183, 204"
553,CCT Telecom Building,Sha Tin,18/03/2020,,"191, 217, 373"
554,"ICBC Tower, Garden Road",Central & Western,18/03/2020,,"195, 339"
555,Tung Chung Crescent,Islands,19/03/2020,,"212, 271"
556,Cheung Lung Industrial Building,Sham Shui Po,19/03/2020,,"291, 312, 372, 391, 429"
557,97 Hollywood Road,Central & Western,20/03/2020,,"266, 319"
558,62 Hollywood Road,Central & Western,20/03/2020,,"266, 342"
559,Manson House,Yau Tsim Mong,20/03/2020,,"428, 855"
560,Ho Lee Commercial Building,Central & Western,22/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
561,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
562,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
563,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906"
564,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
565,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
566,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
567,Yoho Mall II,Yuen Long,25/03/2020,,413
568,Pionner Centre,Yau Tsim Mong,25/03/2020,,415
569,Entertainment Building,Central & Western,25/03/2020,,452
570,Abba Shopping Mall,Southern,25/03/2020,,463
571,Yan Oi General Out-Patient Clinic,Tuen Mun,25/03/2020,,466
572,T.W.G.HS. Jockey Club Rehabilitation Complex,Southern,25/03/2020,,512
573,St. Teresa's Hospital,Yau Tsim Mong,25/03/2020,,514
574,5 Tonnochy Road,Wan Chai,25/03/2020,,525
575,Hilltop Plaza,Central & Western,25/03/2020,,566
576,Wing Cheong Building,Yau Tsim Mong,25/03/2020,,567
577,Festival Walk,Sham Shui Po,25/03/2020,,573
578,Hong Kong Baptist Hospital,Kowloon City,25/03/2020,,611
579,36 Pottinger Street,Central & Western,25/03/2020,,618
580,Sun Cheong Industrial Building,Sham Shui Po,25/03/2020,,625
581,Tak Cheung Building,Yuen Long,25/03/2020,,633
582,Asia Pacific Centre,Central & Western,25/03/2020,,682
583,Macau Yat Yuen Centre,Wan Chai,25/03/2020,,682
584,Two Exchange Square,Central & Western,25/03/2020,,682
585,North Point Government Offices,Eastern,25/03/2020,,748
586,Lockville Commercial Building,Yau Tsim Mong,25/03/2020,,769
587,22 Shanghai Street,Yau Tsim Mong,25/03/2020,,769
588,Soundwill Plaza,Wan Chai,25/03/2020,,797
589,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932, 954"
590,Fu Hing Building,Yuen Long,26/03/2020,,466
591,Yoho Mall I,Yuen Long,26/03/2020,,466
592,93 Pau Chung Street,Kowloon City,26/03/2020,,484
593,New Town Plaza,Sha Tin,26/03/2020,,495
594,70 Chun Choi Street,Sai Kung,26/03/2020,,562
595,Carado Garden,Sha Tin,26/03/2020,,610
596,Euro Trade Centre,Central & Western,26/03/2020,,625
597,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
598,Pearl Oriental Tower,Yau Tsim Mong,26/03/2020,,769
599,Nan Fung Centre,Tsuen Wan,26/03/2020,,833
600,Tsuen Wan Adventist Hospital,Tsuen Wan,26/03/2020,,833
601,Golden Computer Centre,Sham Shui Po,26/03/2020,,925
602,Yiko Industrial Building,Eastern,26/03/2020,,958
603,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877"
604,Hong Kong Adventist Hospital - Tsuen Wan,Tsuen Wan,27/03/2020,,511
605,68 Lai Chi Kok Road,Yau Tsim Mong,27/03/2020,,567
606,China Insurance Group Building,Central & Western,27/03/2020,,609
607,Leung King Commercial Complex,Tuen Mun,27/03/2020,,632
608,San Hui Market,Tuen Mun,27/03/2020,,632
609,APM,Kwun Tong,27/03/2020,,637
610,L'Hart,Wan Chai,27/03/2020,,663
611,West Kowloon Cultural District,Yau Tsim Mong,27/03/2020,,663
612,Wycombe Abbey School Hong Kong (Tin Wan Campus),Southern,27/03/2020,,682
613,Olympian City Two,Yau Tsim Mong,27/03/2020,,686
614,K11 Musea,Yau Tsim Mong,27/03/2020,,"687, 702, 704, 705, 758, 759"
615,The Gateway Tower 1,Yau Tsim Mong,27/03/2020,,718
616,67 Yi Chun Street,Sai Kung,27/03/2020,,756
617,Kam Po Court,Sai Kung,27/03/2020,,756
618,The One,Yau Tsim Mong,27/03/2020,,756
619,Mira Place Two,Yau Tsim Mong,27/03/2020,,756
620,AIA Financial Center,Wong Tai Sin,27/03/2020,,769
621,The One,Yau Tsim Mong,27/03/2020,,796
622,Mira Place 2,Yau Tsim Mong,27/03/2020,,796
623,67 Yi Chun Street,Sai Kung,27/03/2020,,796
624,Hysan Place,Wan Chai,27/03/2020,,806
625,Lokville Commercial Building,Yau Tsim Mong,27/03/2020,,842
626,163 Hennessy Road,Wan Chai,27/03/2020,,857
627,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
628,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
629,"Burlington Arcade, Tsim Sha Tsui",Yau Tsim Mong,28/03/2020,,638
630,Cathay Pacific City,Islands,28/03/2020,,641
631,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
632,Tung Chung Health Centre,Islands,28/03/2020,,743
633,Hang On Building,Wong Tai Sin,28/03/2020,,755
634,Allways Center,Wan Chai,28/03/2020,,769
635,Langham Place Office Tower,Yau Tsim Mong,28/03/2020,,796
636,Che Wah Buildilng,Wong Tai Sin,28/03/2020,,797
637,Plaza Hollywood,Wong Tai Sin,28/03/2020,,835
638,Shinyam Commercial Building,Wan Chai,28/03/2020,,840
639,Windsor House,Wan Chai,28/03/2020,,"903, 925, 944"
640,Police Sports and Recreation Club,Yau Tsim Mong,29/03/2020,,663
641,Hip Wo House,Kwun Tong,29/03/2020,,718
642,Abba Shopping Mall,Southern,29/03/2020,,748
643,Tung Po Mansion,Eastern,29/03/2020,,750
644,10 Shau Kei Wan Main Street East,Eastern,29/03/2020,,750
645,Oliv,Wan Chai,29/03/2020,,769
646,Kam Po Court,Sai Kung,29/03/2020,,796
647,Cathay Pacific City,Islands,30/03/2020,,753
648,Hong Kong Baptist Hospital,Kowloon City,30/03/2020,,767
649,Lee Tung Avenue,Wan Chai,30/03/2020,,774
650,64 Stone Nullah Lane,Wan Chai,30/03/2020,,774
651,Man Po Building,Wong Tai Sin,30/03/2020,,797
652,The Gateway Tower 6,Yau Tsim Mong,30/03/2020,,923
653,Central Government Pier,Central & Western,31/03/2020,,717
654,Global Trade Square,Southern,31/03/2020,,719
655,Yat Tung Shopping Centre,Islands,31/03/2020,,753
656,Precious Blood Hospital,Sham Shui Po,31/03/2020,,757
657,Cheong Ip Building,Wan Chai,31/03/2020,,760
658,Ming Fung Building,Wan Chai,31/03/2020,,797
659,Prince's Building,Central & Western,31/03/2020,,812
660,Beverly Garden Shopping Centre,Sai Kung,31/03/2020,,835
661,Beverly Garden,Sai Kung,31/03/2020,,903
662,D2 Place One,Sham Shui Po,31/03/2020,,926
663,Sterling Centre,Sham Shui Po,31/03/2020,,926
664,Cheung Fat Building,Yuen Long,31/03/2020,,926
665,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
666,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,799
667,Union Hospital,Sha Tin,01/04/2020,,799
668,Westlands Centre,Eastern,01/04/2020,,"801, 960"
669,Queensway Plaza,Central & Western,01/04/2020,,863
670,Conventional Plaza Shopping Arcade,Wan Chai,01/04/2020,,865
671,York Place,Wan Chai,01/04/2020,,923
672,"Kwai Tsui House, Wan Tsui Estate",Eastern,01/04/2020,,954
673,50 Wellington Street,Central & Western,02/04/2020,,865
674,38-46 Hennessy Road,Wan Chai,02/04/2020,,923
675,Wing On Plaza,Yau Tsim Mong,02/04/2020,,923
676,Wang Cheung Industrial Building,Kwun Tong,02/04/2020,,932
677,Perkins Road,Wan Chai,02/04/2020,,935
678,Li Po Chun Chambers,Central & Western,02/04/2020,,961
679,1 – 29 Tang Lung Street,Wan Chai,03/04/2020,,865
680,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
681,110-116 Jaffe Road,Wan Chai,03/04/2020,,923
682,Ecumenical Christian Building,Yau Tsim Mong,03/04/2020,,961
683,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
684,Holiday Inn Express Hong Kong Mongkok,Yau Tsim Mong,04/04/2020,,Case notified by the Health Commission of Guangdong province
685,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
686,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
687,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
688,New Town Plaza,Sha Tin,05/04/2020,,936
689,MOKO,Yau Tsim Mong,05/04/2020,,936
690,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
691,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
692,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
693,Yue Wan Market,Eastern,06/04/2020,,958
694,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
