,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似/個案編號
0,沙田,新田圍邨豐圍樓,,716
1,東區,城市花園 1座,,717
2,觀塘,安達邨賢達樓,,718
3,南區,貝沙灣南灣四期 1座,,719
4,大埔,逸瓏灣二期 10座,,720
5,中西區,瀚然,,721
6,南區,香港瑞思酒店,,722
7,東區,嘉亨灣 1座,,723
8,西貢,清水灣半島 7座,,724
9,西貢,清水灣半島 7座,,725
10,沙田,雅景臺 3座,,726
11,南區,石排灣邨碧銀樓,,727
12,南區,香港瑞思酒店,,728
13,元朗,廈村市,,729
14,元朗,Park Yoho Genova 30A 座,,730
15,觀塘,觀塘帝盛酒店,,731
16,深水埗,泓景臺 6座,,732
17,油尖旺,尖沙咀香港華麗酒店,,733
18,離島,逸東(二)邨悅逸樓,,734
19,灣仔,藍塘道 12-22號友誼大廈,,735
20,東區,柏匯,,736
21,中西區,殷樺花園 1期,,737
22,中西區,恒龍閣,,739
23,中西區,譽皇居,,740
24,葵青,長宏邨宏毅樓,,741
25,灣仔,愉富大廈 A座,,742
26,離島,東環 2B座,,743
27,九龍城,嘉樂閣,,745
28,九龍城,差館里 35號,,746
29,離島,東環 1A座,,747
30,南區,海怡半島美華閣,,748
31,離島,藍天海岸 3期影岸‧紅 A座,,749
32,東區,東旭苑東曉閣,,750
33,中西區,帝后華庭 2座,,751
34,荃灣,荃灣中心天津樓,,752
35,離島,逸泰居,,753
36,西貢,厚德邨德富樓,,754
37,黃大仙,安強大樓,,755
38,油尖旺,豪華閣,,756
39,九龍城,東禧閣,,757
40,油尖旺,豐樂大廈,,758
41,觀塘,秀茂坪邨秀緻樓,,759
42,灣仔,益誠大廈,,760
43,屯門,雍景園,,761
44,離島,愉景灣碧濤海馬徑 10號,,764
45,南區,雅致洋房 5座,,765
46,荃灣,海濱花園海觀閣,,767
47,灣仔,V Happy Valley,,768
48,黃大仙,萬義大廈,,769
49,黃大仙,譽‧港灣 8座,,770
50,油尖旺,擎天半島 1座,,771
51,西貢,逸瓏海滙 3座,,772
52,南區,曼克頓花園 C座,,773
53,九龍城,紅磡海韻軒 1座,,774
54,大埔,普益里 10號,,775
55,油尖旺,御金國峰 3座,,776
56,油尖旺,香港基督教青年會,,777
57,西貢,蠔涌新村,,778
58,沙田,樂山,,779
59,南區,香港海洋公園萬豪酒店,,780
60,南區,華貴邨華善樓,,781
61,元朗,錦繡花園,,782
62,沙田,名城第三期一座,,783
63,葵青,藍澄灣 1座,,784
64,荃灣,綠楊新邨 B座,,785
65,油尖旺,旺角帝盛酒店,,786
66,九龍城,黃埔花園銀竹苑 9座,,787
67,九龍城,One Lasalle,,788
68,九龍城,啟德一號一座,,789
69,東區,新威園 B座,,790
70,九龍城,半山壹號 37座,,791
71,深水埗,樂年花園 5座,,792
72,南區,旭逸居 2座,,793
73,北區,粉嶺名都 5座,,794
74,東區,太古城綠楊閣,,795
75,東區,興華(二)邨和興樓,,796
76,西貢,井欄樹村,,797
77,中西區,富山苑,,798
78,中西區,香港萬怡酒店,,799
79,葵青,荃灣帝盛酒店,,800
80,灣仔,駱克道 292號,,801
81,葵青,葵康苑葵逸閣,,802
82,灣仔,會景閣,,804
83,灣仔,愉富大廈 A座,,805
84,灣仔,景香樓,,806
85,中西區,羲皇台 8座,,807
86,元朗,錦繡花園 I段第五街,,808
87,葵青,華荔邨賞荔樓,,809
88,沙田,水泉澳邨明泉樓,,811
89,中西區,花園台 1座,,812
90,離島,映灣園 10座,,813
91,西貢,沙角尾村,,814
92,葵青,長康邨康和樓,,815
93,西貢,康盛花園 2座,,816
94,中西區,瀚然,,817
95,中西區,靜安居,,818
96,灣仔,灣仔帝盛酒店,,819
97,南區,嘉隆苑嘉傑閣,,820
98,灣仔,香港諾富特世紀酒店,,821
99,南區,南濤閣 1座,,822
100,中西區,怡廬,,823
101,西貢,黃竹山新村柳濤軒,,824
102,灣仔,香港諾富特世紀酒店,,825
103,中西區,香港華美達海景酒店,,826
104,油尖旺,重慶大廈 A座,,827
105,九龍城,景山閣,,828
106,九龍城,景山閣,,829
107,黃大仙,峻弦五座,,830
108,中西區,蘭桂坊酒店,,832
109,荃灣,豪景花園二座,,833
110,南區,陽明山莊十四座,,834
111,西貢,寶盈花園 7座,,835
112,灣仔,Resiglow,,836
113,灣仔,恆信大廈,,838
114,油尖旺,旺角維景酒店,,839
115,觀塘,平田邨平善樓,,840
116,沙田,雲端,,843
117,九龍城,差館里 35號,,844
118,油尖旺,佐敦道 38號,,845
119,觀塘,麗港城 2座,,846
120,中西區,普頓臺,,847
121,葵青,葵涌邨秋葵樓,,848
122,灣仔,駱克道 292號,,849
123,離島,愉景灣海燕徑,,850
124,九龍城,One Homantin 2座,,851
125,中西區,香港華大盛品酒店,,852
126,灣仔,龍濤苑 1座,,853
127,觀塘,高翔苑高鳳閣,,854
128,北區,軍地簡頭村,,855
129,元朗,水邊圍邨泉水樓,,856
130,灣仔,騰黃閣,,857
131,北區,龍豐花園 B座,,858
132,北區,龍豐花園 B座,,859
133,北區,龍豐花園 B座,,860
134,九龍城,豪門,,862
135,西貢,尚德邨尚仁樓,,863
136,中西區,玫瑰別墅,,865
137,中西區,宏基國際賓館,,866
138,葵青,荃灣帝盛酒店,,867
139,沙田,美城苑暉城閣,,868
140,灣仔,翠谷樓,,869
141,大埔,企嶺下新圍,,870
142,葵青,荃灣絲麗酒店,,871
143,屯門,兆山苑杏景閣,,872
144,中西區,寶德臺,,873
145,灣仔,灣仔帝盛酒店,,874
146,油尖旺,金堂大廈,,875
147,元朗,嘉湖山莊樂湖居 4座,,876
148,離島,觀港樓,,878
149,觀塘,麗港城 4座,,879
150,灣仔,Tagus Residences,,881
151,西貢,企壁山,,882
152,灣仔,藍塘別墅,,883
153,觀塘,彩德邨彩誠樓,,884
154,中西區,滿峯台 B座,,885
155,東區,華美達盛景酒店,,886
156,屯門,錦發大廈,,887
157,九龍城,都會軒 2座,,888
158,南區,下碧瑤灣 33座,,889
159,沙田,翠湖花園 C座,,890
160,九龍城,東禧閣,,891
161,灣仔,柏寧酒店,,892
162,元朗,加州花園(1期 C)偉仕居紫蘭徑,,893
163,中西區,寶德臺,,894
164,九龍城,金城大廈,,895
165,沙田,名城 2期 1座,,896
166,中西區,縉城峰 2座,,897
167,北區,下山雞乙,,898
168,中西區,Lexington Hill,,899
169,中西區,雍景臺,,900
170,灣仔,永富苑,,901
171,元朗,仁壽圍,,902
172,西貢,寶盈花園 7座,,903
173,屯門,新墟村,,905
174,九龍城,愛民邨昭民樓,,912
175,九龍城,愛民邨昭民樓,,913
176,觀塘,高翔苑高靜閣,,914
177,九龍城,北帝街 123號,,915
178,油尖旺,香港旺角智選假日酒店,,廣東省衞健委通報的個案
179,中西區,弓絃巷 40-42號,,916
180,南區,海怡半島 4座,,917
181,油尖旺,美麗都大廈福建酒店,,918
182,西貢,茅莆路,,919
183,灣仔,灣仔帝盛酒店,,920
184,油尖旺,瓏璽 6B座,,921
185,元朗,錦田吉慶圍,,922
186,沙田,湖景花園 (洋房區),,923
187,觀塘,秀茂坪邨秀緻樓,,924
188,九龍城,九龍城德朗邨德璋樓,,925
189,元朗,天澤邨澤輝樓,,926
190,葵青,葵涌邨綠葵樓,,928
191,灣仔,益誠樓,,929
192,東區,華裕閣,,932
193,油尖旺,廟街 109號,,933
194,元朗,錦綉花園 C段 5街,,934
195,南區,舂坎角道,,935
196,沙田,顯徑邨顯貴樓,,936
197,油尖旺,旺角帝盛酒店,,廣東省衞健委通報的個案
198,中西區,香港萬怡酒店,,
199,灣仔,嘉薈軒,,937
200,中西區,德輔道西 288號,,938
201,西貢,坑口村,,939
202,西貢,早禾居,,940
203,荃灣,豪景花園 2座,,943
204,屯門,富泰村健泰樓,,944
205,北區,海禧華庭 2座,,945
206,離島,藍天海岸 6座,,946
207,中西區,明珠台 D座,,947
208,灣仔,柏寧酒店,,948
209,油尖旺,帝國酒店,,949
210,油尖旺,恆豐酒店,,949
211,元朗,蕃田村,,950
212,中西區,縉城峰 2座,,953
213,東區,新翠花園 6座,,954
214,元朗,大井圍村,,955
215,屯門,海景花園 8座,,956
216,東區,華裕閣,,957
217,東區,華裕閣,,958
218,荃灣,荃灣絲麗酒店,,959
219,觀塘,油塘工業城 B1座,,960
220,油尖旺,華寶大廈,,961
221,東區,太古城金殿台漢宮閣,,962
222,東區,華美達盛景酒店,,963
223,九龍城,新德園,,964
224,中西區,禧福道 1號新德園,,965
225,油尖旺,瓏璽 6B座,,966
226,中西區,文咸東街 127號萬和閣,,968
227,觀塘,滙景花園 2座,,969
228,葵青,荃灣帝盛酒店,,970
229,離島,愉景灣朝暉徑,,971
230,油尖旺,漆咸道南 83-85號金德大廈,,972
231,中西區,皇后大道中 273-277號禧利大廈,,973
232,九龍城,東禧閣,,974
233,大埔,龍成堡,,975
234,元朗,十八鄉東頭村,,976
235,荃灣,珀麗灣 30座,,977
236,中西區,Branksome Grande,,978
237,灣仔,V Wanchai,,979
238,大埔,滌濤山,,981
239,沙田,駿景園 6座,,982
240,觀塘,秀茂坪邨秀程樓,,983
241,離島,愉景灣倚濤軒,,984
242,油尖旺,君匯港 1座,,985
243,中西區,宏基國際賓館,,987
244,沙田,雲疊花園 2座,,988
245,九龍城,太子道西 226號皇子大廈,,989
246,中西區,君珀,,990
247,油尖旺,香港基督教青年會,,992
248,中西區,花園台 3座,,993
249,元朗,田心村,,996
250,沙田,雲端,,997
251,元朗,十八鄉東頭村,,998
252,中西區,香港萬怡酒店,,1000
253,中西區,碧雲樓,,1001
254,屯門,松苑 1座,,1002
