,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
241,"Crestmont Villa, Discovery Bay",Islands,,984,
242,"Tower 1, Harbour Green",Yau Tsim Mong,,985,
243,Bishop Lei International House,Central & Western,,987,
244,"Block 2, Carado Garden",Sha Tin,,988,
245,"Prince Apartments, 226 Prince Edward Road West",Kowloon City,,989,
246,Kennedy Park at Central,Central & Western,,990,
247,YMCA of Hong Kong,Yau Tsim Mong,,992,
248,"Block 3, Garden Terrace",Central & Western,,993,
249,Tin Sam Village,Yuen Long,,996,
250,St Moritz,Sha Tin,,997,
251,"Tung Tau Tsuen, Shap Pat Heung",Yuen Long,,998,
252,Courtyard By Marriott Hong Kong,Central & Western,,1000,
253,Beau Cloud Mansion,Central & Western,,1001,
254,"Block 1, Pine Villas",Tuen Mun,,1002,
255,Yan Sau Wai,Yuen Long,,1003,
256,"Fu Tai House, Tai Wo Hau Estate",Kwai Tsing,,1004,
257,"Block 8, Seaview Garden",Tuen Mun,,1005,
258,"Block 2, Carado Garden",Sha Tin,,1007,
259,"Block 3, Garden Terrace",Central & Western,,1009,
260,"Tower 11, Avignon",Tuen Mun,,1013,
261,Silka Tsuen Wan Hotel,Kwai Tsing,,1015,
262,CHI Residences 138,Wan Chai,,1017,
263,Bank of China building,Central & Western,18/03/2020,,"106, 183, 204"
264,CCT Telecom Building,Sha Tin,18/03/2020,,"191, 217, 373"
265,"ICBC Tower, Garden Road",Central & Western,18/03/2020,,"195, 339"
266,Tung Chung Crescent,Islands,19/03/2020,,"212, 271"
267,Cheung Lung Industrial Building,Sham Shui Po,19/03/2020,,"291, 312, 372, 391, 429"
268,97 Hollywood Road,Central & Western,20/03/2020,,"266, 319"
269,62 Hollywood Road,Central & Western,20/03/2020,,"266, 342"
270,Manson House,Yau Tsim Mong,20/03/2020,,"428, 855"
271,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
272,Ho Lee Commercial Building,Central & Western,24/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
273,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
274,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
275,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
276,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
277,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
278,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932, 954"
279,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
280,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
281,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
282,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
283,K11 Musea,Yau Tsim Mong,28/03/2020,,"687, 702, 704, 705, 758, 759"
284,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
285,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,799
286,Union Hospital,Sha Tin,01/04/2020,,799
287,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,830
288,Queensway Plaza,Central & Western,01/04/2020,,863
289,Convention Plaza Shopping Arcade,Wan Chai,01/04/2020,,865
290,York Place,Wan Chai,01/04/2020,,923
291,"Kwai Tsui House, Wan Tsui Estate",Eastern,01/04/2020,,954
292,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
293,Westlands Centre,Eastern,01/04/2020,,"801, 960"
294,Cheung Wah Shopping Centre,North,02/04/2020,,855
295,50 Wellington Street,Central & Western,02/04/2020,,865
296,38-46 Hennessy Road,Wan Chai,02/04/2020,,923
297,Wing On Plaza,Yau Tsim Mong,02/04/2020,,923
298,Wang Cheung Industrial Building,Kwun Tong,02/04/2020,,932
299,Perkins Road,Wan Chai,02/04/2020,,935
300,Li Po Chun Chambers,Central & Western,02/04/2020,,961
301,1–29 Tang Lung Street,Wan Chai,03/04/2020,,865
302,Tin Yiu Plaza,Yuen Long,03/04/2020,,876
303,110-116 Jaffe Road,Wan Chai,03/04/2020,,923
304,Wings Building,Central & Western,03/04/2020,,957
305,Ecumenical Christian Building,Yau Tsim Mong,03/04/2020,,961
306,Lee Garden One,Wan Chai,03/04/2020,,968
307,Lee Garden Two,Wan Chai,03/04/2020,,972
308,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
309,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
310,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
311,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
312,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
313,New Town Plaza,Sha Tin,05/04/2020,,936
314,MOKO,Yau Tsim Mong,05/04/2020,,936
315,"Choi Chu House, Choi Yuen Estate",North,05/04/2020,,945
316,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
317,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
318,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
319,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
320,Union Plaza,North,06/04/2020,,945
321,Yue Wan Market,Eastern,06/04/2020,,958
322,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
323,Domain,Kwun Tong,06/04/2020,,960
324,121 Bonham Strand,Central & Western,06/04/2020,,971
325,Emperor Group Centre,Wan Chai,06/04/2020,,972
326,Melbourne Plaza,Central & Western,06/04/2020,,978
327,Pat Tat Industrial Building,Wong Tai Sin,06/04/2020,,978
328,The Landmark Mandarin Oriental Hotel,Central & Western,06/04/2020,,978
329,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
330,Festival Walk,Kowloon City,07/04/2020,,955
331,176 Queen's Road,Central & Western,07/04/2020,,972
332,China Insurance Group Building,Central & Western,07/04/2020,,972
333,9 Queen's Road Central,Central & Western,07/04/2020,,972
334,Kingswood Richly Plaza,Yuen Long,07/04/2020,,996
335,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
336,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
337,World-Wide House,Central & Western,08/04/2020,,981
338,Pak Yee Building,Yuen Long,08/04/2020,,996
339,On Ning Building,Yuen Long,08/04/2020,,996
340,+WOO,Yuen Long,09/04/2020,,976
341,Gold Coast Yacht and Country Club,Tuen Mun,12/04/2020,,1013
342,Hong Kong Sanatorium & Hospital,Wan Chai,12/04/2020,,1013
