,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwun Tong,"Lei Lung House, Lei Yue Mun Estate",8483,
1,Tuen Mun,"King On House, Shan King Estate",8484,
2,Sham Shui Po,"Wo Ping House, Lei Cheng Uk Estate",8485,
3,Tai Po,"Hing Wo House, Po Nga Court",8488,
4,Sai Kung,"Block 2, Beverly Garden",8489,
5,Kwun Tong,"Block H1, Telford Gardens",8490,
6,Tsuen Wan,"Sau Shan House, Cheung Shan Estate",8491,
7,Southern,L'hotel Island South,8492,
8,Sai Kung,"Block 5, On Ning Garden",8493,
9,Wong Tai Sin,"Lung Shing House, Lower Wong Tai Sin Estate",8494,
10,Kowloon City,"Tower 5, Ultima",8495,
11,Kowloon City,"Tower 5, Ultima",8496,
12,Tuen Mun,"Hei Tin House, Yan Tin Estate",8497,
13,Tuen Mun,"Hei Tin House, Yan Tin Estate",8498,
14,Kowloon City,Pau Chung Building,8499,
15,Kwai Tsing,"Block 7, Mayfair Gardens",8500,
16,Sai Kung,"Water Lilies, Tower 5, Phase 2A - Le Prestige, Lohas Park",8501,
17,Kwun Tong,"Ping Sin House, Ping Tin Estate",8502,
18,Wong Tai Sin,On Keung Building,8503,
19,Wong Tai Sin,"Chi Siu House, Choi Wan Estate",8504,
20,Wong Tai Sin,"Chi Siu House, Choi Wan Estate",8505,
21,Wong Tai Sin,"Block 11, Rhythm Garden",8506,
22,Tsuen Wan,"Sau Shan House, Cheung Shan Estate",8507,
23,Eastern,"Block A, Ming Wah Dai Ha",8508,
24,Kowloon City,"Phase 1, Mei King Mansion",8509,
25,Central & Western,Ramada Hong Kong Harbour View,8510,
26,North,On Po Tsuen,8511,
27,Kwun Tong,Yee On Centre,8512,
28,Wong Tai Sin,"Ching Hong House, Tsz Ching Estate",8513,
29,Kwun Tong,"Block 4, Richland Gardens",8514,
30,Kwun Tong,"Lei Sang House, Lei Yue Mun Estate",8515,
31,Kwun Tong,"Hong Yu House, Hong Yat Court",8516,
32,Yuen Long,"Tower 6, Park Signature",8517,
33,Yau Tsim Mong,Winner Building,8518,
34,Sai Kung,"Block 1, Bauhinia Garden",8519,
35,Eastern,Yee Bo Mansion,8520,
36,Tuen Mun,"Leung Chi House, Leung King Estate",8521,
37,Sai Kung,"Yan Lan House, Yan Ming Court",8522,
38,Wong Tai Sin,"Lung Hong House, Lower Wong Tai Sin Estate",8523,
39,Kowloon City,"Block B, Sheffield Garden",8524,
