,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5163,
1,Tuen Mun,"Ting Lung House, On Ting Estate",5164,
2,Yau Tsim Mong,"Block 3, Prosperous Garden",5165,
3,Sham Shui Po,108 Ki Lung Street,5166,
4,Tai Po,"Block 15, Classical Gardens",5169,
5,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",5170,
6,Kwai Tsing,The Home Of Treasure,5174,
7,Sham Shui Po,Ming Tak Building,5175,
8,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5176,
9,Kwai Tsing,The Home Of Treasure,5179,
10,Kwai Tsing,The Home Of Treasure,5180,
11,Yau Tsim Mong,Ramada Hong Kong Grand,5182,
12,Eastern,M1 Hotel North Point,5183,
13,Kowloon City,Harbour Grand Kowloon,5184,
14,Kwai Tsing,The Home Of Treasure,5185,
15,Sham Shui Po,"Larkspur House, So Uk Estate",5186,
16,Kwai Tsing,The Home Of Treasure,5187,
17,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5189,
18,Sai Kung,"Tower 8R, Flora, Phase 2B, Le Prime, Lohas Park",5190,
19,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5191,
20,North,"Tin Hee House, Tin Ping Estate",5193,
21,Tsuen Wan,Panda Hotel,5193,
22,Sai Kung,"Tower 8, The Wings",5195,
23,Kowloon City,Harbour Grand Kowloon,5197,
24,Tsuen Wan,"Silka Far East, Hong Kong",5198,
25,Kwun Tong,"Block A, Belleve Garden",5199,
26,Sai Kung,"Tower 8, The Wings",5200,
27,Tsuen Wan,Unio House,5201,
28,Wan Chai,Dorsett Wanchai,5202,
29,Islands,"Tower 2, Phase 1, Coastal Skyline",5205,
30,Sai Kung,"Tower 8, The Wings",5206,
31,Sai Kung,Flamingo Garden,5207,
32,Wan Chai,Best Western Hotel Causeway Bay,5208,
33,Yau Tsim Mong,Ramada Hong Kong Grand,5209,
34,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5213,
35,Yau Tsim Mong,Ramada Hong Kong Grand,5214,
36,Wan Chai,Eco Tree Hotel Causeway Bay,5215,
37,Sai Kung,"King Yu House, King Lam Estate",5216,
38,Southern,"Block 6, Pokfulam Gardens",5217,
39,Yau Tsim Mong,The Luxe Manor,5218,
40,Islands,Regal Airport Hotel Hong Kong,5231,
