,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sha Tin,"Block 1, La Costa",5915,
1,Kwun Tong,"Block 2, Lotus Tower, Kwun Tong Garden Estate",5916,
2,Tai Po,Po Sam Pai Village,5917,
3,Kowloon City,Duchy Heights,5918,
4,Kowloon City,Duchy Heights,5919,
5,Eastern,"Tower 8, Pacific Palisades",5920,
6,Sham Shui Po,"Ping Yuen, Yau Yat Chuen",5921,
7,Kowloon City,"Block C, On Lok Factory Building",5922,
8,Kwai Tsing,"On Hoi House, Cheung On Estate",5923,
9,Yau Tsim Mong,Skyway Mansion,5924,
10,Kowloon City,"Block C, On Lok Factory Building",5925,
11,Sha Tin,Kau To Village,5927,
12,Kowloon City,61 Maidstone Road,5928,
13,Kowloon City,The Palace,5929,
14,Kwai Tsing,"Tower 3A, Phase 1, Tierra Verde",5930,
15,Eastern,"Tsui Shou House, Tsui Wan Estate",5931,
16,Tuen Mun,"Lok Sang House, Kin Sang Estate",5932,
17,Sham Shui Po,"Man Lok House, Tai Hang Sai Estate",5933,
18,Yau Tsim Mong,Lee Kwan Building,5934,
19,Wan Chai,Wing Way Court,5935,
20,Eastern,Hang Ying Building,5936,
21,Sai Kung,"Block 2, Radiant Towers",5937,
22,Central & Western,23 Wilmer Street,5938,
23,Yau Tsim Mong,"Block 4, Metro Harbour View",5939,
24,Kwun Tong,"Chi Tai House, On Tai Estate",5940,
25,Kowloon City,"Tower 2, K City",5941,
26,Tuen Mun,"Block 6, Po Tin Estate",5943,
27,Yau Tsim Mong,Wai Fat Building,5944,
28,Tsuen Wan,Tak Tai Building,5945,
29,Sham Shui Po,"Tower 2, Nob Hill",5946,
30,Tsuen Wan,"Tower 6, Bellagio",5947,
31,Sha Tin,"Mei Fung House, Mei Lam Estate",5948,
32,Yau Tsim Mong,Hang Yue Court,5949,
33,Sha Tin,"Block 3, Carado Garden",5950,
34,Sham Shui Po,Sunning Mansion,5951,
35,North,So Kwun Po Tsuen,5952,
36,Wan Chai,Winfield Gardens,5955,
37,Central & Western,Wah Koon Building,5956,
38,Kwai Tsing,"Block 3, Highland Park",5957,
39,Tsuen Wan,"Tower 10, Ocean Pride",5958,
40,Eastern,"Tower C, Wilshire Towers",5959,
41,Sham Shui Po,"Cassia Road, Yau Yat Chuen",5960,
42,Wong Tai Sin,"King Tai House, King Lai Court",5961,
43,Islands,"Block 30, Park Island",5962,
44,Kowloon City,"Tak Yu House, Tak Long Estate",5963,
45,Sham Shui Po,"Mei Shan House, Shek Kip Mei Estate",5964,
46,Kwai Tsing,"Block 1, Greenfield Garden",5965,
47,Kwun Tong,"Block F, Tak Bo Garden",5966,
48,Kwai Tsing,"Yee Kui House, Tsing Yi Estate",5967,
49,Wong Tai Sin,"Block 6, Grand View Garden",5969,
50,Kowloon City,"Block 2, K City",5970,
51,Yuen Long,"Yuk Ping House, Long Ping Estate",5971,
52,Sha Tin,"Tower 1, Court D, Dragons Range",5972,
53,Southern,Abba Commercial Building,5973,
54,Yau Tsim Mong,"Cam Key Mansion, 495 Shanghai Street",5974,
55,Central & Western,"Tower 2, Centenary Mansion",5975,
56,Sham Shui Po,"Tower 6, The Pacifica",5976,
57,Yau Tsim Mong,"Tower 1, Central Park",5977,
58,Sha Tin,"Tower 1, Court D, Dragons Range",5978,
59,Kwun Tong,"Block 6, Richland Gardens",5979,
60,Wan Chai,"6 Dragon Terrace, Dragon Court",5980,
61,Central & Western,Lungga Mansion,5981,
62,Wong Tai Sin,"Tower 3, Grand View Garden",5982,
63,Central & Western,106-108 Jervois Street,5983,
64,Wan Chai,The Charterhouse,5984,
65,Yau Tsim Mong,"Tower 2, Central Park",5985,
66,Kwun Tong,"Bauhinia Court, Fulrich Garden",5986,
67,Eastern,"Tower 1, Harbour Glory",5987,
68,Yuen Long,"Block A, Manhattan Plaza",5988,
69,Wan Chai,Sze Bo Building,5989,
70,Wong Tai Sin,"Wang Hong House, Lok Fu Estate",5990,
71,Central & Western,Sea View Mansion,5991,
72,Sha Tin,"Yan Chuen House, Shui Chuen O Estate",5992,
73,Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",5993,
74,Kwai Tsing,The Galaxy,5994,
75,Kwai Tsing,"Ying Kwai House, Kwai Chung Estate",5995,
76,Eastern,"Tsui Shou House, Tsui Wan Estate",5996,
77,Eastern,Ka Bo Building,5997,
78,Kowloon City,"Tower 2, K City",5999,
79,Wong Tai Sin,"Yung Yuen House, Chuk Yuen North Estate",6000,
80,Yau Tsim Mong,Travelodge Kowloon,6001,
81,Sham Shui Po,"Tower 2, Nob Hill",6002,
82,Kwai Tsing,"Kwai Tai House, Kwai Fong Estate",6003,
83,Kwun Tong,"Bauhinia Court, Fulrich Garden",6004,
84,Eastern,"Block 2, Kornhill Garden",6005,
85,Tuen Mun,"High Block, Oi Chi House, Yau Oi Estate",6006,
86,Kwun Tong,"Hiu Wo House, Hiu Lai Court",6007,
87,Kwun Tong,"Tin Wan House, Shun Tin Estate",6008,
88,Yuen Long,Tai Kei Leng,6009,
89,Tsuen Wan,"Block A, Luk Yeung Sun Chuen",6010,
90,Kwai Tsing,"Block 2, Mount Haven",6011,
91,Kowloon City,"Block 4, Phase 4, Whampoa Garden",6012,
92,Wong Tai Sin,"Block 2, Grand View Garden",6013,
93,Tai Po,"Tower 1, Deerhill Bay",6014,
94,Wong Tai Sin,"Block 2, Grand View Garden",6015,
95,Sha Tin,Tung Ning Building,6016,
96,Sha Tin,"Block 1, Scenery Court",6017,
97,Sha Tin,"Yan Wo House, Wo Che Estate",6018,
98,Sha Tin,"Sun Kit House, Sun Chui Estate",6019,
99,Sha Tin,"Fontana Heights, Belair Gardens",6020,
100,Sham Shui Po,Nam Pont Building,6021,
101,Yau Tsim Mong,"Tower 2, Central Park",6022,
102,Kwun Tong,"Choi King House, Choi Tak Estate",6023,
103,Sham Shui Po,"Lai Yeung House, Lai Tsui Court",6024,
104,Sham Shui Po,"Mei Shing House, Shek Kip Mei Estate",6025,
105,Kwun Tong,"Hiu Ching House, Hiu Lai Court",6026,
106,Kowloon City,"Kwai Tung House, Tung Tau (II) Estate",6027,
107,Yau Tsim Mong,"15 Yim Po Fong Street, Mong Kok",6029,
108,Wan Chai,16 Kai Chiu Road,6030,
109,Southern,"Fu Hing Yuen, Chi Fu Fa Yuen",6031,
110,Yau Tsim Mong,"Tower 5, Central Park",6032,
111,Islands,"Block 7, Tung Chung Crescent",6033,
112,Sai Kung,Kai Ham Tsuen,6034,
113,Tai Po,Po Sam Pai Village,6035,
