,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yau Tsim Mong,Yue Tak Building,9803,
1,Eastern,"Ning On Mansion, Taikoo Shing",9805,
2,Yau Tsim Mong,23 Pitt Street,9806,
3,Tsuen Wan,"Block H, Allway Gardens",9807,
4,Yau Tsim Mong,"350 Shanghai Street, Yau Ma Tei",9808,
5,Yau Tsim Mong,42 Temple Street,9808,
6,Yau Tsim Mong,Yue Tak Building,9809,
7,Yau Tsim Mong,Yue Tak Building,9810,
8,Yau Tsim Mong,18 Reclamation Street,9811,
9,Yau Tsim Mong,18 Reclamation Street,9812,
10,Tuen Mun,"Siu Keung House, Siu Kwai Court",9813,
11,Kwai Tsing,"Block 1, Hibiscus Park",9814,
12,Yau Tsim Mong,153 Temple Street,9814,
13,Yau Tsim Mong,Bo Lun Building,9815,
14,Yau Tsim Mong,Bo Lun Building,9816,
15,Tuen Mun,"Siu Keung House, Siu Kwai Court",9817,
16,Yuen Long,"Chung Wa House, Tin Chung Court",9818,
17,Tuen Mun,"Siu Keung House, Siu Kwai Court",9820,
18,Yau Tsim Mong,Honour House,9821,
19,Yau Tsim Mong,Honour House,9822,
20,Kowloon City,Cheung Wan Building,9823,
21,Sha Tin,Kak Tin Village Nam Kau,9824,
22,Yau Tsim Mong,191 Shanghai Street,9825,
23,North,"Block 5, Belair Monte",9826,
24,Yau Tsim Mong,Tai On House,9827,
25,Yau Tsim Mong,121 Woosung Street,9828,
26,Kwun Tong,"Hong Nin House, Hong Yat Court",9829,
27,Yau Tsim Mong,Orchid Court,9830,
28,Kwun Tong,"Block 5, Laguna City",9831,
29,Tsuen Wan,"Block 2, Greenview Court",9832,
30,Kowloon City,Regal Oriental Hotel,9833,
31,Central & Western,Ramada Hong Kong Harbour View,9834,
32,Yau Tsim Mong,23 Pitt Street,9835,
33,Yau Tsim Mong,25 Pitt Street,9836,
34,Yau Tsim Mong,25 Pitt Street,9837,
35,Kowloon City,"Block 5, Site 11 - Bauhinia Mansions",9838,
36,Kowloon City,"Block 5, Site 11 - Bauhinia Mansions",9839,
37,Kowloon City,"Block 5, Site 11 - Bauhinia Mansions",9840,
38,Sham Shui Po,"Tao Tak House, Lei Cheng Uk Estate",9841,
39,Kwai Tsing,"Tak Yam House, On Yam Estate",9842,
40,Kwai Tsing,"Tak Yam House, On Yam Estate",9843,
41,Yau Tsim Mong,19 Pitt Street,9844,
42,Yau Tsim Mong,1 Temple Street,9845,
43,Yau Tsim Mong,19 Pitt Street,9846,
44,Yau Tsim Mong,19 Pitt Street,9847,
45,Yau Tsim Mong,816 Canton Road,9848,
46,Yau Tsim Mong,19 Pitt Street,9849,
47,Yau Tsim Mong,19 Pitt Street,9850,
48,Tsuen Wan,On Hong Building,9851,
49,Yau Tsim Mong,Yen Yin Building,9852,
50,Yuen Long,161 Castle Peak Road Nin Wong Building,9853,
51,Yuen Long,"Tower 5, The Spectra",9854,
52,Yuen Long,"Block 9, Lynwood Court, Kingswood Villas",9855,
53,Yuen Long,"Block 9, Lynwood Court, Kingswood Villas",9856,
54,Yau Tsim Mong,47 Reclamation Street,9857,
55,Kwai Tsing,"Tak Yam House, On Yam Estate",9858,
56,Yau Tsim Mong,13 Pitt Street,9859,
57,Yau Tsim Mong,"Block A, Shun Lee Building",9860,
58,Yau Tsim Mong,Bo Lun Building,9861,
59,Sham Shui Po,Nam Fong House,9864,
60,Sham Shui Po,Nam Fong House,9865,
61,Sham Shui Po,Nam Fong House,9866,
62,Yau Tsim Mong,"Block 2, Charming Garden",9867,
63,Yuen Long,"Tower 8, Park Signature",9868,
64,Tsuen Wan,"Block D, Luk Yeung Sun Chuen",9869,
65,Sham Shui Po,260 Tai Nan Street,9872,
66,Tai Po,"Block 6, Parc Versailles",9875,
67,Kowloon City,"Block 4, Site 3 - Willow Mansions, Whampoa Garden",9876,
68,Yau Tsim Mong,35 Battery Street,9877,
69,Sha Tin,"Block 6, Villa Athena",9878,
70,Yau Tsim Mong,Cheung Hing Building,9879,
71,Sham Shui Po,95 Kweilin Street,9880,
72,Sai Kung,"Block 4, Hong Sing Garden",9881,
73,Eastern,"Yiu Fu House, Yiu Tung Estate",9882,
74,Sai Kung,"Block 3, The Grandiose",9883,
75,Kowloon City,Wah Lai Mansion,9884,
76,Central & Western,Grand City Hotel,9885,
77,Sai Kung,"Block 3, Verbena Heights",9886,
78,Eastern,"Block A, Sunway Gardens",9887,
79,Eastern,"Block 3, New Jade Garden",9888,
80,Kwun Tong,"Lai Tat House, On Tat Estate",9888,
81,Kwun Tong,"Block 7, Laguna City",9889,
82,Yau Tsim Mong,Bo Lun Building,9890,
83,Yuen Long,"Block M3, Yoho Midtown",9892,
84,Eastern,"Block A, Sunway Gardens",9893,
85,Yuen Long,"Block M3, Yoho Midtown",9894,
86,Yau Tsim Mong,816 Canton Road,9895,
87,Central & Western,Grand City Hotel,9897,
88,Islands,"Block 3, Seaview Crescent",9897,
89,Yau Tsim Mong,74 Portland Street,9898,
90,Yau Tsim Mong,74 Portland Street,9900,
91,Yau Tsim Mong,13 Pitt Street,9901,
92,Yau Tsim Mong,Tai On House,9902,
93,Yuen Long,"Tower 2,The Spectra",9903,
94,Eastern,Yuet Chui Court,9904,
95,Yau Tsim Mong,"Block A, Tsim Sha Tsui Mansion",9905,
96,Kowloon City,Tung Hei Court,9906,
97,Yau Tsim Mong,678 Shanghai Street,9907,
98,Tsuen Wan,"Toa Shue House, Lei Muk Shue Estate",9908,
99,Central & Western,155 Queen's Road West,9909,
100,Yau Tsim Mong,Kensington Plaza,9910,
