,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sham Shui Po,"Tower 7, Parc Oasis",8780,
1,Sham Shui Po,"Tower 7, Parc Oasis",8781,
2,Sham Shui Po,"Lai Yung House, Lai Tsui Court",8782,
3,Sham Shui Po,Yau Luen Apartments,8783,
4,Sham Shui Po,Yau Luen Apartments,8784,
5,Yau Tsim Mong,"Block 5, Prosperous Garden",8786,
6,Kowloon City,"Block 1, Dragon View",8787,
7,Tsuen Wan,"Fontana Heights, Hong Kong Garden",8788,
8,Tsuen Wan,"Fontana Heights, Hong Kong Garden",8789,
9,Sham Shui Po,"Lai Yung House, Lai Tsui Court",8790,
10,Kwun Tong,"Block H1, Telford Gardens",8791,
11,Kwun Tong,"Chung Hong House, Hong Wah Court",8792,
12,Sham Shui Po,193 Yee Kuk Street,8793,
13,Sham Shui Po,"Un Mun House, Un Chau Estate",8794,
14,Yuen Long,"Block 2, Grandeur Terrace",8795,
15,Wong Tai Sin,73 King Fuk Street,8796,
16,Southern,"Tin Kin House, Tin Wan Estate",8797,
17,Southern,"Tin Kin House, Tin Wan Estate",8798,
18,Sham Shui Po,Tak Po Building,8799,
19,Yuen Long,"Heng Kin House, Tin Heng Estate",8802,
20,Islands,Hong Kong SkyCity Marriott Hotel,8803,
21,Islands,Hong Kong SkyCity Marriott Hotel,8804,
22,Tuen Mun,"Wu Tsui House, Wu King Estate",8805,
23,Yau Tsim Mong,Cherry Mansion,8806,
24,Kwun Tong,"Lee Hong House, Shun Lee Estate",8807,
25,Kwun Tong,"Lee Hong House, Shun Lee Estate",8808,
26,Yau Tsim Mong,Delta Hotel,8809,
27,Wong Tai Sin,"Oi Yan House, Tsz Oi Court",8810,
28,Wong Tai Sin,"Tan Fung House, Choi Hung Estate",8811,
29,Wong Tai Sin,Man Fung Building,8812,
30,Kowloon City,"Ching Man House, Ho Man Tin Estate",8813,
31,Kowloon City,"Tak Yu House, Tak Long Estate",8814,
32,Kwun Tong,Louisa Tower,8815,
33,Sha Tin,"Block 4, Carado Garden",8816,
34,Sham Shui Po,Fook Tin Building,8817,
35,Yau Tsim Mong,26 Reclamation Street,8818,
36,Wong Tai Sin,"Lung Chak House, Lower Wong Tai Sin Estate",8819,
37,Wong Tai Sin,"Wui Chi House, Tung Wui Estate",8820,
