,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Central & Western,Po Hing Court,5095,
1,Yau Tsim Mong,Harbour Bay Hotel,5096,
2,Yau Tsim Mong,"Tower 2, The Hermitage",5097,
3,Yau Tsim Mong,Fook Kiu Mansion,5098,
4,Kwun Tong,Dorsett KwunTong,5098,
5,Kwun Tong,Hotel COZi Harbour View,5098,
6,Islands,Hong Kong SkyCity Marriott Hotel,5099,
7,Wan Chai,Glory House,5102,
8,Yau Tsim Mong,Wai Yuen Building,5104,
9,Eastern,Ramada Hong Kong Grand View,5105,
10,Sha Tin,"Tower 2, Greenheight Villa",5107,
11,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5110,
12,Yau Tsim Mong,Lap Tak House,5110,
13,Kwai Tsing,"Wang Yung House, Cheung Wang Estate",5111,
14,Sha Tin,"Tower 2, Greenheight Villa",5112,
15,Islands,Hong Kong SkyCity Marriott Hotel,5113,
16,Yau Tsim Mong,Kimberley Hotel,5114,
17,Kwai Tsing,"Block 5, Rambler Crest",5122,
18,Yau Tsim Mong,Holly Mansion,5123,
19,Yau Tsim Mong,Stanford Hillview Hotel,5123,
20,Yau Tsim Mong,Lap Tak House,5124,
21,Yau Tsim Mong,Lap Tak House,5125,
22,Eastern,Wealthy Court,5126,
23,Yau Tsim Mong,The Kimberley Hotel,5130,
24,Yau Tsim Mong,Holly Mansion,5130,
25,Yau Tsim Mong,177A Portland Street,5131,
26,Wan Chai,Fasteem Mansion,5132,
27,Tuen Mun,"Block 15, Lung Mun Oasis",5133,
28,Kwun Tong,"Wing Mei House, Yau Chui Court",5135,
29,Yau Tsim Mong,"Block 3, Prosperous Garden",5136,
30,Tuen Mun,"Block 6, Po Tin Estate",5137,
31,Kwai Tsing,The Home Of Treasure,5140,
32,Yau Tsim Mong,The Royal Garden,5141,
33,Sai Kung,"Kin Ching House, Kin Ming Estate",5143,
34,Sai Kung,"Kin Ching House, Kin Ming Estate",5144,
35,Islands,Regal Airport Hotel Hong Kong,5145,
36,Wong Tai Sin,Hong Keung Court,5148,
37,Kwai Tsing,The Home Of Treasure,5149,
38,Sai Kung,"Kin Ching House, Kin Ming Estate",5150,
39,Kwai Tsing,The Home Of Treasure,5151,
40,Kwai Tsing,The Home Of Treasure,5152,
41,Kwai Tsing,The Home Of Treasure,5153,
42,Kwai Tsing,The Home Of Treasure,5154,
43,Kwai Tsing,The Home Of Treasure,5155,
44,Kwai Tsing,The Home Of Treasure,5156,
45,Kwai Tsing,The Home Of Treasure,5157,
46,Kwai Tsing,The Home Of Treasure,5158,
47,Kwai Tsing,The Home Of Treasure,5159,
48,Kwai Tsing,The Home Of Treasure,5160,
49,Eastern,"Block 6, Braemar Hill Mansions",5161,
50,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5163,
51,Tuen Mun,"Ting Lung House, On Ting Estate",5164,
52,Yau Tsim Mong,"Block 3, Prosperous Garden",5165,
53,Sham Shui Po,108 Ki Lung Street,5166,
54,Tai Po,"Block 15, Classical Gardens",5169,
55,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",5170,
56,Kwai Tsing,The Home Of Treasure,5174,
57,Sham Shui Po,Ming Tak Building,5175,
58,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5176,
59,Kwai Tsing,The Home Of Treasure,5179,
60,Kwai Tsing,The Home Of Treasure,5180,
61,Yau Tsim Mong,Ramada Hong Kong Grand,5182,
62,Eastern,M1 Hotel North Point,5183,
63,Kowloon City,Harbour Grand Kowloon,5184,
64,Kwai Tsing,The Home Of Treasure,5185,
65,Sham Shui Po,"Larkspur House, So Uk Estate",5186,
66,Kwai Tsing,The Home Of Treasure,5187,
67,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5189,
68,Sai Kung,"Tower 8R, Flora, Phase 2B, Le Prime, Lohas Park",5190,
69,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5191,
70,North,"Tin Hee House, Tin Ping Estate",5193,
71,Tsuen Wan,Panda Hotel,5193,
72,Sai Kung,"Tower 8, The Wings",5195,
73,Kowloon City,Harbour Grand Kowloon,5197,
74,Tsuen Wan,"Silka Far East, Hong Kong",5198,
75,Kwun Tong,"Block A, Belleve Garden",5199,
76,Sai Kung,"Tower 8, The Wings",5200,
77,Tsuen Wan,Unio House,5201,
78,Wan Chai,Dorsett Wanchai,5202,
79,Islands,"Tower 2, Phase 1, Coastal Skyline",5205,
80,Sai Kung,"Tower 8, The Wings",5206,
81,Sai Kung,Flamingo Garden,5207,
82,Wan Chai,Best Western Hotel Causeway Bay,5208,
83,Yau Tsim Mong,Ramada Hong Kong Grand,5209,
84,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5213,
85,Yau Tsim Mong,Ramada Hong Kong Grand,5214,
86,Tsuen Wan,Goodman Global Gateway,"4933, 5008, 5059",18/09/2020
87,Tuen Mun,113 Tuen Mun Heung Sze Wui Road,"5049, 5057",21/09/2020
88,Yau Tsim Mong,Lee Chau Commerical Building China Secret,"5098, 5107, 5141, 5148, 5175",23/09/2020
89,Kowloon City,39-43 Hau Wong Road,"4938, 4965, 5098",28/09/2020
90,Yau Tsim Mong,Gateway Hotel,"5164, 5175, 5193, 5201",28/09/2020
91,Yuen Long,Wing Fung Building Total Dessert,5133,01/10/2020
92,Sham Shui Po,Kin Sun Building 美食坊 中菜皇,5148,01/10/2020
93,Yau Tsim Mong,Chinachem Cameron Centre Virgo Bar & Restaurant,"5148, 5175",01/10/2020
94,Yau Tsim Mong,Star House Café de Coral,5124,02/10/2020
95,Eastern,City Garden Sour and Spicy Noodle,5126,02/10/2020
96,Eastern,Cityplaza,5126,02/10/2020
97,Kwun Tong,APM TeaWood Taiwanese Café & Restaurant,5135,02/10/2020
98,Kwun Tong,Shui Wo Street Municipal Services Building,5135,02/10/2020
99,Eastern,Island Place Queen's Café,5161,02/10/2020
100,Kwun Tong,Lei Yue Mun Municipal Services Building,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
101,Yau Tsim Mong,The Royal Garden      Le Soleil,5132,03/10/2020
102,Yau Tsim Mong,Wing On Plaza,5132,03/10/2020
103,Tuen Mun,Eldo Shopping Centre Tamjai Samgor,5133,03/10/2020
104,Tuen Mun,Yan Oi Tong Cheng Yiu Yuen Memorial Fitness Centre,5133,03/10/2020
105,Yau Tsim Mong,Wing On Kowloon Centre Golden Federal Restaurant,5136,03/10/2020
106,Kwai Tsing,Shek Yam Shopping Centre Fairwood,5149,03/10/2020
107,Wan Chai,Tower 535,5161,03/10/2020
108,North,Wo Hing Sports Centre,5193,03/10/2020
109,Tuen Mun,Kam Men Mansion Kam Ming Congee & Noodles,5133,04/10/2020
110,Tuen Mun,Lung Mun Oasis The Vermicelli House,5133,04/10/2020
111,Yau Tsim Mong,158 Sai Yeung Choi Street South,5135,04/10/2020
112,Yau Tsim Mong,27 B & C Soy Street,5136,04/10/2020
113,Kwai Tsing,Shek Yam Shopping Centre McDonald's,5149,04/10/2020
114,Wan Chai,Hopewell Centre,5161,04/10/2020
115,Islands,13 Catering Road East,5164,04/10/2020
116,Sai Kung,Choi Ming Shopping Centre Tamjai Yunnan Mixian,5200,04/10/2020
117,Sai Kung,TKO Spot,5206,04/10/2020
118,Sai Kung,Tseung Kwan O Plaza,5206,04/10/2020
119,Sai Kung,Beverly Garden Shopping Centre,5206,04/10/2020
120,Kwun Tong,Sau Mau Ping Shopping Centre,5143,05/10/2020
121,Kwai Tsing,Kwong Fai Building Golden Café,5149,05/10/2020
122,Yau Tsim Mong,The Royal Garden Sabatini Ristorante Italiano,5163,05/10/2020
123,Kwun Tong,"Manulife Financial Centre Tower A 223 Wai Yip St, Kwun Tong",5175,05/10/2020
