,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yau Tsim Mong,Cheung Hing Mansion,4482,
1,Kwun Tong,"Sau Wah House, Sau Mau Ping Estate",4491,
2,Yuen Long,"Tower 7, The Parcville",4492,
3,Eastern,"Block 5, Harmony Garden",4493,
4,North,Ho Sheung Heung,4494,
5,Kwai Tsing,"Lai Ying House, Lai Yan Court",4495,
6,Yuen Long,"Yat Chi House, Tin Yat Estate",4496,
7,Kowloon City,99 Maidstone Road,4497,
8,Sham Shui Po,Yee Wa Building,4498,
9,Sham Shui Po,Yee Wa Building,4499,
10,Tuen Mun,"High Block, King Kwai House, Shan King Estate",4500,
11,North,Ho Sheung Heung,4501,
12,Wong Tai Sin,"Pak Yuen House, Chuk Yuen North Estate",4502,
13,Central & Western,Tung Hing Mansion,4503,
14,Kwai Tsing,"On Chiu House, Cheung On Estate",4504,
15,Sha Tin,The Met. Acappella,4505,
16,Yuen Long,"Yuet Wing House, Tin Yuet Estate",4510,
17,Yuen Long,"Block 6, Emerald Green",4512,
18,Kowloon City,"Kin Man House, Oi Man Estate",4513,
19,Tuen Mun,"Tin Yue House, Tin King Estate",4514,
20,Islands,"Cherish Court, Peninsula-Vl-Capeland, Phase 4, Discovery Bay",4515,
21,Tuen Mun,Po Tong Ha Tsuen,4517,
22,Yuen Long,"Hing Fook Building, 19 Ping Wui Street",4518,
23,Kwai Tsing,"Yam Hing House, Shek Yam East Estate",4519,
24,North,Ho Sheung Heung,4520,
25,Yuen Long,"Block 12, Sereno Verde",4521,
26,Kwun Tong,"Block C1, Telford Gardens",4522,
27,Sham Shui Po,"Gladiolus House, So Uk Estate",4523,
28,Kwun Tong,"Ko On House, Ko Cheung Court",4524,
29,Sham Shui Po,"Gladiolus House, So Uk Estate",4525,
30,Eastern,"May Wah House, Hing Wah (I) Estate",4526,
31,Tsuen Wan,Indi home,4527,
32,Tuen Mun,"Ting Yau House, Siu On Court",4528,
33,Kwun Tong,"Sau Wah House, Sau Mau Ping Estate",4529,
34,Sha Tin,"Herring Gull House, Sha Kok Estate",4530,
35,Yuen Long,Sheung Tsuen,4532,
