,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yuen Long,"Chung Hoi House, Tin Chung Court",5630,
1,Yau Tsim Mong,Far East Consortium Mongkok Building,5631,
2,Wan Chai,"Block C-D, Woodland Heights",5632,
3,Kwun Tong,"Block P, Telford Gardens",5633,
4,Wan Chai,Celeste Court,5634,
5,Wan Chai,"Lai Kit Lau, Lai Tak Tsuen",5636,
6,Wong Tai Sin,"Tower 1, Lions Rise",5637,
7,Kowloon City,Sunderland Estate,5638,
8,Islands,Tong Fuk Tsuen Village,5639,
9,Wan Chai,"Block A, Evergreen Villa",5640,
10,Southern,"Block 2, South Wave Court",5641,
11,Sha Tin,"Fook Hoi House, Lek Yuen Estate",5642,
12,Sha Tin,"Block 6, Julimount Garden",5643,
13,Sha Tin,"Yiu Ping House, Yiu On Estate",5644,
14,Sha Tin,"Kam Wai House, Kam Fung Court",5645,
15,Sha Tin,"Fook Lam House, Kwong Lam Court",5646,
16,Sha Tin,"Block 3, Monte Vista",5647,
17,Tai Po,Fook On Building,5648,
18,Tai Po,Fook On Building,5649,
19,Wan Chai,Phoenix Apartments,5656,
20,Yau Tsim Mong,Po On Building,5657,
21,Tsuen Wan,"Savoy Heights, Hong Kong Garden",5658,
22,Kowloon City,2 Rutland Quadrant,5659,
23,Yau Tsim Mong,Lee Man Building,5660,
24,Yau Tsim Mong,"Tower 2, Central Park",5661,
25,Yau Tsim Mong,Lee Man Building,5662,
26,Kowloon City,Morning Joy Building,5663,
27,Eastern,"Block A, Healthy Gardens",5664,
28,Yau Tsim Mong,Lee Man Building,5665,
29,Yau Tsim Mong,Lee Man Building,5666,
30,Sham Shui Po,119 Tai Nan Street,5667,
31,Eastern,Tai On Building,5668,
32,Sha Tin,"Block 4, Mountain Shore",5669,
33,Sham Shui Po,Cheong Wah Building,5670,
34,Kwun Tong,"Tin Wan House, Shun Tin Estate",5671,
35,Tai Po,"Block 6, Serenity Park",5672,
36,Kowloon City,Wing On Court,5673,
37,Kwai Tsing,"Shing Lok House, Kwai Shing East Estate",5674,
38,Kwun Tong,"Tsui Hon House, Tsui Ping South Estate",5675,
39,Kwai Tsing,"Wah Pik House, Ching Wah Court",5676,
40,Southern,"Fu On Yuen, Chi Fu Fa Yuen",5677,
41,Yau Tsim Mong,"Tower 1, Central Park",5678,
42,Central & Western,Caine Building,5679,
43,Eastern,"Block 47, Heng Fa Chuen",5680,
44,Eastern,"Block 1, Tanner Garden",5681,
45,Eastern,"Tower C, Wilshire Towers",5682,
46,Sham Shui Po,17A-17D Shek Kip Mei Street,5683,
47,Sai Kung,Silver Terrace Road,5684,
48,Southern,"Block 1, Ocean Court",5685,
49,Wan Chai,Dorsett Wan Chai Hotel,5686,
50,Central & Western,Ovolo Central,5687,
51,Sham Shui Po,56A Yen Chow Street,5688,
52,Kwun Tong,"Block 6, Richland Gardens",5689,
53,Kwun Tong,Hong Pak Court,5690,
54,Central & Western,Lungga Mansion,5691,
55,Eastern,"Tower 2, Pacific Palisades",5692,
56,Eastern,"Tower 2, Pacific Palisades",5694,
57,Tai Po,Phase I Casa Marina,5695,
58,Tsuen Wan,Hoi Pa San Tsuen,5696,
59,Sham Shui Po,"Block 19, Shek Kip Mei Estate",5697,
60,Tsuen Wan,Hoi Pa San Tsuen,5698,
61,Central & Western,Tai Fat Building,5700,
62,Wan Chai,"Block E, Beverly Hill",5701,
63,Kwun Tong,"Block 17, Laguna City",5702,
64,Sai Kung,"Wo Yat House, Wo Ming Court",5703,
65,Sha Tin,"Mei Chuen House, Mei Tin Estate",5704,
66,Islands,Hong Kong Skycity Marriott Hotel,5706,
67,Islands,Hong Kong Skycity Marriott Hotel,5707,
68,Wong Tai Sin,Dragon Glory Mansion,5708,
69,Islands,Hong Kong Skycity Marriott Hotel,5710,
70,Sai Kung,"Block 6, On Ning Garden",5711,
71,Yau Tsim Mong,Best Western Plus Hotel Kowloon,5712,
72,Wan Chai,"Block D, Evergreen Villa",5713,
73,Wan Chai,Broadwood Park,5714,
74,Central & Western,"Block 1, Connaught Garden",5715,
75,Central & Western,"Block 2, Garden Terrace",5716,
76,Central & Western,Lungga Mansion,5717,
77,Sai Kung,"Yan Mui House, Yan Ming Court",5718,
78,Wan Chai,Hong Kong Mansion,5719,
79,Southern,"Block 4, Repulse Bay Garden",5720,
80,Kowloon City,Diamond Mansion,5721,
81,Yau Tsim Mong,Prudential Hotel,5722,
82,Tuen Mun,Sun Fung Wai,5723,
83,Central & Western,"Block 2, Garden Terrace",5724,
84,Tai Po,"Chung Chun House, Chung Nga Court",5725,
85,Sai Kung,"Tower 3, The Mediterranean",5726,
86,Sha Tin,"Block 6, World-wide Gardens",5727,
87,Wan Chai,Broadview Villa,5728,
88,Central & Western,Wah Koon Building,5729,
89,Sha Tin,"Tower 1, Court D, Dragons Range",5730,
90,Sai Kung,Nam Shan Village,5731,
91,Wan Chai,Broadview Villa,5733,
92,Sham Shui Po,Chiat Hing Building,5734,
93,Islands,"Heung Yat House, Yat Tung Estate",5735,
94,Tai Po,Ping Long Tsuen,5736,
95,Kwun Tong,"Sheung Wing House, Upper Ngau Tau Kok Estate",5737,
96,Sha Tin,"Pok On House, Pok Hong Estate",5738,
97,Tai Po,Mei Sun Building,5739,
98,Tsuen Wan,"Block D, Ting Kau Villa",5740,
99,Sha Tin,Shu Tak Building,5741,
100,Sha Tin,"Wing Shui House, Lek Yuen Estate",5742,
101,Sha Tin,"Yiu Wing House, Yiu On Estate",5743,
102,Islands,"Heung Yat House, Yat Tung Estate",5744,
103,Kwai Tsing,"Ching Mui House, Cheung Ching Estate",5745,
104,Kwai Tsing,"Shing Lok House, Kwai Shing East Estate",5746,
105,Tai Po,Shuen Wan Chan Uk,5747,
106,Kwai Tsing,"Tower 10, Tierra Verde",5748,
107,Tuen Mun,"Leung Shui House, Leung King Estate",5749,
