,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Tower 1, Nan Fung Plaza",Sai Kung,2635,
1,"On Yan House, Tsz On Court",Wong Tai Sin,2636,
2,Lai Chi Court,Sham Shui Po,2637,
3,"Hang Chi House, Cheung Hang Estate",Kwai Tsing,2640,
4,"Kar Man House, Oi Man Estate",Kowloon City,2641,
5,Pollock Building,Yau Tsim Mong,2642,
6,"Lok Wong House, Tsz Lok Estate",Wong Tai Sin,2643,
7,Lei Ka Court,Wan Chai,2644,
8,"Wing Tong House, Yau Tong Estate",Kwun Tong,2647,
9,"Ching Chung House, Cheung Ching Estate",Kwai Tsing,2648,
10,Shun Shing Building,Tuen Mun,2649,
11,"Block 5, Rhythm Garden",Wong Tai Sin,2650,
12,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,2651,
13,"Fu Hei House, Po Hei Court",Sham Shui Po,2652,
14,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,2653,
15,Indihome,Tsuen Wan,2654,
16,"Wing Tong House, Yau Tong Estate",Kwun Tong,2656,
17,Sun Sing Building,Eastern,2657,
18,Hoi Ching Mansion,Eastern,2658,
19,Ho King Building,Yuen Long,2659,
20,"Tower 1, Aria",Wong Tai Sin,2661,
21,"Block 6, Fu Ning Garden",Sai Kung,2662,
22,"Wah Chui House, Wah Fu (2) Estate",Southern,2663,
23,Luen Lee Building,Wan Chai,2664,
24,"Sheung Mun House, Upper Ngau Tau Kok Estate",Kwun Tong,2666,
25,Shui Lau Tin Tsuen,Yuen Long,2667,
26,190 Tai Nan Street,Sham Shui Po,2668,
27,"Tower 6, Phase 2b Le Prime, LOHAS Park",Sai Kung,2669,
28,"Tower 2, Tseung Kwan O Plaza",Sai Kung,2670,
29,"Block 22, Nice Villa",North,2671,
30,Fanling Wai,North,2672,
31,Tsui Fung House,Wong Tai Sin,2673,
32,"Tower 1, Aria",Wong Tai Sin,2675,
33,"Yiu Hing House, Yiu Tung Estate",Eastern,2677,
34,"Yiu Fai House, Yiu Tung Estate",Eastern,2678,
35,"Lai Ching House, Lai On Estate",Sham Shui Po,2679,
