,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似/個案編號,相關確診/疑似/個案編號
20,元朗,德祥樓,25/03/2020,633,
21,中西區,亞洲太平洋中心,25/03/2020,682,
22,灣仔,澳門逸園中心,25/03/2020,682,
23,中西區,交易廣塲二座,25/03/2020,682,
24,東區,北角政府合署,25/03/2020,748,
25,油尖旺,樂輝商業大廈,25/03/2020,769,
26,油尖旺,上海街 22號,25/03/2020,769,
27,灣仔,金朝陽中心,25/03/2020,797,
28,灣仔,樂聲大廈,25/03/2020,903,
29,元朗,富興大廈,26/03/2020,466,
30,元朗,形點I,26/03/2020,466,
31,九龍城,炮仗街 93號,26/03/2020,484,
32,沙田,新城市廣場,26/03/2020,495,
33,西貢,駿才街 70號,26/03/2020,562,
34,沙田,雲疊花園,26/03/2020,610,
0,中西區,歐陸貿易中心,26/03/2020,625,
1,灣仔,盧押道 23號,26/03/2020,"682, 857",
2,油尖旺,明珠廣場,26/03/2020,769,
3,荃灣,南豐中心,26/03/2020,833,
4,荃灣,荃灣港安醫院,26/03/2020,833,
5,灣仔,謝斐道 82號,27/03/2020,"276, 362, 367, 386,387, 389, 432, 433,440, 481, 501, 513,531, 626, 746, 877",
6,荃灣,香港港安醫院 - 荃灣,27/03/2020,511,
7,油尖旺,荔枝角道 68號,27/03/2020,567,
8,中西區,中保集團大廈,27/03/2020,609,
9,屯門,良景商場,27/03/2020,632,
10,屯門,新墟街市,27/03/2020,632,
11,觀塘,APM,27/03/2020,637,
12,灣仔,駱克駅,27/03/2020,663,
13,油尖旺,西九文化區,27/03/2020,663,
14,南區,香港威雅學校,27/03/2020,682,
15,油尖旺,奧海城二期,27/03/2020,686,
16,油尖旺,K11 Musea,27/03/2020,"687, 702, 704, 705,758, 759",
17,油尖旺,港威大廈 1座,27/03/2020,718,
18,西貢,宜春街 67號,27/03/2020,756,
19,西貢,金寶閣,27/03/2020,756,
20,油尖旺,The One,27/03/2020,756,
21,油尖旺,美麗華廣場 2期,27/03/2020,756,
22,黃大仙,友邦九龍金融中心,27/03/2020,769,
23,油尖旺,The One,27/03/2020,796,
24,油尖旺,美麗華廣場 2期,27/03/2020,796,
25,西貢,宜春街 67號,27/03/2020,796,
26,灣仔,希慎廣場,27/03/2020,806,
27,油尖旺,樂輝商業大廈,27/03/2020,842,
28,灣仔,軒尼詩道 163號,27/03/2020,857,
29,油尖旺,國際廣場,28/03/2020,"504, 756",
30,油尖旺,諾士佛臺 10號,28/03/2020,"567, 842",
31,油尖旺,華敦大廈,28/03/2020,638,
0,離島,國泰城,28/03/2020,641,
1,南區,業勤街 23號,28/03/2020,"719, 801, 849",
2,離島,東涌健康中心,28/03/2020,743,
3,黃大仙,恆安大廈,28/03/2020,755,
4,灣仔,百達中心,28/03/2020,769,
5,油尖旺,朗豪坊辦公大樓,28/03/2020,796,
6,黃大仙,慈華大廈,28/03/2020,797,
7,黃大仙,荷里活廣場,28/03/2020,835,
8,灣仔,勝任商業大廈,28/03/2020,840,
9,灣仔,皇室堡,28/03/2020,903,
10,油尖旺,警察體育遊樂會,29/03/2020,663,
11,觀塘,協和大廈,29/03/2020,718,
12,南區,利群商場,29/03/2020,748,
13,東區,東寶大廈,29/03/2020,750,
14,東區,筲箕灣東大街 10號,29/03/2020,750,
15,灣仔,Oliv,29/03/2020,769,
16,西貢,金寶閣,29/03/2020,796,
17,離島,國泰城,30/03/2020,753,
18,九龍城,香港浸信會醫院,30/03/2020,767,
19,灣仔,利東街,30/03/2020,774,
20,灣仔,石水渠街 64號,30/03/2020,774,
21,黃大仙,萬寶大廈,30/03/2020,797,
22,中西區,中區政府碼頭,31/03/2020,717,
23,南區,環匯廣場,31/03/2020,719,
24,離島,逸東商場,31/03/2020,753,
25,深水埗,寶血醫院,31/03/2020,757,
26,灣仔,昌業大廈,31/03/2020,760,
27,灣仔,明豐大廈,31/03/2020,797,
28,中西區,太子大厦,31/03/2020,812,
29,西貢,富康花園商場,31/03/2020,835,
30,深水埗,石硤尾報案中心及西九龍機動部隊行動基地,01/04/2020,"663, 854",
31,灣仔,養和醫院,01/04/2020,799,
32,沙田,仁安醫院,01/04/2020,799,
33,中西區,金鐘廊,01/04/2020,863,
34,灣仔,會展商場,01/04/2020,865,
0,中西區,威靈頓街 50號,02/04/2020,865,
1,灣仔,登龍街 1-29號,03/04/2020,865,
2,油尖旺,香港旺角智選假日酒店,04/04/2020,廣東省衞健委通報的個案,
