,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwun Tong,"Wing Mei House, Yau Chui Court",5135,
1,Yau Tsim Mong,"Block 3, Prosperous Garden",5136,
2,Tuen Mun,"Block 6, Po Tin Estate",5137,
3,Kwai Tsing,The Home Of Treasure,5140,
4,Yau Tsim Mong,The Royal Garden,5141,
5,Sai Kung,"Kin Ching House, Kin Ming Estate",5143,
6,Sai Kung,"Kin Ching House, Kin Ming Estate",5144,
7,Islands,Regal Airport Hotel Hong Kong,5145,
8,Wong Tai Sin,Hong Keung Court,5148,
9,Kwai Tsing,The Home Of Treasure,5149,
10,Sai Kung,"Kin Ching House, Kin Ming Estate",5150,
11,Kwai Tsing,The Home Of Treasure,5151,
12,Kwai Tsing,The Home Of Treasure,5152,
13,Kwai Tsing,The Home Of Treasure,5153,
14,Kwai Tsing,The Home Of Treasure,5154,
15,Kwai Tsing,The Home Of Treasure,5155,
16,Kwai Tsing,The Home Of Treasure,5156,
17,Kwai Tsing,The Home Of Treasure,5157,
18,Kwai Tsing,The Home Of Treasure,5158,
19,Kwai Tsing,The Home Of Treasure,5159,
20,Kwai Tsing,The Home Of Treasure,5160,
21,Eastern,"Block 6, Braemar Hill Mansions",5161,
22,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5163,
23,Tuen Mun,"Ting Lung House, On Ting Estate",5164,
24,Yau Tsim Mong,"Block 3, Prosperous Garden",5165,
25,Sham Shui Po,108 Ki Lung Street,5166,
26,Tai Po,"Block 15, Classical Gardens",5169,
27,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",5170,
28,Kwai Tsing,The Home Of Treasure,5174,
29,Sham Shui Po,Ming Tak Building,5175,
30,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5176,
31,Kwai Tsing,The Home Of Treasure,5179,
32,Kwai Tsing,The Home Of Treasure,5180,
33,Yau Tsim Mong,Ramada Hong Kong Grand,5182,
34,Eastern,M1 Hotel North Point,5183,
35,Kowloon City,Harbour Grand Kowloon,5184,
36,Kwai Tsing,The Home Of Treasure,5185,
37,Sham Shui Po,"Larkspur House, So Uk Estate",5186,
38,Kwai Tsing,The Home Of Treasure,5187,
39,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5189,
40,Sai Kung,"Tower 8R, Flora, Phase 2B, Le Prime, Lohas Park",5190,
41,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5191,
42,North,"Tin Hee House, Tin Ping Estate",5193,
43,Tsuen Wan,Panda Hotel,5193,
44,Sai Kung,"Tower 8, The Wings",5195,
45,Kowloon City,Harbour Grand Kowloon,5197,
46,Tsuen Wan,"Silka Far East, Hong Kong",5198,
47,Kwun Tong,"Block A, Belleve Garden",5199,
48,Sai Kung,"Tower 8, The Wings",5200,
49,Tsuen Wan,Unio House,5201,
50,Wan Chai,Dorsett Wanchai,5202,
51,Islands,"Tower 2, Phase 1, Coastal Skyline",5205,
52,Sai Kung,"Tower 8, The Wings",5206,
53,Sai Kung,Flamingo Garden,5207,
54,Wan Chai,Best Western Hotel Causeway Bay,5208,
55,Yau Tsim Mong,Ramada Hong Kong Grand,5209,
56,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5213,
57,Yau Tsim Mong,Ramada Hong Kong Grand,5214,
58,Wan Chai,Eco Tree Hotel Causeway Bay,5215,
59,Sai Kung,"King Yu House, King Lam Estate",5216,
60,Southern,"Block 6, Pokfulam Gardens",5217,
61,Yau Tsim Mong,The Luxe Manor,5218,
62,Islands,Regal Airport Hotel Hong Kong,5231,
63,Yau Tsim Mong,The Luxe Manor,5234,
64,Yau Tsim Mong,The Luxe Manor,5235,
65,Kowloon City,"Block E, Harbourfront Horizon All-Suite Hotel",5236,
66,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5242,
67,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5250,
68,Central & Western,Bon-Point,5251,
69,Islands,Tai Wan Nam,5252,
70,Islands,Hong Kong Skycity Marriott Hotel,5253,
71,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,5254,
72,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5256,
73,Yau Tsim Mong,"Cordis, Hong Kong",5257,
74,Yau Tsim Mong,Ramada Hong Kong Grand,5258,
75,Eastern,"Tower 1, Grand Promenade",5259,
76,Southern,Ovolo Southside,5260,
77,Islands,Hong Kong Skycity Marriott Hotel,5261,
78,Islands,Regal Airport Hotel,5263,
79,Wan Chai,Mini Hotel Causeway Bay,5269,
80,Central & Western,Bishop Lei International House,5270,
81,Yau Tsim Mong,Lee Chau Commerical Building China Secret,"5098, 5107, 5141, 5148, 5175",23/09/2020
82,Kowloon City,39-43 Hau Wong Road,"4938, 4965, 5098",28/09/2020
83,Yau Tsim Mong,Gateway Hotel,"5164, 5175, 5193, 5201",28/09/2020
84,Yau Tsim Mong,Chinachem Cameron Centre Virgo Bar & Restaurant,"5148, 5175",01/10/2020
85,Kwun Tong,Lei Yue Mun Municipal Services Building,"2634, 2647, 2656, 3908, 4800, 4928, 5135",02/10/2020
86,Tuen Mun,H.A.N.D.S.,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
87,Tai Po,Tai Po Mega Mall Zone D Ho Yin Cuisine,5169,07/10/2020
88,Tai Po,Uptown Plaza Nabe Urawa,5169,07/10/2020
89,Sham Shui Po,204-206 Yu Chau Street Nam Cheong Café Shop,5175,07/10/2020
90,Islands,Caribbean Square,5176,07/10/2020
91,Sai Kung,Shop 11A Ground Floor Bauhinia Garden,5195,07/10/2020
92,Wan Chai,Hong Kong Sanatorium & Hospital,"5135, 5136, 5137, 5166",07/10/2020
93,Yau Tsim Mong,The Royal Garden The Greenery,5169,08/10/2020
94,Yau Tsim Mong,The Royal Garden,"5170, 5240",08/10/2020
95,Wan Chai,Immigration Tower,5205,09/10/2020
96,Yau Tsim Mong,Hong Kong Cultural Centre,5205,09/10/2020
97,Sai Kung,Yu Cheong House Yu Ming Court,"5200, 5206",09/10/2020
98,Islands,Asia Airfreight Terminal,5201,10/10/2020
99,Southern,"Tower 8, Marinella",5205,10/10/2020
100,Yau Tsim Mong,Gateway Arcade cookedDeli by city'super,5205,10/10/2020
101,Yau Tsim Mong,One Peking,5205,10/10/2020
102,Central & Western,The Landmark Zuma,5207,10/10/2020
103,Sai Kung,Shop 12 Ground Floor Bauhinia Garden,"5200, 5206",10/10/2020
104,Islands,Citygateoutlets,5205,11/10/2020
105,Kowloon City,Hop Shing Commercial Building Evangelical Free Church of China - Joy Church,5216,11/10/2020
106,Kowloon City,Ko Shan Theatre Madam Hong Restaurant,5216,11/10/2020
107,Yau Tsim Mong,Houston Centre,5207,12/10/2020
108,Sha Tin,New Town Plaza Phase I Café de Coral,5216,12/10/2020
109,Sham Shui Po,"Hau Chi House, Lei Cheng Uk Estate Mental Health Association of Hong Kong Lei Cheng Uk House",5216,12/10/2020
110,Eastern,One Island East,5259,16/10/2020
111,Eastern,Aldrich Garden Shopping Centre,5259,18/10/2020
