,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
517,"Block 4, South Horizons",Southern,,917,
518,"Fujian Hotel, Mirador Mansion",Yau Tsim Mong,,918,
519,Mau Po Road,Sai Kung,,919,
520,Dorsett Wanchai Hong Kong,Wan Chai,,920,
521,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,921,
522,"Kat Hing Wai, Kam Tin",Yuen Long,,922,
523,Lakeview Garden,Sha Tin,,923,
524,"Sau Chi House, Sau Mau Ping Estate",Kwun Tong,,924,
525,"Tak Cheung House, Tak Long Estate",Kowloon City,,925,
526,"Chak Fai House, Tin Chak Estate",Yuen Long,,926,
527,"Luk Kwai House, Kwai Chung Estate",Kwai Tsing,,928,
528,Yick Shing Mansion,Wan Chai,,929,
529,Wah Yu Court,Eastern,,932,
530,109 Temple Street,Yau Tsim Mong,,933,
531,"Section C, 5th Street, Fairview Park",Yuen Long,,934,
532,Chung Hom Kok Road,Southern,,935,
533,"Hin Kwai House, Hin Keng Estate",Sha Tin,,936,
534,2-4 Shelley Street,Central & Western,13/03/2020,,"191, 217, 250, 332"
535,44 D'Aguilar Street,Central & Western,13/03/2020,,"191, 217, 250, 332"
536,63 Wyndham Street,Central & Western,13/03/2020,,"191, 217, 373"
537,45 Pottinger Street,Central & Western,13/03/2020,,"217, 275, 278, 284, 332"
538,Pinnacle Building,Wan Chai,14/03/2020,,"169, 208"
539,Scenic Rise,Central & Western,14/03/2020,,"169, 208, 315"
540,Auberge Discovery Bay Hong Kong,Islands,14/03/2020,,"191, 233, 237, 253, 258, 259, 287, 295, 332, 373"
541,Wing On Plaza,Yau Tsim Mong,14/03/2020,,"191, 373"
542,Harbour Crystal Centre,Yau Tsim Mong,14/03/2020,,"233, 253, 259, 295"
543,Union Industrial Building,Southern,15/03/2020,,"169, 208, 277, 315, 375"
544,100 Third Street,Central & Western,15/03/2020,,"566, 618"
545,Win Fung Building,Wan Chai,16/03/2020,,"169, 208"
546,152 Austin Road,Yau Tsim Mong,16/03/2020,,"174, 222, 243, 285, 286"
547,Nan Dao Commercial Building,Central & Western,16/03/2020,,"177, 178"
548,Silver Jubilee Mansion,Central & Western,16/03/2020,,"177, 178"
549,Century Square,Central & Western,16/03/2020,,"184, 195"
550,California Tower,Central & Western,16/03/2020,,"195, 199"
551,"Shopping Centre, Melody Garden",Tuen Mun,17/03/2020,,"120 , 121, 244"
552,CCT Telecom Building,Sha Tin,17/03/2020,,"191, 217"
553,Hong Kong Baptist Hospital,Kowloon City,17/03/2020,,"195, 243"
554,"Block 1, Kwai Tak Industrial Centre",Kwai Tsing,17/03/2020,,"229, 337, 338"
555,Bank of China building,Central & Western,18/03/2020,,"106, 183, 204"
556,CCT Telecom Building,Sha Tin,18/03/2020,,"191, 217, 373"
557,"ICBC Tower, Garden Road",Central & Western,18/03/2020,,"195, 339"
558,Tung Chung Crescent,Islands,19/03/2020,,"212, 271"
559,Cheung Lung Industrial Building,Sham Shui Po,19/03/2020,,"291, 312, 372, 391, 429"
560,97 Hollywood Road,Central & Western,20/03/2020,,"266, 319"
561,62 Hollywood Road,Central & Western,20/03/2020,,"266, 342"
562,Manson House,Yau Tsim Mong,20/03/2020,,"428, 855"
563,Ho Lee Commercial Building,Central & Western,22/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
564,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
565,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877"
566,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906"
567,Silvercord,Yau Tsim Mong,24/03/2020,,388
568,Lander Hotel Prince Edward,Sham Shui Po,24/03/2020,,388
569,Mary Building,Yau Tsim Mong,24/03/2020,,388
570,Sceneway Plaza,Kwun Tong,24/03/2020,,412
571,Ping Yan Shopping Centre,Yuen Long,24/03/2020,,413
572,China Insurance Group Building,Central & Western,24/03/2020,,415
573,Sham Shui Po Police Station,Sham Shui Po,24/03/2020,,428
574,New Territories South Regional Police Headquarters,Tsuen Wan,24/03/2020,,428
575,Wan Chai Market,Wan Chai,24/03/2020,,433
576,Metroplaza,Kwai Tsing,24/03/2020,,442
577,Yin Hing Building,Wong Tai Sin,24/03/2020,,450
578,Hyatt Regency Hong Kong,Sha Tin,24/03/2020,,458
579,Eu Yan Sang Tower,Yau Tsim Mong,24/03/2020,,465
580,"ICBC Tower, Garden Road",Central & Western,24/03/2020,,467
581,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
582,Hilton Plaza,Sha Tin,24/03/2020,,483
583,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
584,Lokville Commercial Building,Yau Tsim Mong,24/03/2020,,567
585,Gleneagles Hospital Hong Kong,Southern,24/03/2020,,573
586,2 Arbuthnot Road,Central & Western,24/03/2020,,579
587,Langham Place,Yau Tsim Mong,24/03/2020,,611
588,8 First Street,Central & Western,24/03/2020,,622
589,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
590,The Mills,Tsuen Wan,24/03/2020,,704
591,8 Minden Avenue,Yau Tsim Mong,24/03/2020,,704
592,Maxi Mall,Eastern,24/03/2020,,717
593,"Phase 2, Amoy Gardens",Kwun Tong,24/03/2020,,718
594,"Phase 1, Amoy Plaza",Kwun Tong,24/03/2020,,718
595,One Peaking,Yau Tsim Mong,24/03/2020,,756
596,Yoho Mall II,Yuen Long,25/03/2020,,413
597,Pionner Centre,Yau Tsim Mong,25/03/2020,,415
598,Entertainment Building,Central & Western,25/03/2020,,452
599,Abba Shopping Mall,Southern,25/03/2020,,463
600,Yan Oi General Out-Patient Clinic,Tuen Mun,25/03/2020,,466
601,T.W.G.HS. Jockey Club Rehabilitation Complex,Southern,25/03/2020,,512
602,St. Teresa's Hospital,Yau Tsim Mong,25/03/2020,,514
603,5 Tonnochy Road,Wan Chai,25/03/2020,,525
604,Hilltop Plaza,Central & Western,25/03/2020,,566
605,Wing Cheong Building,Yau Tsim Mong,25/03/2020,,567
606,Festival Walk,Sham Shui Po,25/03/2020,,573
607,Hong Kong Baptist Hospital,Kowloon City,25/03/2020,,611
608,36 Pottinger Street,Central & Western,25/03/2020,,618
609,Sun Cheong Industrial Building,Sham Shui Po,25/03/2020,,625
610,Tak Cheung Building,Yuen Long,25/03/2020,,633
611,Asia Pacific Centre,Central & Western,25/03/2020,,682
612,Macau Yat Yuen Centre,Wan Chai,25/03/2020,,682
613,Two Exchange Square,Central & Western,25/03/2020,,682
614,North Point Government Offices,Eastern,25/03/2020,,748
615,Lockville Commercial Building,Yau Tsim Mong,25/03/2020,,769
616,22 Shanghai Street,Yau Tsim Mong,25/03/2020,,769
617,Soundwill Plaza,Wan Chai,25/03/2020,,797
618,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932"
619,Fu Hing Building,Yuen Long,26/03/2020,,466
620,Yoho Mall I,Yuen Long,26/03/2020,,466
621,93 Pau Chung Street,Kowloon City,26/03/2020,,484
622,New Town Plaza,Sha Tin,26/03/2020,,495
623,70 Chun Choi Street,Sai Kung,26/03/2020,,562
624,Carado Garden,Sha Tin,26/03/2020,,610
625,Euro Trade Centre,Central & Western,26/03/2020,,625
626,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
627,Pearl Oriental Tower,Yau Tsim Mong,26/03/2020,,769
628,Nan Fung Centre,Tsuen Wan,26/03/2020,,833
629,Tsuen Wan Adventist Hospital,Tsuen Wan,26/03/2020,,833
630,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877"
631,Hong Kong Adventist Hospital - Tsuen Wan,Tsuen Wan,27/03/2020,,511
632,68 Lai Chi Kok Road,Yau Tsim Mong,27/03/2020,,567
633,China Insurance Group Building,Central & Western,27/03/2020,,609
634,Leung King Commercial Complex,Tuen Mun,27/03/2020,,632
635,San Hui Market,Tuen Mun,27/03/2020,,632
636,APM,Kwun Tong,27/03/2020,,637
637,L'Hart,Wan Chai,27/03/2020,,663
638,West Kowloon Cultural District,Yau Tsim Mong,27/03/2020,,663
639,Wycombe Abbey School Hong Kong (Tin Wan Campus),Southern,27/03/2020,,682
640,Olympian City Two,Yau Tsim Mong,27/03/2020,,686
641,K11 Musea,Yau Tsim Mong,27/03/2020,,"687, 702, 704, 705, 758, 759"
642,Gateway Tower 1,Yau Tsim Mong,27/03/2020,,718
643,67 Yi Chun Street,Sai Kung,27/03/2020,,756
644,Kam Po Court,Sai Kung,27/03/2020,,756
645,The One,Yau Tsim Mong,27/03/2020,,756
646,Mira Place Two,Yau Tsim Mong,27/03/2020,,756
647,AIA Financial Center,Wong Tai Sin,27/03/2020,,769
648,The One,Yau Tsim Mong,27/03/2020,,796
649,Mira Place 2,Yau Tsim Mong,27/03/2020,,796
650,67 Yi Chun Street,Sai Kung,27/03/2020,,796
651,Hysan Place,Wan Chai,27/03/2020,,806
652,Lokville Commercial Building,Yau Tsim Mong,27/03/2020,,842
653,163 Hennessy Road,Wan Chai,27/03/2020,,857
654,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
655,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
656,"Burlington Arcade, Tsim Sha Tsui",Yau Tsim Mong,28/03/2020,,638
657,Cathay Pacific City,Islands,28/03/2020,,641
658,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
659,Tung Chung Health Centre,Islands,28/03/2020,,743
660,Hang On Building,Wong Tai Sin,28/03/2020,,755
661,Allways Center,Wan Chai,28/03/2020,,769
662,Langham Place Office Tower,Yau Tsim Mong,28/03/2020,,796
663,Che Wah Buildilng,Wong Tai Sin,28/03/2020,,797
664,Plaza Hollywood,Wong Tai Sin,28/03/2020,,835
665,Shinyam Commercial Building,Wan Chai,28/03/2020,,840
666,Windsor House,Wan Chai,28/03/2020,,903
667,Police Sports and Recreation Club,Yau Tsim Mong,29/03/2020,,663
668,Hip Wo House,Kwun Tong,29/03/2020,,718
669,Abba Shopping Mall,Southern,29/03/2020,,748
670,Tung Po Mansion,Eastern,29/03/2020,,750
671,10 Shau Kei Wan Main Street East,Eastern,29/03/2020,,750
672,Oliv,Wan Chai,29/03/2020,,769
673,Kam Po Court,Sai Kung,29/03/2020,,796
674,Cathay Pacific City,Islands,30/03/2020,,753
675,Hong Kong Baptist Hospital,Kowloon City,30/03/2020,,767
676,Lee Tung Avenue,Wan Chai,30/03/2020,,774
677,64 Stone Nullah Lane,Wan Chai,30/03/2020,,774
678,Man Po Building,Wong Tai Sin,30/03/2020,,797
679,Central Government Pier,Central & Western,31/03/2020,,717
680,Global Trade Square,Southern,31/03/2020,,719
681,Yat Tung Shopping Centre,Islands,31/03/2020,,753
682,Precious Blood Hospital,Sham Shui Po,31/03/2020,,757
683,Cheong Ip Building,Wan Chai,31/03/2020,,760
684,Ming Fung Building,Wan Chai,31/03/2020,,797
685,Prince's Building,Central & Western,31/03/2020,,812
686,Beverly Garden Shopping Centre,Sai Kung,31/03/2020,,835
687,D2 Place One,Sham Shui Po,31/03/2020,,926
688,Sterling Centre,Sham Shui Po,31/03/2020,,926
689,Cheung Fat Building,Yuen Long,31/03/2020,,926
690,Shek Kip Mei Reporting Centre And PTU KW Operational Base,Sham Shui Po,01/04/2020,,"663, 854"
691,Hong Kong Sanatorium & Hospital,Wan Chai,01/04/2020,,799
692,Union Hospital,Sha Tin,01/04/2020,,799
693,Queensway Plaza,Central & Western,01/04/2020,,863
694,Conventional Plaza Shopping Arcade,Wan Chai,01/04/2020,,865
695,50 Wellington Street,Central & Western,02/04/2020,,865
696,1 – 29 Tang Lung Street,Wan Chai,03/04/2020,,865
697,88 Gloucester Road,Wan Chai,03/04/2020,,923
698,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
699,Holiday Inn Express Hong Kong Mongkok,Yau Tsim Mong,04/04/2020,,Case notified by the Health Commission of Guangdong province
700,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
701,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
