,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,"Block 11, Carmel Cove, Caribbean Coast Phase 3",6591,
1,Islands,Hong Kong SkyCity Marriott Hotel,6592,
2,Wan Chai,Kin Ga Building,6597,
3,Sai Kung,"Po Yan House, Po Lam Estate",6598,
4,Sham Shui Po,"Rock View Gardens, Yau Yat Chuen",6599,
5,Yau Tsim Mong,"Tower 2, The Regalia",6600,
6,Wong Tai Sin,"Kam Hon House, Choi Hung Estate",6601,
7,Central & Western,"Block C, Fulham Garden",6602,
8,Yau Tsim Mong,"Tower 5, Central Park",6603,
9,Kwai Tsing,"Block 1, Easeful Court",6604,
10,Kowloon City,"Hung Fai House, Hung Hom Estate",6605,
11,Yau Tsim Mong,1088 Canton Road,6607,
12,Sai Kung,"Block 4, Hong Sing Garden",6608,
13,Kwai Tsing,"Block 8, Kwai Shing West Estate",6609,
14,Southern,"Wah Shun House, Wah Fu Estate",6610,
15,Sham Shui Po,36 Fuk Wing Street,6611,
16,Sha Tin,"Lung Yiu House, Kam Lung Court",6613,
17,Tuen Mun,Kam Hing Building,6614,
18,Sha Tin,"Lee Hing House, Lee On Estate",6616,
19,Yau Tsim Mong,Metropark Hotel Mongkok,6616,
20,Kowloon City,18 Hung Wan Street,6617,
21,Kowloon City,"Block 2, Lily Mansions, Phase 9, Whampoa Garden",6618,
22,Kwun Tong,"Block 17, Laguna City",6619,
23,Tai Po,JC Castle,6620,
24,Sha Tin,"Yiu Yan House, Yiu On Estate",6621,
25,Wan Chai,"Block B, Tonnochy Towers",6623,
26,Yau Tsim Mong,"Block 5, Prosperous Garden",6624,
27,Sha Tin,"Block 8, Jubilee Garden",6625,
28,Sham Shui Po,"Stage 2, Mei Foo Sun Chuen",6626,
29,Kwun Tong,"Tat Yi House, Po Tat Estate",6627,
30,Sham Shui Po,37 Un Chau Street,6628,
31,Yuen Long,"Yeung Uk Tsuen, Wang Chau",6629,
32,Wong Tai Sin,"Wai Yuen House, Chuk Yuen North Estate",6630,
33,Kowloon City,1 Mok Cheong Street,6631,
34,Kowloon City,1 Mok Cheong Street,6632,
35,Eastern,"Tower 6, Grand Promenade",6633,
36,Central & Western,"Block A, Phase 3, Kwan Yick Building",6634,
37,Sha Tin,"Tower 5, Vista Paradiso",6635,
38,Sham Shui Po,"Rock View Gardens, Yau Yat Chuen",6636,
39,Sai Kung,"Choi Kwai House, Choi Ming Court",6637,
40,Kwun Tong,"Sau Wai House, Sau Mau Ping Estate",6638,
41,Yau Tsim Mong,Kin Wong Mansion,6639,
42,Sai Kung,"Tak Fu House, Hau Tak Estate",6640,
43,Islands,Headland Hotel,6641,
44,Tai Po,Mei Shing Building,6644,
45,Yuen Long,Ho King Building,6645,
46,Yau Tsim Mong,Wai Wah Building,6647,
47,Sha Tin,"Tower 3, Sausalito",6648,
48,Kwun Tong,"Tak Yee House, Tak Tin Estate",6649,
49,North,"Ping Hay House, Tai Ping Estate",6650,
50,Kowloon City,"Tak Kei House, Tak Long Estate",6651,
51,Yau Tsim Mong,Po Hing Building,6652,
52,Wan Chai,Majestic Court,6653,
53,Eastern,Nam Tin Building,6654,
54,Islands,"Yu Yat House, Yat Tung Estate",6655,
55,Tai Po,"Yee Leung House, Yee Nga Court",6656,
56,North,"Yung Wui House, Yung Shing Court",6657,
57,Yuen Long,Fortune Garden,6658,
58,Eastern,"Hing Cho House, Hing Tung Estate",6659,
59,Kwai Tsing,Dorsett Tsuen Wan Hong Kong,6660,
60,Yau Tsim Mong,Dorsett Mongkok Hong Kong,6661,
61,Kowloon City,Regal Oriental Hotel,6662,
62,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",6662,
63,Kwun Tong,"Cheung Pak House, Hong Pak Court",6663,
64,Sham Shui Po,"Un Tai House, Un Chau Estate",6664,
65,Sai Kung,"Phase 2B - Le Prime, LOHAS Park",6665,
66,Yau Tsim Mong,"Block 6, Charming Garden",6666,
67,Sham Shui Po,"Tower 2B, Phase 2A, Cullinan West",6667,
68,Sham Shui Po,"Hoi Ming House, Hoi Lai Estate",6668,
69,Sham Shui Po,"Hoi Ming House, Hoi Lai Estate",6669,
70,Kowloon City,"Tower 3, The Astoria",6670,
71,Kwun Tong,"Sau Yin House, Sau Mau Ping Estate",6671,
72,Kwai Tsing,"Chau Kwai House, Kwai Chung Estate",6672,
73,Tuen Mun,"Ting Hong House, On Ting Estate",6673,
74,Yuen Long,"Tower 3, The Reach",6674,
75,Sha Tin,"Block F, Phase 4, Sunshine City",6675,
76,Kwun Tong,"Block 6, Richland Gardens",6676,
77,Wong Tai Sin,Hong King Building,6677,
78,Central & Western,Casa Bella,6678,
79,Wan Chai,173 Hennessy Road,6679,
80,Wan Chai,173 Hennessy Road,6680,
81,Sham Shui Po,Apollo Building,6681,
82,Eastern,"Block D, Kornhill",6682,
83,Kwai Tsing,"Block 8, Kwai Shing West Estate",6683,
84,Eastern,"Block 1, Cheerful Garden",6684,
85,Kwai Tsing,"Block 8, Kwai Shing West Estate",6685,
86,Southern,"Yee Fung Court, South Horizons",6687,
87,Tai Po,JC Castle,6689,
88,Tai Po,"Kwong Chi House, Kwong Fuk Estate",6690,
89,Yau Tsim Mong,Tung Wah Group of Hospitals Ho Yuk Ching Willow Lodge,6691,
90,Eastern,Tung Shing Court,6692,
91,Yuen Long,"Block 1, Maywood Court, Kingswood Villas",6693,
92,Eastern,"Block 2, City Garden",6694,
93,Sha Tin,"Tower 4, Park Belvedere",6695,
94,Central & Western,Lai On Building,6697,
95,Eastern,"Block B, Perfect Mount Gardens",6698,
96,Wong Tai Sin,"Luk Ching House, Choi Hung Estate",6701,
97,Sai Kung,"Ming Kok House, Ming Tak Estate",6704,
98,Tuen Mun,"Tip Yee House, Butterfly Estate",6705,
99,Wong Tai Sin,"Kai Fai House, Choi Wan Estate",6706,
100,Islands,Hong Kong Skycity Marriott Hotel,6708,
101,Eastern,"Block 4, Cheerful Garden",6711,
102,Eastern,"Wai Tsui House, Wan Tsui Estate",6715,
103,Wan Chai,Kin Ga Building,6717,
104,Yau Tsim Mong,"Tower 2, Harbour Green",6718,
105,Central & Western,"Block C, Fulham Garden",6719,
106,Eastern,King Tsui Court,6720,
107,Wong Tai Sin,Hong King Building,6721,
108,Yuen Long,"Tower 8, Central Park Towers II",6722,
109,Sham Shui Po,"Block 7, Stage 2, Mei Foo Sun Chuen",6723,
110,Yau Tsim Mong,Tung Wah Group Of Hospitals Ho Yuk Ching Willow Lodge,6724,
111,Kowloon City,"Block 4, Willow Mansions, Whampoa Garden",6725,
112,Sham Shui Po,"Hoi Wo House, Hoi Lai Estate",6726,
113,Kowloon City,"Hove Court, Perth Garden",6727,
114,Sha Tin,"Block 3, Grandway Garden",6728,
115,Sha Tin,"Kam Wai House, Kam Fung Court",6729,
116,Kowloon City,155 Kau Pui Lung Road,6730,
117,Sham Shui Po,Wah Sang House,6731,
118,Wong Tai Sin,"Kam Pik House, Choi Hung Estate",6732,
119,Kwun Tong,"Chun Mau House, Ko Chun Court",6734,
120,Kwun Tong,"Lam Wai House, Lam Tin Estate",6735,
121,Kwun Tong,"Block 15, Laguna City",6736,
122,Kwun Tong,"Tat Yi House, Po Tat Estate",6737,
123,Kwun Tong,"Block 15, Laguna City",6738,
124,Tai Po,"Block 34, Villa Castell",6739,
125,Kwun Tong,"Tat Chui House, Po Tat Estate",6740,
126,Sham Shui Po,Hang Shing Building,6741,
127,Central & Western,Grand City Hotel,6742,
128,Sha Tin,"Yiu Ping House, Yiu On Estate",6743,
129,Wong Tai Sin,"Kwai Tung House, Tung Tau (II) Estate",6744,
130,Yau Tsim Mong,Tung Wah Group Of Hospitals Ho Yuk Ching Willow Lodge,6745,
131,Kowloon City,184 Kowloon City Road,6746,
132,Kowloon City,"Block 4, Willow Mansions, Whampoa Garden",6747,
133,Yuen Long,"Ching Hei House, Tin Ching Estate",6748,
134,Wong Tai Sin,Hong King Building,6749,
135,Sha Tin,"Block F, Phase 4, Sunshine City",6750,
136,North,"Ping Hay House, Tai Ping Estate",6751,
137,Kowloon City,184 Kowloon City Road,6752,
138,Sha Tin,"Block F, Phase 4, Sunshine City",6753,
139,Sham Shui Po,Shamshuipo Building,6754,
140,Wong Tai Sin,Shung Ling Building,6755,
141,Wong Tai Sin,Shung Ling Building,6756,
142,Yau Tsim Mong,Carnival Mansion,6757,
143,Tsuen Wan,"Block 12, Park Island",6758,
144,Kwun Tong,"Chun Tat House, On Tat Estate",6759,
145,Wong Tai Sin,"Lung San House, Lung Poon Court",6760,
146,Yau Tsim Mong,Shui Heung Yuen Apartments,6761,
147,Kwun Tong,Yan On Building,6762,
148,Eastern,"Yiu Hei House, Tung Hei Court",6763,
149,Southern,"Block 3, South Wave Court",6764,
150,Kowloon City,"Po Man House, Oi Man Estate",6765,
151,Kwun Tong,"Sau Yin House, Sau Mau Ping Estate",6766,
152,Kowloon City,"Mei Tak House, Mei Tung Estate",6767,
153,Kowloon City,"Po Man House, Oi Man Estate",6768,
154,Kowloon City,Eldex Industrial Building,6769,
155,Tsuen Wan,"Block 1, Sunny Villa",6770,
156,Yau Tsim Mong,Po Hing Building,6772,
157,Southern,"Block 2, South Wave Court",6773,
158,Tsuen Wan,Tak Fam Building,6775,
159,Tsuen Wan,Tak Fam Building,6776,
160,Islands,Pui O San Wai Tsuen,6777,
161,Tsuen Wan,"Hoi Yin Mansion, Riviera Gardens",6778,
162,Tsuen Wan,"Hoi Yin Mansion, Riviera Gardens",6779,
163,Central & Western,Po Tak Building,6780,
164,Wan Chai,"Block A, Nicholson Tower",6781,
165,Southern,"Tower 10, Hong Kong Parkview",6782,
166,Kwun Tong,"Block M, Amoy Gardens",6783,
167,Southern,Aberdeen Harbour Mansion,6784,
168,Yau Tsim Mong,Good Luck House,6785,
169,Sai Kung,"Block 9, Le Point, Metro Town",6786,
