,District,BuildingName,LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Block 5, Lei Muk Shue Estate",Tsuen Wan,,1049
1,"Cheuk Ming Building, 10 Tsuen Wan Market Street",Tsuen Wan,,1050
2,"Block 8, Charming Garden",Yau Tsim Mong,,1050
3,"Cheuk Ming Building, 10 Tsuen Wan Market Street",Tsuen Wan,08/05/2020,1049
4,Hang Seng Tsuen Wan Building,Tsuen Wan,09/05/2020,1050
5,Olympian City 2,Yau Tsim Mong,10/05/2020,1050

