,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Eastern,Tai On Building,5783,
1,Sai Kung,"Tower 2, The Beaumount",5787,
2,Kowloon City,Loong King Mansion,5788,
3,Central & Western,206 Queen's Road West,5789,
4,Wong Tai Sin,"Yiu Sin House, Upper Wong Tai Sin Estate",5790,
5,Wan Chai,10 Cloud View Road,5791,
6,Wong Tai Sin,"Tower 1, Aria",5793,
7,Wong Tai Sin,"Fu Shun House, Fu Shan Estate",5794,
8,Islands,"Verdant Court, Peninsula Village",5795,
9,Eastern,"Block 1, Tanner Garden",5796,
10,Sai Kung,"Block 4, La Cite Noble",5797,
11,Central & Western,Sik On House,5798,
12,Yuen Long,"Tower 1, Yoho Town",5799,
13,Kowloon City,"Wong Tung House, Tung Tau Estate",5800,
14,Tai Po,"Villa Castell, Tai Po",5801,
15,Kwun Tong,"Block 6, Richland Gardens",5802,
16,Eastern,"Tower 1, Harbour Glory",5803,
17,Wong Tai Sin,"Ming Lai House, Choi Wan Estate",5804,
18,Tsuen Wan,Keymount Lodge,5805,
19,Sham Shui Po,"1 Glee Path, Phase 2, Mei Foo Sun Chuen",5806,
20,Kowloon City,Wiltshire Road,5807,
21,Southern,South View Garden,5808,
22,Islands,"Heung Yat House, Yat Tung Estate",5809,
23,Sham Shui Po,"Block 2, Lai Bo Garden",5810,
24,Sha Tin,Sha Tin Tau Village,5811,
25,Tai Po,Kam Shan Tsuen,5812,
26,Sha Tin,"Lucky Plaza, Fung Lam Court",5813,
27,North,"Fu Tei Pai, Kwan Tei",5814,
28,Sham Shui Po,245 Apliu Street,5815,
29,Sham Shui Po,147 Yee Kuk Street,5816,
30,Sham Shui Po,245 Apliu Street,5816,
31,Tuen Mun,"Chun Tin House, Yan Tin Estate",5817,
32,Sha Tin,Cheung Muk Tau Village,5818,
33,Central & Western,Sik On House,5819,
34,Eastern,"Block 12, Braemar Hill Mansions",5820,
35,Kowloon City,155 Kau Pui Lung Road,5821,
36,Tai Po,"Shin Tsui House, Fu Shin Estate",5822,
37,Sha Tin,"Block 7, Jubilee Garden",5823,
38,Sai Kung,"Tower 5, Ocean Shores,",5824,
39,Sai Kung,"Tower 5, Ocean Shores",5825,
40,Sha Tin,"Block 3, Grandeur Garden",5826,
41,Eastern,Grand Garden,5828,
42,Central & Western,"Block 2, Garden terrace",5829,
43,Tai Po,Block 7 Richwood Park,5830,
44,Tsuen Wan,"Tower B, Serenade Cove",5831,
45,Kwun Tong,"Block P, Telford Garden",5832,
46,Central & Western,"Tower 2, Garden terrace",5833,
47,Sham Shui Po,"Tower 2, The Sparkle",5834,
48,Sha Tin,"Shek Ying House, Chun Shek Estate",5836,
49,Tai Po,Tai Po Building,5837,
50,Eastern,"Block 12, Nan Fung Sun Chuen",5838,
51,Wan Chai,"Block A, Pearl City Mansion",5839,
52,Sham Shui Po,"Hau Lim House, Lei Cheng Uk Estate",5840,
53,Wong Tai Sin,"Lung Fai House, Lower Wong Tai Sin Estate",5841,
54,Yau Tsim Mong,Sun Hing Building,5842,
