,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Tong Tau Po Tsuen,Yuen Long,2022,
1,"Block 10, Kwai Shing West Estate",Kwai Tsing,2023,
2,Panda Hotel,Tsuen Wan,2024,
3,"Block 5, Bauhinia Mansions, Whampoa Garden Site 11",Kowloon City,2025,
4,Percival House,Wan Chai,2026,
5,"Tower 1, Hemera, Lohas Park",Sai Kung,2027,
6,"Block A, Kwai Chung Building",Kwai Tsing,2028,
7,"Choi Wing House, Choi Ming Court",Sai Kung,2029,
8,"Wah Tong House, Yau Tong Estate",Kwun Tong,2030,
9,Hiu Kwong Court,Kwun Tong,2031,
10,"Chui King House, Choi Hung Estate",Wong Tai Sin,2032,
11,"Cheong Him House, Nam Cheong Estate",Sham Shui Po,2033,
12,"Man Tai House, Tsz Man Estate",Wong Tai Sin,2034,
13,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,2035,
14,"Hin Yiu House, Hin Yiu Estate",Sha Tin,2036,
15,Fook Wan Mansion,Kowloon City,2037,
16,Lei Kwa Court,Wan Chai,2038,
17,"Lai Fu House, Lai Kok Estate",Sham Shui Po,2039,
18,"Block 3, Rhine Garden",Tsuen Wan,2040,
19,"Hang Lai House, Cheung Hang Estate",Kwai Tsing,2041,
20,Mei Foo Sun Chuen Phase 6,Sham Shui Po,2042,
21,"Lai Fu House, Lai Kok Estate",Sham Shui Po,2043,
22,"Pak Fung House, Choi Wan Estate",Wong Tai Sin,2044,
23,"Block 1, Tai Po Centre",Tai Po,2045,
24,"Block 1, Chestwood Court, Kingswood Villas",Yuen Long,2046,
25,Best Western Plus Hotel Kowloon,Yau Tsim Mong,2047,
26,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2048,
27,"Block 19, Classical Gardens",Tai Po,2049,
28,"Shek Lin House, Shek Wai Kok Estate",Tsuen Wan,2050,
29,"Hoi Fung Mansion, Riviera Gardens",Tsuen Wan,2051,
30,"Sin Sam House, Lung Hang Estate",Sha Tin,2052,
31,Wisemen Villa,North,2053,
32,"Hop Kwai House, Kwan Chung Estate",Kwai Tsing,2054,
33,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,2055,
34,199 Nam Cheong Street,Sham Shui Po,2056,
35,"199 Nam Cheong Street, Diamond Building",Sham Shui Po,2057,
36,"Tower 12A Phase 3, Laguna Verde",Kowloon City,2058,
37,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,2059,
38,"Tak Ying House, Tak Long Estate",Kowloon City,2060,
39,"Oi Cheung House, Tsz Oi Court",Wong Tai Sin,2061,
40,Riviera Mansion,Eastern,2062,
41,"Wang Sin House, Cheung Wang Estate",Kwai Tsing,2063,
42,"130 Camp Street, Un On Building",Sham Shui Po,2064,
43,"Tak Chi House, Hau Tak Estate",Sai Kung,2065,
44,"Sheung Yee House, Sheung Tak Estate",Sai Kung,2066,
45,Tong Min Tsuen,Tai Po,2067,
46,"Tak Kei House, Tak Long Estate",Kowloon City,2068,
47,240-252 Nathan Road,Yau Tsim Mong,2069,
48,Yu Hing Mansion,Yau Tsim Mong,2070,
49,"Man Kin House, Tsz Man Estate",Wong Tai Sin,2071,
50,Wisemen Villa,North,2072,
51,"Oi Chung House, Tsz Oi Court",Wong Tai Sin,2073,
52,"Tak Chi House, Hau Tak Estate",Sai Kung,2074,
53,"Sun Yee House, Sun Chui Estate",Sha Tin,2075,
54,Wisemen Villa,North,2077,
55,"Block A, Lung Fung Garden",North,2078,
56,"Tsui Mei House, Tsui Ping North Estate",Kwun Tong,2079,
57,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2080,
58,"Hung Shing House, Hung Fuk Estate",Yuen Long,2083,
59,Fuk Hang Tsuen,Tuen Mun,2084,
60,San Hing Tsuen,Tuen Mun,2085,
61,"Ching Wo House, Tsz Ching Estate",Wong Tai Sin,2086,
62,"Tung Ma House, Fu Tung Estate",Islands,2087,
63,"Block 1, Seaview Crescent",Islands,2088,
64,Mei Foo Sun Chuen Phase 1 Block 23,Sham Shui Po,2089,
65,Honour House,Yau Tsim Mong,2089,
66,"Tai Lok House, Tai Yuen Estate",Tai Po,2090,
67,Montane Mansion,Eastern,2091,
68,Wing Tai Building,Yuen Long,2092,
69,5 Chi Lin Drive,Wong Tai Sin,2093,
70,"Kam Shek House, Ping Shek Estate",Wong Tai Sin,2094,
71,"Ching Wo House, Tsz Ching House",Wong Tai Sin,2098,
72,"Yiu Ping House, Yiu On Estate",Sha Tin,2099,
73,Pollock Building,Yau Tsim Mong,2100,
74,"Lam Chuen House, Shui Chuen O Estate",Sha Tin,2101,
75,"Toa Yuen House, Chuk Yuen North Estate",Wong Tai Sin,2102,
76,"Ping Chun House, Ping Tin Estate",Kwun Tong,2103,
77,"Chui Yuen House, Chuk Yuen South Estate",Wong Tai Sin,2104,
78,"Chui Yuen House, Chuk Yuen South Estate",Wong Tai Sin,2105,
79,"Hang Chui House, Cheung Hang Estate",Kwai Tsing,2106,
80,"Lok Wong House, Tsz Lok Estate",Wong Tai Sin,2107,
81,"Block 6, Palm Mansions, Whampoa Garden Site 4",Kowloon City,2108,
82,"Tower 2B, Vibe Centro",Kowloon City,2109,
83,"Tower 2B, Vibe Centro",Kowloon City,2110,
84,"Wah Kwong House, Wah Fu 1 Estate",Southern,2111,
85,"Wah Chui House, Wah Fu Estate",Southern,2112,
86,"Kam Shek House, Ping Shek Estate",Kwun Tong,2113,
87,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,2114,
88,"Block E, Honour Building",Kowloon City,2115,
89,"Block 5, Bauhinia Mansions, Whampoa Garden Site 11",Kowloon City,2116,
90,"Cheung Yuen House, Chuk Yuen North Estate",Wong Tai Sin,2117,
91,"Hing Ping House, Tai Hing Estate",Tuen Mun,2119,
92,"Heng Cheong House, Fu Heng Estate",Tai Po,2120,
93,"Hong Yun House, Tsz Hong Estate",Wong Tai Sin,2121,
94,"Hong Sau House, Tsz Hong Estate",Wong Tai Sin,2122,
95,"Ming Toa House, Ming Tak Estate",Sai Kung,2123,
96,"Po Yiu House, Po Pui Court",Kwun Tong,2124,
97,"Shek Chun House High Block, Shek Lei (I) Estate",Kwai Tsing,2125,
98,Fung Chi Tsuen,Yuen Long,2126,
99,"Shek Yan House, Shek Lei (II) Estate",Kwai Tsing,2127,
100,338 Lai Chi Kok Road,Sham Shui Po,2128,
101,"Tower 3, Aria Kowloon Peak",Wong Tai Sin,2129,
102,Homing Terrace,Kowloon City,2131,
103,"Chu Fung House, Fung Tak Estate",Wong Tai Sin,2132,
104,"Block A, 88 Kennedy Road",Wan Chai,2133,
105,32 Green Lane,Wan Chai,2134,
106,"Lee Hang House, Shun Lee Estate",Kwun Tong,2135,
107,"Mei Lok House, Mei Tin Estate",Sha Tin,2136,
108,"Block 10, Mayfair Gardens",Kwai Tsing,2137,
109,"Hong Tak House, Tsz Hong Estate",Wong Tai Sin,2138,
110,"Ching Ming House, Tsz Ching Estate",Wong Tai Sin,2139,
111,"Kwong Yin House, Kwong Ming Court",Sai Kung,2140,
112,"Mei Tong House, Yau Tong Estate",Kwun Tong,2141,
113,34 Pei Ho Street,Sham Shui Po,2142,
114,"Tower 1, The Waterfront",Yau Tsim Mong,2143,
115,"Foon Yan House, Tung Yan Court",Eastern,2144,
116,"Tower 8, Laguna Verde",Kowloon City,2145,
117,"Lung Yuet House, Kam Lung Court",Sha Tin,2146,
118,"Block 15, Charming Garden",Yau Tsim Mong,2147,
119,Kwok Keung Building,Yau Tsim Mong,2148,
120,15-21 Lai Chi Kok Rd,Yau Tsim Mong,2149,
121,"Kam Mei House, Kam Fung Court",Sha Tin,2150,
122,"Yiu Wo House, Yiu On Estate",Sha Tin,2151,
123,Sung Lim Building,Kowloon City,2152,
124,"Hong Sang House, Kin Sang Estate",Tuen Mun,2153,
125,"Block 3, Chelsea Heights",Tuen Mun,2154,
126,"King Lok House, Shan King Estate",Tuen Mun,2155,
127,"King Mei House, Shan King Estate",Tuen Mun,2156,
128,Tai Yuen Tsuen,North,2157,
129,"Morning Star Mansion, Kwan Tong",Kwun Tong,2158,
130,"Sun Yuet House, Sun Chui Estate",Sha Tin,2159,
131,"Lok Wong House, Tsz Lok Estate",Wong Tai Sin,2160,
132,"Lok Wong House, Tsz Lok Estate",Wong Tai Sin,2161,
133,"Palm Springs, Hibiscus Path",Yuen Long,2162,
134,"Ming Kok House, Ming Tak Estate",Sai Kung,2163,
135,"To Mei House, Yau Mei Court",Kwun Tong,2164,
136,Mirador Mansion,Yau Tsim Mong,2165,
137,"Block 1, Tsui Lai Garden",North,2166,
138,"Block 2, Wing Fok Centre",North,2167,
139,Golden Dragon Garden,Kwun Tong,2168,
140,Tak Wah Mansion,Wan Chai,2169,
141,101 Tai Lam Chung Tsuen,Tuen Mun,2170,
142,"Block 7, Glorious Garden",Tuen Mun,2171,
143,8 Tong Fong Tsuen,Yuen Long,2172,
144,"Mei Tong House, Yau Tong Estate",Kwun Tong,2173,
145,"Hong Tak House, Tsz Hong Estate",Wong Tai Sin,2174,
146,"Tower 20, Laguna Verde",Kowloon City,2175,
147,"Block 3, Chelsea Heights",Tuen Mun,2176,
148,"Block 3, Chelsea Heights",Tuen Mun,2177,
149,"Tin Mei House, Tin Ping Estate",North,2178,
150,Fu Wing Mansion,North,2179,
151,"Ka Shun Court, Tai Wai",Sha Tin,2180,
152,"Tower 8, Laguna Verde",Kowloon City,2181,
153,"Block E, Allway Gardens",Tsuen Wan,2182,
154,"Choi Fu House, Choi Ming Court",Sai Kung,2183,
155,"King Fat House, Cheung Fat Estate",Kwai Tsing,2184,
156,"Block 1, Seaview Crescent",Islands,2185,
157,190 Tai Nan Street,Sham Shui Po,2186,
158,"On Yan House, Tsz On Court",Wong Tai Sin,2187,
159,"Tower 8, Phase 3 Costa Del Sol, Laguna Verde",Kowloon City,2188,
160,19 Saigon Street,Yau Tsim Mong,2189,
161,"Ka Bong Lau, Ka Wai Chuen",Kowloon City,2190,
162,"Wang Yat House, Lok Fu Estate",Wong Tai Sin,2191,
163,"Shun Man House, Oi Man Estate",Kowloon City,2192,
164,Kam Shan Building,Yau Tsim Mong,2193,
165,"Block 2, Bay View Garden",Wong Tai Sin,2194,
166,"Hoi Yu House, Hoi Fu Court",Yau Tsim Mong,2195,
167,"Hang Chui House, Cheung Hang Estate",Kwai Tsing,2196,
168,"Wing Chak House, Chak On Estate",Sham Shui Po,2197,
169,"Man Kin House, Tsz Man Estate",Wong Tai Sin,2199,
170,"Block 6, Site 4, Whampoa Garden",Kowloon City,2198,
171,"Poyang Mansion, Tsui Woo Terrace, Taikoo Shing",Eastern,2200,
172,"Lung Cheung House, Lower Wong Tai Sin Estate",Wong Tai Sin,2201,
173,"Oi Ning House, Tsz Oi Count",Wong Tai Sin,2202,
174,"Tower 5, Central Park",Yau Tsim Mong,2203,
175,"Tower 5, Central Park",Yau Tsim Mong,2204,
176,National Court,Yau Tsim Mong,2205,
177,Tak Fung House,Kowloon City,2206,
178,"Tower 8, The Latitude",Wong Tai Sin,2207,
179,Yiu Yat House Tin Yiu (1) Estate,Yuen Long,2208,
180,"Lung Kwong House, Lower Wong Tai Sin Estate",Wong Tai Sin,2210,
181,"Lung Kwong House, Lower Wong Tai Sin Estate",Wong Tai Sin,2211,
182,"Yan Sui House, Tin Yan Estate",Yuen Long,2213,
183,"Lung Kwong House, Lower Wong Tai Sin Estate",Wong Tai Sin,2214,
184,"Block B, Yan On Building",Yau Tsim Mong,2221,
185,"Block 3, Rhine Garden",Tsuen Wan,2222,
186,Tak Wah Mansion,Wan Chai,2223,
187,"Mei Chuen House, Mei Tin Estate",Sha Tin,2224,
188,"Block 6, Phase 2, Belvedere Garden",Tsuen Wan,2225,
189,"Block 32, Phase 2, Hong Kong Gold Coast",Tuen Mun,2226,
190,"Wing Chun House, Wing Cheong Estate",Sham Shui Po,2228,
191,"Lok Cheung House, Tsz Lok Estate",Wong Tai Sin,2230,
192,"Tai Kung Building, Cosmopolitan Estates",Yau Tsim Mong,2231,
193,Ling Nam Building,Kowloon City,2233,
194,"Tower 2, Holford Gardens",Sha Tin,2236,
195,Royal Plaza Hotel,Yau Tsim Mong,2236,
196,"Man Tai House, Tsz Man Estate",Wong Tai Sin,2237,
197,"Block 4, Grandeur Terrance",Yuen Long,2238,
198,Diamond Building,Yau Tsim Mong,2240,
199,"Ming Yiu Lau, Jat Min Chuen",Sha Tin,2241,
200,"Block 2, Ravana Garden",Sha Tin,2242,
201,4 Lomond Road,Kowloon City,2243,
202,"Block B2, The Horizon",Tai Po,2244,
203,"Tai Kung Building, Cosmopolitan Estates",Yau Tsim Mong,2245,
