,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Block A, 88 Kennedy Road",Wan Chai,2133,
1,32 Green Lane,Wan Chai,2134,
2,"Lee Hang House, Shun Lee Estate",Kwun Tong,2135,
3,"Mei Lok House, Mei Tin Estate",Sha Tin,2136,
4,"Block 10, Mayfair Gardens",Kwai Tsing,2137,
5,"Hong Tak House, Tsz Hong Estate",Wong Tai Sin,2138,
6,"Ching Ming House, Tsz Ching Estate",Wong Tai Sin,2139,
7,"Kwong Yin House, Kwong Ming Court",Sai Kung,2140,
8,"Mei Tong House, Yau Tong Estate",Kwun Tong,2141,
9,34 Pei Ho Street,Sham Shui Po,2142,
10,"Tower 1, The Waterfront",Yau Tsim Mong,2143,
11,"Foon Yan House, Tung Yan Court",Eastern,2144,
12,"Tower 8, Laguna Verde",Kowloon City,2145,
13,"Lung Yuet House, Kam Lung Court",Sha Tin,2146,
14,"Block 15, Charming Garden",Yau Tsim Mong,2147,
15,Kwok Keung Building,Yau Tsim Mong,2148,
16,15-21 Lai Chi Kok Rd,Yau Tsim Mong,2149,
17,"Kam Mei House, Kam Fung Court",Sha Tin,2150,
18,"Yiu Wo House, Yiu On Estate",Sha Tin,2151,
19,Sung Lim Building,Kowloon City,2152,
20,"Hong Sang House, Kin Sang Estate",Tuen Mun,2153,
21,"Block 3, Chelsea Heights",Tuen Mun,2154,
22,"King Lok House, Shan King Estate",Tuen Mun,2155,
23,"King Mei House, Shan King Estate",Tuen Mun,2156,
24,Tai Yuen Tsuen,North,2157,
25,"Morning Star Mansion, Kwan Tong",Kwun Tong,2158,
26,"Sun Yuet House, Sun Chui Estate",Sha Tin,2159,
27,"Lok Wong House, Tsz Lok Estate",Wong Tai Sin,2160,
28,"Lok Wong House, Tsz Lok Estate",Wong Tai Sin,2161,
29,"Palm Springs, Hibiscus Path",Yuen Long,2162,
30,"Ming Kok House, Ming Tak Estate",Sai Kung,2163,
31,"To Mei House, Yau Mei Court",Kwun Tong,2164,
32,Mirador Mansion,Yau Tsim Mong,2165,
33,"Block 1, Tsui Lai Garden",North,2166,
