,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwun Tong,"Mei Tong House, Yau Tong Estate",4995,
1,Yau Tsim Mong,300 Portland Street,4996,
2,Tai Po,"Chim Uk Village, Shuen Wan",4997,
3,Sha Tin,"Block 7, Villa Oceania",5001,
4,Tuen Mun,"Low Block, Oi Hei House, Yau Oi Estate",5002,
5,Central & Western,Wing Shing Building,5003,
6,Eastern,Ramada Hong Kong Grand View,5006,
7,Yau Tsim Mong,Ramada Hong Kong Grand,5007,
8,Tuen Mun,"Yan Tai House, Fu Tai Estate",5008,
9,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5021,
10,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5022,
11,Yau Tsim Mong,300 Portland Street,5023,
12,Yau Tsim Mong,300 Portland Street,5024,
13,Kowloon City,Regal Oriental Hotel,5027,
14,Kowloon City,Regal Oriental Hotel,5028,
15,Kowloon City,Regal Oriental Hotel,5029,
16,Kowloon City,Regal Oriental Hotel,5030,
17,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5031,
18,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5032,
19,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5033,
20,Yuen Long,"Ching Hoi House, Tin Ching Estate",5035,
21,Wan Chai,Eco Tree Hotel Causeway Bay,5037,
22,Tuen Mun,"Oi Hei House, Yau Oi Estate",5038,
23,Wan Chai,Best Western Hotel Causeway Bay,5039,
24,Tuen Mun,"Block 1, Venice Gardens",5041,
25,Wong Tai Sin,"Lok Man House, Lok Fu Estate",5042,
26,Kowloon City,"Block A, Fok Lin Building, Hung Hom",5043,
27,Eastern,Ramada Hong Kong Grand View,5044,
28,Eastern,Ramada Hong Kong Grand View,5045,
29,Eastern,Ramada Hong Kong Grand View,5046,
30,Central & Western,Ramada Hong Kong Harbour View,5047,
31,Islands,Hong Kong SkyCity Marriott Hotel,5048,
32,Tuen Mun,"Tai Sang House, Kin Sang Estate",5049,
33,Kowloon City,"Block A, Fok Lin Building",5050,
34,Islands,Hong Kong SkyCity Marriott Hotel,5051,
35,Wan Chai,Dorsett Wanchai,5052,
36,Wan Chai,Dorsett Wanchai,5053,
37,Yau Tsim Mong,"Silka Seaview, Hong Kong",5054,
38,Yuen Long,"Block 7, Kenswood Court, Kingswood Villas",5056,
39,Tuen Mun,"Tai Sang House, Kin Sang Estate",5057,
40,Islands,Hong Kong SkyCity Marriott Hotel,5060,
41,Kwai Tsing,Dorsett Tsuen Wan,5062,
42,Central & Western,Tai Hing Building,5063,
43,Sham Shui Po,Hang Cheong Building,5064,
44,Yau Tsim Mong,The Luxe Manor,5066,
45,Kowloon City,Hung Hing Court,5071,
46,Sha Tin,"Lung Yiu House, Kam Lung Court",5072,
47,Wan Chai,Dorsett Wanchai,5076,
48,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5079,
49,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5080,
50,Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong,5081,
51,Islands,Hong Kong SkyCity Marriott Hotel,5082,
52,Yuen Long,Fung Cheung Building,5083,
53,Yau Tsim Mong,Harbour Plaza Metropolis,5084,
54,Yau Tsim Mong,"Silka Seaview, Hong Kong",5085,
55,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5086,
56,Central & Western,Po Hing Court,5095,
57,Yau Tsim Mong,Harbour Bay Hotel,5096,
58,Yau Tsim Mong,"Tower 2, The Hermitage",5097,
59,Yau Tsim Mong,Fook Kiu Mansion,5098,
60,Kwun Tong,Dorsett KwunTong,5098,
61,Kwun Tong,Hotel COZi Harbour View,5098,
62,Islands,Hong Kong SkyCity Marriott Hotel,5099,
63,Wan Chai,Glory House,5102,
64,Yau Tsim Mong,Wai Yuen Building,5104,
65,Eastern,Ramada Hong Kong Grand View,5105,
66,Tsuen Wan,Yeung Uk Road Municipal Services Building,"1652, 1859, 2196, 2261, 2239, 3047, 3117, 3244, 3254, 3976, 4022, 4023, 4024, 4177, 4217, 4413, 4457, 4540, 4696, 4778, 4882",05/09/2020
67,Kwai Tsing,Tai Wo Hau Shopping Centre,"3172, 4225, 4389, 4890",05/09/2020
68,Sham Shui Po,Hing Lung Building,"4867, 4872, 4873",05/09/2020
69,Kwun Tong,MTR Yau Tong Station,"4928, 4933, 4935",05/09/2020
70,Sham Shui Po,55 Fuk Wa Street 萬發海鮮菜館,"4938, 4946",06/09/2020
71,Sham Shui Po,Cheung Sha Wan Plaza,"4945, 4960",08/09/2020
72,Yau Tsim Mong,Wah Yuen Factory Building,"4185, 4294, 4710, 4918, 4939, 4941",09/09/2020
73,Tsuen Wan,Hang Seng Tsuen Wan Building,"4938, 4965",09/09/2020
74,Kwun Tong,Lei Yue Mun Municipal Services Building,"2634, 2647, 2656, 3908, 4800, 4928",10/09/2020
75,Sham Shui Po,Un Chau Shopping Centre,"4498, 4586, 4957",11/09/2020
76,Kowloon City,75 Waterloo Road,"4956, 4967",11/09/2020
77,Sham Shui Po,Po On Road Municipal Services Building,"2234, 2410, 2728, 2924, 3351, 3831, 3992, 4115, 4226, 4291, 4840, 4983",12/09/2020
78,Tuen Mun,H.A.N.D.S. Do Shing Restaurant,"4968, 4969, 4972",13/09/2020
79,Yau Tsim Mong,Langham Place,"1297, 1641, 2008, 2186, 3296, 3369, 3386, 3826, 4447, 4573, 4841, 4996",14/09/2020
80,Sha Tin,Transport City Building,"4824, 4854, 4881, 4884, 4888, 4892, 4977",15/09/2020
81,Tuen Mun,H.A.N.D.S.,"4820, 4894, 4927, 4948, 4968, 4969, 5002",16/09/2020
82,Yuen Long,T Town,5035,18/09/2020
83,Yuen Long,One Sky Mall,5035,18/09/2020
84,Kowloon City,Hung Hom Municipal Services Building,5050,18/09/2020
85,Tsuen Wan,Goodman Global Gateway,"4933, 5008, 5059",18/09/2020
86,Yuen Long,Tin Shui Shopping Centre,5056,20/09/2020
87,Tuen Mun,San Hui Market,5049,21/09/2020
88,Kowloon City,Po Sun Mansion,5050,21/09/2020
89,Tuen Mun,113 Tuen Mun Heung Sze Wui Road,"5049, 5057",21/09/2020
90,Kowloon City,39-43 Hau Wong Road,"4938, 4965, 5098",28/09/2020
91,Central & Western,IFC Mall Mu-ni by La Bombance,5102,29/09/2020
