,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwun Tong,"Ping Shing House, Ping Tin Estate",8302,
1,Central & Western,Wo On Building,8304,
2,Central & Western,"Block F, Kwun Lung Lau",8305,
3,Kwun Tong,"Ching Tat House, On Tat Estate",8306,
4,Kowloon City,24A Ming Lun Street,8307,
5,Kowloon City,"Ching Man House, Ho Man Tin Estate",8308,
6,Kwai Tsing,"Shing Ka House, Kwai Shing East Estate",8309,
7,Central & Western,Wayland Industrial Building,8310,
8,Islands,Tai Wan San Tsuen,8311,
9,Yau Tsim Mong,Delta Hotel,8312,
10,Wan Chai,Lanson Place Hotel Hong Kong,8313,
11,Yau Tsim Mong,Delta Hotel,8314,
12,Yau Tsim Mong,Delta Hotel,8315,
13,Southern,Sze Hei Building,8316,
14,Sai Kung,"Tower 5, Park Central",8317,
15,Wong Tai Sin,"Block 11, Rhythm Garden",8318,
16,Sai Kung,"Ming Wik House, Kin Ming Estate",8319,
17,Kowloon City,Bee Sing Mansion,8320,
18,Central & Western,Szeto Lim Shek Mansion,8321,
19,Kowloon City,Metropark Hotel Kowloon,8322,
20,Eastern,"Hei Tsui House, Wan Tsui Estate",8323,
21,Kwun Tong,"Tak Lung House, Tak Tin Estate",8324,
22,Kwai Tsing,"Shing Ka House, Kwai Shing East Estate",8325,
23,Tuen Mun,"Mei Tai House, Fu Tai Estate",8326,
24,Tai Po,"Hing Wo House, Po Nga Court",8327,
25,Islands,Hong Kong Skycity Marriott Hotel,8328,
26,Kowloon City,"Geranium House, Ma Tau Wai Estate",8329,
27,Kowloon City,"Block 3, Beverly Villas",8330,
28,Yuen Long,Yik Fat Building,8331,
29,Yau Tsim Mong,102 Shanghai Street,8332,
30,Sai Kung,"Block 4, Hong Sing Garden",8333,
31,Sham Shui Po,"Fu Wen House, Fu Cheong Estate",8334,
32,Kwun Tong,"Lei Lung House, Lei Yue Mun Estate",8335,
33,Kwun Tong,"Ping Shing House, Ping Tin Estate",8336,
34,Yau Tsim Mong,140 Fa Yuen Street,8337,
35,Sham Shui Po,"Lim Kit House, Lei Cheng Uk Estate",8338,
36,Kowloon City,"Hung King Court, Hung Hom Bay Centre",8339,
37,Sha Tin,Horizon Suite Hotel,8340,
38,Sha Tin,"Man Sam House, King Tin Court",8341,
39,Tai Po,Tai Po Mei Village,8342,
40,Tuen Mun,"Mei Tai House, Fu Tai Estate",8343,
41,Sha Tin,"Man Sam House, King Tin Court",8344,
42,Yuen Long,"Tower 7, Uptown",8345,
43,Tai Po,Tai Hang Garden,8346,
44,Kowloon City,"Ching Man House, Ho Man Tin Estate",8347,
45,Kwun Tong,"Ching Tat House, On Tat Estate",8348,
46,Eastern,"Block 2, Cheerful Garden",8349,
47,Eastern,"Block 19, Heng Fa Chuen",8350,
48,Wan Chai,Kin On House,8352,
49,Kwai Tsing,"Shek Yi House, Shek Lei (II) Estate",8354,
50,Kwun Tong,"Yat Lai House, Yau Lai Estate",8355,
51,Sham Shui Po,25 Nam Cheong Street,8357,
52,Kwun Tong,"Ping Shing House, Ping Tin Estate",8358,
53,Kwun Tong,"Ping Sin House, Ping Tin Estate",8359,
54,Tsuen Wan,Tak Tai Building,8361,
55,Tai Po,Tai Po Mei Village,8362,
56,Yuen Long,"Chung Ho House, Tin Chung Court",8363,
57,Sha Tin,"Hi Shek House, Shek Mun Estate",8364,
58,Sham Shui Po,"Silver Bright Building, Tai Po Road",8365,
59,Wong Tai Sin,"Oi Yan House, Tsz Oi Court",8366,
60,Sai Kung,"Ming Wik House, Kin Ming Estate",8367,
61,Sha Tin,"Wing Shui House, Lek Yuen Estate",8369,
62,Eastern,"Hei Tsui House, Wan Tsui Estate",8370,
63,Sham Shui Po,"Silver Bright Building, Tai Po Road",8371,
64,Wong Tai Sin,"Block 11, Rhythm Garden",8372,
65,Eastern,"Oi Ping House, Oi Tung Estate",8373,
66,Kwai Tsing,Ching Nga Court,8374,
67,Kwai Tsing,"On Kong House, Cheung On Estate",8374,
68,Kwun Tong,"Block D, Amoy Gardens",8375,
69,Kwun Tong,"Tsui Hon House, Tsui Ping (South) Estate",8376,
