,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sham Shui Po,"Phase 5, Mei Foo Sun Chuen",4684.0,
1,Sham Shui Po,"Hoi Shun House, Hoi Lai Estate",4685.0,
2,Eastern,"Block 5, Cheerful Garden",4686.0,
3,Eastern,"Wah Hei House, Tung Hei Court",4688.0,
4,Eastern,"Block A, Comfort Gardens",4689.0,
5,Yau Tsim Mong,"Silka Seaview Hotel, Hong Kong",4690.0,
6,Kowloon City,Tung Hing Building,4691.0,
7,Yuen Long,"Yat Chi House, Tin Yat Estate",4692.0,
8,Kowloon City,"Block 1, Hunghom Gardens",4693.0,
9,Kowloon City,"Block 1, Hunghom Gardens",4694.0,
10,Yau Tsim Mong,Wah Po Mansion,4695.0,
11,Tsuen Wan,Fu Yung House,4696.0,
12,Tsuen Wan,"Silka Tsuen Wan, Hong Kong",4697.0,
13,Sham Shui Po,"Mei Leong House, Shek Kip Mei Estate",4700.0,
14,Sai Kung,"Tower 5A, Phase 4B, Wings At Sea II, Lohas Park",nan 4701.0,
15,,,4701.0,
16,,,nan,
17,Sai Kung,"Wo Yat House, Wo Ming Court",4702.0,
18,Kwai Tsing,Win Fong Heights,4703.0,
19,Yuen Long,"Yat Chi House, Tin Yat Estate",4704.0,
20,Yuen Long,"Yat Chi House, Tin Yat Estate",4705.0,
21,Yuen Long,"Tower 9, Central Park Towers II",4706.0,
22,Central & Western,Ramada Hong Kong Harbour View,4707.0,
23,Kowloon City,Tung Hing Building,4708.0,
24,Sham Shui Po,"Stage 5, Mei Foo Sun Chuen",4709.0,
25,Tsuen Wan,"Block L, Allway Gardens",4711.0,
26,Tsuen Wan,"Block 3, Lei Muk Shue Estate",4712.0,
27,Central & Western,Luen Yau Apartments,4713.0,
28,Tsuen Wan,"Block 3, Lei Muk Shue Estate",4714.0,
29,Tsuen Wan,"Block 3, Lei Muk Shue Estate",4715.0,
30,Tsuen Wan,"Block 3, Lei Muk Shue Estate",4716.0,
31,Tsuen Wan,"Block 3, Lei Muk Shue Estate",4717.0,
32,Tsuen Wan,"Block 3, Lei Muk Shue Estate",4718.0,
33,Yuen Long,"Shing Chi House, Tin Shing Court",4719.0,
34,Wong Tai Sin,"Hing Tung House, Tung Tau (II) Estate",4720.0,
35,Kwun Tong,"Kui Tai House, On Tai Estate",4721.0,
36,Kwai Tsing,Hotel COZI‧Oasis,4722.0,
37,Kwai Tsing,"Hiu Kwai House, Kwai Chung Estate",4722.0,
