,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sham Shui Po,"Block A, Hung Yu Mansion",4150,
1,Sham Shui Po,"Block A, Hung Yu Mansion",4151,
2,Kwai Tsing,"Hong Tai House, Cheung Hong Estate",4152,
3,Wong Tai Sin,"Kam Pik House, Choi Hung Estate",4154,
4,Wong Tai Sin,"Lok Cheung House, Tsz Lok Estate",4155,
5,Tuen Mun,"Wu Boon House, Wu King Estate",4156,
6,Yau Tsim Mong,Lai Shing Building,4157,
7,Kwun Tong,"Ping Shun House, Ping Tin Estate",4158,
8,Yau Tsim Mong,Chung Kin Building,4159,
9,Kwai Tsing,"Nga Kwai House, Kwai Chung Estate",4160,
10,Yau Tsim Mong,"Tower 1B, MacPherson Place",4161,
11,Sham Shui Po,"Lai Sum House, Lai Tsui Court",4162,
12,Kwun Tong,"Ping Chun House, Ping Tin Estate",4163,
13,Kowloon City,"Block 1, Palm Mansions, Phase 4, Whampoa Garden",4164,
14,Kowloon City,"Hung Fai House, Hung Hom Estate",4165,
15,Yau Tsim Mong,"Phase 1, Tsui Yuen Mansion",4166,
16,Tuen Mun,"Block 8, Po Tin Estate",4168,
17,North,"Choi Ngan House, Choi Po Court",4169,
18,Yau Tsim Mong,Yau Shing Mansion,4170,
19,Yuen Long,"Chung Kam House, Tin Chun Court",4171,
20,Yuen Long,Wong Uk Tsuen,4172,
21,Tsuen Wan,"Shek Lin House, Shek Wai Kok Estate",4173,
22,Kowloon City,"Block A, Loong King Mansion",4174,
23,Kwai Tsing,"Fu Wing House, Tai Wo Hau Estate",4175,
24,Sha Tin,"Block 38, City One Shatin",4176,
25,Yuen Long,"Shing Yuk House, Tin Shing Court",4177,
26,Kwai Tsing,"Block 5, Wonderland Villas",4178,
27,Kwun Tong,"Kai Shing House, Kai Yip Estate",4179,
28,Southern,"Fu Ming Yuen, Chi Fu Fa Yuen",4180,
29,Yuen Long,"Hung Foon House, Hung Fuk Estate",4181,
30,Wong Tai Sin,"Block 2, Rhythm Garden",4183,
31,Tuen Mun,"King Fu House, Shan King Estate",4184,
32,Yau Tsim Mong,Shiu Fung Mansion,4185,
33,Kwun Tong,"Hiu Yat House , Hiu Lai Court",4186,
34,Kowloon City,"Lok Fung Lau, Lok Man Sun Chuen",4187,
35,Kowloon City,"Sik Man House, Ho Man Tin Estate",4188,
