,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,Regal Airport Hotel Hong Kong,5231,
1,Yau Tsim Mong,The Luxe Manor,5234,
2,Yau Tsim Mong,The Luxe Manor,5235,
3,Kowloon City,"Block E, Harbourfront Horizon All-Suite Hotel",5236,
4,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5242,
5,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5250,
6,Central & Western,Bon-Point,5251,
7,Islands,Tai Wan Nam,5252,
8,Islands,Hong Kong Skycity Marriott Hotel,5253,
9,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,5254,
10,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5256,
11,Yau Tsim Mong,"Cordis, Hong Kong",5257,
12,Yau Tsim Mong,Ramada Hong Kong Grand,5258,
13,Eastern,"Tower 1, Grand Promenade",5259,
14,Central & Western,The Sheung Wan by Ovolo,5260,
15,Islands,Hong Kong Skycity Marriott Hotel,5261,
16,Islands,Regal Airport Hotel,5263,
17,Wan Chai,Mini Hotel Causeway Bay,5269,
18,Central & Western,Bishop Lei International House,5270,
19,Kwai Tsing,Dorsett Tsuen Wan,5279,
20,Islands,"Tower 15, Crystal Cove, Caribbean Coast",5281,
21,Kwai Tsing,Dorsett Tsuen Wan,5282,
22,Islands,Tai Wan Nam,5283,
23,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5285,
24,Eastern,"Block 9, Nan Fung Sun Chue",5288,
25,Yau Tsim Mong,Ramada Hong Kong Grand,5289,
26,Central & Western,Courtyard by Marriott Hong Kong,5290,
27,Islands,Auberge Discovery Bay Hong Kong,5292,
28,Sai Kung,"Block 9, Beverly Garden",5293,
29,Yau Tsim Mong,"Silka Seaview Hotel, Hong Kong",5294,
30,Kwai Tsing,Dorsett Tsuen Wan,5297,
31,Eastern,Ramada Hong Kong Grand View,5303,
32,Eastern,Ramada Hong Kong Grand View,5304,
33,Tsuen Wan,"Silka Tsuen Wan, Hong Kong",5310,
34,Kowloon City,"Lok Chi Lau, Lok Man Sun Chuen",5312,
35,Southern,Kaza - Stanley,5313,
36,Central & Western,Ramada Hong Kong Harbour View,5314,
37,Wan Chai,The Charterhouse Causeway Bay,5315,
38,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5316,
39,Central & Western,Ramada Hong Kong Harbour View,5317,
40,Yau Tsim Mong,Ramada Hong Kong Grand,5318,
41,Eastern,10-16 Ching Wah Street,5321,
42,Tuen Mun,H.A.N.D.S.,"4820, 4894, 4927, 4948, 4968, 4969, 5002, 5164",05/10/2020
43,Wan Chai,Hong Kong Sanatorium & Hospital,"5135, 5136, 5137, 5166",07/10/2020
44,Yau Tsim Mong,The Royal Garden,"5170, 5240",08/10/2020
45,Sai Kung,Yu Cheong House Yu Ming Court,"5200, 5206",09/10/2020
46,Sai Kung,Shop 12 Ground Floor Bauhinia Garden,"5200, 5206",10/10/2020
47,Tuen Mun,Come On Building (Commercial Centre),5281,17/10/2020
48,Tuen Mun,Ocean Walk Itamomo Plus,5281,17/10/2020
49,Eastern,Aldrich Garden Shopping Centre,5259,18/10/2020
50,Tuen Mun,Hanford Plaza,5281,19/10/2020
51,Tuen Mun,8A1 & A2 Tsing Hoi Circuit 東哥點心火鍋第 六分店,5281,20/10/2020
52,Tuen Mun,San Hui Market,5281,20/10/2020
53,Islands,Yat Tung Shopping Centre Phase I TamJai SamGor Mixian,5281,21/10/2020
54,Central & Western,340 Queen's Road Central,5293,21/10/2020
55,Yau Tsim Mong,Manly Commercial Building,5288,22/10/2020
56,Kowloon City,Pine Manor,5288,22/10/2020
57,Central & Western,Siu Ying Commercial Building,"5293, 5312",23/10/2020
58,Wan Chai,Harbour Road Sports Centre,5321,23/10/2020
59,Eastern,Metropole Building Fulum Palace (North Point),5321,24/10/2020
60,Wan Chai,203 Wan Chai Road New Forest Restaurant,5312,27/10/2020
61,Kwun Tong,Kai Yip Shopping Centre Cooked Food Stall 德源極 上串王,5321,28/10/2020
62,Central & Western,Shun Tak Centre West Tower,5321,29/10/2020
