,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwai Tsing,"Block 5, Rambler Crest",5122,
1,Yau Tsim Mong,Holly Mansion,5123,
2,Yau Tsim Mong,Stanford Hillview Hotel,5123,
3,Yau Tsim Mong,Lap Tak House,5124,
4,Yau Tsim Mong,Lap Tak House,5125,
5,Eastern,Wealthy Court,5126,
6,Yau Tsim Mong,The Kimberley Hotel,5130,
7,Yau Tsim Mong,Holly Mansion,5130,
8,Yau Tsim Mong,177A Portland Street,5131,
9,Wan Chai,Fasteem Mansion,5132,
10,Tuen Mun,"Block 15, Lung Mun Oasis",5133,
11,Kwun Tong,"Wing Mei House, Yau Chui Court",5135,
12,Yau Tsim Mong,"Block 3, Prosperous Garden",5136,
13,Tuen Mun,"Block 6, Po Tin Estate",5137,
14,Kwai Tsing,The Home Of Treasure,5140,
15,Yau Tsim Mong,The Royal Garden,5141,
16,Sai Kung,"Kin Ching House, Kin Ming Estate",5143,
17,Sai Kung,"Kin Ching House, Kin Ming Estate",5144,
18,Islands,Regal Airport Hotel Hong Kong,5145,
19,Wong Tai Sin,Hong Keung Court,5148,
20,Kwai Tsing,The Home Of Treasure,5149,
21,Sai Kung,"Kin Ching House, Kin Ming Estate",5150,
22,Kwai Tsing,The Home Of Treasure,5151,
23,Kwai Tsing,The Home Of Treasure,5152,
24,Kwai Tsing,The Home Of Treasure,5153,
25,Kwai Tsing,The Home Of Treasure,5154,
26,Kwai Tsing,The Home Of Treasure,5155,
27,Kwai Tsing,The Home Of Treasure,5156,
28,Kwai Tsing,The Home Of Treasure,5157,
29,Kwai Tsing,The Home Of Treasure,5158,
30,Kwai Tsing,The Home Of Treasure,5159,
31,Kwai Tsing,The Home Of Treasure,5160,
32,Eastern,"Block 6, Braemar Hill Mansions",5161,
33,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5163,
34,Tuen Mun,"Ting Lung House, On Ting Estate",5164,
