,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sha Tin,"Sun Fong House, Sun Chui Estate",4897,
1,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",4898,
2,Sha Tin,"Wai Sam House, Lung Hang Estate",4899,
3,Tuen Mun,"King Lai House, Shan King Estate",4901,
4,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",4910,
5,Yau Tsim Mong,15 Temple Street,4912,
6,Yuen Long,"Tsz Ping House, Tin Tsz Estate",4914,
7,Yau Tsim Mong,15 Temple Street,4918,
8,Sai Kung,"Block 5, Hong Sing Garden",4922,
9,Sham Shui Po,"Tower 5, Phase 3, Banyan Garden",4924,
10,Yau Tsim Mong,199 Tung Choi Street,4926,
11,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4927,
12,Kwun Tong,"Nga Lai House, Yau Lai Estate",4928,
13,Kwun Tong,"Nga Lai House, Yau Lai Estate",4933,
14,Kwun Tong,"Nga Lai House, Yau Lai Estate",4934,
15,Eastern,Hyatt Centric Victoria Harbour Hong Kong,4934,
16,Kwun Tong,"Nga Lai House, Yau Lai Estate",4935,
17,Sha Tin,"Wing Shing House, Fung Shing Court",4936,
18,Kwai Tsing,"Tower 4, Highland Park",4937,
19,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4938,
20,Yau Tsim Mong,Kwun Chung Building,4939,
21,Yau Tsim Mong,Metropark Hotel Mongkok,4940,
22,Yau Tsim Mong,15 Temple Street,4941,
23,Tuen Mun,"Hing Tai House, Tai Hing Estate",4942,
24,Kwai Tsing,"Tower 4, Highland Park",4944,
25,Kwai Tsing,"Tower 4, Highland Park",4945,
26,Tuen Mun,"King Wing House, Shan King Estate",4946,
27,Kwai Tsing,"Block 2, Lai King Disciplined Services Quarters",4947,
28,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4948,
29,Sham Shui Po,"Lai Pak House, Lai Tsui Court",4956,
30,Sham Shui Po,"Fook Ming House, Fortune Estate",4957,
31,Tuen Mun,"King Wing House, Shan King Estate",4958,
32,Sham Shui Po,"Tower 7, Liberte",4959,
33,Sham Shui Po,"Tower 7, Liberte",4960,
34,Tuen Mun,"King Wing House, Shan King Estate",4962,
35,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,4963,
36,Yau Tsim Mong,Kwun Chung Building,4964,
37,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4965,
38,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4966,
39,Kowloon City,"Phase 2, Tak Wai Mansion",4967,
40,Tuen Mun,"Block 1, Oi Fai House, Yau Oi Estate",4968,
41,Tuen Mun,"Block 1, Oi Fai House, Yau Oi Estate",4969,
42,Tuen Mun,"Moon Yu House, Sam Shing Estate",4970,
43,Yuen Long,"Shek Po Tsuen, Hung Shui Kiu",4971,
44,Tuen Mun,"Lok Hei House, Siu Hei Court",4972,
45,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4977,
46,Tuen Mun,"Lok Hei House, Siu Hei Court",4979,
47,Southern,L'hotel Island South,4980,
48,Tuen Mun,"Lok Hei House, Siu Hei Court",4981,
49,Sham Shui Po,"Tower 7, Liberte",4982,
50,Sham Shui Po,"Lai Pak House, Lai Tsui Court",4983,
51,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,4984,
52,Yuen Long,"Tsz Ping House, Tin Tsz Estate",4988,
53,Kwun Tong,"Mei Tong House, Yau Tong Estate",4989,
54,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4990,
55,Yau Tsim Mong,300 Portland Street,4992,
56,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4993,
57,Tuen Mun,"Hing Fai House, Tai Hing Estate",4994,
58,Kwun Tong,"Mei Tong House, Yau Tong Estate",4995,
59,Yau Tsim Mong,300 Portland Street,4996,
60,Tai Po,"Chim Uk Village, Shuen Wan",4997,
61,Sha Tin,"Block 7, Villa Oceania",5001,
62,Tuen Mun,"Low Block, Oi Hei House, Yau Oi Estate",5002,
63,Central & Western,Wing Shing Building,5003,
64,Eastern,Ramada Hong Kong Grand View,5006,
65,Yau Tsim Mong,Ramada Hong Kong Grand,5007,
66,Tuen Mun,"Yan Tai House, Fu Tai Estate",5008,
67,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5021,
68,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5022,
69,Yau Tsim Mong,300 Portland Street,5023,
70,Yau Tsim Mong,300 Portland Street,5024,
71,Kowloon City,Regal Oriental Hotel,5027,
72,Kowloon City,Regal Oriental Hotel,5028,
73,Kowloon City,Regal Oriental Hotel,5029,
74,Kowloon City,Regal Oriental Hotel,5030,
75,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5031,
76,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5032,
77,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5033,
78,Yuen Long,"Ching Hoi House, Tin Ching Estate",5035,
79,Wan Chai,Eco Tree Hotel Causeway Bay,5037,
80,Tuen Mun,"Oi Hei House, Yau Oi Estate",5038,
81,Wan Chai,Best Western Hotel Causeway Bay,5039,
82,Tuen Mun,"Block 1, Venice Gardens",5041,
83,Wong Tai Sin,"Lok Man House, Lok Fu Estate",5042,
84,Kowloon City,"Block A, Fok Lin Building, Hung Hom",5043,
85,Eastern,Ramada Hong Kong Grand View,5044,
