,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yau Tsim Mong,Best Western Plus Hotel Kowloon,3756,
1,Yuen Long,"Shui Chuen House, Tin Shui Estate",3757,
2,Tuen Mun,"Block 6, Phase 2, Chelsea Heights",3758,
3,Kowloon City,"Tak Shan House, Tak Long Estate",3759,
4,Tai Po,"Shin Mei House, Fu Shin Estate",3760,
5,Kowloon City,"Sun Man House, Oi Man Estate",3761,
6,Kowloon City,"Hibiscus House, Ma Tau Wai Estate",3762,
7,Sham Shui Po,"Block A, Hung Yu Mansion",3763,
8,Sham Shui Po,Nam Wan Building,3765,
9,Yuen Long,Kau Lee Uk Tsuen,3766,
10,Kwun Tong,"Tsui Wing House, Tsui Ping (South) Estate",3768,
11,Sham Shui Po,15 Wong Chuk Street,3770,
12,Sham Shui Po,Wo Fung Building,3771,
13,Yuen Long,"Yuet Wah House, Tin Yuet Estate",3772,
14,Kowloon City,Kiu Wai Mansion,3773,
15,Kowloon City,"Hung Yiu House, Hung Hom Estate",3774,
16,Kowloon City,"Block 4, Palm Mansions, Phase 4, Whampoa Garden",3775,
17,Kowloon City,"Block 4, Palm Mansions, Phase 4, Whampoa Garden",3776,
18,Kwai Tsing,Dorsett Tsuen Wan,3777,
19,Kwai Tsing,"Block D, Po Sing Centre",3777,
20,Tsuen Wan,"Block 27, Phase 5, Park Island",3778,
21,Eastern,Sun Sing Building,3780,
22,Southern,TWGHs Jockey Club Sunshine Complex for the Elderly,3781,
23,Eastern,"Pak Kai Court, Bedford Gardens",3782,
24,Sha Tin,"Block 4, The Tolo Place, Sunshine City",3783,
25,Sham Shui Po,"Block A, Hung Yu Mansion",3784,
26,North,"Tin Yee House, Tin Ping Estate",3785,
27,Yau Tsim Mong,Po Hing Building,3786,
28,Sai Kung,"Tsui Ming House, Chung Ming Court",3787,
29,Sai Kung,"Block 2, Le Prestige, Lohas Park",3788,
30,Sai Kung,"Ming Yu House, Kin Ming Estate",3789,
31,Yau Tsim Mong,Bell House,3790,
32,Sham Shui Po,Wo Fung Building,3791,
33,Sham Shui Po,"Fuk On Building, 88-90 Fuk Wa Street",3792,
34,Yuen Long,"Chung Lau House, Tin Chung Court",3793,
35,Eastern,"May Wah House, Hing Wah (I) Estate",3794,
36,Kwun Tong,"Lam Shek House, Ping Shek Estate",3795,
37,Yuen Long,"Tower 9, Park Signature",3799,
38,Yuen Long,"Shui Kwok House, Tin Shui Estate",3800,
39,Wong Tai Sin,"Wang Hau House, Wang Tau Hom Estate",3801,
40,Tuen Mun,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",3802,
41,Tuen Mun,"Luk Tin House, Yan Tin Estate",3803,
42,Kwai Tsing,"Nga Kwai House, Kwai Chung Estate",3804,
