,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似/個案編號
300,九龍城,紅磡海韻軒 1座,,774
301,大埔,普益里 10號,,775
302,油尖旺,御金國峰 3座,,776
303,油尖旺,香港基督教青年會,,777
304,西貢,蠔涌新村,,778
305,沙田,樂山,,779
306,南區,香港海洋公園萬豪酒店,,780
307,南區,華貴邨華善樓,,781
308,元朗,錦繡花園,,782
309,沙田,名城第三期一座,,783
310,葵青,藍澄灣 1座,,784
311,荃灣,綠楊新邨 B座,,785
312,油尖旺,旺角帝盛酒店,,786
313,九龍城,黃埔花園銀竹苑 9座,,787
314,九龍城,One Lasalle,,788
315,九龍城,啟德一號一座,,789
316,東區,新威園 B座,,790
317,九龍城,半山壹號 37座,,791
318,深水埗,樂年花園 5座,,792
319,南區,旭逸居 2座,,793
320,北區,粉嶺名都 5座,,794
321,東區,太古城綠楊閣,,795
322,東區,興華(二)邨和興樓,,796
323,西貢,井欄樹村,,797
324,中西區,富山苑,,798
325,中西區,香港萬怡酒店,,799
326,葵青,荃灣帝盛酒店,,800
327,灣仔,駱克道 292號,,801
328,葵青,葵康苑葵逸閣,,802
329,灣仔,會景閣,,804
330,灣仔,愉富大廈 A座,,805
331,灣仔,景香樓,,806
332,中西區,羲皇台 8座,,807
333,元朗,錦繡花園 I段第五街,,808
334,葵青,華荔邨賞荔樓,,809
335,沙田,水泉澳邨明泉樓,,811
336,中西區,花園台 1座,,812
337,離島,映灣園 10座,,813
338,西貢,沙角尾村,,814
339,葵青,長康邨康和樓,,815
340,西貢,康盛花園 2座,,816
341,中西區,瀚然,,817
342,中西區,靜安居,,818
343,灣仔,灣仔帝盛酒店,,819
344,南區,嘉隆苑嘉傑閣,,820
345,灣仔,香港諾富特世紀酒店,,821
346,南區,南濤閣 1座,,822
347,中西區,怡廬,,823
348,西貢,黃竹山新村柳濤軒,,824
349,灣仔,香港諾富特世紀酒店,,825
350,中西區,香港華美達海景酒店,,826
351,油尖旺,重慶大廈 A座,,827
352,九龍城,景山閣,,828
353,九龍城,景山閣,,829
354,黃大仙,峻弦五座,,830
355,中西區,蘭桂坊酒店,,832
356,荃灣,豪景花園二座,,833
357,南區,陽明山莊十四座,,834
358,西貢,寶盈花園 7座,,835
359,灣仔,Resiglow,,836
360,灣仔,恆信大廈,,838
361,油尖旺,旺角維景酒店,,839
362,觀塘,平田邨平善樓,,840
363,沙田,雲端,,843
364,九龍城,差館里 35號,,844
365,油尖旺,佐敦道 38號,,845
366,觀塘,麗港城 2座,,846
367,中西區,普頓臺,,847
368,葵青,葵涌邨秋葵樓,,848
369,灣仔,駱克道 292號,,849
370,離島,愉景灣海燕徑,,850
371,九龍城,One Homantin 2座,,851
372,中西區,香港華大盛品酒店,,852
373,灣仔,龍濤苑 1座,,853
374,觀塘,高翔苑高鳳閣,,854
375,北區,軍地簡頭村,,855
376,元朗,水邊圍邨泉水樓,,856
377,灣仔,騰黃閣,,857
378,北區,龍豐花園 B座,,858
379,北區,龍豐花園 B座,,859
380,北區,龍豐花園 B座,,860
381,九龍城,豪門,,862
382,西貢,尚德邨尚仁樓,,863
383,中西區,玫瑰別墅,,865
384,中西區,宏基國際賓館,,866
385,葵青,荃灣帝盛酒店,,867
386,沙田,美城苑暉城閣,,868
387,灣仔,翠谷樓,,869
388,大埔,企嶺下新圍,,870
389,葵青,荃灣絲麗酒店,,871
390,屯門,兆山苑杏景閣,,872
391,中西區,寶德臺,,873
392,灣仔,灣仔帝盛酒店,,874
393,油尖旺,金堂大廈,,875
394,元朗,嘉湖山莊樂湖居 4座,,876
395,離島,觀港樓,,878
396,觀塘,麗港城 4座,,879
397,灣仔,Tagus Residences,,881
398,西貢,企壁山,,882
399,灣仔,藍塘別墅,,883
400,觀塘,彩德邨彩誠樓,,884
401,中西區,滿峯台 B座,,885
402,東區,華美達盛景酒店,,886
403,屯門,錦發大廈,,887
404,九龍城,都會軒 2座,,888
405,南區,下碧瑤灣 33座,,889
406,沙田,翠湖花園 C座,,890
407,九龍城,東禧閣,,891
408,灣仔,柏寧酒店,,892
409,元朗,加州花園(1期 C)偉仕居紫蘭徑,,893
410,中西區,寶德臺,,894
411,九龍城,金城大廈,,895
412,沙田,名城 2期 1座,,896
413,中西區,縉城峰 2座,,897
414,北區,下山雞乙,,898
415,中西區,Lexington Hill,,899
416,中西區,雍景臺,,900
417,灣仔,永富苑,,901
418,元朗,仁壽圍,,902
419,西貢,寶盈花園 7座,,903
420,屯門,新墟村,,905
421,九龍城,愛民邨昭民樓,,912
422,九龍城,愛民邨昭民樓,,913
423,觀塘,高翔苑高靜閣,,914
424,九龍城,北帝街 123號,,915
425,油尖旺,香港旺角智選假日酒店,,廣東省衞健委通報的個案
426,中西區,弓絃巷 40-42號,,916
427,南區,海怡半島 4座,,917
428,油尖旺,美麗都大廈福建酒店,,918
429,西貢,茅莆路,,919
430,灣仔,灣仔帝盛酒店,,920
431,油尖旺,瓏璽 6B座,,921
432,元朗,錦田吉慶圍,,922
433,沙田,湖景花園 (洋房區),,923
434,觀塘,秀茂坪邨秀緻樓,,924
435,九龍城,九龍城德朗邨德璋樓,,925
436,元朗,天澤邨澤輝樓,,926
437,葵青,葵涌邨綠葵樓,,928
438,灣仔,益誠樓,,929
439,東區,華裕閣,,932
440,油尖旺,廟街 109號,,933
441,元朗,錦綉花園 C段 5街,,934
442,南區,舂坎角道,,935
443,沙田,顯徑邨顯貴樓,,936
444,油尖旺,旺角帝盛酒店,,廣東省衞健委通報的個案
445,中西區,香港萬怡酒店,,廣東省衞健委通報的個案
446,灣仔,嘉薈軒,,937
447,中西區,德輔道西 288號,,938
448,西貢,坑口村,,939
449,西貢,早禾居,,940
450,荃灣,豪景花園 2座,,943
451,屯門,富泰村健泰樓,,944
452,北區,海禧華庭 2座,,945
453,離島,藍天海岸 6座,,946
454,中西區,明珠台 D座,,947
455,灣仔,柏寧酒店,,948
456,油尖旺,帝國酒店,,949
457,油尖旺,恆豐酒店,,949
458,元朗,蕃田村,,950
459,中西區,縉城峰 2座,,953
460,東區,新翠花園 6座,,954
461,元朗,福順街 106號,,955
462,屯門,海景花園 8座,,956
463,東區,華裕閣,,957
464,東區,華裕閣,,958
465,荃灣,荃灣絲麗酒店,,959
466,觀塘,油塘工業城 B1座,,960
467,油尖旺,華寶大廈,,961
468,東區,太古城金殿台漢宮閣,,962
469,東區,華美達盛景酒店,,963
470,九龍城,新德園,,964
471,中西區,禧福道 1號新德園,,965
472,油尖旺,瓏璽 6B座,,966
473,中西區,文咸東街 127號萬和閣,,968
474,觀塘,滙景花園 2座,,969
475,葵青,荃灣帝盛酒店,,970
476,離島,愉景灣朝暉徑,,971
477,油尖旺,漆咸道南 83-85號金德大廈,,972
478,中西區,皇后大道中 273-277號禧利大廈,,973
479,九龍城,寶其利街 73號東禧閣,,974
480,大埔,龍成堡,,975
481,元朗,十八鄉東頭村,,976
482,荃灣,珀麗灣 30座,,977
483,中西區,Branksome Grande,,978
484,灣仔,V Wanchai,,979
485,大埔,滌濤山,,981
486,沙田,駿景園 6座,,982
487,觀塘,秀茂坪邨秀程樓,,983
488,離島,愉景灣倚濤軒,,984
489,油尖旺,君匯港 1座,,985
490,中西區,宏基國際賓館,,987
491,沙田,雲疊花園 2座,,988
492,九龍城,太子道西 226號皇子大廈,,989
493,中西區,君珀,,990
494,中西區,些利街 2-4號,13/03/2020,"191, 217, 250, 332"
495,中西區,德己立街 44號,13/03/2020,"191, 217, 250, 332"
496,中西區,雲咸街 63號,13/03/2020,"191, 217, 373"
497,中西區,砵典乍街 45號,13/03/2020,"217, 275, 278, 284, 332"
498,灣仔,頂旺大廈,14/03/2020,"169, 208"
499,中西區,御景臺,14/03/2020,"169, 208, 315"
500,離島,香港愉景灣酒店,14/03/2020,"191, 233, 237, 253, 258, 259, 287, 295, 332, 373"
501,油尖旺,永安廣場,14/03/2020,"191, 373"
502,油尖旺,港晶中心,14/03/2020,"233, 253, 259, 295"
503,南區,聯合工業大廈,15/03/2020,"169, 208, 277, 315, 375"
504,中西區,第三街 100號,15/03/2020,"566, 618"
505,灣仔,永豐大廈,16/03/2020,"169, 208"
506,油尖旺,柯士甸道 152號,16/03/2020,"174, 222, 243, 285, 286"
507,中西區,南島商業大廈,16/03/2020,"177, 178"
508,中西區,銀禧大廈,16/03/2020,"177, 178"
509,中西區,世紀廣場,16/03/2020,"184, 195"
510,中西區,加州大廈,16/03/2020,"195, 199"
511,屯門,美樂花園商場,17/03/2020,"120 , 121, 244"
512,沙田,中建電訊大廈,17/03/2020,"191, 217"
513,九龍城,香港浸信會醫院,17/03/2020,"195, 243"
514,葵青,葵德工業中心 1座,17/03/2020,"229, 337, 338"
515,中西區,中國銀行大廈,18/03/2020,"106, 183, 204"
516,沙田,中建電信大廈,18/03/2020,"191, 217, 373"
517,中西區,花園道中國工商銀行大廈,18/03/2020,"195, 339"
518,離島,東堤灣畔,19/03/2020,"212, 271"
519,深水埗,昌隆工業大廈,19/03/2020,"291, 312, 372, 391, 429"
520,中西區,荷李活道 97號,20/03/2020,"266, 319"
521,中西區,荷李活道 62號,20/03/2020,"266, 342"
522,油尖旺,文遜大厦,20/03/2020,"428, 855"
523,中西區,好利商業大廈,22/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
524,中西區,華懋廣場 II期,22/03/2020,"563, 683"
525,灣仔,謝斐道 76號,24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
526,油尖旺,諾士佛臺 9號,24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906"
527,油尖旺,諾士佛臺 10-11號,24/03/2020,"483, 516"
528,油尖旺,明華廣場,24/03/2020,"567, 842"
529,油尖旺,加拿分道 25號,24/03/2020,"662, 687, 702, 704, 705, 758, 759"
530,灣仔,樂聲大廈,25/03/2020,"903, 923, 925, 932, 954"
531,灣仔,盧押道 23號,26/03/2020,"682, 857"
532,灣仔,謝斐道 82號,27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
533,荃灣,香港港安醫院 - 荃灣,27/03/2020,511
534,油尖旺,荔枝角道 68號,27/03/2020,567
535,中西區,中保集團大廈,27/03/2020,609
536,屯門,良景商場,27/03/2020,632
537,屯門,新墟街市,27/03/2020,632
538,觀塘,APM,27/03/2020,637
539,灣仔,駱克駅,27/03/2020,663
540,油尖旺,西九文化區,27/03/2020,663
541,南區,香港威雅學校,27/03/2020,682
542,油尖旺,奧海城二期,27/03/2020,686
543,油尖旺,K11 Musea,27/03/2020,"687, 702, 704, 705, 758, 759"
544,油尖旺,港威大廈 1座,27/03/2020,718
545,灣仔,羅素街 8號,27/03/2020,750
546,西貢,宜春街 67號,27/03/2020,756
547,西貢,金寶閣,27/03/2020,756
548,油尖旺,The One,27/03/2020,756
549,油尖旺,美麗華廣場 2期,27/03/2020,756
550,黃大仙,友邦九龍金融中心,27/03/2020,769
551,油尖旺,The One,27/03/2020,796
552,油尖旺,美麗華廣場 2期,27/03/2020,796
553,西貢,宜春街 67號,27/03/2020,796
554,灣仔,希慎廣場,27/03/2020,806
555,油尖旺,樂輝商業大廈,27/03/2020,842
556,灣仔,軒尼詩道 163號,27/03/2020,857
557,油尖旺,國際廣場,28/03/2020,"504, 756"
558,油尖旺,諾士佛臺 10號,28/03/2020,"567, 842"
559,油尖旺,華敦大廈,28/03/2020,638
560,離島,國泰城,28/03/2020,641
561,南區,業勤街 23號,28/03/2020,"719, 801, 849"
562,離島,東涌健康中心,28/03/2020,743
563,黃大仙,恆安大廈,28/03/2020,755
564,灣仔,百達中心,28/03/2020,769
565,油尖旺,朗豪坊辦公大樓,28/03/2020,796
566,黃大仙,慈華大廈,28/03/2020,797
567,黃大仙,荷里活廣場,28/03/2020,835
568,灣仔,勝任商業大廈,28/03/2020,840
569,油尖旺,警察體育遊樂會,29/03/2020,663
570,觀塘,協和大廈,29/03/2020,718
571,南區,利群商場,29/03/2020,748
572,東區,東寶大廈,29/03/2020,750
573,東區,筲箕灣東大街 10號,29/03/2020,750
574,灣仔,Oliv,29/03/2020,769
575,西貢,金寶閣,29/03/2020,796
576,離島,國泰城,30/03/2020,753
577,九龍城,香港浸信會醫院,30/03/2020,767
578,灣仔,利東街,30/03/2020,774
579,灣仔,石水渠街 64號,30/03/2020,774
580,黃大仙,萬寶大廈,30/03/2020,797
581,油尖旺,港威大廈 6座,30/03/2020,923
582,中西區,恒生銀行總行大廈,30/03/2020,957
583,中西區,招商永隆銀行大廈,30/03/2020,957
584,中西區,中區政府碼頭,31/03/2020,717
585,南區,環匯廣場,31/03/2020,719
586,離島,逸東商場,31/03/2020,753
587,深水埗,寶血醫院,31/03/2020,757
588,灣仔,昌業大廈,31/03/2020,760
589,灣仔,明豐大廈,31/03/2020,797
590,中西區,太子大厦,31/03/2020,812
591,西貢,富康花園商場,31/03/2020,835
592,西貢,富康花園,31/03/2020,903
593,深水埗,D2 Place 一期,31/03/2020,926
594,深水埗,定豐中心,31/03/2020,926
595,元朗,祥發大廈,31/03/2020,926
596,元朗,盈健醫務中心 (元朗),31/03/2020,976
597,深水埗,石硤尾報案中心及西九龍機 動部隊行動基地,01/04/2020,"663, 854"
598,灣仔,養和醫院,01/04/2020,799
599,沙田,仁安醫院,01/04/2020,799
600,東區,華蘭中心,01/04/2020,"801, 960"
601,中西區,金鐘廊,01/04/2020,863
602,灣仔,會展商場,01/04/2020,865
603,灣仔,York Place,01/04/2020,923
604,東區,環翠邨貴翠樓,01/04/2020,954
605,中西區,威靈頓街 50號,02/04/2020,865
606,灣仔,軒尼詩道 38-46號,02/04/2020,923
607,油尖旺,永安廣場,02/04/2020,923
608,觀塘,宏昌工業大廈,02/04/2020,932
609,灣仔,白建時道,02/04/2020,935
610,中西區,李寶椿大廈,02/04/2020,961
611,灣仔,登龍街 1-29號,03/04/2020,865
612,灣仔,謝斐道 110-116號,03/04/2020,923
613,灣仔,告士打道 88號,03/04/2020,"923, 925"
614,中西區,永恒商業大廈,03/04/2020,957
615,油尖旺,基督教協進大廈,03/04/2020,961
616,灣仔,利園一期,03/04/2020,968
617,灣仔,利園二期,03/04/2020,972
618,中西區,信德中心,04/04/2020,"923, 932"
619,灣仔,皇室堡,05/04/2020,"903, 925, 944"
620,九龍城,晴朗商場,05/04/2020,925
621,荃灣,川龍村 57-58號,05/04/2020,936
622,油尖旺,銀行中心廣場,05/04/2020,936
623,沙田,新城市廣場,05/04/2020,936
624,油尖旺,新世紀廣場,05/04/2020,936
625,北區,彩園邨彩珠樓,05/04/2020,945
626,東區,柴灣市政大廈柴灣街市,05/04/2020,958
627,灣仔,香港港安醫院,06/04/2020,935
628,北區,石湖墟市政大廈,06/04/2020,945
629,北區,海聯廣場,06/04/2020,945
630,東區,漁灣街市,06/04/2020,958
631,東區,漁灣邨行政大樓,06/04/2020,958
632,觀塘,大本型,06/04/2020,960
633,中西區,文咸東街 121號,06/04/2020,971
634,灣仔,英皇集團中心,06/04/2020,972
635,中西區,萬邦行,06/04/2020,978
636,黃大仙,八達工業大廈,06/04/2020,978
637,中西區,置地文華東方酒店,06/04/2020,978
638,油尖旺,新東海商業中心,07/04/2020,955
639,九龍城,又一城,07/04/2020,955
640,中西區,皇后大道中 176號,07/04/2020,972
641,中西區,中保集團大廈,07/04/2020,972
642,油尖旺,金德大廈,08/04/2020,972
643,油尖旺,赫德道 8號,08/04/2020,972
644,元朗,+WOO 嘉湖,09/04/2020,976
