,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4977,
1,Tuen Mun,"Lok Hei House, Siu Hei Court",4979,
2,Southern,L'hotel Island South,4980,
3,Tuen Mun,"Lok Hei House, Siu Hei Court",4981,
4,Sham Shui Po,"Tower 7, Liberte",4982,
5,Sham Shui Po,"Lai Pak House, Lai Tsui Court",4983,
6,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,4984,
7,Yuen Long,"Tsz Ping House, Tin Tsz Estate",4988,
8,Kwun Tong,"Mei Tong House, Yau Tong Estate",4989,
9,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4990,
10,Yau Tsim Mong,300 Portland Street,4992,
11,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4993,
12,Tuen Mun,"Hing Fai House, Tai Hing Estate",4994,
13,Kwun Tong,"Mei Tong House, Yau Tong Estate",4995,
14,Yau Tsim Mong,300 Portland Street,4996,
15,Tai Po,"Chim Uk Village, Shuen Wan",4997,
16,Sha Tin,"Block 7, Villa Oceania",5001,
17,Tuen Mun,"Low Block, Oi Hei House, Yau Oi Estate",5002,
18,Central & Western,Wing Shing Building,5003,
19,Eastern,Ramada Hong Kong Grand View,5006,
20,Yau Tsim Mong,Ramada Hong Kong Grand,5007,
21,Tuen Mun,"Yan Tai House, Fu Tai Estate",5008,
22,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5021,
23,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5022,
24,Yau Tsim Mong,300 Portland Street,5023,
25,Yau Tsim Mong,300 Portland Street,5024,
26,Kowloon City,Regal Oriental Hotel,5027,
27,Kowloon City,Regal Oriental Hotel,5028,
28,Kowloon City,Regal Oriental Hotel,5029,
29,Kowloon City,Regal Oriental Hotel,5030,
30,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5031,
31,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5032,
32,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5033,
33,Yuen Long,"Ching Hoi House, Tin Ching Estate",5035,
34,Wan Chai,Eco Tree Hotel Causeway Bay,5037,
35,Tuen Mun,"Oi Hei House, Yau Oi Estate",5038,
36,Wan Chai,Best Western Hotel Causeway Bay,5039,
37,Tuen Mun,"Block 1, Venice Gardens",5041,
38,Wong Tai Sin,"Lok Man House, Lok Fu Estate",5042,
39,Kowloon City,"Block A, Fok Lin Building, Hung Hom",5043,
40,Eastern,Ramada Hong Kong Grand View,5044,
41,Eastern,Ramada Hong Kong Grand View,5045,
42,Eastern,Ramada Hong Kong Grand View,5046,
43,Central & Western,Ramada Hong Kong Harbour View,5047,
44,Islands,Hong Kong SkyCity Marriott Hotel,5048,
45,Tuen Mun,"Tai Sang House, Kin Sang Estate",5049,
46,Kowloon City,"Block A, Fok Lin Building",5050,
47,Islands,Hong Kong SkyCity Marriott Hotel,5051,
48,Wan Chai,Dorsett Wanchai,5052,
49,Wan Chai,Dorsett Wanchai,5053,
50,Yau Tsim Mong,"Silka Seaview, Hong Kong",5054,
51,Yuen Long,"Block 7, Kenswood Court, Kingswood Villas",5056,
52,Tuen Mun,"Tai Sang House, Kin Sang Estate",5057,
53,Islands,Hong Kong SkyCity Marriott Hotel,5060,
54,Kwai Tsing,Dorsett Tsuen Wan,5062,
55,Central & Western,Tai Hing Building,5063,
56,Sham Shui Po,Hang Cheong Building,5064,
57,Yau Tsim Mong,The Luxe Manor,5066,
58,Kowloon City,Hung Hing Court,5071,
59,Sha Tin,"Lung Yiu House, Kam Lung Court",5072,
60,Wan Chai,Dorsett Wanchai,5076,
61,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5079,
62,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5080,
63,Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong,5081,
64,Islands,Hong Kong SkyCity Marriott Hotel,5082,
65,Yuen Long,Fung Cheung Building,5083,
66,Yau Tsim Mong,Harbour Plaza Metropolis,5084,
67,Yau Tsim Mong,"Silka Seaview, Hong Kong",5085,
68,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5086,
69,Kwun Tong,Sau Mau Ping Shopping Centre,"1863, 1865, 1897, 2031, 2035, 2071, 2449, 2623, 2902, 4529, 4678, 4910",02/09/2020
70,Wong Tai Sin,Suet Fung House,"4853, 4869",02/09/2020
71,Kwun Tong,Ngau Tau Kok Municipal Services Building,"1853, 2578, 2666, 3214, 3199, 3399, 3814, 3972, 4595, 4814, 4885",03/09/2020
72,Tsuen Wan,Yeung Uk Road Municipal Services Building,"1652, 1859, 2196, 2261, 2239, 3047, 3117, 3244, 3254, 3976, 4022, 4023, 4024, 4177, 4217, 4413, 4457, 4540, 4696, 4778, 4882",05/09/2020
73,Kwai Tsing,Tai Wo Hau Shopping Centre,"3172, 4225, 4389, 4890",05/09/2020
74,Sham Shui Po,Hing Lung Building,"4867, 4872, 4873",05/09/2020
75,Kwun Tong,MTR Yau Tong Station,"4928, 4933, 4935",05/09/2020
76,Sham Shui Po,55 Fuk Wa Street 萬發海鮮菜館,"4938, 4946",06/09/2020
77,Sham Shui Po,Cheung Sha Wan Plaza,"4945, 4960",08/09/2020
78,Yau Tsim Mong,Wah Yuen Factory Building,"4185, 4294, 4710, 4918, 4939, 4941",09/09/2020
79,Tsuen Wan,Hang Seng Tsuen Wan Building,"4938, 4965",09/09/2020
80,Kwun Tong,Lei Yue Mun Municipal Services Building,"2634, 2647, 2656, 3908, 4800, 4928",10/09/2020
81,Sham Shui Po,Un Chau Shopping Centre,"4498, 4586, 4957",11/09/2020
