,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,Lung Tsai Tsuen,8613,
1,Kowloon City,"Block 9, Cherry Mansions, Phase 2, Whampoa Garden",8614,
2,Tsuen Wan,"Block 4, Phase 1, Sea Crest Villa",8615,
3,Kwun Tong,"Chi Lai House, Yau Lai Estate",8616,
4,Kwun Tong,"Chi Lai House, Yau Lai Estate",8617,
5,Sham Shui Po,"Shun Fat Building, Shun Ning Road",8618,
6,Kowloon City,Ma Tau Kok Detention Centre,8620,
7,Sai Kung,"Choi Lam House, Tsui Lam Estate",8621,
8,Wong Tai Sin,Yan Oi Building,8622,
9,Kwun Tong,"Hiu Sing House, Hiu Lai Court",8623,
10,Kwun Tong,"Lai Tat House, On Tat Estate",8625,
11,Kwun Tong,"Block 18, Laguna City",8626,
12,Sai Kung,"Almond Blossom, Tower 9 (Left Wing), La Splendeur, LOHAS Park",8627,
13,Southern,"Tin Kin House, Tin Wan Estate",8628,
14,Kwun Tong,"Yuk Mei House, Yau Chui Court",8629,
15,Kowloon City,Tung Po Building,8631,
16,Tai Po,"Block 3, Tai Po Centre",8632,
17,Kwai Tsing,Wah Fung Garden,8633,
18,Kowloon City,8 Hing Yan Street,8634,
19,Kwun Tong,"Kai Yin House, Kai Yip Estate",8635,
20,Wong Tai Sin,"Ching Hong House, Tsz Ching Estate",8636,
21,Sham Shui Po,"Cherry House, So Uk Estate",8637,
22,Yuen Long,"Yat Tam House, Tin Yat Estate",8638,
23,Yuen Long,"Yat Tam House, Tin Yat Estate",8639,
24,Tuen Mun,"King On House, Shan King Estate",8640,
25,Tuen Mun,"King On House, Shan King Estate",8641,
26,Tsuen Wan,"Hoi Sing Mansion, Riviera Gardens",8642,
27,Tsuen Wan,"Hoi Sing Mansion, Riviera Gardens",8643,
28,Kwai Tsing,"Kai Lim Lau, Cho Yiu Chuen",8644,
29,Yuen Long,"Chung Ki House, Tin Chung Court",8645,
30,Tuen Mun,"King On House, Shan King Estate",8646,
31,Southern,"Tower 13, Hong Kong Parkview",8647,
32,Sham Shui Po,"Un Mun House, Un Chau Estate",8648,
33,Wong Tai Sin,"Wui Yan House, Tung Wui Estate",8649,
34,Kwun Tong,"Lam Wai House, Lam Tin Estate",8650,
35,Sham Shui Po,193 Yee Kuk Street,8651,
36,Kwai Tsing,"Lai Ying House, Lai Yan Court",8652,
37,Sham Shui Po,170 Nam Cheong Street,8653,
38,Tsuen Wan,"Tower 2A, The Pavilia Bay",8654,
39,Yuen Long,"Yiu Chak House, Tin Yiu Estate",8655,
40,Kowloon City,Wah Keung Building,8656,
