,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yau Tsim Mong,Metropark Hotel Mongkok,4940,
1,Yau Tsim Mong,15 Temple Street,4941,
2,Tuen Mun,"Hing Tai House, Tai Hing Estate",4942,
3,Kwai Tsing,"Tower 4, Highland Park",4944,
4,Kwai Tsing,"Tower 4, Highland Park",4945,
5,Tuen Mun,"King Wing House, Shan King Estate",4946,
6,Kwai Tsing,"Block 2, Lai King Disciplined Services Quarters",4947,
7,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4948,
8,Sham Shui Po,"Lai Pak House, Lai Tsui Court",4956,
9,Sham Shui Po,"Fook Ming House, Fortune Estate",4957,
10,Tuen Mun,"King Wing House, Shan King Estate",4958,
11,Sham Shui Po,"Tower 7, Liberte",4959,
12,Sham Shui Po,"Tower 7, Liberte",4960,
13,Tuen Mun,"King Wing House, Shan King Estate",4962,
14,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,4963,
15,Yau Tsim Mong,Kwun Chung Building,4964,
16,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4965,
17,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4966,
18,Kowloon City,"Phase 2, Tak Wai Mansion",4967,
19,Tuen Mun,"Block 1, Oi Fai House, Yau Oi Estate",4968,
20,Tuen Mun,"Block 1, Oi Fai House, Yau Oi Estate",4969,
21,Tuen Mun,"Moon Yu House, Sam Shing Estate",4970,
22,Yuen Long,"Shek Po Tsuen, Hung Shui Kiu",4971,
23,Tuen Mun,"Lok Hei House, Siu Hei Court",4972,
24,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4977,
25,Tuen Mun,"Lok Hei House, Siu Hei Court",4979,
26,Southern,L'hotel Island South,4980,
27,Tuen Mun,"Lok Hei House, Siu Hei Court",4981,
28,Sham Shui Po,"Tower 7, Liberte",4982,
29,Sham Shui Po,"Lai Pak House, Lai Tsui Court",4983,
30,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,4984,
31,Yuen Long,"Tsz Ping House, Tin Tsz Estate",4988,
32,Kwun Tong,"Mei Tong House, Yau Tong Estate",4989,
33,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4990,
34,Yau Tsim Mong,300 Portland Street,4992,
35,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4993,
36,Tuen Mun,"Hing Fai House, Tai Hing Estate",4994,
37,Kwun Tong,"Mei Tong House, Yau Tong Estate",4995,
38,Yau Tsim Mong,300 Portland Street,4996,
39,Tai Po,"Chim Uk Village, Shuen Wan",4997,
40,Sha Tin,"Block 7, Villa Oceania",5001,
41,Tuen Mun,"Low Block, Oi Hei House, Yau Oi Estate",5002,
42,Central & Western,Wing Shing Building,5003,
43,Eastern,Ramada Hong Kong Grand View,5006,
44,Yau Tsim Mong,Ramada Hong Kong Grand,5007,
45,Tuen Mun,"Yan Tai House, Fu Tai Estate",5008,
46,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5021,
47,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",5022,
48,Yau Tsim Mong,300 Portland Street,5023,
49,Yau Tsim Mong,300 Portland Street,5024,
50,Kowloon City,Regal Oriental Hotel,5027,
51,Kowloon City,Regal Oriental Hotel,5028,
52,Kowloon City,Regal Oriental Hotel,5029,
53,Kowloon City,Regal Oriental Hotel,5030,
54,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5031,
55,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5032,
56,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5033,
57,Yuen Long,"Ching Hoi House, Tin Ching Estate",5035,
