,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Wan Chai,Gordon House,6398,
1,Kwun Tong,"Block 23, Laguna City",6398,
2,Yau Tsim Mong,"Tower 2, Harbour Green",6399,
3,Kowloon City,"Tower 26, Parc Oasis",6401,
4,Kwai Tsing,"Block 3, Highland Park",6402,
5,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6403,
6,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6404,
7,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6405,
8,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6406,
9,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6407,
10,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6408,
11,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6409,
12,Kwun Tong,"Bik Lai House, Yau Lai Estate",6410,
13,Yuen Long,El Castillo,6411,
14,Kowloon City,"Tower 1A, Upper East",6412,
15,Tsuen Wan,"Block 5, Phase 2, Belvedere Garden",6413,
16,Yuen Long,"Shui Fai House, Tin Shui Estate",6414,
17,Central & Western,Kam Wa Building,6415,
18,Sham Shui Po,38 Fuk Wing Street,6416,
19,Islands,"Block 32, Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",6417,
20,Yau Tsim Mong,"Tower 5, Central Park",6418,
21,Sha Tin,"Shek Fai House, Chun Shek Estate",6419,
22,Eastern,"Yat Wah Mansion, Lei King Wan",6420,
23,Sha Tin,"Tower 3, Phase 1, Festival City",6421,
24,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6422,
25,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6423,
26,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6424,
27,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6425,
28,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6426,
29,Yuen Long,"Block 1, Phase 6, Maywood Court",6427,
30,Central & Western,Siu Cheung Building,6428,
31,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6429,
32,Tuen Mun,"Leung Chun House, Leung King Estate",6430,
33,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6431,
34,Kwun Tong,"Tak Lok House, Tak Tin Estate",6432,
35,Eastern,"Hing Tsui House, Hing Wah (I) Estate",6433,
36,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6434,
37,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6435,
38,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6436,
39,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6437,
40,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6438,
41,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6439,
42,Islands,Hong Kong SkyCity Marriott Hotel,6440,
43,Kwun Tong,"Chun Moon House, Ko Chun Court",6444,
44,Kowloon City,Cumberland Road,6447,
45,Sham Shui Po,38 Fuk Wing Street,6448,
46,North,"Yung Wa House, Yung Shing Court",6449,
47,Kwai Tsing,"Fung King House, Lai King Estate",6450,
48,Yuen Long,"Cheuk Ping House, Long Ping Estate",6451,
49,Yau Tsim Mong,"Sky Tower, The Arch",6452,
50,Kwun Tong,"Shun King Building, Ka Lok Street",6453,
51,Sham Shui Po,27-29 Shek Kip Mei Street,6454,
52,Kwai Tsing,"Wang Sum House, Cheung Wang Estate",6455,
53,Kwai Tsing,"Shek Yi House, Shek Lei (II) Estate",6456,
54,Tai Po,JC Castle,6457,
55,Tai Po,JC Castle,6458,
56,Eastern,Victoria Tower,6459,
57,North,Ma Shi Po,6460,
58,Yuen Long,"Nang Fu House, Tin Fu Court",6461,
59,Yuen Long,"Yan Sui House, Tin Yan Estate",6462,
60,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6463,
61,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6464,
62,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6465,
63,Wong Tai Sin,"Lung San House, Lung Poon Court",6466,
64,Wan Chai,Capital Building,6467,
65,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6468,
66,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6469,
67,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6470,
68,Eastern,Tung Wah Group Of Hospitals Fong Shu Chuen Day Activity Centre cum Hostel,6471,
