,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Wong Tai Sin,Fung Chuen Court,10814,
1,Tai Po,88 Square,10816,
2,Sham Shui Po,Shung Tak Building,10817,
3,Sha Tin,"Block 1, Greenhill Villa",10818,
4,Yuen Long,Tai Sang Wai,10819,
5,Kwun Tong,"Sau Ching House, Sau Mau Ping Estate",10820,
6,Yuen Long,Yat Sun Building,10821,
7,Kowloon City,Ma Tau Kok Detention Centre,10822,
8,Kwai Tsing,Chung Mei Lo Uk Village,10823,
9,Tuen Mun,"Sau Tai House, Fu Tai Estate",10824,
10,Sha Tin,"Block1,Greenhill Villa",10825,
11,Yau Tsim Mong,Highview,10826,
12,Tai Po,"Sun Wo House, Tai Wo Estate",10827,
13,Kwun Tong,"On Kin House, On Tin Estate",10828,
14,Eastern,Luen Wo Apartments,10829,
15,Central & Western,Rex Building,10830,
16,Kwun Tong,Yee On Centre,10831,
17,Kowloon City,"Block 5, Kent Court",10832,
18,Central & Western,Best Western Plus Hotel Hong Kong,10833,
19,Kowloon City,Sung Oi Building,10834,
20,Sha Tin,"Block 6, Jubilee Garden",10835,
21,Islands,San Wai Tsuen,10836,
22,Kwun Tong,Yee On Centre,10837,
23,Kwun Tong,"On Kin House, On Tin Estate",10838,
24,Yau Tsim Mong,Lai Kee Mansion,10840,
25,Sha Tin,"S H Ho Wellness College, The HSUHK Jockey Club Residential Colleges",10840,
26,North,"Rome Court, Sheung Shui Town Centre",10840,
27,Kwun Tong,"On Kin House, On Tin Estate",10841,
28,Kwai Tsing,"Tower 1, The Apex",10845,
29,North,"Rome Court, Sheung Shui Town Centre",10846,
30,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",10847,
31,Kowloon City,Metropark Hotel Kowloon,10848,
32,Sha Tin,"Block 6, Jubilee Garden",10849,
33,Kowloon City,"Block 5, Kent Court",10850,
34,Kowloon City,"Block 5, Kent Court",10851,
35,Tai Po,"Kwong Chi House, Kwong Fuk Estate",10852,
36,Kwai Tsing,"Tower 1, The Apex",10853,
37,Kwai Tsing,"Tower 1, The Apex",10854,
38,Yuen Long,Shek Wu Tong,10855,
39,Kwai Tsing,"Luen Yan House, Kwai Luen Estate",10856,
40,North,"Tower 5, Noble Hill",10857,
41,North,"Rome Court, Sheung Shui Town Centre",10858,
42,Kwai Tsing,"Tower 1, The Apex",10859,
43,Eastern,Caritas Lok Yi School,10863,
44,Wong Tai Sin,"Ching Yi House, Tsz Ching Estate",10864,
45,Kwun Tong,"High Block, Tsui Nam House, Tsui Ping (North) Estate",10865,
46,Yuen Long,Tai Hong Wai,10866,
47,Kwun Tong,"Block 1, Sceneway Garden",10867,
48,Kwai Tsing,"Tower 1, The Apex",10868,
49,Sham Shui Po,48 Fuk Wa Street,10869,
50,North,"Tower 5, Noble Hill",10870,
51,Eastern,Wiseman Building,10871,
52,Eastern,"Block D, Kornhill",10873,
53,Eastern,Tung Shing Court,10874,
54,Kwun Tong,"On Kin House, On Tin Estate",10876,
55,Kwun Tong,Yee On Centre,10877,
56,Kwun Tong,Yee On Centre,10878,
57,Southern,"Wah Lai House, Wah Kwai Estate",10880,
58,Tuen Mun,"Civic House, Affluence Garden",10882,
59,Sha Tin,"Heng Hoi House, Heng On Estate",10883,
60,Yuen Long,Wang Toi Shan Wing Ning Lei,10884,
61,Eastern,Caritas Lok Yi School,10886,
62,Yuen Long,"Shek Wu Tong, Pat Heung",10887,
63,Yau Tsim Mong,"Front Block, Man Yuen Building",10888,
64,Yau Tsim Mong,"Front Block, Man Yuen Building",10889,
65,Yau Tsim Mong,"Front Block, Man Yuen Building",10890,
66,Yau Tsim Mong,"Front Block, Man Yuen Building",10891,
67,Eastern,Tung Shing Court,10892,
68,Eastern,"Block D, Kornhill",10893,
69,Kowloon City,"Tower 1C, Upper East",10894,
70,Wong Tai Sin,Cambridge Building,10895,
71,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10896,
72,Kowloon City,Metropark Hotel Kowloon,10897,
73,Eastern,"Block 26, Heng Fa Chuen",10898,
74,Yau Tsim Mong,"Front Block, Man Yuen Building",10899,
75,Wong Tai Sin,"Wah Yuen House, Chuk Yuen (South) Estate",10900,
76,Kwun Tong,Lai Yue Building,10902,
77,Sha Tin,"Block 2 , Carado Garden",10904,
78,Eastern,"Block 26, Heng Fa Chuen",10905,
79,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10906,
80,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10907,
81,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10908,
82,Southern,"Wah Yin House, Wah Kwai Estate",10909,
83,Sham Shui Po,570-572 Fuk Wa Street,10910,
84,Central & Western,The Hudson,10911,
85,Eastern,"Tung Hiu House, Tung Yuk Court",10912,
86,Yuen Long,"Lin Fa Tei, Pat Heung",10913,
87,Yau Tsim Mong,315 Nathan Road,10914,
88,Tai Po,"Block I, Trackside Villas",10915,
89,Sham Shui Po,"Tower 6, Banyan Garden",10916,
90,Eastern,"Block 1, The Orchards",10917,
91,Sai Kung,"Sheung Shun House, Sheung Tak Estate",10918,
92,Eastern,"Block D, Kornhill",10919,
93,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10920,
94,Sai Kung,Holiday Inn Express Hong Kong Kowloon East,10921,
95,Sai Kung,"Tower 16, Ocean Shores",10921,
96,Yau Tsim Mong,"Tower 7, Island Harbourview",10922,
97,Eastern,Ramada Hong Kong Grand View,10923,
98,Yuen Long,"Tower 1, One Regent Place",10924,
99,Yuen Long,Wang Toi Shan Wing Ning Lei,10925,
100,Southern,"Wah Yin House, Wah Kwai Estate",10926,
101,Kowloon City,"Kin Man House, Oi Man Estate",10927,
102,Kowloon City,"Wai Man House, Oi Man Estate",10929,
103,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10931,
104,Yau Tsim Mong,"Block 2, Parc Palais",10932,
105,Southern,"Wah Yin House, Wah Kwai Estate",10935,
106,Kwun Tong,Camlux Hotel,10936,
107,Kwun Tong,"Choi Kiu House, Choi Hing Court",10936,
108,Sham Shui Po,"Block 22, Shek Kip Mei Estate",10937,
109,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10938,
110,Sha Tin,"Block 4, Baycrest",10939,
111,Wan Chai,"Block B, Hay Wah Building",10940,
112,Sham Shui Po,"122-124 Broadway, Stage 8, Mei Foo Sun Chuen",10941,
113,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10942,
114,Wong Tai Sin,"Lok Man House, Lok Fu Estate",10944,
115,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10945,
116,Wong Tai Sin,Pentahotel Hong Kong Kowloon,10946,
117,Kowloon City,"Kin Man House, Oi Man Estate",10947,
118,Islands,"Block B, Yu Tai Court",10948,
119,Kowloon City,"Kin Man House, Oi Man Estate",10949,
120,Yau Tsim Mong,"Tower 7, Island Harbourview",10950,
121,Yau Tsim Mong,"Tower 7, Island Harbourview",10951,
122,Kowloon City,"Phase 1, Mei King Mansion",10953,
123,Southern,"Wah Yin House, Wah Kwai Estate",10954,
124,Wong Tai Sin,"Fei Fung House, Choi Wan (I) Estate",10955,
125,Eastern,"Fu Dat Court, Fortress Garden",10957,
126,Yau Tsim Mong,Honour House,10958,
127,Yau Tsim Mong,"Block 2, Parc Palais",10960,
128,Kwun Tong,L'hotel élan,10961,
129,Sha Tin,"Block 4, Baycrest",10961,
130,Tai Po,Blossom Villas,10962,
131,Kowloon City,"Mun Ching House, Kai Ching Estate",10963,
132,Yau Tsim Mong,315 Nathan Road,10964,
133,Southern,"Wah Yin House, Wah Kwai Estate",10965,
134,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10966,
135,Kowloon City,Masion Deluxe,10967,
136,Sham Shui Po,"Block 2, Liberte",10968,
137,Eastern,"Block 45, Heng Fa Chuen",10969,
138,Sha Tin,"Block 11, Woodcrest Hills",10970,
139,Kwai Tsing,"Ting Fung House, Ning Fung Court",10971,
140,Islands,"12A , Peninsula Village Caperidge Drive",10972,
141,Tuen Mun,"Luk Tin House, Yan Tin Estate",10973,
142,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10974,
143,Islands,"Luk Yat House, Yat Tung (1) Estate",10975,
144,Kowloon City,22-24 Yin On Street,10976,
145,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10977,
146,Tai Po,"Shin Lun House, Fu Shin Estate",10978,
147,Sha Tin,"Block 11, Woodcrest Hills",10979,
148,Tai Po,"Hei Wo House, Tai Wo Estate",10980,
149,Tuen Mun,"Tower 4, Pierhead Garden",10981,
150,Kowloon City,"Lok Seen Lau, Lok Man Sun Chuen",10982,
151,Kwun Tong,"Fai Wah House, Lok Wah South Estate",10983,
152,Kowloon City,"Wai Man House, Oi Man Estate",10984,
153,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10989,
154,Kwun Tong,"Chi Tai House, On Tai Estate",10990,
155,Yau Tsim Mong,"Block E, Harbourfront Horizon All-suite Hotel",10991,
156,Tsuen Wan,"Block 6, Park Island",10992,
157,Sham Shui Po,"122-124 Broadway, Stage 8, Mei Foo Sun Chuen",10994,
158,Kwun Tong,"Hiu Fai House, Hiu Lai Court",10995,
159,Kwun Tong,"Block B, Tai Hong Building",10995,
160,Central & Western,Matilda International Hospital Domestic Quarters,10996,
161,Central & Western,Matilda International Hospital Domestic Quarters,10997.0,
162,Wan Chai,Sam Yuen Mansion,10998.0,
163,Eastern,"Yu Hing House, Hing Wah (II) Estate",10998.0,
164,Kwun Tong,Fu Wah Court,10999.0,
165,Sham Shui Po,"Block 2, Liberte",11000.0,
166,Tsuen Wan,"Block 26, Park Island",11001.0,
167,Tuen Mun,"Block2, Oi Chi House, Yau Oi Estate",11002.0,
168,Yau Tsim Mong,Rosedale Hotel Kowloon,11002.0,
169,Yuen Long,Po Shing Building,11003.0,
170,Wan Chai,"Block B, Hay Wah Building",11005.0,
171,Yau Tsim Mong,76 Tai Nan Street,11006.0,
172,Tsuen Wan,Iau Kin Building,11009.0,
173,Kwun Tong,"Chi Tai House, On Tai Estate",11010.0,
174,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",11010.0,
175,Kwun Tong,"Chi Tai House, On Tai Estate",11011.0,
176,North,On Po Tsuen,11012.0,
177,Yau Tsim Mong,Seawide Mansion,11014.0,
178,Sai Kung,Man Sau Sun Tsuen,11015.0,
179,Kwai Tsing,"Lok King House, Lai King Estate",11016.0,
180,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",11017.0,
181,Kwai Tsing,"Kwai On House, Kwai Fong Estate",11019.0,
182,Central & Western,Matilda International Hospital Domestic Quarters,11020.0,
183,Wong Tai Sin,11026,,
184,Kwun Tong,"Chi Tai House, On Tai Estate",11027.0,
185,Yau Tsim Mong,Cheung Fung Mansion,11028.0,
186,Yau Tsim Mong,Marco Polo Hongkong Hotel,11028.0,
187,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",11029.0,
188,Sai Kung,11030,,
189,Sha Tin,"Block 10, City One Shatin",11031.0,
190,Kwun Tong,"Sau Yat House, Sau Mau Ping Estate",11032.0,
191,Sai Kung,"Block 3, Residence Oasis",National Health,
192,Wong Tai Sin,Cambridge Building,11034,
193,Kowloon City,"Mun Ching House, Kai Ching Estate",11035,
194,Kwai Tsing,"Block 6, Kwai Shing West Estate",11036,
195,Southern,"Fu Heng Yuen, Chi Fu Fa Yuen",11038,
196,Sha Tin,"Kam Lan House, Kam Fung Court",11039,
197,Kowloon City,"Tower 1, The Zumurud",11040,
198,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",11041,
