,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sai Kung,Ho Chung Village,9076,
1,Tsuen Wan,Tsuen Lok Building,9077,
2,Yuen Long,Kam Fai Building,9079,
3,Eastern,"Hiu Fung House, Fung Wah Estate",9081,
4,Sham Shui Po,"Un Shing House, Un Chau Estate",9082,
5,Yuen Long,"Block 3, Aster Court",9083,
6,Yuen Long,"Block 3, Aster Court",9084,
7,Southern,"Tower 5, Bel-air On The Peak",9086,
8,Sham Shui Po,"Wing Hei House, Po Hei Court",9088,
9,Kwai Tsing,"Tower 4, Tivoli Garden",9089,
10,Sham Shui Po,"Wing Hei House, Po Hei Court",9090,
11,Yuen Long,"Lucky Mansion, 2 Chun Yin Square",9091,
12,Sham Shui Po,Tak Po Building,9092,
13,Sham Shui Po,27 Kim Shin Lane,9093,
14,Kowloon City,Hong Fu Mansion,9094,
15,Tuen Mun,"Pacific House, Affluence Garden",9095,
16,Sham Shui Po,Wah On Mansion,9096,
17,Sham Shui Po,Wah On Mansion,9097,
18,Tuen Mun,"Pacific House, Affluence Garden",9098,
19,Yuen Long,Kam Fai Building,9099,
20,Tsuen Wan,Tsuen Lok Building,9100,
21,Yau Tsim Mong,Lap Tak House,9101,
22,Yuen Long,Kam Fai Building,9102,
23,Yuen Long,Kam Fai Building,9104,
24,Sai Kung,"King Tao House, King Lam Estate",9105,
25,Yau Tsim Mong,160 Temple Street,9108,
26,Yuen Long,"Block 3, Villa By The Park",9110,
27,Wong Tai Sin,"Block 3, Kai Tak Garden",9113,
28,Central & Western,Best Western Plus Hotel Hong Kong,9116,
29,Sham Shui Po,Wah On Mansion,9117,
30,Sham Shui Po,Godfrey Centre,9118,
31,Wong Tai Sin,"Kwai Yuen House, Chuk Yuen South Estate",9119,
32,Kowloon City,"Yan Ching House, Kai Ching Estate",9120,
33,Kowloon City,"Yan Ching House, Kai Ching Estate",9121,
34,Sham Shui Po,"Fu Yuet House, Fu Cheong Estate",9122,
35,Sha Tin,"Mei Sau House, Mei Tin Estate",9123,
36,Kwun Tong,"Sheung Hing House, Upper Ngau Tau Kok Estate",9124,
37,Kowloon City,"Block A, Lux Theatre Building",9125,
38,Kowloon City,"Block A, Lux Theatre Building",9126,
39,Yuen Long,"Block 3, Sun Yuen Long Centre",9127,
40,Central & Western,Szeto Lim Shek Mansion,9128,
41,Sham Shui Po,"Wing Hei House, Po Hei Court",9129,
42,Yuen Long,"Tower 1, The Spectra",9130,
43,Sham Shui Po,"Fu Yuet House, Fu Cheong Estate",9131,
44,Sham Shui Po,"Fu Yuet House, Fu Cheong Estate",9132,
45,Yau Tsim Mong,Dao Hing Building,9134,
46,Kwai Tsing,"Tak Yam House, On Yam Estate",9135,
47,Kowloon City,"Block A, Lux Theatre Building",9136,
48,Sham Shui Po,Wah Po House,9137,
49,Sha Tin,"Block C, Scenery Garden",9138,
50,Yuen Long,"Block 3, Aster Court",9139,
51,North,"Ching Long House, Ching Ho Estate",9140,
52,Sai Kung,"Block 9,Phase 2, Metro City",9141,
53,Wong Tai Sin,"Block 3, Kai Tak Garden",9142,
54,Wong Tai Sin,"Block 3, Kai Tak Garden",9143,
55,Tai Po,"Hong Yan Court, Sun Hing Garden",9144,
56,Yau Tsim Mong,26 Reclamation Street,9145,
57,Yau Tsim Mong,60 Woosung Street,9146,
58,Kowloon City,"Block A, Lux Theatre Building",9147,
59,Wong Tai Sin,"King Kung House, Choi Wan Estate",9148,
60,Sham Shui Po,Nan Yuen Building,9149,
61,Eastern,"Tower 8, Island Resort",9150,
62,Kowloon City,Metropark Hotel Kowloon,9151,
63,Kwai Tsing,"Nga Kwai House, Kwai Chung Estate",9152,
64,Kowloon City,"Block A, Lux Theatre Building",9153,
65,Tai Po,"Block 10, Serenity Park",9154,
66,Tuen Mun,"Civic House, Affluence Garden",9155,
67,Tuen Mun,"Civic House, Affluence Garden",9156,
68,Tuen Mun,"Pacific House, Affluence Garden",9157,
69,Sha Tin,"Tower 5, Festival City II",9161,
70,Eastern,"Hiu Fung House, Fung Wah Estate",9162,
71,Eastern,"Hiu Fung House, Fung Wah Estate",9163,
72,Kwun Tong,"Kay Yan House, On Kay Court",9164,
73,Yau Tsim Mong,1D Nanking Street,9165,
74,Eastern,"Hei Tsui House, Wan Tsui Estate",9166,
75,Kowloon City,"Hibiscus House, Ma Tau Wai Estate",9167,
76,Kowloon City,Harbour Plaza 8 Degrees,9167,
77,Yuen Long,"Block 3, Sun Yuen Long Centre",9168,
78,Wong Tai Sin,"Boon Yuet House, Choi Wan (I) Estate",9169,
79,Southern,66 Shek Pai Wan Road,9170,
80,Yau Tsim Mong,"Block 7, Metro Harbour View",9172,
81,Wong Tai Sin,"Block 3, Kai Tak Garden",9173,
