,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Eastern,"Lok Hing House, Hing Wah (II) Estate",4009,
1,Sha Tin,"Mei Chuen House, Mei Tin Estate",4010,
2,Sha Tin,"Mei Shek House, Shek Mun Estate",4011,
3,Yuen Long,Fung Chi Tsuen,4012,
4,Sha Tin,"Kam Kei House, Kam Tai Court",4013,
5,North,"Block 7, Flora Plaza",4021,
6,Tsuen Wan,The Blue Yard,4022,
7,Tsuen Wan,The Blue Yard,4023,
8,Tsuen Wan,74 Heung Wo Street,4024,
9,Sai Kung,"Choi Fu House, Choi Ming Court",4026,
10,North,"Ching Yun House, Ching Ho Estate",4027,
11,Sham Shui Po,135 Fuk Wa Street,4028,
12,Sham Shui Po,135 Fuk Wa Street,4029,
13,Kowloon City,"Sik Man House, Ho Man Tin Estate",4030,
14,Sha Tin,"Mei Chuen House, Mei Tin Estate",4031,
15,Yau Tsim Mong,Metropark Hotel Mongkok,4032,
16,Yuen Long,Yau Pok Road,4033,
17,Yuen Long,Tai Kei Leng,4034,
18,Yuen Long,Yau Pok Road,4035,
19,Kowloon City,"Block B, Loong King Mansion",4036,
20,Kwai Tsing,"Ting Fung House, Ning Fung Court",4037,
21,Kowloon City,"Hong Ching House, Kai Ching Estate",4038,
22,Sai Kung,"Yan Kuk House, Yan Ming Court",4039,
23,Sai Kung,"Sheung Lai House, Sheung Tak Estate",4040,
24,Sham Shui Po,85A Fuk Wing Street,4041,
25,Eastern,"Ying Tao House, Tung Tao Court",4042,
26,Kwai Tsing,"Wah Yan House, Ching Wah Court",4043,
27,Eastern,"Ying Tao House, Tung Tao Court",4044,
28,Sham Shui Po,"Tsui Tin House, Pak Tin Estate",4045,
29,Kowloon City,"Sik Man House, Ho Man Tin Estate",4046,
30,Yau Tsim Mong,"Phase 2, Tsui Yuen Mansion",4047,
31,Kowloon City,"King Wing Building, Whampoa Estate",4048,
32,Kowloon City,"Kiu Wai Mansion, 6 Shun Yung Street",4049,
33,Yuen Long,Pok Wai Tsuen,4050,
34,Tai Po,"Hang Wo House, Tai Wo Estate",4051,
35,Tsuen Wan,"Block B, Shek To House, Shek Wai Kok Estate",4052,
36,Islands,Shui Hau Village,4053,
37,Wong Tai Sin,"Pak Hung House, Choi Wan (I) Estate",4054,
38,Kwun Tong,"Block 3, Yue Man Centre",4055,
39,Yuen Long,"Block 1, Ho Shun King Building",4056,
40,Yuen Long,Yau Pok Road,4056,
41,Yuen Long,Tai Kong Po,4057,
42,Yuen Long,Yau Pok Road,4058,
43,Yuen Long,"Tsz Yan House, Tin Tsz Estate",4059,
44,Yuen Long,"Heng Kin House, Tin Heng Estate",4060,
45,Kwun Tong,"Sheung Shing House, Upper Ngau Tau Kok Estate",4062,
46,Yuen Long,"Chak Fai House, Tin Chak Estate",4063,
47,North,"Tin Cheung House, Tin Ping Estate",4064,
48,Kwun Tong,"Kai Shing House, Kai Yip Estate",4065,
49,Kwai Tsing,"Ching Mui House, Cheung Ching Estate",4066,
50,Kowloon City,"Hung Fai House, Hung Hom Estate",4068,
51,Kowloon City,"Block G, Wei King Building",4069,
52,Sha Tin,"Wing Shui House, Lek Yuen Estate",4070,
53,Wong Tai Sin,"Tower 8, The Latitude",4071,
54,Kwun Tong,"Kai Shing House, Kai Yip Estate",4072,
55,Yau Tsim Mong,iclub Mong Kok Hotel,4073,
56,Sai Kung,"Tower 1B, Wings At Sea, LOHAS Park",4074,
57,Yuen Long,On Wing Building,4075,
58,Kwun Tong,"Block 6, Shun Lee Disciplined Services Quarters",4076,
59,Islands,"Mun Wo House, Mun Tung Estate",4077,
60,Islands,"Mun Wo House, Mun Tung Estate",4078,
61,Tsuen Wan,L'hotel Nina et Convention Centre,4079,
62,Kowloon City,In House,4080,
63,Wong Tai Sin,"Wang Mei House, Tin Wang Court",4081,
64,Tuen Mun,"Siu Keung House, Siu Kwai Court",4082,
65,Central & Western,Kin On Commercial Building,4083,
66,Wong Tai Sin,"Lung Lok House, Lower Wong Tai Sin (II) Estate",4084,
67,Kwun Tong,"Kai Shing House, Kai Yip Estate",4085,
68,Kowloon City,"Chung Man House, Oi Man Estate",4086,
69,Eastern,"Block 2, Cheerful Garden",4087,
70,Eastern,"Block 1, Fullview Garden",4088,
71,Wong Tai Sin,"Pak Yuen House, Chuk Yuen North Estate",4089,
72,Islands,"Him Yat House, Yat Tung (II) Estate",4090,
73,Wong Tai Sin,"Kam Hon House, Choi Hung Estate",4091,
74,Yau Tsim Mong,Lauren Court,4092,
75,Wong Tai Sin,"Lung Tai House, Lower Wong Tai Sin (II) Estate",4093,
76,Wong Tai Sin,"Lung Tai House, Lower Wong Tai Sin (II) Estate",4094,
77,Wong Tai Sin,"Lung Tai House, Lower Wong Tai Sin (II) Estate",4095,
78,Kowloon City,"Tak Cheung House, Tak Long Estate",4097,
79,Yuen Long,"Luen Fat House, Kin Yip Street",4098,
80,Yau Tsim Mong,Tai Kok Tsui Building,4100,
81,Sham Shui Po,"Begonia House, So Uk Estate",4101,
82,Sha Tin,"Block 3, Wai Wah Centre",4102,
83,Tsuen Wan,The Blue Yard,4103,
84,Tai Po,"Hang Wo House, Tai Wo Estate",4104,
85,Yuen Long,Tung Chan Wai,4105,
86,North,"Lai Ming House, Wah Ming Estate",4106,
87,Sham Shui Po,135 Fuk Wa Street,4107,
88,Kowloon City,"Block 1, Willow Mansions, Phase 3, Whampoa Garden",4108,
89,Kowloon City,"Block 1, Willow Mansions, Phase 3, Whampoa Garden",4109,
90,Kowloon City,"Block 1, Willow Mansions, Phase 3, Whampoa Garden",4110,
91,Kwai Tsing,"Ching Mui House, Cheung Ching Estate",4111,
92,Yuen Long,"Yat Long House, Tin Yat Estate",4112,
93,Yuen Long,Yau Pok Road,4113,
94,Sham Shui Po,"Block A, Hung Yu Mansion",4115,
95,Central & Western,Kin On Commercial Building,4116,
96,Yau Tsim Mong,Po Hing Building,4117,
97,Central & Western,Kin On Commercial Building,4118,
98,Islands,"Kam Ho Court, Treasure Bay",4119,
99,Sham Shui Po,"Mei Ying House, Shek Kip Mei Estate",4121,
100,Sham Shui Po,"Block A, Hung Yu Mansion",4122,
101,Sai Kung,"Block C, Sai Kung Town Centre",4123,
102,Sha Tin,"Chung Wo House, Chung On Estate",4124,
103,Wong Tai Sin,"Kam Hon House, Choi Hung Estate",4126,
104,Wong Tai Sin,"Kam Hon House, Choi Hung Estate",4127,
105,Central & Western,Kin On Commercial Building,4128,
106,Wong Tai Sin,"Kam Hon House, Choi Hung Estate",4129,
107,Sai Kung,"Tsui Ming House, Chung Ming Court",4130,
108,Wong Tai Sin,"Kam Hon House, Choi Hung Estate",4131,
109,Tai Po,"Hang Wo House, Tai Wo Estate",4132,
110,Yuen Long,"Block 6, Parkside Villa",4134,
111,Yuen Long,"Tower 3, The Parcville",4135,
112,Tuen Mun,"Oi Tai House, Fu Tai Estate",4136,
113,Eastern,"Sui Tai House, Siu Sai Wan Estate",4137,
114,Kwai Tsing,"Wang Sum House, Cheung Wang Estate",4138,
115,Tuen Mun,"Block 9, Sun Tuen Mun Centre",4140,
116,Yau Tsim Mong,Hing Wah Building,4141,
117,Sham Shui Po,"Cheung Tai House, Cheung Sha Wan Estate",4142,
118,North,"Block 2, Tsui Lai Garden",4143,
119,Kwun Tong,"Choi Yan House, Choi Tak Estate",4144,
120,Yuen Long,"Yan Fuk House, Tin Yan Estate",4145,
121,Tuen Mun,"Block 8, Po Tin Estate",4147,
122,Kwun Tong,"Low Block, Tsui Nam House, Tsui Ping (North) Estate",4148,
123,Central & Western,Tung Hing Mansion,4149,
124,Sham Shui Po,"Block A, Hung Yu Mansion",4150,
125,Sham Shui Po,"Block A, Hung Yu Mansion",4151,
126,Kwai Tsing,"Hong Tai House, Cheung Hong Estate",4152,
127,Wong Tai Sin,"Kam Pik House, Choi Hung Estate",4154,
128,Wong Tai Sin,"Lok Cheung House, Tsz Lok Estate",4155,
129,Tuen Mun,"Wu Boon House, Wu King Estate",4156,
130,Yau Tsim Mong,Lai Shing Building,4157,
131,Kwun Tong,"Ping Shun House, Ping Tin Estate",4158,
132,Yau Tsim Mong,Chung Kin Building,4159,
133,Kwai Tsing,"Nga Kwai House, Kwai Chung Estate",4160,
134,Yau Tsim Mong,"Tower 1B, MacPherson Place",4161,
135,Sham Shui Po,"Lai Sum House, Lai Tsui Court",4162,
136,Kwun Tong,"Ping Chun House, Ping Tin Estate",4163,
137,Kowloon City,"Block 1, Palm Mansions, Phase 4, Whampoa Garden",4164,
138,Kowloon City,"Hung Fai House, Hung Hom Estate",4165,
139,Yau Tsim Mong,"Phase 1, Tsui Yuen Mansion",4166,
140,Tuen Mun,"Block 8, Po Tin Estate",4168,
141,North,"Choi Ngan House, Choi Po Court",4169,
142,Yau Tsim Mong,Yau Shing Mansion,4170,
143,Yuen Long,"Chung Kam House, Tin Chun Court",4171,
144,Yuen Long,Wong Uk Tsuen,4172,
