,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwun Tong,"Wing Mei House, Yau Chui Court",5135,
1,Kwai Tsing,The Home Of Treasure,5179,
2,Kwai Tsing,The Home Of Treasure,5180,
3,Yau Tsim Mong,Ramada Hong Kong Grand,5182,
4,Eastern,M1 Hotel North Point,5183,
5,Kowloon City,Harbour Grand Kowloon,5184,
6,Kwai Tsing,The Home Of Treasure,5185,
7,Sham Shui Po,"Larkspur House, So Uk Estate",5186,
8,Kwai Tsing,The Home Of Treasure,5187,
9,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5189,
10,Sai Kung,"Tower 8R, Flora, Phase 2B, Le Prime, Lohas Park",5190,
11,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5191,
12,North,"Tin Hee House, Tin Ping Estate",5193,
13,Tsuen Wan,Panda Hotel,5193,
14,Sai Kung,"Tower 8, The Wings",5195,
15,Kowloon City,Harbour Grand Kowloon,5197,
16,Tsuen Wan,Silka Far East Hong Kong,5198,
17,Kwun Tong,"Block A, Belleve Garden",5199,
18,Sai Kung,"Tower 8, The Wings",5200,
19,Tsuen Wan,Unio House,5201,
20,Wan Chai,Dorsett Wanchai,5202,
21,Islands,"Tower 2, Phase 1, Coastal Skyline",5205,
22,Sai Kung,"Tower 8, The Wings",5206,
23,Sai Kung,Flamingo Garden,5207,
24,Wan Chai,Best Western Hotel Causeway Bay,5208,
25,Yau Tsim Mong,Ramada Hong Kong Grand,5209,
26,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5213,
27,Yau Tsim Mong,Ramada Hong Kong Grand,5214,
28,Wan Chai,Eco Tree Hotel Causeway Bay,5215,
29,Sai Kung,"King Yu House, King Lam Estate",5216,
30,Southern,"Block 6, Pokfulam Gardens",5217,
31,Yau Tsim Mong,The Luxe Manor,5218,
32,Islands,Regal Airport Hotel Hong Kong,5231,
33,Yau Tsim Mong,The Luxe Manor,5234,
34,Yau Tsim Mong,The Luxe Manor,5235,
35,Kowloon City,"Block E, Harbourfront Horizon All-Suite Hotel",5236,
