,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Islands,Novotel Citygate Hong Kong,5468,
1,Islands,Headland Hotel,5469,
2,Yuen Long,"Tower 12, The Parcville",5470,
3,Eastern,Ramada Hong Kong Grand View,5471,
4,Kwai Tsing,"Block 6, Kwai Shing West Estate",5472,
5,Kwai Tsing,"Block 6, Kwai Shing West Estate",5474,
6,Yau Tsim Mong,Silka Seaview Hotel Hong Kong,5475,
7,Sha Tin,Courtyard By Marriott Hong Kong Sha Tin,5476,
8,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5477,
9,Yau Tsim Mong,"Dorsett Mongkok, Hong Kong",5478,
10,Sha Tin,"Yue Chak House, Yue Tin Court",5479,
11,Islands,Hong Kong Skycity Marriott Hotel,5482,
12,Islands,Hong Kong Skycity Marriott Hotel,5483,
13,Yau Tsim Mong,"Block 2, The Long Beach",5484,
14,Kwun Tong,"Dorsett Kwun Tong, Hong Kong",5486,
15,Wan Chai,"Victoria Heights, 43A Stubbs Road",5487,
16,Islands,"Tower 3, The Visionary",5488,
17,Sha Tin,"Yue Chak House, Yue Tin Court",5492,
18,Islands,Hong Kong Skycity Marriott Hotel,5496,
19,Tuen Mun,"King On House, Shan King Estate",5497,
20,Tuen Mun,"King On House, Shan King Estate",5498,
21,Kowloon City,"Sik Man House, Ho Man Tin Estate",5499,
22,Wan Chai,168 Tung Lo Wan Road,5500,
23,Sha Tin,"Block F, Garden Rivera",5501,
24,Sai Kung,Clear Water Bay Apartments,5502,
25,Southern,Red Hill Park,5503,
26,Sai Kung,"Po Lam Estate, Po Tai House",5504,
27,Sha Tin,"Block F, Garden Rivera",5505,
28,Islands,"Ying Yat House, Yat Tung Estate",5506,
29,Kwun Tong,"Block 17, Laguna City",5507,
30,Sai Kung,Crowne Plaza Hong Kong Kowloon East Hotel,5509,
31,Eastern,"Tower 2, Pacific Palisades",5510,
32,Kowloon City,Billion Court,5511,
33,Yau Tsim Mong,Lee Man Building,5512,
34,Central & Western,Tai Fat Building,5513,
35,Wan Chai,Malibu Garden,5514,
36,Sai Kung,Alto Residences,5515,
37,Wan Chai,Chee On Building,5516,
38,Sai Kung,"Block 2, Hillview Court",5517,
39,Tsuen Wan,Hoi Pa San Tsuen,5518,
40,Central & Western,Flourish Court,5520,
41,Wong Tai Sin,"Fu Tung House, Tung Tau Estate",5521,
42,Yau Tsim Mong,"Tai Chuen Building, Cosmopolitan Estates",5523,
43,Yau Tsim Mong,Yan Hong Building,5524,
44,Sha Tin,"Block 5, Royal Ascot",5525,
45,Sha Tin,"Yiu Ping House, Yiu On Estate",5526,
46,Sha Tin,"Block 5, Royal Ascot",5529,
47,Wan Chai,"Block E, Beverly Hill",5530,
48,Yau Tsim Mong,"Tower 1, The Harbourside",5531,
49,Yuen Long,"Wah Choi House, Tin Wah Estate",5532,
50,Yau Tsim Mong,Lee Man Building,5533,
51,Yau Tsim Mong,Paradise Square,5534,
52,Kowloon City,"Tower 3, K. City",5535,
53,Yau Tsim Mong,70 Fa Yuen Street,5536,
54,Kwun Tong,"Shun Tai House, Shun Chi Court",5537,
55,Yau Tsim Mong,Far East Mansion,5538,
56,Sham Shui Po,17A-17D Shek Kip Mei Street,5539,
57,Kowloon City,Metropark Hotel Kowloon,5540,
58,Eastern,"Tower 6, Grand Promenade",5541,
59,Tsuen Wan,"Block 5, City Point",5542,
60,Central & Western,Visalia Garden,5543,
61,Wan Chai,Yick Wah Building,5544,
62,Wan Chai,Malahon Apartments,5545,
63,Yau Tsim Mong,"831 Canton Road, Kam Wah Building",5546,
64,Kowloon City,Kowloon Tong Mansion,5547,
65,Wan Chai,Hong Kong Mansion,5548,
66,Yau Tsim Mong,7 Cedar Street,5549,
67,Islands,"Block 2, Coastal Skyline",5550,
68,Sai Kung,"Tower 1, The Grandiose",5551,
69,Sai Kung,"Tower 3, Le Prestige, LOHAS Park",5552,
70,Wan Chai,"6 Dragon Terrace, Dragon Court",5553,
71,Southern,"Block 21, Baguio Villa",5554,
72,Wan Chai,451 Lockhart Road,5555,
73,Kwun Tong,"Block 34, Laguna City",5556,
74,Central & Western,"Block 2, Garden Terrace",5557,
75,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",5558,
76,Yau Tsim Mong,Silka Seaview Hotel Hong Kong,5559,
77,Wan Chai,Chee On Building,5560,
78,Sha Tin,"Block A, Greenwood Garden",5561,
79,Sham Shui Po,"Tower 6, Manhattan Hill",5564,
80,Islands,Novotel Citygate Hong Kong,5565,
81,Islands,Airport Regal Hotel,5566,
82,Yuen Long,"Hay Ping House, Long Ping Estate",5567,
83,Yuen Long,Tsat Sing Kong Tsuen,5568,
84,Central & Western,"Block 2, Garden Terrace",5569,
85,Sha Tin,"Tower 4, Park Belvedere",5570,
86,Sha Tin,"Laurel Court, World-wide Gardens",5571,
87,Kwai Tsing,"Wah Shun Court, Wah Yuen Chuen",5572,
88,Sha Tin,"Block A, Greenwood Garden",5573,
89,Sha Tin,"Tower 1, Lake Silver",5574,
90,Sai Kung,"Villa Rhapsody, Symphony Bay",5575,
91,Tai Po,"Block 7, Richwood Park",5576,
92,Sham Shui Po,17A-17D Shek Kip Mei Street,5577,
93,Kwai Tsing,"Block 2, Grand Horizon",5578,
94,Kwun Tong,"Tin Yiu House, Shun Tin Estate",5579,
95,Islands,Regal Airport Hotel Hong Kong,5580,
96,Kwai Tsing,"Tower 8, Tierra Verde",5581,
97,Central & Western,Beau Cloud Mansion,5582,
98,Sha Tin,"Tower 7, The Palazzo",5583,
99,Islands,Regal Airport Hotel Hong Kong,5584,
100,Wan Chai,11 Broom Road,5585,
101,Southern,"Phase 1, Residence Bel-Air",5586,
102,Wan Chai,The Altitude,5587,
103,Yau Tsim Mong,Lee Man Building,5588,
104,Yau Tsim Mong,142-144 Tai Nam Street,5589,
105,Tsuen Wan,"Block 2, Rhine Garden",5590,
106,Yau Tsim Mong,Hing Lung Building,5591,
107,Yuen Long,Ko Po San Tsuen,5592,
108,Yuen Long,"Goodview Court, Yuen Long",5593,
109,Eastern,"Block 3, City Garden",5594,
110,Central & Western,The Morgan,5595,
111,Wan Chai,"Block C, Paterson Building",5596,
112,Central & Western,Sea View Mansion,5597,
113,Central & Western,Birchwood Place,5598,
114,Yuen Long,"M9, Yoho Midtown",5599,
115,Yuen Long,Tsat Sing Kong Tsuen,5600,
116,Yuen Long,"Hung Long House, Hung Fuk Estate",5601,
117,Sham Shui Po,"Tower 6, The Pacifica",5602,
118,Wong Tai Sin,Aspen Crest,5603,
119,Wong Tai Sin,Aspen Crest,5604,
120,Yau Tsim Mong,Lee Fat Building,5605,
121,Yau Tsim Mong,97 Hak Po Street,5606,
122,Eastern,Grand Garden,5607,
123,Yau Tsim Mong,Sun Hing Building,5608,
124,Yau Tsim Mong,40 Tung Choi Street,5609,
125,Sai Kung,Nam Shan Village,5610,
126,Sai Kung,Pak Kong Village,5611,
127,Kowloon City,"Block 2, Phase 10, Whampoa Garden",5612,
128,North,"Chow Wu House, Yuk Po Court",5613,
129,Central & Western,"Paris Court, Realty Gardens",5614,
130,Sham Shui Po,"Man Lok House, Tai Hang Sai Estate",5615,
131,Yau Tsim Mong,"Cam Key Mansion, 495 Shanghai Street",5616,
132,Wan Chai,The Altitude,5617,
133,Wan Chai,"Block C, Fontana Gardens",5618,
134,Wan Chai,"Lai Kit Lau, Lai Tak Tsuen",5619,
135,Tai Po,Tai Hang Tsz Tong Tsuen,5620,
136,Yau Tsim Mong,"Block 2, The Long Beach",5621,
137,Sai Kung,"Tower 5, Capri 33 Tong Yin Street",5622,
138,Sai Kung,"Po Tai House, Po Lam Estate",5624,
139,Southern,"Block 1, Ocean Court",5625,
140,Kwun Tong,"Wing Mei House, Yau Chui Court",5626,
141,Central & Western,Sik On House,5627,
142,Sai Kung,"Block1, Beverly Garden",5628,
143,Central & Western,Flourish Court,5629,
144,Yuen Long,"Chung Hoi House, Tin Chung Court",5630,
145,Yau Tsim Mong,Far East Consortium Mongkok Building,5631,
146,Wan Chai,"Block C-D, Woodland Heights",5632,
147,Kwun Tong,"Block P, Telford Gardens",5633,
148,Wan Chai,Celeste Court,5634,
149,Wan Chai,"Lai Kit Lau, Lai Tak Tsuen",5636,
150,Wong Tai Sin,"Tower 1, Lions Rise",5637,
151,Kowloon City,Sunderland Estate,5638,
152,Islands,Tong Fuk Tsuen Village,5639,
153,Wan Chai,"Block A, Evergreen Villa",5640,
154,Southern,"Block 2, South Wave Court",5641,
155,Sha Tin,"Fook Hoi House, Lek Yuen Estate",5642,
156,Sha Tin,"Block 6, Julimount Garden",5643,
157,Sha Tin,"Yiu Ping House, Yiu On Estate",5644,
158,Sha Tin,"Kam Wai House, Kam Fung Court",5645,
159,Sha Tin,"Fook Lam House, Kwong Lam Court",5646,
