,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sha Tin,"Foo Wo House, Wo Che Estate",10757,
1,Wong Tai Sin,Kellie Mansion,10758,
2,Yau Tsim Mong,286 Shanghai Street,10759,
3,Kowloon City,iclub Ma Tau Wai Hotel,10760,
4,Wan Chai,Hotel Indigo Hong Kong Island,10761,
5,Yuen Long,Far East Consortium Yuen Long Building,10762,
6,Tai Po,Sam Mun Tsai New Village,10763,
7,Yau Tsim Mong,"Fu Tin Building, Stage 1, Fu Tor Loy Sun Chuen",10764,
8,Tsuen Wan,Lung Wah Building,10765,
9,Tai Po,"Oi Wo House, Tai Wo Estate",10766,
10,Tai Po,"Lai Wo House, Tai Wo Estate",10767,
11,Yau Tsim Mong,"Block C, Tsim Sha Tsui Mansion",10768,
12,Islands,Hong Kong SkyCity Marriott Hotel,10769,
13,Sai Kung,"Tower 1, Phase 1, Metro City",10770,
14,Sha Tin,"Block 1, Saddle Ridge Garden",10771,
15,Kowloon City,267 To Kwa Wan Road,10772,
16,Central & Western,Grand City Hotel,10773,
17,Kowloon City,"Ka Lim Lau, Ka Wai Chuen",10774,
18,Wong Tai Sin,Kellie Mansion,10775,
19,Yau Tsim Mong,Mirador Mansion,10776,
20,Tai Po,"Kwong Chi House, Kwong Fuk Estate",10777,
21,Yau Tsim Mong,Mirador Mansion,10778,
22,Yau Tsim Mong,Mirador Mansion,10779,
23,Kwai Tsing,"Block A, Po Sing Centre",10780,
24,Yuen Long,"Chung Ki House, Tin Chung Court",10781,
25,Tsuen Wan,Lung Wah Building,10787,
26,Eastern,"Block 26, Heng Fa Chuen",10788,
27,Kowloon City,"Ka Lim Lau, Ka Wai Chuen",10789,
28,Wan Chai,"Dorsett Wanchai, Hong Kong",10790,
29,Wong Tai Sin,Fung Chuen Court,10791,
30,Kwai Tsing,"Dorsett Tsuen Wan, Hong Kong",10792,
31,Yuen Long,Tai Sang Wai,10793,
32,Kwai Tsing,"Shek Yi House, Shek Lei (II) Estate",10794,
33,Kwun Tong,"Block A, Cheerful Court",10795,
34,Sha Tin,"Ming Yan Lau, Jat Min Chuen",10798,
35,Kwun Tong,"Block 1, Sceneway Garden",10799,
36,Sham Shui Po,Fuk Wa Mansion,10800,
37,Yau Tsim Mong,Golden Crown Court,10801,
38,Kowloon City,"Tower 2, Stars By The Harbour",10802,
39,Yuen Long,Hong Shing Building,10803,
40,Kwun Tong,"Ko Fung House, Ko Cheung Court",10805,
41,Wong Tai Sin,On Lee Building,10807,
42,Tuen Mun,"Sau Tai House, Fu Tai Estate",10808,
43,Yau Tsim Mong,Highview,10809,
44,Yuen Long,Tai Sang Wai,10811,
45,Kowloon City,iclub Ma Tau Wai Hotel,10812,
46,Yau Tsim Mong,"Block C, Tsim Sha Tsui Mansion",10813,
47,Wong Tai Sin,Fung Chuen Court,10814,
48,Tai Po,88 Square,10816,
49,Sham Shui Po,Shung Tak Building,10817,
50,Sha Tin,"Block 1, Greenhill Villa",10818,
51,Yuen Long,Tai Sang Wai,10819,
52,Kwun Tong,"Sau Ching House, Sau Mau Ping Estate",10820,
53,Yuen Long,Yat Sun Building,10821,
54,Kowloon City,Ma Tau Kok Detention Centre,10822,
55,Kwai Tsing,Chung Mei Lo Uk Village,10823,
56,Tuen Mun,"Sau Tai House, Fu Tai Estate",10824,
57,Sha Tin,"Block1,Greenhill Villa",10825,
58,Yau Tsim Mong,Highview,10826,
59,Tai Po,"Sun Wo House, Tai Wo Estate",10827,
60,Kwun Tong,"On Kin House, On Tin Estate",10828,
61,Eastern,Luen Wo Apartments,10829,
62,Central & Western,Rex Building,10830,
63,Kwun Tong,Yee On Centre,10831,
64,Kowloon City,"Block 5, Kent Court",10832,
65,Central & Western,Best Western Plus Hotel Hong Kong,10833,
66,Kowloon City,Sung Oi Building,10834,
67,Sha Tin,"Block 6, Jubilee Garden",10835,
68,Islands,San Wai Tsuen,10836,
69,Kwun Tong,Yee On Centre,10837,
70,Kwun Tong,"On Kin House, On Tin Estate",10838,
71,Yau Tsim Mong,Lai Kee Mansion,10840,
72,Sha Tin,"S H Ho Wellness College, The HSUHK Jockey Club Residential Colleges",10840,
73,North,"Rome Court, Sheung Shui Town Centre",10840,
74,Kwun Tong,"On Kin House, On Tin Estate",10841,
75,Kwai Tsing,"Tower 1, The Apex",10845,
76,North,"Rome Court, Sheung Shui Town Centre",10846,
77,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",10847,
78,Kowloon City,Metropark Hotel Kowloon,10848,
79,Sha Tin,"Block 6, Jubilee Garden",10849,
80,Kowloon City,"Block 5, Kent Court",10850,
81,Kowloon City,"Block 5, Kent Court",10851,
