,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Ho On Mansion,Yau Tsim Mong,2507,
1,Sincere House,Yau Tsim Mong,2508,
2,"Sau Shan House, Cheung Shan Estate",Tsuen Wan,2509,
3,"Tower 3, Grand View Garden",Wong Tai Sin,2510,
4,"Kai Shing House, Kai Yip Estate",Kwun Tong,2511,
5,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,2512,
6,"Block 7, Tsui Chuk Garden",Wong Tai Sin,2513,
7,"Shing Yat House, Kwai Shing East Estate",Kwai Tsing,2514,
8,Po Ming Building,Wan Chai,2522,
9,"Ying Shun House, Choi Ying Estate",Kwun Tong,2523,
10,Hotel COZi Harbour View,Kwun Tong,2524,
11,"On Wah House, Lok Wa South Estate",Kwun Tong,2525,
12,"Sau Lai House, Yau Lai Estate",Kwun Tong,2526,
13,"Block 6, Palm Mansions, Phase 4, Whampoa Garden",Kowloon City,2527,
14,"Mei Mun House, Mei Tin Estate",Sha Tin,2528,
15,"Tower 3, Granville Garden",Sha Tin,2529,
16,"Oi Ning House, Tsz Oi Estate",Wong Tai Sin,2530,
17,"Central Terrace, Sai Wan Estate",Central & Western,2531,
18,"Central Terrace, Sai Wan Estate",Central & Western,2532,
19,"Shek Lin House, Shek Wai Kok Estate",Tsuen Wan,2533,
20,"Wang Yu House, Ching Wang Court",Kwai Tsing,2534,
21,L'hotel Nina et Convention Centre,Tsuen Wan,2534,
22,Holiday Inn Express Hong Kong Kowloon East,Sai Kung,2535,
23,"Kwong Cheong House, Kwong Ming Court",Sai Kung,2537,
24,The Salisbury YMCA of Hong Kong,Yau Tsim Mong,2538,
25,"Hang Tau Tsuen, Ping Shan",Yuen Long,2539,
26,"Tower 2, Bayshore Towers",Sha Tin,2540,
27,Nai Wai,Tuen Mun,2541,
28,Pok Wai Village,Yuen Long,2542,
29,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2543,
30,"Tak Yee House, Tak Tin Estate",Kwun Tong,2544,
31,"Block A, Hongway Garden",Central & Western,2546,
32,"Choi Yip House, Choi Fai Estate",Wong Tai Sin,2547,
33,"Cheung King House, Cheung Wah Estate",North,2548,
34,Sheung Shui Wai,North,2549,
35,"Kam Ching House, Kam Tai Court",Sha Tin,2550,
36,"Fu Wong House, Fu Cheong Estate",Sham Shui Po,2551,
37,"Yiu Chak House, Tin Yiu Estate",Yuen Long,2552,
38,Hundred City Centre,Wan Chai,2559,
39,190 Tai Nan Street,Sham Shui Po,2560,
40,"University Hall, The University of Hong Kong",Southern,2561,
41,"Tin Tun House, Tin King Estate",Tuen Mun,2562,
42,Po Ming Building,Wan Chai,2567,
43,"Tower 1, Aria Kowloon Peak",Wong Tai Sin,2569,
44,"Oi Fu House, Tsz Oi Court",Wong Tai Sin,2570,
45,"Kar Ming House, Chung Ming Court",Sai Kung,2571,
46,"Tower 2, Tseung Kwan O Plaza",Sai Kung,2572,
47,"Tsui Chung House, Tsui Ping South Estate",Kwun Tong,2573,
48,On Tai Building,Kwun Tong,2574,
49,Ta Lung House,Kowloon City,2575,
50,"Choi Wah House, Choi Yuen Estate",North,2576,
51,"Hibiscus House, Ma Tau Wai Estate",Kowloon City,2577,
52,"Ying Lok House, Choi Ying Estate",Kwun Tong,2578,
53,"Tower 3, Phase 3, Festival City",Sha Tin,2579,
54,Ka Shun Court,Sha Tin,2580,
55,"Wing Shui House, Lek Yuen Estate",Sha Tin,2581,
56,"Tower 2, Wing Fok Centre",North,2582,
57,"Mei Mun House, Mei Tin Estate",Sha Tin,2583,
58,"Wah Tai House, Wah Fu Estate",Southern,2584,
59,"On Kong House, Cheung On Estate",Kwai Tsing,2585,
60,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2586,
61,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2587,
62,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2588,
63,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2589,
64,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2590,
65,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2591,
66,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai",Tuen Mun,2592,
67,"Chui King House, Choi Hung Estate",Wong Tai Sin,2593,
68,Kentlum Mansion,Kwun Tong,2594,
69,"Wan Poon House, Chai Wan Estate",Eastern,2595,
70,"Cheong Him House, Nam Cheong Estate",Sham Shui Po,2596,
71,"Tower 5, Prime View Garden",Tuen Mun,2597,
72,"Tower 5, Prime View Garden",Tuen Mun,2598,
73,"7B, Phase 1B, Park Yoho Venezia Park Vista",Yuen Long,2599,
74,"Block 4, Yuet Wu Villa",Tuen Mun,2600,
75,"Lok King House, Lai King Estate",Kwai Tsing,2602,
76,Yip Win Factory Building,Kwun Tong,2603,
77,"Wah Hing Building, Un Chau Street",Sham Shui Po,2604,
78,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,2606,
79,"Fu Wong House, Fu Cheong Estate",Sham Shui Po,2607,
80,"Po Pak House, Po Ming Court",Sai Kung,2608,
81,"Cypress Court, World-Wide Gardens",Sha Tin,2609,
82,"Ho Mei House, Yau Mei Court",Kwun Tong,2610,
83,"Hang Lai House, Cheung Hang Estate",Kwai Tsing,2611,
84,Viva Court,Kowloon City,2613,
85,41 Ngan Fung Street,Wong Tai Sin,2615,
86,"Stage 6, Mei Foo Sun Chuen",Sham Shui Po,2616,
87,"Block 19, Tai Po Centre",Tai Po,2617,
88,"Tower 7, Le Point",Sai Kung,2618,
89,"Man Kin House, Tsz Man Estate",Wong Tai Sin,2619,
90,"16 Fuk Hang Tsuen, Lam Tei",Tuen Mun,2620,
91,Chung Yuen Building,Yau Tsim Mong,2622,
92,Hiu Kwong Court,Kwun Tong,2623,
93,Rhine Garden,Tsuen Wan,2624,
94,"Choi Wing House, Choi Ming Court",Sai Kung,2627,
95,"Cheung King House, Cheung Wah Estate",North,2632,
96,"Choi Wah House, Choi Yuen Estate",North,2633,
97,"Tower 3, Granville Garden",Sha Tin,2634,
98,"Tower 1, Nan Fung Plaza",Sai Kung,2635,
99,"On Yan House, Tsz On Court",Wong Tai Sin,2636,
100,Lai Chi Court,Sham Shui Po,2637,
101,"Hang Chi House, Cheung Hang Estate",Kwai Tsing,2640,
102,"Kar Man House, Oi Man Estate",Kowloon City,2641,
103,Pollock Building,Yau Tsim Mong,2642,
104,"Lok Wong House, Tsz Lok Estate",Wong Tai Sin,2643,
105,Lei Ka Court,Wan Chai,2644,
106,"Wing Tong House, Yau Tong Estate",Kwun Tong,2647,
107,"Ching Chung House, Cheung Ching Estate",Kwai Tsing,2648,
108,Shun Shing Building,Tuen Mun,2649,
109,"Block 5, Rhythm Garden",Wong Tai Sin,2650,
110,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,2651,
111,"Fu Hei House, Po Hei Court",Sham Shui Po,2652,
112,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,2653,
113,Indihome,Tsuen Wan,2654,
114,"Wing Tong House, Yau Tong Estate",Kwun Tong,2656,
115,Sun Sing Building,Eastern,2657,
116,Hoi Ching Mansion,Eastern,2658,
117,Ho King Building,Yuen Long,2659,
118,"Tower 1, Aria",Wong Tai Sin,2661,
119,"Block 6, Fu Ning Garden",Sai Kung,2662,
120,"Wah Chui House, Wah Fu (2) Estate",Southern,2663,
121,Luen Lee Building,Wan Chai,2664,
122,"Sheung Mun House, Upper Ngau Tau Kok Estate",Kwun Tong,2666,
123,Shui Lau Tin Tsuen,Yuen Long,2667,
124,190 Tai Nan Street,Sham Shui Po,2668,
125,"Tower 6, Phase 2b Le Prime, LOHAS Park",Sai Kung,2669,
126,"Tower 2, Tseung Kwan O Plaza",Sai Kung,2670,
127,"Block 22, Nice Villa",North,2671,
128,Fanling Wai,North,2672,
129,Tsui Fung House,Wong Tai Sin,2673,
130,"Tower 1, Aria",Wong Tai Sin,2675,
131,"Yiu Hing House, Yiu Tung Estate",Eastern,2677,
132,"Yiu Fai House, Yiu Tung Estate",Eastern,2678,
133,"Lai Ching House, Lai On Estate",Sham Shui Po,2679,
134,"Hay Cheuk Lau, Kwun Tong Garden Estate",Kwun Tong,2680,
135,"Sheung Mun House, Upper Ngau Tau Kok Estate",Kwun Tong,2681,
136,Ming Yuet Building,Eastern,2682,
137,"Hing Wan House, Sui Wo Court",Sha Tin,2683,
138,"King Mei House, Shan King Estate",Tuen Mun,2684,
139,"On Kwai House, Kwai Fuk Court",Kwai Tsing,2686,
140,"Pik Luk House, Shek Pai Wan Estate",Southern,2687,
141,77 Tai Po Road,Sham Shui Po,2688,
142,"Ching Yuet House, Tin Ching Estate",Yuen Long,2688,
143,On Foo Building,Tsuen Wan,2689,
144,"Block 8, Kwai Shing West Estate",Kwai Tsing,2690,
145,"Choi Yan House, Choi Tak Estate",Kwun Tong,2691,
146,19 San Kin Street,North,2692,
147,"Sun Fong House, Sun Chui Estate",Sha Tin,2693,
