,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sai Kung,"Ming Kok House, Ming Tak Estate",6704,
1,Tuen Mun,"Tip Yee House, Butterfly Estate",6705,
2,Wong Tai Sin,"Kai Fai House, Choi Wan (2) Estate",6706,
3,Islands,Hong Kong Skycity Marriott Hotel,6708,
4,Eastern,"Block 4, Cheerful Garden",6711,
5,Eastern,"Wai Tsui House, Wan Tsui Estate",6715,
6,Wan Chai,Kin Ga Building,6717,
7,Yau Tsim Mong,"Tower 2, Harbour Green",6718,
8,Central & Western,"Block C, Fulham Gardan",6719,
9,Eastern,King Tsui Court,6720,
10,Wong Tai Sin,Hong King Building,6721,
11,Yuen Long,"Block 8, Central Park Tower II, Central Park Towers",6722,
12,Sham Shui Po,"Block 7, Stage 2, Mei Foo Sun Chuen",6723,
13,Yau Tsim Mong,Tung Wah Group of Hospitals Ho Yuk Chung Willow Lodge,6724,
14,Kowloon City,"Block 4, Willow Mansions, Site 3, Whampoa Garden",6725,
15,Sham Shui Po,"Hoi Wo House, Hoi Lai Estate",6726,
16,Kowloon City,"Hove Court, Perth Garden",6727,
17,Sha Tin,"Block 3, Grandway Garden",6728,
18,Sha Tin,"Kam Wai House, Kam Fung Court",6729,
19,Kowloon City,"155, Kau Pui Long Road",6730,
20,Yau Tsim Mong,Wah Sang House,6731,
21,Wong Tai Sin,"Kam Pik House, Choi Hung Estate",6732,
22,Kwun Tong,"Chun Mau House , Ko Chun Court",6734,
23,Kwun Tong,"Lam Wai House, Lam Tin Estate",6735,
24,Kwun Tong,"Block 15, Laguna City",6736,
25,Kwun Tong,"Tat Yi House, Po Tat Estate",6737,
26,Kwun Tong,"Block 15, Laguna City",6738,
27,Tai Po,"Block 34, Villa Castell",6739,
28,Kwun Tong,"Tat Chui House, Po Tat Estate",6740,
29,Sham Shui Po,Hang Shing Building,6741,
30,Central & Western,Grand City Hotel,6742,
31,Sha Tin,"Yiu Ping House, Yiu On Estate",6743,
32,Wong Tai Sin,"Kwai Tung House, Tung Tau (II) Estate",6744,
33,Yau Tsim Mong,Tung Wah Group of Hospitals Ho Yuk Chung Willow Lodge,6745,
34,Kowloon City,"184, Kowloon City Road",6746,
35,Kowloon City,"Block 4, Willow Mansions, Whampoa Garden Site 3",6747,
36,Yuen Long,"Ching Hei House, Tin Ching Estate",6748,
37,Wong Tai Sin,Hong King Building,6749,
38,Sha Tin,"Block F, Phase 4, Sunshine City",6750,
39,North,"Ping Hay House, Tai Ping Estate",6751,
40,Kowloon City,"184, Kowloon City Road",6752,
41,Sha Tin,"Block F, Phase 4, Sunshine City",6753,
42,Sham Shui Po,Sham Shui Po Building,6754,
43,Wong Tai Sin,Shung Ling Building,6755,
44,Wong Tai Sin,Shung Ling Building,6756,
45,Yau Tsim Mong,Carnival Mansion,6757,
46,Tsuen Wan,"Block 12, Park Island",6758,
47,Kwun Tong,"Chun Tat House, On Tat Estate",6759,
48,Wong Tai Sin,"Lung San House, Lung Poon Court",6760,
49,Yau Tsim Mong,Shui Heung Yuen Apartments,6761,
50,Kwun Tong,Yan On Building,6762,
51,Eastern,"Yiu Hei House, Tung Hei Court",6763,
52,Southern,"Block 3, South Wave Court",6764,
53,Kowloon City,"Po Man House, Oi Man Estate",6765,
54,Kwun Tong,"Sau Yin House, Sau Mau Ping Estate",6766,
55,Wong Tai Sin,"Mei Tak House, Mei Tung Estate",6767,
56,Kowloon City,"Po Man House, Oi Man Estate",6768,
57,Kowloon City,Eldex Industrial Building,6769,
58,Yau Tsim Mong,Po Hing Building,6772,
59,Southern,South Wave Court,6773,
60,Tsuen Wan,Tak Fam Building,6775,
61,Tsuen Wan,Tak Fam Building,6776,
62,Islands,Pui O San Wai Tsuen,6777,
63,Tsuen Wan,"Hoi Yin Mansion, Riviera Gardens",6778,
64,Tsuen Wan,"Hoi Yin Mansion, Riviera Gardens",6779,
65,Central & Western,Po Tak Building,6780,
66,Wan Chai,Nicholson Tower,6781,
67,Southern,"Tower 10, Hong Kong Parkview",6782,
68,Kwun Tong,"Block M, Amoy Gardens",6783,
69,Southern,Aberdeen Harbour Mansion,6784,
70,Yau Tsim Mong,"Good Luck House, Portland Street",6785,
71,Sai Kung,"Tower 9, Le Point, Metro Town Phase II",6786,
72,Kwai Tsing,"Ching Yeung House, Cheung Ching Estate",6787,
73,Tuen Mun,"Luk Tin House, Yan Tin Estate",6788,
74,Tuen Mun,"Luk Tin House, Yan Tin Estate",6789,
75,Eastern,"Tak Shou House, Walton Estate",6790,
76,Southern,"Tower 31, Pak King Court, South Horizons",6791,
77,Southern,"Tower 6, Phase 2 South Towers, Residence Bel-Air",6792,
78,Kwai Tsing,"Block 8, Kwai Shing West Estate",6793,
79,Wong Tai Sin,"Lok Tin House, Tsz Lok Estate",6794,
80,Yau Tsim Mong,"Block 2, Metro Harbour View",6795,
81,Tai Po,"Shin Mei House, Fu Shin Estate",6796,
82,Kwun Tong,"20, Ting Yip Street",6797,
83,Central & Western,"Tower 2, Tregunter",6799,
84,Tsuen Wan,Ko Wai Building,6801,
85,Sham Shui Po,"Hoi Hei House, Hoi Lai Estate",6811,
86,Tsuen Wan,"Wing Shue House, Lei Muk Shue Estate",6812,
87,Wan Chai,"Tower C, Elizabeth House",6816,
88,Kwai Tsing,"Kwai Oi House, Kwai Fong Estate",6817,
89,Kwai Tsing,"Luen Yuet House, Kwai Luen Estate",6818,
90,Kwai Tsing,"Luen Yat House, Kwai Luen Estate",6819,
91,Kwun Tong,"Block 6, Laguna City",6820,
92,Kwun Tong,"Block 34, Laguna City",6821,
