,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwai Tsing,The Home Of Treasure,5174,
1,Sham Shui Po,Ming Tak Building,5175,
2,Islands,"Tower 9, Carmel Cove, Phase 3, Caribbean Coast",5176,
3,Kwun Tong,"Wing Mei House, Yau Chui Court",5135,
4,Kwai Tsing,The Home Of Treasure,5179,
5,Kwai Tsing,The Home Of Treasure,5180,
6,Yau Tsim Mong,Ramada Hong Kong Grand,5182,
7,Eastern,M1 Hotel North Point,5183,
8,Kowloon City,Harbour Grand Kowloon,5184,
9,Kwai Tsing,The Home Of Treasure,5185,
10,Sham Shui Po,"Larkspur House, So Uk Estate",5186,
11,Kwai Tsing,The Home Of Treasure,5187,
12,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5189,
13,Sai Kung,"Tower 8R, Flora, Phase 2B, Le Prime, Lohas Park",5190,
14,Islands,"Crestmont Villa, Peninsula Village, Phase 4, Discovery Bay",5191,
15,North,"Tin Hee House, Tin Ping Estate",5193,
16,Tsuen Wan,Panda Hotel,5193,
17,Sai Kung,"Tower 8, The Wings",5195,
18,Kowloon City,Harbour Grand Kowloon,5197,
19,Tsuen Wan,Silka Far East Hong Kong,5198,
20,Kwun Tong,"Block A, Belleve Garden",5199,
21,Sai Kung,"Tower 8, The Wings",5200,
22,Tsuen Wan,Unio House,5201,
23,Wan Chai,Dorsett Wanchai,5202,
24,Islands,"Tower 2, Phase 1, Coastal Skyline",5205,
25,Sai Kung,"Tower 8, The Wings",5206,
26,Sai Kung,Flamingo Garden,5207,
27,Wan Chai,Best Western Hotel Causeway Bay,5208,
28,Yau Tsim Mong,Ramada Hong Kong Grand,5209,
29,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5213,
30,Yau Tsim Mong,Ramada Hong Kong Grand,5214,
31,Wan Chai,Eco Tree Hotel Causeway Bay,5215,
32,Sai Kung,"King Yu House, King Lam Estate",5216,
33,Southern,"Block 6, Pokfulam Gardens",5217,
34,Yau Tsim Mong,The Luxe Manor,5218,
35,Islands,Regal Airport Hotel Hong Kong,5231,
36,Yau Tsim Mong,The Luxe Manor,5234,
37,Yau Tsim Mong,The Luxe Manor,5235,
38,Kowloon City,"Block E, Harbourfront Horizon All-Suite Hotel",5236,
39,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5242,
40,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5250,
41,Central & Western,Bon-Point,5251,
42,Islands,Tai Wan Nam,5252,
43,Islands,Hong Kong Skycity Marriott Hotel,5253,
44,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,5254,
45,Yau Tsim Mong,Best Western PLUS Hotel Kowloon,5256,
46,Yau Tsim Mong,"Cordis, Hong Kong",5257,
47,Yau Tsim Mong,Ramada Hong Kong Grand,5258,
