,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Sha Tin,"Ming Yan Lau, Jat Min Chuen",10798,
1,Kwun Tong,"Block 1, Sceneway Garden",10799,
2,Sham Shui Po,Fuk Wa Mansion,10800,
3,Yau Tsim Mong,Golden Crown Court,10801,
4,Kowloon City,"Tower 2, Stars By The Harbour",10802,
5,Yuen Long,Hong Shing Building,10803,
6,Kwun Tong,"Ko Fung House, Ko Cheung Court",10805,
7,Wong Tai Sin,On Lee Building,10807,
8,Tuen Mun,"Sau Tai House, Fu Tai Estate",10808,
9,Yau Tsim Mong,Highview,10809,
10,Yuen Long,Tai Sang Wai,10811,
11,Kowloon City,iclub Ma Tau Wai Hotel,10812,
12,Yau Tsim Mong,"Block C, Tsim Sha Tsui Mansion",10813,
13,Wong Tai Sin,Fung Chuen Court,10814,
14,Tai Po,88 Square,10816,
15,Sham Shui Po,Shung Tak Building,10817,
16,Sha Tin,"Block 1, Greenhill Villa",10818,
17,Yuen Long,Tai Sang Wai,10819,
18,Kwun Tong,"Sau Ching House, Sau Mau Ping Estate",10820,
19,Yuen Long,Yat Sun Building,10821,
20,Kowloon City,Ma Tau Kok Detention Centre,10822,
21,Kwai Tsing,Chung Mei Lo Uk Village,10823,
22,Tuen Mun,"Sau Tai House, Fu Tai Estate",10824,
23,Sha Tin,"Block1,Greenhill Villa",10825,
24,Yau Tsim Mong,Highview,10826,
25,Tai Po,"Sun Wo House, Tai Wo Estate",10827,
26,Kwun Tong,"On Kin House, On Tin Estate",10828,
27,Eastern,Luen Wo Apartments,10829,
28,Central & Western,Rex Building,10830,
29,Kwun Tong,Yee On Centre,10831,
30,Kowloon City,"Block 5, Kent Court",10832,
31,Central & Western,Best Western Plus Hotel Hong Kong,10833,
32,Kowloon City,Sung Oi Building,10834,
33,Sha Tin,"Block 6, Jubilee Garden",10835,
34,Islands,San Wai Tsuen,10836,
35,Kwun Tong,Yee On Centre,10837,
36,Kwun Tong,"On Kin House, On Tin Estate",10838,
37,Yau Tsim Mong,Lai Kee Mansion,10840,
38,Sha Tin,"S H Ho Wellness College, The HSUHK Jockey Club Residential Colleges",10840,
39,North,"Rome Court, Sheung Shui Town Centre",10840,
40,Kwun Tong,"On Kin House, On Tin Estate",10841,
41,Kwai Tsing,"Tower 1, The Apex",10845,
42,North,"Rome Court, Sheung Shui Town Centre",10846,
43,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",10847,
44,Kowloon City,Metropark Hotel Kowloon,10848,
45,Sha Tin,"Block 6, Jubilee Garden",10849,
46,Kowloon City,"Block 5, Kent Court",10850,
47,Kowloon City,"Block 5, Kent Court",10851,
48,Tai Po,"Kwong Chi House, Kwong Fuk Estate",10852,
49,Kwai Tsing,"Tower 1, The Apex",10853,
50,Kwai Tsing,"Tower 1, The Apex",10854,
51,Yuen Long,Shek Wu Tong,10855,
52,Kwai Tsing,"Luen Yan House, Kwai Luen Estate",10856,
53,North,"Tower 5, Noble Hill",10857,
54,North,"Rome Court, Sheung Shui Town Centre",10858,
55,Kwai Tsing,"Tower 1, The Apex",10859,
56,Eastern,Caritas Lok Yi School,10863,
57,Wong Tai Sin,"Ching Yi House, Tsz Ching Estate",10864,
58,Kwun Tong,"High Block, Tsui Nam House, Tsui Ping (North) Estate",10865,
59,Yuen Long,Tai Hong Wai,10866,
60,Kwun Tong,"Block 1, Sceneway Garden",10867,
61,Kwai Tsing,"Tower 1, The Apex",10868,
62,Sham Shui Po,48 Fuk Wa Street,10869,
63,North,"Tower 5, Noble Hill",10870,
64,Eastern,Wiseman Building,10871,
65,Eastern,"Block D, Kornhill",10873,
66,Eastern,Tung Shing Court,10874,
67,Kwun Tong,"On Kin House, On Tin Estate",10876,
68,Kwun Tong,Yee On Centre,10877,
69,Kwun Tong,Yee On Centre,10878,
70,Southern,"Wah Lai House, Wah Kwai Estate",10880,
71,Tuen Mun,"Civic House, Affluence Garden",10882,
72,Sha Tin,"Heng Hoi House, Heng On Estate",10883,
73,Yuen Long,Wang Toi Shan Wing Ning Lei,10884,
74,Eastern,Caritas Lok Yi School,10886,
75,Yuen Long,"Shek Wu Tong, Pat Heung",10887,
76,Yau Tsim Mong,"Front Block, Man Yuen Building",10888,
77,Yau Tsim Mong,"Front Block, Man Yuen Building",10889,
78,Yau Tsim Mong,"Front Block, Man Yuen Building",10890,
79,Yau Tsim Mong,"Front Block, Man Yuen Building",10891,
80,Eastern,Tung Shing Court,10892,
81,Eastern,"Block D, Kornhill",10893,
82,Kowloon City,"Tower 1C, Upper East",10894,
83,Wong Tai Sin,Cambridge Building,10895,
84,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10896,
85,Kowloon City,Metropark Hotel Kowloon,10897,
86,Eastern,"Block 26, Heng Fa Chuen",10898,
87,Yau Tsim Mong,"Front Block, Man Yuen Building",10899,
88,Wong Tai Sin,"Wah Yuen House, Chuk Yuen (South) Estate",10900,
89,Kwun Tong,Lai Yue Building,10902,
90,Sha Tin,"Block 2 , Carado Garden",10904,
91,Eastern,"Block 26, Heng Fa Chuen",10905,
92,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10906,
93,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10907,
94,Tsuen Wan,"Nanning House, Tsuen Wan Centre",10908,
95,Southern,"Wah Yin House, Wah Kwai Estate",10909,
96,Sham Shui Po,570-572 Fuk Wa Street,10910,
97,Central & Western,The Hudson,10911,
98,Eastern,"Tung Hiu House, Tung Yuk Court",10912,
99,Yuen Long,"Lin Fa Tei, Pat Heung",10913,
100,Yau Tsim Mong,315 Nathan Road,10914,
101,Tai Po,"Block I, Trackside Villas",10915,
102,Sham Shui Po,"Tower 6, Banyan Garden",10916,
103,Eastern,"Block 1, The Orchards",10917,
104,Sai Kung,"Sheung Shun House, Sheung Tak Estate",10918,
105,Eastern,"Block D, Kornhill",10919,
106,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10920,
107,Sai Kung,Holiday Inn Express Hong Kong Kowloon East,10921,
108,Sai Kung,"Tower 16, Ocean Shores",10921,
109,Yau Tsim Mong,"Tower 7, Island Harbourview",10922,
110,Eastern,Ramada Hong Kong Grand View,10923,
111,Yuen Long,"Tower 1, One Regent Place",10924,
112,Yuen Long,Wang Toi Shan Wing Ning Lei,10925,
113,Southern,"Wah Yin House, Wah Kwai Estate",10926,
114,Kowloon City,"Kin Man House, Oi Man Estate",10927,
115,Kowloon City,"Wai Man House, Oi Man Estate",10929,
116,Kwun Tong,"Kwai Leung House, Lower Ngau Tau Kok Estate",10931,
117,Yau Tsim Mong,"Block 2, Parc Palais",10932,
118,Southern,"Wah Yin House, Wah Kwai Estate",10935,
119,Kwun Tong,Camlux Hotel,10936,
120,Kwun Tong,"Choi Kiu House, Choi Hing Court",10936,
121,Sham Shui Po,"Block 22, Shek Kip Mei Estate",10937,
122,Sham Shui Po,"Mei Wui House, Shek Kip Mei Estate",10938,
123,Sha Tin,"Block 4, Baycrest",10939,
124,Wan Chai,"Block B, Hay Wah Building",10940,
125,Sham Shui Po,"122-124 Broadway, Stage 8, Mei Foo Sun Chuen",10941,
126,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10942,
127,Wong Tai Sin,"Lok Man House, Lok Fu Estate",10944,
128,Kwun Tong,"Sau Hong House, Sau Mau Ping Estate",10945,
129,Wong Tai Sin,Pentahotel Hong Kong Kowloon,10946,
130,Kowloon City,"Kin Man House, Oi Man Estate",10947,
131,Islands,"Block B, Yu Tai Court",10948,
132,Kowloon City,"Kin Man House, Oi Man Estate",10949,
133,Yau Tsim Mong,"Tower 7, Island Harbourview",10950,
134,Yau Tsim Mong,"Tower 7, Island Harbourview",10951,
