,地區,大廈名單,曾有涉及個案最後到訪的日期,相關確診/疑似/個案編號
58,元朗,錦綉花園 C段 5街,,934
59,南區,舂坎角道,,935
60,沙田,顯徑邨顯貴樓,,936
61,油尖旺,旺角帝盛酒店,,廣東省衞健委通報的個案
62,中西區,香港萬怡酒店,,
63,灣仔,嘉薈軒,,937.0
64,中西區,德輔道西 288號,,938.0
65,西貢,坑口村,,939.0
66,西貢,早禾居,,940.0
67,荃灣,豪景花園 2座,,943.0
68,屯門,富泰村健泰樓,,944.0
69,北區,海禧華庭 2座,,945.0
70,離島,藍天海岸 6座,,946.0
71,中西區,明珠台 D座,,947.0
72,灣仔,柏寧酒店,,948.0
73,油尖旺,帝國酒店,,949.0
74,油尖旺,恆豐酒店,,949.0
75,元朗,蕃田村,,950.0
76,中西區,縉城峰 2座,,953.0
77,東區,新翠花園 6座,,954.0
78,元朗,大井圍村,,955.0
79,屯門,海景花園 8座,,956.0
80,東區,華裕閣,,957.0
81,東區,華裕閣,,958.0
82,荃灣,荃灣絲麗酒店,,959.0
83,觀塘,油塘工業城 B1座,,960.0
84,油尖旺,華寶大廈,,961.0
85,東區,太古城金殿台漢宮閣,,962.0
86,東區,華美達盛景酒店,,963.0
87,九龍城,新德園,,964.0
88,中西區,禧福道 1號新德園,,965.0
89,油尖旺,瓏璽 6B座,,966.0
90,中西區,文咸東街 127號萬和閣,,968.0
91,觀塘,滙景花園 2座,,969.0
92,葵青,荃灣帝盛酒店,,970.0
93,離島,愉景灣朝暉徑,,971.0
94,油尖旺,漆咸道南 83-85號金德大廈,,972.0
95,中西區,皇后大道中 273-277號禧利大廈,,973
96,九龍城,東禧閣,,974
97,大埔,龍成堡,,975
98,元朗,十八鄉東頭村,,976
99,荃灣,珀麗灣 30座,,977
100,中西區,Branksome Grande,,978
101,灣仔,V Wanchai,,979
102,大埔,滌濤山,,981
103,沙田,駿景園 6座,,982
104,觀塘,秀茂坪邨秀程樓,,983
105,離島,愉景灣倚濤軒,,984
106,油尖旺,君匯港 1座,,985
107,中西區,宏基國際賓館,,987
108,沙田,雲疊花園 2座,,988
109,九龍城,太子道西 226號皇子大廈,,989
110,中西區,君珀,,990
111,油尖旺,香港基督教青年會,,992
112,中西區,花園台 3座,,993
113,元朗,田心村,,996
114,沙田,雲端,,997
115,元朗,十八鄉東頭村,,998
116,中西區,香港萬怡酒店,,1000
117,中西區,碧雲樓,,1001
118,屯門,松苑 1座,,1002
119,元朗,仁壽圍,,1003
120,葵青,大窩口邨富泰樓,,1004
121,屯門,海景花園 8座,,1005
122,沙田,雲疊花園 2座,,1007
123,中西區,花園台 3座,,1009
124,屯門,星堤 11座,,1013
125,葵青,荃灣絲麗酒店,,1015
126,灣仔,太極軒 138,,1017
127,油尖旺,旺角維景酒店,,1018
128,深水埗,樂年花園二座,,1018
129,東區,康怡花園 F座,,1022
130,離島,海堤灣畔一座,,1024
131,九龍城,寶石戲院大廈 A座,,1025
132,離島,裕東苑賀東閣,,1026
133,中西區,華懋廣場 II期,22/03/2020,"563, 683"
134,中西區,好利商業大廈,24/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
135,灣仔,謝斐道 76號,24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
136,油尖旺,諾士佛臺 9號,24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
137,油尖旺,諾士佛臺 10-11號,24/03/2020,"483, 516"
138,油尖旺,明華廣場,24/03/2020,"567, 842"
139,油尖旺,加拿分道 25號,24/03/2020,"662, 687, 702, 704, 705, 758, 759"
140,灣仔,樂聲大廈,25/03/2020,"903, 923, 925, 932, 954"
141,灣仔,盧押道 23號,26/03/2020,"682, 857"
142,灣仔,謝斐道 82號,27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
143,油尖旺,國際廣場,28/03/2020,"504, 756"
144,油尖旺,諾士佛臺 10號,28/03/2020,"567, 842"
145,油尖旺,K11 Musea,28/03/2020,"687, 702, 704, 705, 758, 759"
146,南區,業勤街 23號,28/03/2020,"719, 801, 849"
147,深水埗,石硤尾報案中心及西九龍機 動部隊行動基地,01/04/2020,"663, 854"
148,東區,華蘭中心,01/04/2020,"801, 960"
149,灣仔,告士打道 88號,03/04/2020,"923, 925"
150,中西區,信德中心,04/04/2020,"923, 932"
151,九龍城,晴朗商場,05/04/2020,925
152,荃灣,川龍村 57-58號,05/04/2020,936
153,油尖旺,銀行中心廣場,05/04/2020,936
154,沙田,新城市廣場,05/04/2020,936
155,油尖旺,新世紀廣場,05/04/2020,936
156,北區,彩園邨彩珠樓,05/04/2020,945
157,東區,柴灣市政大廈柴灣街市,05/04/2020,958
158,灣仔,皇室堡,05/04/2020,"903, 925, 944"
159,灣仔,香港港安醫院,06/04/2020,935
160,北區,石湖墟市政大廈,06/04/2020,945
161,北區,海聯廣場,06/04/2020,945
162,東區,漁灣街市,06/04/2020,958
163,東區,漁灣邨行政大樓,06/04/2020,958
164,觀塘,大本型,06/04/2020,960
165,中西區,文咸東街 121號,06/04/2020,971
166,灣仔,英皇集團中心,06/04/2020,972
167,中西區,萬邦行,06/04/2020,978
168,黃大仙,八達工業大廈,06/04/2020,978
169,中西區,置地文華東方酒店,06/04/2020,978
170,油尖旺,新東海商業中心,07/04/2020,955
171,九龍城,又一城,07/04/2020,955
172,中西區,皇后大道中 176號,07/04/2020,972
173,中西區,中保集團大廈,07/04/2020,972
174,中西區,皇后大道中 9號,07/04/2020,972
175,元朗,嘉湖新北江商場,07/04/2020,996
176,油尖旺,金德大廈,08/04/2020,972
177,油尖旺,赫德道 8號,08/04/2020,972
178,中西區,環球大廈,08/04/2020,981
179,元朗,百宜樓,08/04/2020,996
180,元朗,安寧大廈,08/04/2020,996
181,元朗,+WOO 嘉湖,09/04/2020,976
182,東區,康怡廣場(南),11/04/2020,1022
183,灣仔,希雲街 16號,11/04/2020,1022
184,屯門,黃金海岸鄉村俱樂部.遊艇 會,12/04/2020,1013
185,灣仔,養和醫院,12/04/2020,1013
186,灣仔,養和醫院,13/04/2020,1022
187,東區,太古城中心,14/04/2020,1022
