,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Yau Tsim Mong,15 Temple Street,4918,
1,Sai Kung,"Block 5, Hong Sing Garden",4922,
2,Sham Shui Po,"Tower 5, Phase 3, Banyan Garden",4924,
3,Yau Tsim Mong,199 Tung Choi Street,4926,
4,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4927,
5,Kwun Tong,"Nga Lai House, Yau Lai Estate",4928,
6,Kwun Tong,"Nga Lai House, Yau Lai Estate",4933,
7,Kwun Tong,"Nga Lai House, Yau Lai Estate",4934,
8,Eastern,Hyatt Centric Victoria Harbour Hong Kong,4934,
9,Kwun Tong,"Nga Lai House, Yau Lai Estate",4935,
10,Sha Tin,"Wing Shing House, Fung Shing Court",4936,
11,Kwai Tsing,"Tower 4, Highland Park",4937,
12,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4938,
13,Yau Tsim Mong,Kwun Chung Building,4939,
14,Yau Tsim Mong,Metropark Hotel Mongkok,4940,
15,Yau Tsim Mong,15 Temple Street,4941,
16,Tuen Mun,"Hing Tai House, Tai Hing Estate",4942,
17,Kwai Tsing,"Tower 4, Highland Park",4944,
18,Kwai Tsing,"Tower 4, Highland Park",4945,
19,Tuen Mun,"King Wing House, Shan King Estate",4946,
20,Kwai Tsing,"Block 2, Lai King Disciplined Services Quarters",4947,
21,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4948,
22,Sham Shui Po,"Lai Pak House, Lai Tsui Court",4956,
23,Sham Shui Po,"Fook Ming House, Fortune Estate",4957,
24,Tuen Mun,"King Wing House, Shan King Estate",4958,
25,Sham Shui Po,"Tower 7, Liberte",4959,
26,Sham Shui Po,"Tower 7, Liberte",4960,
27,Tuen Mun,"King Wing House, Shan King Estate",4962,
28,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,4963,
29,Yau Tsim Mong,Kwun Chung Building,4964,
30,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4965,
31,Tuen Mun,"Low Block, Oi Lim House, Yau Oi Estate",4966,
32,Kowloon City,"Phase 2, Tak Wai Mansion",4967,
33,Tuen Mun,"Block 1, Oi Fai House, Yau Oi Estate",4968,
34,Tuen Mun,"Block 1, Oi Fai House, Yau Oi Estate",4969,
35,Tuen Mun,"Moon Yu House, Sam Shing Estate",4970,
36,Yuen Long,"Shek Po Tsuen, Hung Shui Kiu",4971,
37,Tuen Mun,"Lok Hei House, Siu Hei Court",4972,
38,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4977,
39,Tuen Mun,"Lok Hei House, Siu Hei Court",4979,
40,Southern,L'hotel Island South,4980,
41,Tuen Mun,"Lok Hei House, Siu Hei Court",4981,
42,Sham Shui Po,"Tower 7, Liberte",4982,
43,Sham Shui Po,"Lai Pak House, Lai Tsui Court",4983,
44,Yau Tsim Mong,Novotel Hong Kong Nathan Road Kowloon,4984,
45,Yuen Long,"Tsz Ping House, Tin Tsz Estate",4988,
46,Kwun Tong,"Mei Tong House, Yau Tong Estate",4989,
47,Wong Tai Sin,"Lok Man House, Lok Fu Estate",4990,
48,Yau Tsim Mong,300 Portland Street,4992,
49,Sham Shui Po,"Mei Yin House, Shek Kip Mei Estate",4993,
50,Tuen Mun,"Hing Fai House, Tai Hing Estate",4994,
51,Kwun Tong,"Mei Tong House, Yau Tong Estate",4995,
52,Yau Tsim Mong,300 Portland Street,4996,
53,Tai Po,"Chim Uk Village, Shuen Wan",4997,
54,Sha Tin,"Block 7, Villa Oceania",5001,
