,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",nan 4833.0,
1,,,4833.0,
2,,,nan,
3,Kowloon City,"Shun Man House, Oi Man Estate",4834.0,
4,Yuen Long,Shui Tsiu San Tsuen,4835.0,
5,Sham Shui Po,"Block 22, Shek Kip Mei Estate",4838.0,
6,Wong Tai Sin,"Kwai Yuen House, Chuk Yuen South Estate",4839.0,
7,Kwai Tsing,Wah Fung Garden,4840.0,
8,Tuen Mun,"Siu Kin House, Siu Hong Court",4841.0,
9,Yau Tsim Mong,Ramada Hong Kong Grand,4843.0,
10,Kowloon City,10A Victory Avenue,4843.0,
11,Kowloon City,"Shun Man House, Oi Man Estate",4844.0,
12,Eastern,"Hiu Fung House, Fung Wah Estate",4845.0,
13,Yau Tsim Mong,Metropark Hotel Mongkok,4846.0,
14,Yau Tsim Mong,Ramada Hong Kong Grand,4847.0,
15,Yau Tsim Mong,Ramada Hong Kong Grand,4848.0,
16,Kwai Tsing,"Silka Tsuen Wan, Hong Kong",4849.0,
17,Yau Tsim Mong,Yu Hing Mansion,4850.0,
18,North,"Wah Min House, Wah Sum Estate",4851.0,
19,Yau Tsim Mong,Metropark Hotel Mongkok,4852.0,
20,Wong Tai Sin,"Suet Fung House, Fung Tak Estate",4853.0,
21,North,"Wah Min House, Wah Sum Estate",4854.0,
22,Kowloon City,Chi Lan Yuen,4855.0,
23,Southern,Pok Fu Lam Village,4856.0,
24,Sai Kung,"Wo Yat House, Wo Ming Court",4857.0,
25,Yuen Long,Tai Tseng Wai,4858.0,
26,Islands,Hong Kong SkyCity Marriott Hotel,4860.0,
27,Yau Tsim Mong,"Tower 3, June Garden",4861.0,
28,Wong Tai Sin,"Kwai Yuen House, Chuk Yuen (South) Estate",nan 4862.0,
29,,,4862.0,
30,,,nan,
31,Kwai Tsing,Wah Fung Garden,4863.0,
32,Kwai Tsing,Wah Fung Garden,4864.0,
33,Islands,Hong Kong SkyCity Marriott Hotel,4865.0,
34,Islands,"Mun Hong House, Mun Tung Estate",4866.0,
35,Yau Tsim Mong,"Tower 1, The Victoria Towers",4867.0,
36,Sham Shui Po,"Un Yat House, Un Chau Estate",4868.0,
37,Wong Tai Sin,"Suet Fung House, Fung Tak Estate",4869.0,
38,Yuen Long,Ko Po Tsuen,4870.0,
39,Yau Tsim Mong,The Luxe Manor,4870.0,
40,Tuen Mun,Siu Lam Psychiatric Centre,4871.0,
41,Yau Tsim Mong,"Tower 1, The Victoria Towers",4872.0,
42,Yau Tsim Mong,"Tower 1, The Victoria Towers",4873.0,
43,Tsuen Wan,L'hotel Nina et Convention Centre,4874.0,
44,Yuen Long,"Yiu Tai House, Tin Yiu (II) Estate",4875.0,
45,Sai Kung,Pik Uk Prison,4877.0,
46,Tuen Mun,Castle Peak Bay Immigration Centre,4877.0,
47,Wan Chai,"Novotel Century Hong Kong, Wan Chai",4878.0,
48,Wong Tai Sin,"Kai Fai House, Choi Wan (II) Estate",4879.0,
49,Tsuen Wan,Sam Wo Building,4880.0,
50,Sha Tin,Sheung Keng Hau Tsuen,4881.0,
51,Tsuen Wan,"Low Block, Shek Lan House, Shek Wai Kok Estate",,
52,Kwai Tsing,"Fu Pong House, Tai Wo Hau Estate",4884.0,
53,Kwun Tong,"Cheung Pak House, Hong Pak Court",4885.0,
54,Wong Tai Sin,"Kam Wan House, Choi Hung Estate",4886.0,
55,Sai Kung,"Tower 5A, Phase 4B, Wings At Sea II, Lohas Park",,
56,Sha Tin,"Sun Fong House, Sun Chui Estate",4888.0,
57,Kwai Tsing,"Fu Pong House, Tai Wo Hau Estate",4889.0,
58,Kwai Tsing,"Fu Pong House, Tai Wo Hau Estate",4890.0,
59,Sha Tin,"Wai Sam House, Lung Hang Estate",4892.0,
60,Tuen Mun,"Mei Tai House, Fu Tai Estate",4893.0,
61,Tuen Mun,"High Block, Ting Hong House, On Ting Estate",,
62,Tsuen Wan,"Silka Far East, Hong Kong",4895.0,
63,Wan Chai,"The Charterhouse, Causewaybay Hong Kong",,
64,Sha Tin,"Sun Fong House, Sun Chui Estate",4897.0,
65,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",4898,
66,Sha Tin,"Wai Sam House, Lung Hang Estate",4899,
67,Tuen Mun,"King Lai House, Shan King Estate",4901,
68,Kwun Tong,"Sau Wong House, Sau Mau Ping South Estate",4910,
69,Yau Tsim Mong,15 Temple Street,4912,
70,Yuen Long,"Tsz Ping House, Tin Tsz Estate",4914,
71,Yau Tsim Mong,15 Temple Street,4918,
72,Sai Kung,"Block 5, Hong Sing Garden",4922,
73,Sham Shui Po,"Tower 5, Phase 3, Banyan Garden",4924,
74,Yau Tsim Mong,199 Tung Choi Street,4926,
