,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,22 Siu Lam Tsuen,Tuen Mun,1571,
1,"Hong Kin House, Tsz Hong Estate",Wong Tai Sin,1572,
2,"Leung Fat House, Cheung Fat Estate",Kwai Tsing,1573,
3,Dorsett Tsuen Wan,Kwai Tsing,1574,
4,The Kimberley Hotel,Yau Tsim Mong,1575,
5,Marriott Hong Kong SkyCity,Islands,1576,
6,"Choi Foon House, Choi Fook Estate",Kwun Tong,1578,
7,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1579,
8,Berwick Mansion,Sham Shui Po,1581,
9,"Fung Yu House, Sam Shing Estate",Tuen Mun,1582,
10,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,1583,
11,Mei Pak Court,Sha Tin,1584,
12,"Block 5, Belair Monte",North,1585,
13,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1586,
14,"Hong Kin House, Tsz Hong Estate",Wong Tai Sin,1587,
15,"Hong Kin House, Tsz Hong Estate",Wong Tai Sin,1588,
16,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1589,
17,"Tower 3, Phase I, The Beaumount",Sai Kung,1590,
18,"Block 2, Radiant Towers",Sai Kung,1591,
19,"Block 5, Park Central",Sai Kung,1592,
20,"Tower 2B, The Wings Phase II",Sai Kung,1593,
21,"Shin Chi House, Shin Ming Estate",Sai Kung,1594,
22,"Tat Yi House, Po Tat Estate",Kwun Tong,1595,
23,"Tower 5, Phase II-A, LOHAS Park",Sai Kung,1596,
24,"Tan Fung House, Choi Hung Estate",Wong Tai Sin,1597,
25,"Winfair Building, 8 Yuk Wah Crescent",Wong Tai Sin,1598,
26,"Ching Fai House, Tsz Ching Estate",Wong Tai Sin,1599,
27,Dorsett Tsuen Wan,Kwai Tsing,1600,
28,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1601,
29,"Kwai Tung House, Tung Tau Estate (II)",Wong Tai Sin,1602,
30,"On Yan House, Tsz On Court",Wong Tai Sin,1603,
31,"On Yan House, Tsz On Court",Wong Tai Sin,1604,
32,"Ching Wo House, Tsz Ching Estate",Wong Tai Sin,1605,
33,"Hong Tak House, Tsz Hong Estate",Wong Tai Sin,1607,
34,53 Sheung Sze Wan,Sai Kung,1608,
35,"Foo Wo House, Wo Che Estate",Sha Tin,1610,
36,"Lai Kuk House, Lai Kok Estate",Sham Shui Po,1611,
37,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1612,
38,"Leung Chun House, Leung King Estate",Tuen Mun,1613,
39,"Yuet Chuen House, Shui Chuen O Estate",Sha Tin,1615,
40,Shun King Court,Sham Shui Po,1616,
41,"Block E, Allway Gardens",Tsuen Wan,1617,
42,"Fu Shun House, Fu Shan Estate",Wong Tai Sin,1618,
43,Po Sing Mansion,Kowloon City,1619,
44,Po Sing Mansion,Kowloon City,1620,
45,Po Sing Mansion,Kowloon City,1621,
46,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1622,
47,"Tower 6, Harbour Place",Kowloon City,1623,
48,1 Hing Yan Street,Kowloon City,1624,
49,1 Hing Yan Street,Kowloon City,1625,
50,"Ching Yi House, Tsz Ching Estate",Wong Tai Sin,1626,
51,"Block 1, Heya Green",Sham Shui Po,1627,
52,"Block 1, Heya Green",Sham Shui Po,1628,
53,Tak Fu Building,Sham Shui Po,1629,
54,"Ban Fung House, Fung Tak Estate",Wong Tai Sin,1630,
55,"Hung Cheong House, Hung Fuk Estate",Yuen Long,1631,
56,"Wang On House, Wang Tau Hom Estate",Wong Tai Sin,1632,
57,"Tower 20, Laguna Verde",Kowloon City,1633,
58,Pentahotel Hong Kong Kowloon,Wong Tai Sin,1633,
59,"Wai Sam House, Lung Hang Estate",Sha Tin,1634,
60,"Kam Pong House, Kam Tai Court",Sha Tin,1635,
61,Un On Building,Sham Shui Po,1636,
62,"Ching Fai House, Tsz Ching Estate",Wong Tai Sin,1637,
63,"Ha Hang, Ting Kok Road",Tai Po,1638,
64,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,1639,
65,"Lok Shing House, Tsz Lok Estate",Wong Tai Sin,1640,
66,"Tsui Lok House, Tsui Ping (South) Estate",Kwun Tong,1641,
67,"Leung Wai House, Leung King Estate",Tuen Mun,1642,
68,"Ching Tai House, Tsz Ching Estate",Wong Tai Sin,1643,
69,"Wo Kin House, Cheung Wo Court",Kwun Tong,1644,
70,"Block 13, Pak Tin Estate",Sham Shui Po,1647,
71,"Foo Wo House, Wo Che Estate",Sha Tin,1648,
72,"Hing Cho House, Hing Tung Estate",Eastern,1649,
73,"On Hoi House, Cheung On Estate",Kwai Tsing,1650,
74,"Block 14, Tsui Chuk Garden",Wong Tai Sin,1651,
75,"Block 1, Belvedere Garden Phase 2",Tsuen Wan,1652,
76,"Block E, Allway Gardens",Tsuen Wan,1653,
77,"Block 9, Glorious Garden",Tuen Mun,1654,
78,"Foo Wo House, Wo Che Estate",Sha Tin,1655,
79,"Ha Hang Village, Ting Kok Road",Tai Po,1656,
80,David Mansion,Yau Tsim Mong,1657,
81,Kimberley Mansion,Yau Tsim Mong,1658,
82,Gomme House,Wong Tai Sin,1659,
83,"Yung Sui House, Yung Shing Court",North,1660,
84,Shun King Court,Sham Shui Po,1661,
85,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1662,
86,"Tip Chui House, Butterfly Building",Tuen Mun,1663,
87,"Block 2, Smithfield Court",Central & Western,1664,
88,"Yiu Sin House, Upper Wong Tai Sin Estate",Wong Tai Sin,1665,
89,"Hin Fu House, Hin Keng Estate",Sha Tin,1666,
90,"Ching Yi House, Tsz Ching Estate",Wong Tai Sin,1667,
91,Koon Fung House,Wong Tai Sin,1668,
92,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1669,
93,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1671,
94,"Yung Lai House, Yau Lai Estate",Kwun Tong,1672,
95,"Block 1, Richland Gardens",Kwun Tong,1673,
96,"Sau Yuen House, Chuk Yuen South Estate",Wong Tai Sin,1677,
97,"On Yan House, Tsz On Court",Wong Tai Sin,1679,
98,"Tin Hang House, Shun Tin Estate",Wong Tai Sin,1680,
99,"Chu Fung House, Fung Tak Estate",Wong Tai Sin,1681,
100,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,1682,
101,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,1683,
102,"Kwai Yan House, Kwai Fong Estate",Kwai Tsing,1684,
103,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1686,
104,"Oi Chung House, Tsz Oi Court, Tsz Wan Shan",Wong Tai Sin,1687,
105,"Chu Fung House, Fung Tak Estate",Wong Tai Sin,1689,
106,"Block 1, Richland Gardens",Kwun Tong,1690,
107,"Pik Yuen House, Shek Pai Wan Estate",Southern,1691,
108,"Wan Hang House, Wan Tau Tong Estate",Tai Po,1692,
109,"Pok Tai House, Pok Hong Estate",Sha Tin,1693,
110,"Kapok House, Kwong Yuen Estate",Sha Tin,1694,
111,"Tak Shan House, Tak Long Estate",Kowloon City,1695,
112,"Oi Kan House, Tsz Oi Court",Wong Tai Sin,1698,
113,"Shun Tin House, Shatin Pass Estate",Wong Tai Sin,1699,
114,"29 Nam Long Shan Road, Wong Chuk Hang",Southern,1700,
115,"Senior Building, 112 Thomson Road",Wan Chai,1701,
116,"Oi Kan House, Tsz Oi Court",Wong Tai Sin,1702,
117,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,1703,
118,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1704,
119,"Che Wah Building, 2-8 Po Ying Lane",Wong Tai Sin,1705,
120,"On Yan House, Tsz On Court",Wong Tai Sin,1706,
121,"Block 8, City Garden",Eastern,1707,
122,"Shun Fung Lau, Yue Kwong Chuen",Southern,1708,
123,"Shun Tin House, Shatin Pass Estate",Wong Tai Sin,1709,
124,"Kam Shek House, Ping Shek Estate",Wong Tai Sin,1710,
125,Hung Fat House,Yuen Long,1712,
126,"Pok Tai House, Pok Hong Estate",Sha Tin,1713,
127,"Tower 1, Heya Green",Sham Shui Po,1714,
128,17 Tung Choi Street,Yau Tsim Mong,1715,
129,151 Kowloon City Road,Kowloon City,1716,
130,Kimberley Mansion,Yau Tsim Mong,1717,
131,Winfair Building,Wong Tai Sin,1718,
132,"Hong Tim House, Tsz Hong Estate",Wong Tai Sin,1719,
133,"Lok Shun House, Tsz Lok Estate",Wong Tai Sin,1720,
134,Hayon Building,Yau Tsim Mong,1721,
135,"Pik Fung House, Fung Tak Estate",Wong Tai Sin,1722,
136,"Block 6, Whampoa Garden (Phase 4), Palm Mansions",Kowloon City,1723,
137,616 Reclamation Street,Yau Tsim Mong,1724,
138,Crowne Plaza Hong Kong Causeway Bay,Wan Chai,1725,
139,"Toi Fung House, Fung Tak Estate",Wong Tai Sin,1726,
140,"Po Shing Mansion, 157-159 Kowloon City Road",Kowloon City,1727,
141,"Ching On House, Tsz Ching Estate",Wong Tai Sin,1728,
142,"Oi Ning House, Tsz Oi Court",Wong Tai Sin,1730,
143,"Sau Tai House, Fu Tai Estate",Tuen Mun,1731,
144,"Lai Yung House, Lai Tsui Court",Sham Shui Po,1732,
145,Wan Fung Building,Yau Tsim Mong,1733,
146,"King Yip House, Shan King Estate",Tuen Mun,1734,
147,"Pak Suet House, Choi Hung Estate",Wong Tai Sin,1735,
148,"Ching Tak House, Tsz Ching Estate",Wong Tai Sin,1736,
149,"Block 2, Kwai Fong Terrace",Kwai Tsing,1737,
150,"Block 2, Sceneway Garden",Kwun Tong,1738,
151,"Chong Tak Building, 37 Austin Road",Yau Tsim Mong,1739,
152,"Tao Yuan House, Chuk Yuen (North) Estate",Wong Tai Sin,1740,
153,"Block K, Sunshine City",Sha Tin,1741,
154,"Yung Lai House, Yau Lai Estate",Kwun Tong,1742,
155,"Block 5, Villa Tiara",Tuen Mun,1743,
156,"Oi Yan House, Tsz Oi Court",Wong Tai Sin,1744,
157,"Hing Tsui House, Hing Wah (1) Estate",Eastern,1745,
158,"Yuen Fat Building, 1-1E Nelson Street",Yau Tsim Mong,1746,
159,"Tak Lai House, Tak Tin Estate",Kwun Tong,1747,
160,"Block 3, Hill Top Gardens",Wong Tai Sin,1748,
161,"Block 26, Phase 4, South Horizons",Southern,1749,
162,"Kwai Yuen House, Chuk Yuen (South) Estate",Wong Tai Sin,1750,
163,"Yu Cheong House, Yu Ming Court",Sai Kung,1751,
164,"Block 6, Hill View Court",Sai Kung,1752,
165,"Mei King Mansion Phase 1, 2 Mei King Street",Kowloon City,1754,
166,"Man Tai House, Tsz Man Estate",Wong Tai Sin,1755,
167,"Oi Kan House, Tsz Oi Court",Wong Tai Sin,1756,
168,"San Po Kong Mansion, 2-32 Yin hing Street",Wong Tai Sin,1757,
169,"Sing San House, Choi Wan (I) Estate",Wong Tai Sin,1758,
170,"Wing Chun House, Wing Cheong Estate",Sham Shui Po,1759,
171,"Block 6, Palm Mansions, Whampoa Garden",Kowloon City,1760,
172,"On Yan House, Tsz On Court",Wong Tai Sin,1761,
173,"Ngan On House, Kam On Court",Sha Tin,1762,
174,"Tower 5, Goodview Garden",Tuen Mun,1763,
175,"Ching On House, Tsz Ching Estate",Wong Tai Sin,1764,
176,18 Whampoa Street,Kowloon City,1765,
177,"May Ming Mansion, 312 Nathan Road",Yau Tsim Mong,1766,
178,"Choi Wah House, Choi Fai Estate",Wong Tai Sin,1767,
179,Anho House,Yau Tsim Mong,1768,
180,"Block 3, Hill Top Gardens",Wong Tai Sin,1769,
181,"Block 2, Grandway Garden",Sha Tin,1770,
182,"Chung Hing Building, 33 Chung Wui Street",Yau Tsim Mong,1771,
183,"Properland House, Affluence Garden",Tuen Mun,1772,
184,"Man Yue House, Tsz Man Estate",Wong Tai Sin,1773,
185,"Wang Kei House, Wang Tau Hom Estate",Wong Tai Sin,1774,
186,"Oi Yan House, Tsz Oi Court",Wong Tai Sin,1775,
187,"Lai Sum House, Lai Tsui Court",Sham Shui Po,1776,
188,Homing Terrace,Kowloon City,1777,
189,"Block 2, The Sea Crest",Tuen Mun,1778,
190,"Lok Cheung House, Tsz Lok Estate",Wong Tai Sin,1779,
191,"Yee Man House, Ho Man Tin Estate",Kowloon City,1780,
192,"Lung Pak House, Hong Pak Court",Kwun Tong,1781,
193,Chong Tak Building,Yau Tsim Mong,1783,
194,"Chung Kwan House, Chung On Estate",Sha Tin,1784,
195,"Foo Wo House, Wo Che Estate",Sha Tin,1785,
196,"Oi Ning House, Tsz Oi Court",Wong Tai Sin,1786,
197,"Man Wah House, Lok Wah (South) Estate",Kwun Tong,1787,
198,"Choi Sin House, Choi Fook Estate",Kwun Tong,1792,
199,"Yan Sui House, Tin Yan Estate",Yuen Long,1795,
200,"Tip Chui House, Butterfly Estate",Tuen Mun,1797,
201,"Lok Yan House, Tsz Lok Estate",Wong Tai Sin,1798,
202,Yuet Yuen Building,Yau Tsim Mong,1799,
203,"Yin Chee Lau, Kwun Tong Garden Estate",Kwun Tong,1802,
204,"Kam Wan House, Choi Hung Estate",Wong Tai Sin,1804,
205,"Tak Shing House, Tak Tin Estate",Kwun Tong,1805,
206,"Block 1, Phase 1, Tai Po Centre",Tai Po,1806,
207,"Shing Chung House, Mei Chung Court",Sha Tin,1807,
208,"Tak Cheung House, Tak Long Estate",Kowloon City,1808,
209,"Kai Lok House, Kai Yip Estate",Kwun Tong,1809,
210,Sheraton Hong Kong Hotel & Towers,Yau Tsim Mong,1811,
211,Ma Yau Tong,Sai Kung,1812,
212,"Mei Sang House, Shek Kip Mei Estate",Sham Shui Po,1813,
213,"Block 2, Greenview Villa",Kwai Tsing,1814,
214,"Block 2, Greenview Villa",Kwai Tsing,1815,
215,"Lotus House, So Uk Estate",Sham Shui Po,1817,
216,"Shek Cheung House, Shek Lei (II) Estate",Kwai Tsing,1818,
217,"Ching On House, Tsz Ching Estate",Wong Tai Sin,1819,
218,"Kwong Hing Building, 959-973 Canton Road",Yau Tsim Mong,1820,
219,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1832,
220,"847-865 Canton Road, Winfield Building",Yau Tsim Mong,1833,
221,"Kam Pik House, Choi Hung Estate",Wong Tai Sin,1834,
222,Man Po Building,Wong Tai Sin,1835,
223,"Kai Cheung House, Kai Yip Estate",Kwun Tong,1836,
224,The Salisbury YMCA of Hong Kong,Yau Tsim Mong,1837,
225,Dorsett Wanchai,Wan Chai,1837,
226,"Block 4, Fu Ning Garden",Sai Kung,1838,
227,22 Siu Lam Tsuen,Tuen Mun,1839,
228,"Lok Tin House, Tsz Lok Estate",Wong Tai Sin,1841,
229,"Block 2, Tsui Chuk Garden",Wong Tai Sin,1842,
230,Man Po Building,Wong Tai Sin,1843,
231,Man Po Building,Wong Tai Sin,1844,
232,"Sheung Sam House, Lung Hang Estate",Sha Tin,1845,
233,"Ching Yuen House, Tsz Ching Estate",Wong Tai Sin,1846,
234,"Ngan On House, Kam On Court",Sha Tin,1847,
235,"Pik Yuet House, Shek Pai Wan Estate",Southern,1848,
236,"Block 1, Illumination Terrace",Wan Chai,1849,
237,"Fu Yiu House, Lai Yiu Estate",Kwai Tsing,1850,
238,"Lap Wah House, Lok Wah North Estate",Kwun Tong,1853,
239,"Wong Shek House, Ping Shek Estate",Kwun Tong,1854,
240,"Lily House, So Uk Estate",Sham Shui Po,1855,
241,"Block D, Telford Gardens",Kwun Tong,1856,
242,"Shun Hing Building, Yuen Long On Ning Road",Yuen Long,1857,
243,"Victory Building, 199 Castle Peak Road San Hui",Tuen Mun,1858,
244,"Block 8, Discovery Park",Tsuen Wan,1859,
245,"Rear Block, Man Yiu Building",Yau Tsim Mong,1860,
246,"Tower 5, Phase 3, Hemera, Lohas Park",Sai Kung,1861,
247,"Tsz Oi Court, Oi Wai House",Wong Tai Sin,1862,
248,"Sau Ching House, Sau Mau Ping Estate",Kwun Tong,1863,
249,"Ching Ming House, Tsz Ching Estate",Wong Tai Sin,1864,
