,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Kwai Tsing,"Tak Yam House, On Yam Estate",9287,
1,Kwai Tsing,"Tak Yam House, On Yam Estate",9289,
2,Sham Shui Po,"Nan Yuen Building, 44-62 Tai Nan Street",9290,
3,Kowloon City,"Yan Ching House, Kai Ching Estate",9294,
4,Kwun Tong,"Tak King House, Tak Tin Estate",9296,
5,Yau Tsim Mong,151 Temple Street,9297,
6,Yau Tsim Mong,20 Reclamation Street,9298,
7,Yau Tsim Mong,20 Reclamation Street,9299,
8,Kwai Tsing,"Hung Tai House, Ching Tai Court",9300,
9,Kwun Tong,"Kay Yan House, On Kay Court",9301,
10,Yau Tsim Mong,26 Reclamation Street,9302,
11,Yau Tsim Mong,124 Temple Street,9303,
12,Yau Tsim Mong,124 Temple Street,9304,
13,Yau Tsim Mong,26 Reclamation Street,9305,
14,Yau Tsim Mong,26 Reclamation Street,9306,
15,Central & Western,"Block B, Yick Fung Garden",9307,
16,Kowloon City,"Hibiscus House, Ma Tau Wai Estate",9308,
17,Yuen Long,"Sin Fu House, Tin Fu Court",9309,
18,Sham Shui Po,"91 Broadway, Stage 4, Mei Foo Sun Chuen",9310,
19,Sham Shui Po,"Lai Yeung House, Lai Tsui Court",9311,
20,Tai Po,"Kwong Yan House, Kwong Fuk Estate",9313,
21,Yuen Long,"Block 3, Sun Yuen Long Centre",9314,
22,Yuen Long,"Block 3, Sun Yuen Long Centre",9315,
23,Yuen Long,"Block 3, Sun Yuen Long Centre",9316,
24,Yuen Long,"Block 3, Sun Yuen Long Centre",9317,
25,Yuen Long,"Block 3, Sun Yuen Long Centre",9318,
26,Kwai Tsing,"Yan Shek House, Shek Yam Estate",9319,
27,Yuen Long,"Block 3, Sun Yuen Long Centre",9320,
28,Yau Tsim Mong,20 Reclamation Street,9321,
29,Yau Tsim Mong,22 Reclamation Street,9322,
30,Yau Tsim Mong,22 Reclamation Street,9323,
31,Tsuen Wan,"Tower 2, Lido Garden",9324,
32,Tsuen Wan,"Tower 2, Lido Garden",9325,
33,Yau Tsim Mong,20 Reclamation Street,9326,
34,Yau Tsim Mong,Jordan Mansion,9327,
35,Yau Tsim Mong,577 Canton Road,9328,
36,Yau Tsim Mong,577 Canton Road,9329,
37,Yau Tsim Mong,577 Canton Road,9330,
38,Yau Tsim Mong,577 Canton Road,9331,
39,Kowloon City,Merry Mansion,9332,
40,Kowloon City,Merry Mansion,9333,
41,Kwai Tsing,"Block 6, Grand Horizon",9334,
42,Eastern,"Hei Tsui House, Wan Tsui Estate",9335,
43,Yau Tsim Mong,514 Canton Road,9336,
44,Wan Chai,Kew Green Hotel Wanchai Hong Kong,9336,
45,Central & Western,"Block B, Yick Fung Garden",9337,
46,Sham Shui Po,Fok Kwan Building,9338,
47,Sham Shui Po,"12 Nassau Street, Stage 5, Mei Foo Sun Chuen",9339,
48,Kwai Tsing,"Kwai Chi House, Kwai Fong Estate",9340,
49,Kowloon City,"Yan Ching House, Kai Ching Estate",9341,
50,Islands,"On Wing Centre, Cheung Chau",9342,
51,Kwai Tsing,"Shing Yat House, Kwai Shing East Estate",9343,
52,Wong Tai Sin,"Block 3, Fung Shing Street Disciplined Services Quarters",9344,
53,Yau Tsim Mong,"Block 7, Metro Harbour View",9345,
54,Yau Tsim Mong,1D Nanking Street,9346,
55,Kwun Tong,"Yung Tai House, On Tai Estate",9347,
56,Kwun Tong,"Yung Tai House, On Tai Estate",9348,
57,Kwai Tsing,"On Mei House, Cheung On Estate",9349,
58,Yuen Long,"Yuet Kwai House, Tin Yuet Estate",9350,
59,Yau Tsim Mong,577 Canton Road,9351,
60,Yau Tsim Mong,1D Nanking Street,9352,
61,Yau Tsim Mong,577 Canton Road,9353,
62,Kwai Tsing,"On Mei House, Cheung On Estate",9354,
63,Yuen Long,Fuk Hing Tsuen,9355,
64,Southern,"Fu Hing Yuen, Chi Fu Fa Yuen",9357,
65,Eastern,"Kwai Tsui House, Wan Tsui Estate",9358,
66,Wong Tai Sin,"Tat Sin House, Upper Wong Tai Sin Estate",9359,
67,Central & Western,Brilliant Court,9360,
68,Southern,"Ka Sing House, Ka Lung Court",9361,
69,Kwai Tsing,"Yan Shek House, Shek Yam Estate",9362,
70,Kwai Tsing,"Yan Shek House, Shek Yam Estate",9363,
71,Yuen Long,Hung Yip Building,9364,
72,Kowloon City,Po Sing Court,9365,
73,Yau Tsim Mong,20 Reclamation Street,9366,
74,Kwai Tsing,"Chak Yam House, On Yam Estate",9367,
75,Wan Chai,229-231 Lockhart Road,9368,
76,Sai Kung,"Wai Ming House, Yuk Ming Court",9369,
77,Kwai Tsing,"Kai King Lau, Cho Yiu Chuen",9370,
78,Kwun Tong,"Tak Pui House, Tak Long Estate",9371,
79,Yau Tsim Mong,315 Nathan Road,9372,
80,Yau Tsim Mong,26 Reclamation Street,9373,
81,Yau Tsim Mong,26 Reclamation Street,9374,
82,Yau Tsim Mong,26 Reclamation Street,9375,
83,Yau Tsim Mong,26 Reclamation Street,9376,
84,Yau Tsim Mong,168 Shanghai Street,9377,
85,Kwun Tong,"Shuk Mei House, Yau Mei Court",9378,
86,Wong Tai Sin,"Chun Wai House, Tin Ma Court",9379,
87,Wong Tai Sin,"Chun Wai House, Tin Ma Court",9380,
88,Wong Tai Sin,"Chun Wai House, Tin Ma Court",9381,
89,Yau Tsim Mong,315 Nathan Road,9382,
90,Yau Tsim Mong,26 Reclamation Street,9383,
91,Kwun Tong,"Kam Shek House, Ping Shek Estate",9384,
