,District,Buildingname,Lastdateofvisitbyanyoftheinvolvedcase(s),Relatedconfirmed/probablecases,Relatedconfirmed/probablecases
56,Dorsett Tsuen Wan,Kwai Tsing,,867,
57,"Fai Shing House, May Shing Court",Sha Tin,,868,
58,Green Valley Mansion,Wan Chai,,869,
59,Kei Ling Ha San Wai,Tai Po,,870,
60,Silka Tsuen Wan Hotel,Kwai Tsing,,871,
61,"Hang King House, Siu Shan Court",Tuen Mun,,872,
62,Borrett Mansions,Central & Western,,873,
63,Dorsett Wanchai,Wan Chai,,874,
64,Kam Tong Building,Yau Tsim Mong,,875,
65,"Block 4, Locwood Court, Kingswood Villas",Yuen Long,,876,
66,Island View,Islands,,878,
67,"Block 4, Laguna City",Kwun Tong,,879,
68,Tagus Residences,Wan Chai,,881,
69,Kei Pik Shan,Sai Kung,,882,
70,Blue Pool Court,Wan Chai,,883,
71,"Choi Shing House, Choi Tak Estate",Kwun Tong,,884,
72,"Block B, Monticello",Central & Western,,885,
73,Ramada Hong Kong Grand View,Eastern,,886,
74,Kam Fat Building,Tuen Mun,,887,
75,"Tower 2, The Metropolis Residence",Kowloon City,,888,
76,"Block 33, Baguio Villa (Lower)",Southern,,889,
77,"Block C, Garden Vista",Sha Tin,,890,
78,Tung Hei Court,Kowloon City,,891,
79,"The Park Lane Hong Kong, a Pullman Hotel",Wan Chai,,892,
80,"Orchid Path, The Westwood, (Phase 1C), Palm Springs",Yuen Long,,893,
81,Borrett Mansions,Central & Western,,894,
82,Kensington House,Kowloon City,,895,
83,"Tower 1, Festival City (Phase 2)",Sha Tin,,896,
84,"Tower 2, Island Crest",Central & Western,,897,
85,Ha Shan Kai Wat,North,,898,
86,Lexington Hill,Central & Western,,899,
87,Robinson Place,Central & Western,,900,
88,Winfield Gardens,Wan Chai,,901,
89,Yan Sau Wai,Yuen Long,,902,
90,"Block 7, Bauhinia Garden",Sai Kung,,903,
91,San Hui Village,Tuen Mun,,905,
92,"Chiu Man House, Oi Man Estate",Kowloon City,,912,
93,"Chiu Man House, Oi Man Estate",Kowloon City,,913,
94,"Ko Ching House, Ko Cheung Court",Kwun Tong,,914,
95,123 Pak Tai Street,Kowloon City,,915,
96,Holiday Inn Express Hong Kong Mongkok,Yau Tsim Mong,,Case notified by the Health Commission of Guangdong Province,
97,40-42 Circular Pathway,Central & Western,,916,
98,"Block 4, South Horizons",Southern,,917,
99,"Fujian Hotel, Mirador Mansion",Yau Tsim Mong,,918,
100,Mau Po Road,Sai Kung,,919,
101,Dorsett Wanchai,Wan Chai,,920,
102,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,921,
103,"Kat Hing Wai, Kam Tin",Yuen Long,,922,
104,Lakeview Garden (House Zone),Sha Tin,,923,
105,"Sau Chi House, Sau Mau Ping Estate",Kwun Tong,,924,
106,"Tak Cheung House, Tak Long Estate",Kowloon City,,925,
107,"Chak Fai House, Tin Chak Estate",Yuen Long,,926,
108,"Luk Kwai House, Kwai Chung Estate",Kwai Tsing,,928,
109,Yick Shing Mansion,Wan Chai,,929,
110,Wah Yu Court,Eastern,,932,
111,109 Temple Street,Yau Tsim Mong,,933,
112,"Section C, 5th Street, Fairview Park",Yuen Long,,934,
113,Chung Hom Kok Road,Southern,,935,
114,"Hin Kwai House, Hin Keng Estate",Sha Tin,,936,
115,Dorsett Mongkok,Yau Tsim Mong,,Case notified by the Health,
116,Courtyard By Marriott Hong Kong,Central & Western,,Commission of Guangdong Province,
117,J Residence,Wan Chai,,937,
118,288 Des Voeux Road West,Central & Western,,938,
119,Hang Hau Village,Sai Kung,,939,
120,Floral Villas,Sai Kung,,940,
121,"Block 2, Hong Kong Garden",Tsuen Wan,,943,
122,"Kin Tai House, Fu Tai Estate",Tuen Mun,,944,
123,"Block 2, Royal Jubilee",North,,945,
124,"Block 6, Coastal Skyline",Islands,,946,
125,"Block D, Pearl Gardens",Central & Western,,947,
126,"The Park Lane Hong Kong, a Pullman Hotel",Wan Chai,,948,
127,The Imperial Hotel,Yau Tsim Mong,,949,
128,Prudential Hotel,Yau Tsim Mong,,949,
129,Fan Tin Tsuen,Yuen Long,,950,
130,"Tower 2, Island Crest",Central & Western,,953,
131,"Block 6, New Jade Garden",Eastern,,954,
132,Tai Tseng Wai Tsuen,Yuen Long,,955,
133,"Block 8, Seaview Garden",Tuen Mun,,956,
134,Wah Yu Court,Eastern,,957,
135,Wah Yu Court,Eastern,,958,
136,Silka Tsuen Wan Hotel,Tsuen Wan,,959,
137,"Block B1, Yau Tong Industrial City",Kwun Tong,,960,
138,Prat Mansions,Yau Tsim Mong,,961,
139,"Han Kung Mansion, Kam Din Terrace, Taikoo Shing",Eastern,,962,
140,Ramada Hong Kong Grand View,Eastern,,963,
141,Sunderland Estate,Kowloon City,,964,
142,"Cheung Fai Building, 45 - 47 Cochrane Street",Central & Western,,965,
143,"Tower 6B, Imperial Cullinan",Yau Tsim Mong,,966,
144,"Harmony Court, 127 Bonham Strand",Central & Western,,968,
145,"Block 2, Sceneway Garden",Kwun Tong,,969,
146,Dorsett Tsuen Wan,Kwai Tsing,,970,
147,"Headland Drive, Discovery Bay",Islands,,971,
148,"Golden Mansion, 83-85 Chatham Road South",Yau Tsim Mong,,972,
149,"Hillier Building, 273 - 275 Queen's Road Central",Central & Western,,973,
150,Tung Hei Court,Kowloon City,,974,
151,JC Castle,Tai Po,,975,
152,"Tung Tau Tsuen, Shap Pat Heung",Yuen Long,,976,
153,"Block 30, Park Island",Tsuen Wan,,977,
154,Branksome Grande,Central & Western,,978,
155,V Wanchai,Wan Chai,,979,
156,Constellation Cove,Tai Po,,981,
157,"Block 6, Royal Ascot",Sha Tin,,982,
158,"Sau Ching House, Sau Mau Ping Estate",Kwun Tong,,983,
159,"Crestmont Villa, Discovery Bay",Islands,,984,
160,"Tower 1, Harbour Green",Yau Tsim Mong,,985,
161,Bishop Lei International House,Central & Western,,987,
162,"Block 2, Carado Garden",Sha Tin,,988,
163,"Prince Apartments, 226 Prince Edward Road West",Kowloon City,,989,
164,Kennedy Park at Central,Central & Western,,990,
165,YMCA of Hong Kong,Yau Tsim Mong,,992,
166,"Block 3, Garden Terrace",Central & Western,,993,
167,Tin Sam Village,Yuen Long,,996,
168,St Moritz,Sha Tin,,997,
169,"Tung Tau Tsuen, Shap Pat Heung",Yuen Long,,998,
170,Courtyard By Marriott Hong Kong,Central & Western,,1000,
171,Beau Cloud Mansion,Central & Western,,1001,
172,"Block 1, Pine Villas",Tuen Mun,,1002,
173,Yan Sau Wai,Yuen Long,,1003,
174,"Fu Tai House, Tai Wo Hau Estate",Kwai Tsing,,1004,
175,"Block 8, Seaview Garden",Tuen Mun,,1005,
176,"Block 2, Carado Garden",Sha Tin,,1007,
177,"Block 3, Garden Terrace",Central & Western,,1009,
178,"Tower 11, Avignon",Tuen Mun,,1013,
179,Silka Tsuen Wan Hotel,Kwai Tsing,,1015,
180,CHI Residences 138,Wan Chai,,1017,
181,Metropark Hotel Mongkok,Yau Tsim Mong,,1018,
182,"Block 2, Cronin Garden",Sham Shui Po,,1018,
183,"Block F, Kornhill",Eastern,,1022,
184,97 Hollywood Road,Central & Western,20/03/2020,,"266, 319"
185,62 Hollywood Road,Central & Western,20/03/2020,,"266, 342"
186,Manson House,Yau Tsim Mong,20/03/2020,,"428, 855"
187,Two Chinachem Plaza,Central & Western,22/03/2020,,"563, 683"
188,Ho Lee Commercial Building,Central & Western,24/03/2020,,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746, 877"
189,76 Jaffe Road,Wan Chai,24/03/2020,,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 707, 746, 864, 877, 951"
190,9 Knutsford Terrace,Yau Tsim Mong,24/03/2020,,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 663, 670, 674, 746, 755, 846, 863, 904, 906, 998"
191,10-11 Knustsford Terrace,Yau Tsim Mong,24/03/2020,,"483, 516"
192,MW Plaza,Yau Tsim Mong,24/03/2020,,"567, 842"
193,25 Carnarvon Road,Yau Tsim Mong,24/03/2020,,"662, 687, 702, 704, 705, 758, 759"
194,Lok Sing Centre,Wan Chai,25/03/2020,,"903, 923, 925, 932, 954"
195,23 Luard Road,Wan Chai,26/03/2020,,"682, 857"
196,82 Jaffe Road,Wan Chai,27/03/2020,,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746, 877, 973"
197,iSQUARE,Yau Tsim Mong,28/03/2020,,"504, 756"
198,10 Knutsford Terrace,Yau Tsim Mong,28/03/2020,,"567, 842"
199,K11 Musea,Yau Tsim Mong,28/03/2020,,"687, 702, 704, 705, 758, 759"
200,23 Yip Kan Street,Southern,28/03/2020,,"719, 801, 849"
201,1–29 Tang Lung Street,Wan Chai,03/04/2020,,865
202,Tin Yiu Plaza,Yuen Long,03/04/2020,,876
203,110-116 Jaffe Road,Wan Chai,03/04/2020,,923
204,Wings Building,Central & Western,03/04/2020,,957
205,Ecumenical Christian Building,Yau Tsim Mong,03/04/2020,,961
206,Lee Garden One,Wan Chai,03/04/2020,,968
207,Lee Garden Two,Wan Chai,03/04/2020,,972
208,88 Gloucester Road,Wan Chai,03/04/2020,,"923, 925"
209,Shun Tak Centre,Central & Western,04/04/2020,,"923, 932"
210,Ching Long Shopping Centre,Kowloon City,05/04/2020,,925
211,57-58 Chuen Lung Village,Tsuen Wan,05/04/2020,,936
212,Bank Centre Mall,Yau Tsim Mong,05/04/2020,,936
213,New Town Plaza,Sha Tin,05/04/2020,,936
214,MOKO,Yau Tsim Mong,05/04/2020,,936
215,"Choi Chu House, Choi Yuen Estate",North,05/04/2020,,945
216,Chai Wan Municipal Services Building Chai Wan Market,Eastern,05/04/2020,,958
217,Windsor House,Wan Chai,05/04/2020,,"903, 925, 944"
218,Hong Kong Adventist Hospital,Wan Chai,06/04/2020,,935
219,Shek Wu Hui Municipal Services Building,North,06/04/2020,,945
220,Union Plaza,North,06/04/2020,,945
221,Yue Wan Market,Eastern,06/04/2020,,958
222,"Administration Building, Yue Wan Estate",Eastern,06/04/2020,,958
223,Domain,Kwun Tong,06/04/2020,,960
224,121 Bonham Strand,Central & Western,06/04/2020,,971
225,Emperor Group Centre,Wan Chai,06/04/2020,,972
226,Melbourne Plaza,Central & Western,06/04/2020,,978
227,Pat Tat Industrial Building,Wong Tai Sin,06/04/2020,,978
228,The Landmark Mandarin Oriental Hotel,Central & Western,06/04/2020,,978
229,New East Ocean Centre,Yau Tsim Mong,07/04/2020,,955
230,Festival Walk,Kowloon City,07/04/2020,,955
231,176 Queen's Road,Central & Western,07/04/2020,,972
232,China Insurance Group Building,Central & Western,07/04/2020,,972
233,9 Queen's Road Central,Central & Western,07/04/2020,,972
234,Kingswood Richly Plaza,Yuen Long,07/04/2020,,996
235,Golden Mansion,Yau Tsim Mong,08/04/2020,,972
236,8 Hart Avenue,Yau Tsim Mong,08/04/2020,,972
237,World-Wide House,Central & Western,08/04/2020,,981
238,Pak Yee Building,Yuen Long,08/04/2020,,996
239,On Ning Building,Yuen Long,08/04/2020,,996
240,+WOO,Yuen Long,09/04/2020,,976
241,Kornhill Plaza (South),Eastern,11/04/2020,,1022
242,16 Haven Street,Wan Chai,11/04/2020,,1022
243,Gold Coast Yacht and Country Club,Tuen Mun,12/04/2020,,1013
244,Hong Kong Sanatorium & Hospital,Wan Chai,12/04/2020,,1013
245,Hong Kong Sanatorium & Hospital,Wan Chai,13/04/2020,,1022
246,Cityplaza,Eastern,14/04/2020,,1022
