,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,Tsuen Wan,"Tower 4, Lido Garden",9930,
1,Yau Tsim Mong,Shun On Building,9931,
2,Kowloon City,"Yee Man House, Ho Man Tin Estate",9932,
3,Kowloon City,"Yee Man House, Ho Man Tin Estate",9933,
4,Yau Tsim Mong,Season Mansion,9934,
5,Yau Tsim Mong,Man Yiu Building,9935,
6,Kwun Tong,"Block 5, Laguna City",9937,
7,Kwun Tong,"Tsui Chung House, Tsui Ping (South) Estate",9939,
8,Kowloon City,Regal Oriental Hotel,9940,
9,Eastern,"Tower 4,Greenwood Terrace",9941,
10,Sha Tin,"Shing Wing House, Yue Shing Court",9942,
11,Sai Kung,"Sheung Chun House, Sheung Tak Estate",9944,
12,Yau Tsim Mong,19 Pitt Street,9945,
13,Yau Tsim Mong,Hang Wan Building,9947,
14,Kowloon City,31 Tak Ku Ling Road,9948,
15,Eastern,"Yiu Fu House, Yiu Tung Estate",9949,
16,Kowloon City,Wah Lai Building,9950,
17,Yau Tsim Mong,Sheung On Mansion,9951,
18,Southern,"Kong Hing Court, Aberdeen Centre",9952,
19,Kwun Tong,Wing Ming Building,9953,
20,Kowloon City,"Ocean Waves , Victoria Skye",9954,
21,Yau Tsim Mong,"Block 9, Metro Harbour View",9955,
22,Yau Tsim Mong,"Block A, Tsim Sha Tsui Mansion",9956,
23,Yau Tsim Mong,"Block A, Tsim Sha Tsui Mansion",9957,
24,Yau Tsim Mong,"Block A, Tsim Sha Tsui Mansion",9958,
25,Tsuen Wan,"Toa Shue House, Lei Muk Shue Estate",9959,
26,Yau Tsim Mong,Shun Fung Building,9960,
27,Yau Tsim Mong,151 Temple Street,9961,
28,Sha Tin,"Mei Yeung House, Mei Lam Estate",9962,
29,Sha Tin,"Mei Yeung House, Mei Lam Estate",9963,
30,Sham Shui Po,Yau Luen Apartments,9964,
31,Kowloon City,Wing Ying Mansion,9965,
32,Sham Shui Po,171 Cheung Sha Wan Road,9966,
33,Sham Shui Po,96 Yen Chow Street,9967,
34,Sham Shui Po,171 Cheung Sha Wan Road,9968,
35,Tsuen Wan,"Toa Shue House, Lei Muk Shue Estate",9969,
36,Sham Shui Po,171 Cheung Sha Wan Road,9970,
37,Eastern,Golden Castle Mansion,9971,
38,Tsuen Wan,"Chengtu House, Tsuen Wan Centre",9972,
39,Central & Western,High West,9973,
40,Wong Tai Sin,"Lung Shun House, Lower Wong Tai Sin Estate",9974,
41,Wan Chai,Moonstar Court,9975,
42,Wan Chai,Moonstar Court,9976,
43,Kowloon City,Yick Man Building,9977,
44,Yuen Long,"Chung Chak House, Tin Chung Court",9978,
45,Yau Tsim Mong,"Block 6, Metro Harbour View",9979,
46,Eastern,"Wah Hei House, Tung Hei Court",9980,
47,Yuen Long,"Block 2, Sheffield Villas",9981,
48,Kowloon City,Wah Lai Building,9982,
49,Southern,"Block 2, Jing Hui Garden",9983,
50,Kwun Tong,"Block 2, Sau Mau Ping Disciplined Services Quarters",9984,
51,Kwun Tong,"Block 5, Laguna City",9985,
52,Yau Tsim Mong,Hoi Yuen Mansion,9986,
53,Yau Tsim Mong,5 Woosung Street,9987,
54,Yau Tsim Mong,33C Portland Street,9988,
55,Eastern,"Tower 4, Greenwood Terrace",9989,
56,Eastern,"Tower 4, Greenwood Terrace",9990,
57,Eastern,"Tower 4, Greenwood Terrace",9991,
58,North,Po Sheung Tsuen Lane No.15,9992,
59,North,Po Sheung Tsuen Lane No.15,9993,
60,Central & Western,Kam Ling Court,9994,
61,Yuen Long,"Tower 1, Kui Fat Building",9995,
62,Yuen Long,Ho King Building,9996,
63,Wong Tai Sin,Choi Hung Building,9997,
64,Wong Tai Sin,"Lung Shun House, Lower Wong Tai Sin Estate",9997,
65,Eastern,"Block N, Kornhill",9998,
66,Wan Chai,Moonstar Court,9999,
67,Yau Tsim Mong,Yue Wong Building,10000,
68,Islands,Peng Lai Court,10001,
69,Kowloon City,Wing Ying Mansion,10002,
70,Sham Shui Po,25 Un Chau Street,10003,
71,Yau Tsim Mong,"Block A, United Mansion",10004,
72,Yau Tsim Mong,151 Temple Street,10005,
73,Yau Tsim Mong,264 Temple Street,10006,
74,Yau Tsim Mong,5 Waterloo Road,10007,
75,Sai Kung,"Block 3, Verbena Heights",10009,
76,Kwun Tong,"Block 5, Laguna City",10011,
77,Kwai Tsing,"Block 2, Serene Garden",10012,
