,District,BuildingName,ReportedDate/LastDateofVisitbyAnyoftheInvolvedCase(s),RelatedConfirmed/ProbableCase(s)
0,"Block 3, Chelsea Heights",Tuen Mun,2374,
1,110 Fa Yuen Street,Yau Tsim Mong,2375,
2,Yip Win Factory Building,Kwun Tong,2376,
3,"Block D, Rainbow Garden",Tuen Mun,2377,
4,"Ching Hong House, Tsz Ching Estate",Wong Tai Sin,2378,
5,"Sing San House, Choi Wan (I) Estate",Wong Tai Sin,2379,
6,"On Yan House, Tsz On Court",Wong Tai Sin,2380,
7,"Siu Cheong House, Siu Hong Court",Tuen Mun,2381,
8,Tak Wah Mansion,Wan Chai,2382,
9,Dorsett Tsuen Wan,Kwai Tsing,2383,
10,"Chung Hing Mansion, Pan Hoi Street",Eastern,2386,
11,Top View Mansion,Wan Chai,2387,
12,"Sau Shan House, Cheung Shan Estate",Kwai Tsing,2388,
13,"Tung Tai House, Ching Tai Court",Kwai Tsing,2389,
14,43 Tai Po Road,Sham Shui Po,2390,
15,"Lok Kwai House, Kwai Fuk Court",Kwai Tsing,2391,
16,"Ming Yiu Lau, Jat Min Chuen",Sha Tin,2392,
17,Tai Yuen Tsuen,North,2393,
18,"Hong Lok Yuen, Hong Lok Yuen Eleventh Street",Tai Po,2394,
19,"Tower 6, Fu Ning Garden",Sai Kung,2396,
20,"Man Yue House, Tsz Man Estate",Wong Tai Sin,2397,
21,"Yuet Tin House, Yan Tin Estate",Tuen Mun,2398,
22,Tai Lam Chung Tsuen,Tuen Mun,2399,
23,"Siu Kei House, Siu Hong Court",Tuen Mun,2400,
24,"Heng Fung House, Heng On Estate",Sha Tin,2401,
25,32 Green Lane,Wan Chai,2402,
26,32 Green Lane,Wan Chai,2403,
27,"Wing Sam House, Lung Hang Estate",Sha Tin,2404,
28,"Wing Sam House, Lung Hang Estate",Sha Tin,2405,
29,"Wang Yat House, Lok Fu Estate",Wong Tai Sin,2406,
30,"Block B, Pak On Building",Yau Tsim Mong,2409,
31,IPLACE,Kwai Tsing,2410,
32,"Lok Tin House, Tsz Lok Estate",Wong Tai Sin,2411,
33,Empire Hotel,Wan Chai,2411,
34,"Block 4, Verbena Heights",Sai Kung,2412,
35,"Kwai Sun House, Lower Ngau Tau Kok Estate",Kwun Tong,2413,
